HourOfYear,Price ($/MWh)
864,29.1743
865,14.7254
866,13.7860
867,15.5709
868,14.8211
869,16.1071
870,23.2124
871,13.2819
872,11.7706
873,10.9429
874,16.6030
875,22.6865
876,34.4194
877,25.2767
878,31.0611
879,31.4555
880,38.4850
881,45.5248
882,29.9014
883,29.1159
884,35.2010
885,31.3250
886,34.7436
887,25.8479
888,18.5500
889,20.8944
890,21.4199
891,18.3960
892,15.8374
893,18.3001
894,19.1604
895,21.2301
896,19.1585
897,17.1569
898,21.1443
899,29.0379
900,21.5154
901,29.8617
902,28.1292
903,31.8352
904,39.0893
905,33.9997
906,32.9422
907,24.9182
908,33.8661
909,31.2977
910,36.4813
911,21.5445
912,21.5974
913,19.3433
914,23.9192
915,13.9728
916,14.8519
917,16.1621
918,14.4030
919,12.2434
920,17.0418
921,23.5172
922,15.4348
923,23.8270
924,22.2564
925,34.1507
926,22.6372
927,29.0543
928,34.7406
929,41.0296
930,32.5391
931,29.0995
932,39.6988
933,20.9885
934,14.8294
935,25.4420
936,18.1501
937,13.1491
938,19.7327
939,15.8274
940,10.7958
941,6.8806
942,17.9919
943,17.8863
944,15.7353
945,27.5422
946,15.3772
947,15.6949
948,22.4579
949,28.1081
950,31.6306
951,30.8037
952,34.7759
953,27.1055
954,40.2480
955,31.6262
956,36.0411
957,30.1040
958,28.2691
959,26.2528
960,23.0612
961,21.6313
962,22.9992
963,15.7537
964,17.3239
965,12.9964
966,20.9932
967,11.4166
968,25.3993
969,18.2717
970,13.7374
971,24.1268
972,22.6761
973,32.7033
974,27.3150
975,29.9433
976,23.7324
977,31.2663
978,21.0746
979,24.2824
980,34.4218
981,32.4846
982,28.2780
983,18.7346
984,20.7497
985,18.5654
986,10.7275
987,22.4541
988,18.3320
989,12.5066
990,14.0936
991,16.0071
992,6.3527
993,17.4036
994,17.6484
995,18.6454
996,24.8432
997,37.6560
998,33.9499
999,29.4861
1000,36.2109
1001,40.6926
1002,37.9853
1003,32.6684
1004,27.5535
1005,32.2153
1006,28.2869
1007,28.2143
1008,24.3332
1009,24.0004
1010,14.0125
1011,21.6936
1012,15.1027
1013,24.1574
1014,10.6831
1015,23.8150
1016,17.7211
1017,15.5526
1018,18.8093
1019,22.2223
1020,28.5403
1021,31.4526
1022,28.0482
1023,32.3913
1024,44.2306
1025,42.5050
1026,35.7153
1027,32.7319
1028,31.5601
1029,31.9637
1030,21.3776
1031,22.6237
1032,12.9867
1033,20.9212
1034,20.0973
1035,12.8634
1036,22.1576
1037,7.8253
1038,6.9803
1039,16.4307
1040,22.1405
1041,27.4030
1042,19.1080
1043,29.3914
1044,26.4009
1045,28.1495
1046,35.5093
1047,35.9491
1048,25.8119
1049,41.4246
1050,40.6090
1051,29.5891
1052,135.6197
1053,31.5415
1054,27.9703
1055,21.3346
1056,18.1472
1057,18.9731
1058,22.9009
1059,18.1734
1060,12.6108
1061,17.9890
1062,5.0000
1063,21.2289
1064,8.3831
1065,17.3480
1066,15.9811
1067,17.7017
1068,32.5749
1069,26.8515
1070,33.0010
1071,32.6306
1072,36.2569
1073,34.6040
1074,27.4717
1075,37.8764
1076,28.8446
1077,21.4669
1078,24.7050
1079,31.7687
1080,25.9353
1081,17.5366
1082,15.4701
1083,14.0265
1084,25.0270
1085,16.2197
1086,16.8085
1087,20.8163
1088,18.4556
1089,18.0451
1090,20.7779
1091,23.9974
1092,26.7651
1093,33.0087
1094,31.7090
1095,36.7092
1096,33.6491
1097,34.7942
1098,24.0769
1099,37.6581
1100,33.2274
1101,34.4216
1102,12.5461
1103,34.8887
1104,21.1683
1105,25.0030
1106,12.1991
1107,18.8810
1108,9.5587
1109,11.3739
1110,24.4113
1111,14.8945
1112,18.5319
1113,23.8739
1114,24.4214
1115,25.2910
1116,28.9596
1117,41.5714
1118,31.3451
1119,34.2356
1120,39.4901
1121,40.1129
1122,40.1874
1123,36.4547
1124,25.9646
1125,37.7835
1126,21.4805
1127,26.1450
1128,18.2800
1129,19.3267
1130,19.2279
1131,17.6095
1132,17.1211
1133,22.7471
1134,17.2948
1135,14.8132
1136,22.4514
1137,25.6572
1138,15.9915
1139,27.7125
1140,30.8274
1141,28.2534
1142,38.6987
1143,32.6669
1144,35.0519
1145,33.9073
1146,34.5177
1147,27.9673
1148,24.6671
1149,37.7767
1150,23.1654
1151,19.8630
1152,11.4727
1153,16.6410
1154,11.1572
1155,24.4014
1156,20.2494
1157,11.4267
1158,26.4783
1159,21.1319
1160,16.1961
1161,7.4022
1162,33.7737
1163,17.9673
1164,19.2843
1165,35.0440
1166,44.2089
1167,40.5287
1168,37.4339
1169,37.9368
1170,38.8974
1171,37.4339
1172,33.4641
1173,30.5161
1174,27.2783
1175,21.2413
1176,21.0276
1177,11.5624
1178,17.4724
1179,11.4400
1180,9.8741
1181,15.9588
1182,22.3682
1183,21.0068
1184,10.1600
1185,15.1435
1186,27.2154
1187,20.1954
1188,26.5809
1189,32.8742
1190,27.3614
1191,34.3273
1192,28.1374
1193,32.1496
1194,36.4227
1195,25.8679
1196,34.4542
1197,30.0907
1198,30.5477
1199,26.3248
1200,29.4459
1201,20.8476
1202,16.0116
1203,70.3984
1204,18.3032
1205,15.4985
1206,15.8061
1207,13.1003
1208,14.8932
1209,13.2739
1210,31.4548
1211,19.0840
1212,24.4352
1213,26.7277
1214,36.8737
1215,32.5217
1216,41.2424
1217,31.9852
1218,36.4152
1219,29.8527
1220,43.1742
1221,24.4477
1222,120.9461
1223,28.5711
1224,24.8913
1225,19.4923
1226,17.7069
1227,16.9941
1228,15.0493
1229,20.2713
1230,26.8536
1231,14.0208
1232,11.5567
1233,20.0437
1234,35.8038
1235,21.4834
1236,36.2939
1237,38.9070
1238,29.8299
1239,37.0403
1240,43.3447
1241,33.6562
1242,34.2016
1243,31.3204
1244,27.5742
1245,27.3389
1246,22.0622
1247,25.7725
1248,19.1724
1249,21.7878
1250,10.7767
1251,18.6298
1252,20.1524
1253,5.6838
1254,17.8719
1255,23.1474
1256,12.5585
1257,29.0490
1258,25.2015
1259,22.1780
1260,28.0208
1261,33.5116
1262,33.1795
1263,37.0909
1264,30.8012
1265,36.6006
1266,28.3529
1267,33.8749
1268,28.3307
1269,27.1101
1270,34.5649
1271,31.2612
1272,26.2707
1273,15.3601
1274,17.1771
1275,23.2440
1276,16.8966
1277,27.4524
1278,18.1716
1279,18.1728
1280,17.2647
1281,21.5576
1282,22.5479
1283,29.4476
1284,33.2873
1285,26.9942
1286,26.3476
1287,25.4205
1288,38.1491
1289,30.4416
1290,24.8619
1291,36.5788
1292,45.5203
1293,30.9625
1294,32.7821
1295,26.4192
1296,22.9360
1297,25.6227
1298,17.5135
1299,18.7212
1300,18.0024
1301,12.7214
1302,21.3714
1303,16.5440
1304,15.2380
1305,23.7790
1306,19.0245
1307,26.2546
1308,28.6650
1309,36.5606
1310,35.5843
1311,34.6836
1312,39.9052
1313,43.1169
1314,38.6228
1315,34.8952
1316,26.7038
1317,25.8751
1318,27.2714
1319,23.1705
1320,22.7038
1321,21.5188
1322,21.8217
1323,17.2403
1324,19.0350
1325,16.5929
1326,6.7426
1327,12.9311
1328,18.5053
1329,15.2570
1330,26.7257
1331,33.9768
1332,35.0138
1333,30.2734
1334,40.8741
1335,35.7618
1336,34.3408
1337,33.3088
1338,34.5315
1339,33.1128
1340,34.3254
1341,32.2139
1342,29.0233
1343,28.6134
1344,29.8026
1345,26.1941
1346,11.9596
1347,5.0342
1348,21.4852
1349,9.6474
1350,15.7075
1351,11.9887
1352,10.4274
1353,24.2245
1354,27.7337
1355,23.6524
1356,16.1768
1357,28.8215
1358,35.5917
1359,27.8362
1360,37.1555
1361,36.5118
1362,39.1530
1363,35.8643
1364,28.8208
1365,37.6069
1366,28.4285
1367,26.5053
1368,19.3963
1369,19.4433
1370,15.1736
1371,17.1526
1372,25.5859
1373,9.8360
1374,8.9774
1375,25.4091
1376,18.6048
1377,18.3861
1378,29.3517
1379,23.7213
1380,38.4766
1381,35.1570
1382,31.4079
1383,46.2321
1384,33.4250
1385,40.5138
1386,37.9681
1387,41.9904
1388,41.7090
1389,31.9995
1390,25.6696
1391,29.1574
1392,20.8898
1393,31.9425
1394,20.4962
1395,16.4068
1396,18.1669
1397,10.1762
1398,12.4035
1399,24.2717
1400,16.5835
1401,16.7135
1402,27.0522
1403,32.8948
1404,33.1583
1405,36.9647
1406,30.2806
1407,28.5538
1408,44.1776
1409,35.4074
1410,35.4350
1411,42.3403
1412,36.9004
1413,34.3367
1414,40.4796
1415,23.8580
1416,29.1357
1417,22.3789
1418,21.3749
1419,26.0942
1420,20.0012
1421,19.8219
1422,22.8429
1423,16.6637
1424,15.8908
1425,16.9431
1426,14.7563
1427,37.4665
1428,24.2668
1429,31.0976
1430,32.9000
1431,37.4195
1432,40.9694
1433,41.5430
1434,33.9937
1435,35.0837
1436,35.7522
1437,31.0340
1438,37.9116
1439,29.7508
1440,28.3914
1441,25.6288
1442,26.1200
1443,19.5778
1444,11.1987
1445,19.3499
1446,14.4446
1447,16.0666
1448,23.2400
1449,28.5799
1450,24.9159
1451,28.9512
1452,38.5156
1453,33.6294
1454,47.5144
1455,38.9320
1456,28.3089
1457,41.2295
1458,39.0371
1459,42.5904
1460,37.9277
1461,31.8077
1462,23.9760
1463,26.4735
1464,20.6872
1465,19.6347
1466,23.4185
1467,27.2452
1468,19.8794
1469,11.5952
1470,20.1478
1471,24.9163
1472,17.4827
1473,21.9420
1474,25.1067
1475,23.7063
1476,33.4698
1477,32.0448
1478,36.8277
1479,31.8911
1480,35.1497
1481,41.2990
1482,35.4916
1483,184.3029
1484,32.7882
1485,33.8481
1486,34.9853
1487,20.6517
1488,16.3607
1489,15.1341
1490,27.0137
1491,67.0098
1492,30.9224
1493,14.9789
1494,19.0730
1495,26.8693
1496,30.7878
1497,33.1454
1498,31.3010
1499,32.9771
1500,33.4171
1501,36.7675
1502,32.2003
1503,32.4639
1504,37.5465
1505,37.0627
1506,35.3162
1507,40.0748
1508,39.7897
1509,33.3936
1510,155.3718
1511,22.2622
1512,24.4236
1513,19.4055
1514,11.5954
1515,18.9350
1516,17.7502
1517,25.5949
1518,21.5320
1519,14.2656
1520,30.2557
1521,29.1710
1522,28.3977
1523,26.9525
1524,25.8855
1525,31.2430
1526,40.6284
1527,46.2063
1528,45.5082
1529,35.6980
1530,32.2130
1531,37.5261
1532,26.3998
1533,34.7964
1534,30.0403
1535,25.8695
1536,17.6476
1537,25.7869
1538,18.4939
1539,13.7283
1540,5.0000
1541,18.1198
1542,27.4689
1543,27.9226
1544,18.9296
1545,20.2847
1546,28.0611
1547,23.3231
1548,32.4218
1549,37.1647
1550,41.5497
1551,36.5131
1552,37.0041
1553,33.9830
1554,33.9074
1555,35.9201
1556,37.3098
1557,37.9795
1558,26.9935
1559,35.8943
1560,24.4967
1561,23.3434
1562,17.6528
1563,7.6881
1564,23.2403
1565,22.1732
1566,17.4328
1567,20.1831
1568,24.0267
1569,15.7150
1570,23.3040
1571,32.5185
1572,24.8736
1573,35.0344
1574,28.8645
1575,39.5785
1576,38.0768
1577,30.5299
1578,44.0982
1579,33.6123
1580,31.6545
1581,34.6473
1582,36.9856
1583,23.5849
1584,26.3939
1585,25.8276
1586,25.0877
1587,20.9250
1588,17.2184
1589,14.5846
1590,19.5038
1591,14.7211
1592,7.0741
1593,25.9445
1594,30.7029
1595,16.9666
1596,26.3306
1597,36.8966
1598,46.1692
1599,37.5846
1600,34.8495
1601,37.9256
1602,45.3835
1603,34.2901
1604,31.9446
1605,31.4656
1606,26.7107
1607,29.5123
1608,34.4440
1609,25.5340
1610,20.5956
1611,18.8190
1612,11.4729
1613,23.3735
1614,18.9194
1615,19.4150
1616,37.8820
1617,25.4912
1618,22.6601
1619,26.8853
1620,37.3574
1621,34.6032
1622,28.9264
1623,42.3130
1624,35.3850
1625,48.4429
1626,44.1458
1627,35.5198
1628,42.5822
1629,34.4552
1630,35.9779
1631,31.5594
1632,22.3257
1633,20.9378
1634,27.2442
1635,18.8412
1636,17.5078
1637,14.4196
1638,21.6639
1639,30.8674
1640,16.8162
1641,24.3560
1642,33.7178
1643,118.1829
1644,34.1148
1645,28.9627
1646,38.4972
1647,37.0191
1648,43.8924
1649,45.2514
1650,51.9315
1651,40.8928
1652,38.0444
1653,35.3262
1654,30.1866
1655,31.0667
1656,25.3190
1657,25.2365
1658,28.9211
1659,15.7212
1660,25.4643
1661,26.0197
1662,19.1945
1663,10.1846
1664,19.3540
1665,30.9591
1666,26.7816
1667,24.4976
1668,29.5685
1669,38.7173
1670,39.3289
1671,36.9998
1672,37.3694
1673,37.5954
1674,34.6115
1675,46.3114
1676,35.0438
1677,40.6802
1678,39.7992
1679,34.6060
1680,24.8782
1681,26.6532
1682,22.4525
1683,16.4759
1684,88.5749
1685,13.7795
1686,25.9639
1687,18.7115
1688,23.6397
1689,26.1314
1690,25.8423
1691,32.6686
1692,29.9589
1693,39.1118
1694,30.1065
1695,39.0676
1696,49.1394
1697,34.7940
1698,36.0763
1699,41.0456
1700,37.7949
1701,36.5892
1702,34.8802
1703,33.0298
1704,32.8266
1705,26.9255
1706,21.6092
1707,24.5993
1708,29.7469
1709,19.2537
1710,15.3951
1711,26.8123
1712,22.2743
1713,14.0941
1714,31.6165
1715,27.3010
1716,32.1234
1717,36.6579
1718,38.0317
1719,42.2258
1720,37.5102
1721,42.6041
1722,38.4102
1723,42.4132
1724,40.2169
1725,30.4020
1726,38.1075
1727,27.4197
1728,31.5618
1729,26.9563
1730,32.2499
1731,20.3626
1732,18.7446
1733,20.0635
1734,18.9956
1735,25.5204
1736,15.0385
1737,19.9329
1738,22.2843
1739,34.9733
1740,41.3732
1741,34.7199
1742,36.4793
1743,39.2731
1744,45.7414
1745,35.6462
1746,41.1443
1747,43.8396
1748,39.8902
1749,36.2717
1750,37.9275
1751,16.8281
1752,31.1557
1753,22.0944
1754,14.1507
1755,24.2810
1756,27.6045
1757,19.7185
1758,25.5211
1759,29.8273
1760,29.9399
1761,33.6465
1762,31.5794
1763,30.8444
1764,25.0558
1765,34.2574
1766,33.3528
1767,50.0232
1768,39.2983
1769,41.1448
1770,42.9557
1771,39.4276
1772,46.1059
1773,32.4566
1774,139.8270
1775,26.8781
1776,21.4124
1777,22.5521
1778,23.3650
1779,19.8248
1780,17.5205
1781,13.6206
1782,20.5877
1783,14.4889
1784,27.4123
1785,106.9161
1786,20.8277
1787,29.1679
1788,29.5517
1789,37.3305
1790,44.5182
1791,30.0396
1792,41.0000
1793,39.9752
1794,43.8022
1795,40.5228
1796,34.1181
1797,34.2219
1798,29.4356
1799,36.2179
1800,28.3666
1801,35.3645
1802,23.4945
1803,18.6769
1804,13.6617
1805,11.8842
1806,13.3303
1807,23.5960
1808,26.4035
1809,18.0354
1810,32.8387
1811,28.5468
1812,34.2946
1813,44.0439
1814,42.5484
1815,38.3211
1816,36.2172
1817,30.2652
1818,37.0981
1819,38.6496
1820,33.1906
1821,35.4095
1822,34.0486
1823,122.7114
1824,25.2587
1825,26.9506
1826,26.2563
1827,17.0159
1828,28.5339
1829,20.6560
1830,21.5943
1831,26.0505
1832,25.2751
1833,30.9562
1834,30.0483
1835,28.1491
1836,35.6174
1837,30.5135
1838,38.8564
1839,39.7471
1840,39.8821
1841,40.6311
1842,31.5343
1843,37.2113
1844,38.8404
1845,37.1148
1846,28.7758
1847,37.6649
1848,24.4278
1849,31.2045
1850,26.4326
1851,19.4867
1852,30.6059
1853,15.4308
1854,26.3460
1855,27.7626
1856,21.0062
1857,33.4031
1858,27.6128
1859,32.9052
1860,35.3620
1861,35.8111
1862,42.6182
1863,44.1312
1864,32.4306
1865,48.0462
1866,32.8817
1867,45.3684
1868,44.2605
1869,31.1115
1870,32.1110
