HourOfYear,PerformanceScore_MISO,MileageRatio_MISO
120,1.0177449987450788,0.9690961457631472
121,1.0203417186509212,0.9873506173238232
122,0.9931222936794799,1.0207460876477543
123,1.022316352778459,0.9887417919012151
124,0.9943567432113486,0.9722418507156504
125,1.0456891911661936,0.9624701632135589
126,0.9985304528793648,1.0113899912911501
127,0.9939049378054954,0.9870533676807832
128,0.990148768952035,0.9380589248908046
129,0.9793298946241367,1.0115581470009256
130,1.035206080480972,1.0906816195410198
131,1.0203517844158554,0.9782156555528332
132,1.0228904553857934,1.012467243288805
133,1.0193916852010767,0.9971338049665374
134,1.0193436212540554,1.0014073580200735
135,1.0291814830557457,1.0889553531366785
136,0.9930428814746614,0.9389304628793604
137,0.9850541472190324,1.0120552849919195
138,1.0108630294872525,1.001044674414734
139,1.010652880343061,0.9307132669688466
140,1.008731942323988,1.023105909184311
141,1.000581685403597,0.9064956751363809
142,0.9889121980043147,1.033984566062876
143,1.0048649114006734,0.9863005723288626
144,0.9872593618220366,1.0049213705438471
145,0.9831511764374692,1.0186885323399864
146,1.0066142998193206,0.9135679474559127
147,0.9844120106004586,1.0291021395181645
148,1.0180612272505647,1.0241580726273443
149,0.9784846925408689,0.9892227166171814
150,1.016542021254694,1.036697875125812
151,0.9677852857356648,1.0831840285146055
152,0.9796235144206037,1.0845513965608404
153,1.0324876283679503,1.0931742329295855
154,1.0276376541646446,0.925985554770823
155,0.9762988291259671,0.9896047320127984
156,1.0014487309425197,1.0057462705175886
157,0.9749188617496772,0.9972268072541023
158,1.0139732270546682,1.0491310265316391
159,1.0055377558294398,0.9336498361821055
160,0.9991747096983608,0.9527793889935565
161,0.9904117512039271,0.9804485593401048
162,1.0147370389888979,1.0082458971628834
163,1.0069290847955736,1.001653804910407
164,0.971258816572601,1.0139389277589732
165,0.9991526551131239,1.0271530572563634
166,0.9825647305867229,1.04020534475576
167,1.003517812921524,1.0304637715541125
168,0.9996803428337389,0.9879919129500063
169,1.0037823066133242,0.9823363363652523
170,1.0111280897200143,0.9753429129234745
171,0.9770683838142001,1.072550560454321
172,1.0025976866186939,0.9381888439612711
173,1.0224844085291511,1.0284290186167386
174,1.0168328972807945,0.9912326827719145
175,0.9896315974381815,1.1333113108262496
176,1.004685393753931,0.9444610402634381
177,0.9866120442681614,0.9437008218416431
178,1.0141196618186872,1.095365481756424
179,0.9866078263349152,0.9636450494353406
180,0.9706751471322332,1.0119255993671026
181,1.0153649566130027,0.8960833709970124
182,1.03802993363057,1.0012665178688527
183,1.0199415005542876,0.9805260572535537
184,1.0256524961703588,1.0144476526557507
185,0.9787359748624463,0.98153494744959
186,1.021126002593199,0.9816912591719389
187,1.0203326111204942,1.0738269690415194
188,1.0126818110640416,1.051465593435965
189,0.9726687179354381,1.0097665107356348
190,1.021792466658508,1.0664896910295387
191,1.016842895802587,1.0559184261169745
192,0.9991137276752596,1.0502044030949036
193,0.9924956627351471,1.0883559878875881
194,1.0197501366630433,1.002972937027276
195,0.9739065012762808,1.0389257500198696
196,0.989768787428672,1.0348586709174128
197,1.036751888574617,0.9681803595953039
198,0.9815524050170755,1.0176924116803423
199,1.0344671608538984,1.0247250671646562
200,0.9926178847476491,1.0309513376740005
201,0.9882031467313617,0.9368556174998337
202,1.0201275891281671,0.9124961057957192
203,1.0111435647039095,1.0091997040149918
204,1.0406730022840525,1.0009998974992165
205,0.9938692906906106,1.0345698343951062
206,0.9884289491927205,1.0249931029057073
207,1.0044522376833076,1.0014242188232196
208,0.9944642816440022,0.9272348232891477
209,1.0189019242020612,0.9714116334885782
210,1.0124606927808215,1.0039300652835588
211,1.005832395534028,0.9887120110831256
212,1.0444095851116977,0.9846432513214504
213,0.9584339707229974,1.0140172252342292
214,0.9937797342527566,1.0195297076557759
215,0.9980885495640791,1.0749956074271845
216,1.0211419094842333,0.9963886223691604
217,1.0138611446894048,1.0410019720842543
218,0.9839709264243411,1.00206553179729
219,0.9770227951897625,0.9681595238278069
220,0.9864962601889546,0.9820591059270584
221,0.9948521171648375,0.9958404618666847
222,1.0285240208592175,0.9696388657810727
223,1.0123089930553226,0.99095874414183
224,0.9787947137625027,1.049343665026874
225,0.9923065238089986,0.9750467406967489
226,1.0243771684544387,0.9340972064737791
227,0.9969465570913572,1.0207138562346278
228,1.0215480091099423,1.0177121069089703
229,1.0067460659771308,1.007544723599758
230,1.012797153255791,1.0220684384510204
231,1.0383948818535305,0.9441614975891625
232,0.9989179212211846,0.9966277275380977
233,0.9802864459419539,0.9679661653785376
234,0.9877001168107123,1.0818477355477654
235,1.0005402236524739,0.9919832259440972
236,1.0003025844950535,1.00621250169925
237,0.9882067219900073,0.8854604136966033
238,1.0273428899008061,0.9071327333292485
239,1.002647039976459,1.0723381851738178
240,1.013167797829752,0.9986738599469857
241,0.9715715262042554,0.9696814429573348
242,0.9710102880325129,0.9735639847188751
243,0.9869961113826519,1.009665020577779
244,1.0157237191802448,1.0103310582690208
245,0.968717331121235,0.9759426889031123
246,0.9787209354212766,1.0091403016536393
247,0.9627823900139928,0.9715841066185767
248,0.957261990505892,1.0159470794586296
249,1.0087694356104602,1.056064649932613
250,1.0303569511171473,0.98296117955349
251,1.0133634777287974,1.0042488010588877
252,1.006378224811484,0.9851477819622145
253,0.9940677318639451,0.8943483556803845
254,1.0065924614863788,1.0449499957397779
255,0.9971211063578069,0.9730034938721551
256,1.012196995797019,0.9768322791815045
257,0.9918216509141878,1.0221471898756784
258,1.0097505527736195,1.0856398924909383
259,0.9629900864319508,1.036338907920343
260,0.9580647664692592,0.9889793894717055
261,1.0245438859108411,1.0357217096543918
262,0.9837977357332601,1.0255069972425297
263,1.0259295448315313,0.9947129787616239
264,1.0109989605875045,1.0485180108179408
265,0.9869604697471437,1.0387729487677055
266,1.0010727696655224,1.0902366380343231
267,0.9973566827244096,0.9821840516240349
268,1.0209097194107741,1.0034399979147497
269,0.9815045431116926,1.0837960601959824
270,1.0169653670709338,0.9641928448555855
271,0.9851239389854382,0.9835080326679311
272,0.9731561367344901,0.9876730855069084
273,0.9743980723669377,1.0092083231009286
274,0.981881632531185,1.045291158217052
275,0.9833167003335666,1.0270750513262354
276,0.9916995273182176,0.9464703797677415
277,0.9957798109705246,1.017099610309296
278,0.9876985674462392,1.0507989563608426
279,0.991899129333607,1.0530649376190961
280,1.0282803732078212,1.127982750339619
281,0.9901347259176988,1.0479518233194787
282,0.9919121872319497,0.9265009757028024
283,0.9896869595803878,1.000680467609663
284,1.0162403508854845,0.9818772353363302
285,0.9560945466827487,0.9829726599264411
286,0.9921949447260683,0.9935316037052069
287,0.9974846351830403,1.0359351453216477
288,0.9717071579887206,0.9746425664093168
289,0.989194815340737,0.9902469308502717
290,0.9860045606833578,0.9156670242130562
291,0.9993593067855162,0.9139991351990036
292,0.9877870948830826,1.026351818472604
293,0.9644100394144389,1.0296655325284971
294,1.0170045436489725,1.0028259966696105
295,1.0021283194655932,1.0730307424525602
296,1.0026621881406823,1.0159883909180905
297,1.02900099597095,0.9189165218819144
298,0.9891592330891672,1.0412834706843688
299,1.027111174406657,0.9120950858911365
300,1.002510150562545,1.0887352776514474
301,0.979934184878329,1.069473827079294
302,0.9993901070713023,1.0996293468902576
303,1.019452503164984,1.0584411947136918
304,0.9702023117812294,1.046225658043
305,1.0033440231044846,1.0673362824502801
306,1.0243639463491114,1.0103347203966646
307,1.0245224129889972,0.944504878871455
308,0.9864269091379018,1.0419386792518393
309,0.9831861605877255,1.066272396308713
310,0.9798478977312258,1.0784773109445747
311,1.0072767495641517,0.9448334922905559
312,0.9867803636444614,0.865279991831347
313,1.0172248551842773,1.0365059711471805
314,0.9713993147869376,1.0455848808109813
315,1.0046590430372038,0.9311803715905466
316,1.0002282985462656,0.9793636423541111
317,0.9972899070904169,1.0056958877665103
318,1.0114305946439357,0.9888676206814901
319,0.9920226784712126,0.9456960040011999
320,1.0258732461224922,1.049505663054578
321,0.9804069625321336,1.0067878303573332
322,1.0195043075374242,1.0203903909301213
323,0.9747445944518303,1.0362981202782664
324,0.9985514655739982,1.0950617913567402
325,0.9796307466150861,0.9828662522609853
326,0.9828001932555995,1.066670700772632
327,0.9905561400295455,1.0307654650275018
328,0.9942539172190876,0.9629516473055119
329,1.0280080830214047,1.0031399094218532
330,1.0013503605088279,1.0523484367327696
331,1.0168231626558002,1.0054002952720458
332,0.9776165250633793,1.0392097717742006
333,1.0051678466384655,0.9815284225108885
334,1.0172592891912482,0.9292393237783076
335,0.9881063499039517,0.9384910873161393
336,1.0059879741133164,0.985209918810148
337,0.9946359124961683,1.043630954780028
338,0.9983676865855236,1.0239245726187123
339,0.9896787244228804,1.0327743088206207
340,0.9829801969881741,0.9643905621203366
341,1.0303862720468677,0.9788764822561602
342,0.9945969474258679,0.955425350016438
343,1.0527931530422387,0.9687701214438461
344,1.0043640335592736,1.0747054630299013
345,1.0038482177995969,1.02572672027774
346,1.0110296637675988,0.9800313329672748
347,0.9928490320395087,0.9573289514043031
348,1.027125699152172,0.9572374692098151
349,1.0022635484433522,0.9839606669544569
350,1.0100026596048595,1.0408989367855455
351,0.9973991162547415,0.9409313113065786
352,1.0033117541724543,1.0688510478934665
353,0.9788035121320947,1.0766869008618094
354,1.0435328342961752,1.0116958694751292
355,1.0021095766138057,1.011623216890375
356,0.9923278943183117,1.0320384789973207
357,0.9888321631488021,0.929014217241341
358,1.001871193498986,0.9200852794174681
359,0.9866032284722418,1.011165158218199
360,0.9814042629252826,0.9413543967486683
361,1.0109637444691404,0.9651367141281535
362,0.977726082349295,1.0020576410611541
363,0.9556589829025918,0.9172273464135923
364,1.0105456129547141,1.0303662909995503
365,1.0096683696837303,1.008051088510921
366,0.998602255738208,1.0699107426099352
367,0.9986033514969176,0.921451213712338
368,0.9982671928963471,0.994600551456084
369,1.008221591595322,0.9594347218673402
370,1.0006549454517357,1.053211592300249
371,1.0151646334184374,1.0343906151373765
372,1.0113146355640583,1.044225547064018
373,0.9932480754497937,1.0161449565209164
374,1.0037263174579423,0.98648866533977
375,1.0070702597227574,1.0208128703650574
376,0.9634585882986652,0.9755164777937121
377,0.9970660945704465,1.0576611507173772
378,0.9873092999476611,0.9531568780812364
379,1.012086235173074,1.0071793146634644
380,0.976935283557411,1.0099528983623647
381,1.002704931879723,0.9917053577171907
382,0.996208854514613,1.0006263140411622
383,0.9611738713508368,1.0178226162232604
384,1.0216482610191302,0.9772264332137868
385,1.008184558629585,1.0304991038448663
386,0.9828295079751954,0.9596376606657921
387,1.0048725859912038,0.9428872790565669
388,1.00474332003294,0.9259001849518914
389,0.9776364682081524,0.9430148269062814
390,0.9845267083430551,1.0171129816418292
391,0.978235049086203,0.9944843365792781
392,0.9617110797720916,1.0122628624517522
393,1.0256473808137772,0.9925019457551275
394,1.0439976500148613,0.9204814031264723
395,0.9894669821753236,1.0202446274485153
396,0.9841569854760285,0.9712197689103022
397,0.9835817563919923,0.994344699688998
398,1.0138949744879133,1.0975089500654696
399,1.021241378224159,0.9417420403977983
400,1.0159582181171702,1.01420775620253
401,1.0164922501895883,1.0682875500984184
402,1.0173708271354667,1.019251497837658
403,0.9897552219842884,0.990701985155884
404,0.9686120757915316,1.05148127619913
405,1.013128653428658,1.037751131870454
406,0.9990896886019596,1.1176481010109118
407,1.009219500335754,0.8874823385723922
408,0.9964042902375881,1.0394852383482502
409,1.0068597760029914,0.9686859758158598
410,1.0096666074340321,1.0559735674322885
411,0.9991425728859492,0.9453466005055019
412,1.039614531499095,1.113476888243472
413,0.9992567202206558,0.9388012406835496
414,0.9792374037855286,0.9287228266646982
415,0.9997967264911587,0.901417976852537
416,0.9911565759122083,0.9287025859940794
417,0.9747991111356842,1.026877810060009
418,1.0339280346314619,1.0869180925118387
419,1.0076128754787705,0.9352820331344184
420,0.9854694836536823,1.002102094616878
421,1.0083824477592513,0.918491039407379
422,1.020265068008495,0.856672977058549
423,0.9659460624568561,0.9735549681753485
424,1.035449116781978,1.0875219574264439
425,0.9757977527463554,0.8759600018334093
426,1.0224029441920612,1.0244555075371047
427,0.9639841294998029,0.928694807889436
428,1.0172248629934075,0.9421999934682684
429,0.9870477363055159,0.9826665901249727
430,1.045694603288387,1.0119186097130566
431,0.984884039829519,0.9221410019479506
432,0.9821302542603582,1.014644968004976
433,0.9845486459632992,1.0207376269213249
434,1.0106216939896608,0.949219755270413
435,1.020410433708016,0.9570311731744238
436,0.9808461690998858,0.9461858820042551
437,1.0110342599898683,1.0662139015969587
438,0.9974084779758992,1.0225107417940822
439,0.9820047506143672,0.9764959009759087
440,1.0028548159369643,0.9949458142231675
441,1.047629046752841,1.066154174821662
442,1.0050940070730334,1.0546348013660667
443,0.9777685344656248,1.0727404711770645
444,1.0150211818026922,1.0189602858409297
445,1.0140516552201935,1.003423877625203
446,0.990664468491728,0.9241700903928795
447,1.0082567001717102,1.0375879200279927
448,0.9565190994071151,1.083353916558162
449,0.9740330520900291,0.9760543867862613
450,0.9955904292613499,1.0706994725668482
451,0.9896169576726312,0.9806515407428957
452,0.9978755341140614,1.0394328186751067
453,1.0052205837644863,1.0211102288856235
454,0.9945152298885125,0.9743225871818306
455,1.009072931169135,0.9817524112448616
456,0.9962738767000379,0.9684778694668418
457,1.0061178453423767,0.948046910758674
458,0.9898853302831115,1.0145722995633708
459,1.0154017716305197,0.9688840540598551
460,1.0073821398363485,1.0180336623911332
461,0.9663529233204612,1.063091830584334
462,1.0061135322497454,1.0035984031503768
463,1.005155318741424,0.9777795990845791
464,0.9805236252838567,1.0480786944646108
465,1.0265789108966559,0.9688434495063861
466,0.9914322615239454,1.0140389728872654
467,0.9769787640055615,0.8481166816815634
468,0.9724907785453657,1.0435686794581467
469,1.012162262448385,1.0363329067227096
470,1.0032507683576712,0.8846652768550743
471,0.9715222134499061,0.955606753014425
472,1.0096203751629513,0.9441436710501192
473,1.014249963179405,0.9882586579046531
474,0.9963415178360848,0.9283361528651045
475,1.0123214628703576,1.0049930540225516
476,0.9708292755612817,1.0918408996054212
477,0.9887932310263662,0.9985499272798579
478,1.0070191339226298,1.0593822650342597
479,1.0557126306669393,1.0029339878988592
480,1.0133875504127905,0.9281922301094309
481,0.9967570027535019,0.9925051075494016
482,0.9796516656297698,0.8836986752687519
483,0.9920421159218069,1.0089206225000111
484,1.0269905203852625,0.9870465463186359
485,1.020946012131778,1.0911986308673347
486,1.0261989002457859,1.0328562421639984
487,0.9946124938521623,0.9904394648296447
488,0.9943122959537837,0.9673174606643303
489,0.9760795911694408,1.023640309232979
490,1.0145380013910692,0.8228987503851983
491,1.0256849298057622,1.0051273340715012
492,0.9953368014721604,0.9820708058502466
493,0.9823558864082103,0.9868480257073302
494,0.9746649262824114,0.9642801475642496
495,1.0221147183649544,1.0830134255792143
496,0.983217242458461,1.0024231139704818
497,0.9797994511721315,1.0554573841791723
498,0.9691452461827482,0.976757251850319
499,1.011507158284741,0.9757256522750919
500,1.057841387532952,1.0699366265905423
501,1.014601759488085,1.0395426897332025
502,0.9700218552527643,0.9718206018556997
503,0.987907242064317,1.04935786531658
504,0.9579933624793886,0.943135663333246
505,1.025410267585111,1.0546839244987505
506,0.9890573418479564,1.0315747457949387
507,1.0058795526442246,0.9956268647925063
508,1.0004841652439724,1.0149251589469483
509,1.0198539193945333,0.9475709496042699
510,0.9996691189964467,0.9817505229854216
511,1.0185556113296719,1.0681858459177302
512,1.0034782394319208,1.0601550126446295
513,0.9839768546384959,0.9492987761388973
514,1.0069335685607372,1.0189698079251068
515,1.003879315887198,0.9194710573449922
516,0.9940418144876402,1.0722445759498502
517,0.9898019568481933,1.0151504935156566
518,1.0379702079872573,0.9769846778965899
519,1.0374753419774845,0.886091754039329
520,0.9835640774837402,0.9929662908512544
521,0.9721339491693171,1.1075082952334123
522,1.0051895069045036,0.9848171802706227
523,1.0075768407980348,1.0143329731907271
524,1.0139941552200116,0.9861431095781158
525,0.9933139361133798,0.9729959575547285
526,1.042968386534944,1.0198287571519475
527,1.03325565925832,1.0759472665660565
528,1.0323582279601986,1.0218413506463762
529,0.975313062727071,1.0022459853350179
530,0.9568573021861875,0.9764681911712516
531,0.9795075057445592,1.0069242062512085
532,1.0105125297685458,0.9739724885214046
533,1.0145848780926954,0.9872049377831973
534,0.9914218396657735,1.0464686804185415
535,1.006290965979381,1.0192238528552124
536,1.0268175039587017,0.9974215411381568
537,1.0268488630126134,0.9109726558149275
538,0.9721565904076467,0.9817439375968703
539,0.9949229362041353,1.090173965110702
540,0.9751275518897312,1.046157669224306
541,0.9361887402829048,1.051670781659153
542,1.0049732758416774,0.9602028051213545
543,0.9631175130584307,1.0815826868296394
544,0.9758949093068563,0.9599398774102198
545,0.9628247628663993,1.0077612760360808
546,1.0204112449120437,0.9577699818393901
547,1.01129548246089,1.0759317068526206
548,1.0508299065283044,1.0334143073247188
549,1.023720349759955,1.0615775749687044
550,0.987773270436085,0.8695098125559049
551,1.0175102847904323,1.0109059201234634
552,0.9998070690596828,0.9470612670209655
553,1.002841699078111,0.9996399672767915
554,0.9854770643505084,0.8967149268142713
555,1.0136652793082668,0.9514629063227146
556,0.9914694983448569,0.9490589799327408
557,0.9902508696459493,0.9183433277187852
558,0.9973542250040284,0.9755001088391433
559,1.0130741916449086,1.0527966337173718
560,0.9760643861617928,1.0118193328351925
561,1.0071602055309108,0.9510802610532074
562,0.9726845073011356,0.9926291222053588
563,0.989580513922624,1.0031676593082755
564,0.9886553404459847,1.0529461829613052
565,1.0161417460194457,1.0600378422053554
566,1.0076527766399765,1.0042685939007574
567,1.0187901577452563,1.0059372519420466
568,1.0187423428405507,1.0737778891548144
569,1.0431189261344025,0.9255326767107145
570,0.9673446302654687,0.9786559449861839
571,0.9876601570553006,0.9268980360744056
572,0.9714846071677903,0.9594570089701524
573,1.0097366428390389,1.0665866662664762
574,1.006621598247856,1.0479427880214853
575,0.9857637102271277,0.9787509172999671
576,1.0073510164789805,0.9638150277664447
577,1.0238616384775647,1.0092191796813061
578,0.9679500288416313,1.029253340054221
579,0.999273885925828,0.9898516625979381
580,1.0037245063939502,1.004425857289935
581,0.9784166132202532,1.0292102562618515
582,0.9805951749241256,0.9944302735748151
583,0.9950138303727649,1.0324002270095858
584,1.005358328245327,1.0331809440472162
585,1.0196133653549253,0.9938460815875038
586,1.0081478690990011,1.0082833211083628
587,1.0140292331142748,0.9982814553032996
588,1.019658704879664,1.0146016912173539
589,1.0315077608283285,0.975980678842328
590,1.0019898462977246,1.042197986229621
591,0.9631156843699885,0.9736082304244826
592,1.0304073843402004,1.0090786202678221
593,1.043308382560796,0.8986169607674971
594,0.9982676749384786,1.0079249277190627
595,1.03827050466074,1.038383860953406
596,1.0133692453632446,0.9519773297173884
597,1.0129710324892593,0.9063456383712003
598,1.0032229876757823,0.9708604387180424
599,0.9703763457471164,0.9056963969950662
600,1.0027940540491653,0.9738104644993363
601,1.0331810275326956,0.940494330268993
602,1.0144347660266457,0.9862204058540656
603,0.9988324567251446,0.9929933308920905
604,0.9695283851369525,1.0375622043917085
605,1.0190839131304388,1.0875649819587194
606,1.0013787315075553,0.986833116749007
607,1.005273067994793,0.9886001826027919
608,0.9933760463508949,0.9859391671254778
609,1.0145250854144476,0.9964982667682528
610,1.0217446303365205,0.9404579377951643
611,1.0061465556376494,1.0812697763345094
612,1.0289719846178498,1.0329959331167882
613,1.0201911679376467,1.0576178560683098
614,1.0073274950471898,1.0390554053535748
615,0.9938762949510203,1.0449282181262332
616,0.9923294457991644,1.0208196371092617
617,0.9630716905255434,1.0669640529962647
618,0.9800087936422858,1.0042579493220758
619,0.9974103385345667,1.0096634547631504
620,1.0064067927765066,0.9695798398579939
621,1.0015074053175854,0.9964699006410972
622,1.0187655164555518,1.0345588146549862
623,1.0056640618248154,0.9841749406812115
624,0.9867688845357864,0.9560863123069456
625,0.9863502387286611,1.0575678675391609
626,1.010029415502777,1.0043951725334237
627,0.9777283482376252,1.003217155352549
628,0.9949068966279306,1.074549352041406
629,1.0108513414051956,0.9281048138886898
630,0.9813131341093817,1.0405786228078278
631,0.9897294850227307,0.9363101284789207
632,0.9998950433053672,0.9180702293340984
633,1.00366804228107,0.9924847239037141
634,1.008364147340846,1.0765044747850054
635,1.0010089188258258,0.9781180838123679
636,0.9979524678035295,1.0362786456839062
637,0.9935829717796192,0.9724779133669343
638,1.0229527639713696,0.9648928608012887
639,0.9835839638271802,0.9752990441671981
640,1.0198815781771615,0.9491930715589778
641,1.000165575753013,1.0312983386007315
642,0.9965053890910345,0.9311472708668387
643,1.0040760329054994,1.0001543885163084
644,0.9830217418199444,0.9835711498848894
645,1.018162918062589,0.9191224119357141
646,1.0120487719204112,0.9483650374978669
647,0.9893000021000135,1.0090925065534186
648,1.0096515827510222,0.9830227840972964
649,0.9888478762713455,1.0271648777437234
650,0.9805069111398396,0.9914878448609699
651,1.005780572955274,1.0048928527311447
652,0.9969827992098067,1.029897147071631
653,0.9974389845638983,0.9432031867742581
654,1.0208062204370638,0.9161025354643794
655,1.0133756740869526,1.049693683999514
656,1.0159348417898109,0.94255824615883
657,0.9816895621767411,0.8782801061745527
658,0.9986500069854176,1.0539063318651216
659,1.0142280816137288,0.9475147609792215
660,1.0219099590084542,1.0032509697812153
661,0.9990278905555396,1.0096271913230457
662,0.9755499092481259,1.1052828603593032
663,1.0127962972576434,0.9261212253093014
664,1.014069976943929,1.0381901502429123
665,0.9992629315771356,0.9925929970116032
666,1.0094569691390356,1.0843837952525144
667,0.9730643078065484,1.0144427520521857
668,1.017367474000887,0.9657922429628332
669,1.0096322725436304,0.9901706302901799
670,0.9861050055618955,1.0835945798554498
671,1.0273698601512462,1.0006142407801444
672,0.9690407199736659,0.9772682058228807
673,1.0028854630966082,1.0511104025945095
674,1.0253729024646872,0.9763125014031354
675,1.0409452475719694,0.9762702117103959
676,0.9795875209402255,0.9850983240935016
677,1.0048101598682777,1.0544712658652926
678,0.9974652658996462,0.9915609530938592
679,1.000279836237332,1.0466272411105983
680,1.0023957257175575,0.975735054013811
681,1.008779691969707,0.9888085920365819
682,1.0451698344451064,0.9534016455110025
683,1.0241485606540333,0.8760559548982277
684,0.9703096530006898,0.9863653723131884
685,0.9845896392945824,0.9831282373561102
686,1.0152371041311679,1.0348733662360825
687,0.9778802504048543,1.0075450097138878
688,0.9781555987036347,1.0082396648540681
689,0.9917542949176392,0.9640610214710005
690,1.016639149839958,1.040970209003755
691,1.0192524775359368,1.0459164207723468
692,0.9822673549361332,0.9001028133776723
693,0.9628632621080475,0.9895621248693149
694,1.0207778459805592,0.942877889947355
695,1.0157183457114909,1.031982683890136
696,1.0028512421832279,0.9905077063829125
697,0.9973127387209748,0.9764313105935798
698,0.9997316393935498,1.0194633473883274
699,1.0027451509163463,1.0547289889855689
700,0.9889651242887659,0.9538640059154535
701,1.0256149477931296,1.0702409634856473
702,0.9597047389195124,1.0119320001815346
703,1.0214424487656713,0.9788696331861573
704,0.9837300142677089,0.9463793276789058
705,0.9609251594212596,0.9748071388803786
706,1.0087776146371588,1.0740423101549783
707,1.0117314149714924,0.9466285543254306
