Timestamp,p_RegU_ERCOT,loc_RegU_ERCOT,p_RegD_ERCOT,loc_RegD_ERCOT,p_Spin_ERCOT,loc_Spin_ERCOT,p_NSpin_ERCOT,loc_NSpin_ERCOT,p_ECRS_ERCOT,loc_ECRS_ERCOT
2023-01-06 03:00:00,5.5985,0.0,16.8864,0.0,29.1736,0.0,25.5813,0.0,16.6223,0.0
2023-01-06 04:00:00,30.5219,0.0,6.4935,0.0,21.3633,0.0,23.4389,1.9099,20.4463,0.0
2023-01-06 05:00:00,31.5997,0.0,33.1383,0.0,11.5573,0.0,10.6077,0.0,17.2431,0.0
2023-01-06 06:00:00,28.4582,0.0,7.6894,0.0,23.8673,0.0,20.8035,0.0,26.1058,0.0
2023-01-06 07:00:00,13.7546,0.0,23.8615,0.0,14.8776,0.0,17.2207,0.0,20.9456,0.0
2023-01-06 08:00:00,17.3919,0.0,13.6488,0.0,17.0557,0.0,24.6211,0.0,14.6651,0.0
2023-01-06 09:00:00,8.4072,0.0,30.8823,0.0,6.2572,0.0,9.0287,0.0,8.3691,0.0
2023-01-06 10:00:00,22.8285,0.0,14.4047,0.0,9.9835,0.0,8.3278,0.0,16.8695,0.0
2023-01-06 11:00:00,18.0987,0.0,16.6885,0.0,5.8377,0.0,26.7507,0.0,24.0088,0.0
2023-01-06 12:00:00,15.1926,0.0,6.0453,0.0,19.2121,0.0,10.4314,0.0,25.1038,0.0
2023-01-06 13:00:00,2.5636,0.0,8.3984,0.0,18.2813,0.0,1.6957,0.0,16.1569,0.0
2023-01-06 14:00:00,13.7899,0.0,0.0,0.0,8.4754,0.0,14.0553,0.0,15.0614,0.208
2023-01-06 15:00:00,14.0673,0.0,17.9987,0.0,26.9946,0.0,22.9915,0.0,10.6336,0.0
2023-01-06 16:00:00,1.2045,0.0,11.9045,0.0,9.0384,0.0,6.5995,0.0,9.1822,0.0
2023-01-06 17:00:00,6.6272,0.0,16.0073,0.0,7.0798,0.0,9.0755,0.0,10.1017,0.0
2023-01-06 18:00:00,7.1002,0.3685,9.1124,0.0,4.0173,0.0,16.1864,0.0,6.3584,0.0
2023-01-06 19:00:00,4.7142,0.0,13.2803,0.0,7.1659,0.0,5.9832,0.0,12.4901,0.0
2023-01-06 20:00:00,11.2752,0.0,8.9662,0.0,15.1431,0.0,4.1789,0.0,10.7856,0.0
2023-01-06 21:00:00,0.3969,0.0,17.3877,0.0,7.5661,0.0,13.2702,0.0,20.3685,0.0
2023-01-06 22:00:00,12.4228,0.3718,10.5642,0.0,10.7243,0.0,8.2859,0.0,8.8421,0.0
2023-01-06 23:00:00,15.4688,0.0,14.989,0.0,13.7207,0.0,16.7111,0.0,17.4888,0.0
2023-01-07 00:00:00,14.6043,0.0,29.3395,0.0,16.1789,0.0,15.5937,0.739,17.3749,0.0
2023-01-07 01:00:00,9.3134,0.0,8.505,0.0,11.1511,0.0,3.9008,0.0,23.8152,0.0
2023-01-07 02:00:00,34.6188,0.0,0.9571,0.0,17.7964,0.0,11.5219,0.0,22.3785,0.0
2023-01-07 03:00:00,17.5167,0.0,25.1841,0.0,1.4401,0.0,14.5832,0.0,0.314,0.0
2023-01-07 04:00:00,20.2622,0.0,11.2241,0.0,5.6314,0.0,11.1848,0.0,18.0755,1.6264
2023-01-07 05:00:00,23.8133,0.0,22.9334,0.0,11.7106,0.0,24.9235,0.0,20.252,0.0
2023-01-07 06:00:00,25.4237,0.0,9.3621,0.0,7.6637,0.0,6.9827,0.0,28.5692,0.0
2023-01-07 07:00:00,13.4136,0.0,30.4651,0.0,31.7737,0.0,21.8123,0.0,12.457,1.8222
2023-01-07 08:00:00,27.0813,0.0,20.4157,0.0,20.2128,0.0,4.0832,0.0,14.3931,1.5412
2023-01-07 09:00:00,10.2814,0.0,35.1226,0.0,6.2779,0.0,24.5235,0.0,8.8206,0.0
2023-01-07 10:00:00,16.8675,0.0,16.9866,0.0,27.6287,0.0,29.4873,0.0,22.9087,0.7276
2023-01-07 11:00:00,6.7782,0.0,5.0243,0.0,14.9722,0.9791,9.5809,0.0,11.9551,0.7354
2023-01-07 12:00:00,29.3327,0.0,20.5974,0.0,21.4419,0.0,25.7254,0.0,11.5721,0.0
2023-01-07 13:00:00,0.0,0.0,9.328,0.0,14.2126,0.0,6.185,0.0,4.4827,0.0
2023-01-07 14:00:00,25.6201,0.0,2.7913,0.0,0.0,0.0,14.8302,0.0,2.8274,0.0
2023-01-07 15:00:00,3.3913,0.0,16.7967,0.0,17.3528,0.0,11.4969,0.0,19.7588,0.0
2023-01-07 16:00:00,10.9391,0.0,5.5899,0.0,9.0863,0.0,6.7163,0.0,25.9127,0.0
2023-01-07 17:00:00,20.2087,0.0,11.7242,0.0,0.0,0.0,12.5703,0.0,6.1882,0.0
2023-01-07 18:00:00,5.2506,0.0,6.6982,0.0,22.8526,0.0,4.813,0.0,28.6148,0.0
2023-01-07 19:00:00,7.8915,0.0,4.4673,0.0,9.1153,0.0,17.1181,0.0,7.2151,0.0
2023-01-07 20:00:00,1.8646,0.0,23.6372,0.0,22.1876,0.0,17.6757,0.0,18.0251,0.0
2023-01-07 21:00:00,13.4919,0.0,8.5575,0.0,17.8021,0.0,11.5147,1.7214,21.8304,0.0
2023-01-07 22:00:00,60.5673,0.0,15.1938,0.0,7.2348,0.0,19.7907,0.0,6.1706,0.0
2023-01-07 23:00:00,21.4106,1.0296,18.4602,0.0,19.3288,0.0,23.3217,0.0,49.7082,0.0
2023-01-08 00:00:00,9.4832,0.0,26.4563,0.0,14.1025,0.0,29.4348,0.0,18.2777,0.0
2023-01-08 01:00:00,17.7183,0.0,26.4544,0.0,0.9696,0.0,7.7584,0.0,5.8123,0.0
2023-01-08 02:00:00,27.9263,0.0,11.7705,0.0,32.317,0.0,7.1229,0.0,10.3551,0.0
2023-01-08 03:00:00,12.0774,0.4088,7.7254,0.0,6.8104,0.0,8.9845,0.0,22.1421,0.0
2023-01-08 04:00:00,7.9678,0.0,34.1121,0.0,30.041,0.0,5.1798,0.0,21.4122,0.0
2023-01-08 05:00:00,13.7695,0.0,23.1869,0.0,19.0285,0.0,15.396,0.0,29.3952,0.0
2023-01-08 06:00:00,27.5182,0.0,25.2933,0.0,20.5167,0.0,16.3326,0.0,7.6413,0.0
2023-01-08 07:00:00,34.3445,0.0,18.843,1.1153,18.354,0.0,1.9964,0.0,15.7435,0.0
2023-01-08 08:00:00,39.4829,0.0,32.3161,0.0,13.4271,0.0,17.4616,0.0,13.3816,0.0
2023-01-08 09:00:00,18.8173,0.0,14.7035,0.0,8.5426,0.0,6.0931,0.0,11.3062,0.0
2023-01-08 10:00:00,12.8838,0.0,28.7541,0.0,21.7332,0.0,10.4653,0.0,22.3459,0.0
2023-01-08 11:00:00,18.1647,0.0,10.7621,0.0,5.331,0.0,8.4415,0.0,17.8096,0.0
2023-01-08 12:00:00,8.1697,0.0,14.2149,0.0,28.1159,0.0,11.7565,0.0,25.0153,0.0
2023-01-08 13:00:00,9.1777,0.0,15.2406,0.0,29.203,0.0,21.4557,0.0,15.3074,0.0
2023-01-08 14:00:00,1.987,0.0,8.2068,0.0,19.4688,0.0,16.5439,0.0,4.0945,0.0
2023-01-08 15:00:00,15.4794,0.0,21.4157,0.0,12.7825,0.0,6.7153,0.0,9.2624,1.7156
2023-01-08 16:00:00,20.7901,0.0,9.5293,0.0,5.9438,0.0,9.4693,0.0,13.6764,0.0
2023-01-08 17:00:00,17.3775,0.0,6.3313,0.0,22.8077,0.0,13.3721,0.0,2.7338,0.0
2023-01-08 18:00:00,10.6932,0.0,3.0075,0.0,0.0,0.0,2.2798,0.0,0.6514,0.0
2023-01-08 19:00:00,20.4088,0.0,9.1559,0.0,16.7392,0.0,9.8967,0.0,25.8068,0.0
2023-01-08 20:00:00,13.4982,0.0,13.7491,0.8927,11.509,0.0,3.7918,0.0,25.1627,0.0
2023-01-08 21:00:00,21.3679,0.0,22.9999,0.0,21.2786,0.0,9.359,0.0,26.049,0.0
2023-01-08 22:00:00,19.0839,0.0,27.8676,0.0,7.4416,0.0,9.5931,0.0,11.5092,0.0
2023-01-08 23:00:00,13.6986,0.0,19.3563,0.0,28.1412,1.1674,15.1824,0.0,22.7999,0.0
2023-01-09 00:00:00,12.6276,0.0,27.0308,0.0,13.4349,0.0,9.1335,0.0,27.9729,0.0
2023-01-09 01:00:00,77.4258,0.0,5.0278,0.0,11.288,0.0,24.899,0.0,16.9784,0.0
2023-01-09 02:00:00,24.6353,0.0,19.2595,0.0,16.4499,0.0,6.0414,0.0,22.1783,0.0
2023-01-09 03:00:00,17.5138,0.0,9.4795,0.0,16.5973,0.0,68.603,0.0,1.668,0.0
2023-01-09 04:00:00,3.5066,0.0,29.0327,0.0,40.0392,0.0,28.4299,0.0,7.5089,0.0
2023-01-09 05:00:00,4.9013,0.0,17.406,0.0,11.987,0.0,34.2021,0.0,10.1877,0.0
2023-01-09 06:00:00,20.6869,0.0,34.1624,0.0,12.6436,0.9008,42.1452,0.0,24.5394,0.0
2023-01-09 07:00:00,41.8259,0.0,19.0791,0.0,17.3812,0.0,6.138,0.0,14.2755,0.0
2023-01-09 08:00:00,20.5501,0.0,36.2161,0.0,9.4283,0.0,36.976,0.0,10.102,0.0
2023-01-09 09:00:00,30.8626,0.0,18.3592,1.0811,26.8,0.0,30.6842,0.0,14.2076,0.0
2023-01-09 10:00:00,20.8779,0.0,16.5834,0.0,21.007,0.0,11.0432,0.0,12.4492,0.0
2023-01-09 11:00:00,0.0,0.0,32.7688,0.0,14.8905,0.0,6.5314,0.0,24.7193,0.0
2023-01-09 12:00:00,29.2823,0.0,20.5604,0.0,16.6894,0.0,26.796,0.0,22.3263,0.0
2023-01-09 13:00:00,13.303,0.0,24.1258,0.0,26.4563,0.0,25.5242,0.0,22.2054,0.0
2023-01-09 14:00:00,12.4515,0.0,16.9756,0.0,30.4838,0.0,20.5896,0.0,24.9651,0.0
2023-01-09 15:00:00,6.0356,0.0,12.8746,0.0,15.2376,0.0,11.3551,0.0,16.0492,0.0
2023-01-09 16:00:00,12.9252,0.0,3.6814,0.0,2.3158,0.0,0.0,0.0,14.3604,0.0
2023-01-09 17:00:00,20.2929,0.0,3.1902,0.0,12.9791,0.0,16.4921,0.0,15.4737,0.0
2023-01-09 18:00:00,4.2953,0.0,15.0663,0.0,10.2329,0.0,27.125,0.0,48.7481,0.0
2023-01-09 19:00:00,19.2658,0.5007,5.4205,0.0,20.4912,0.0,15.537,0.0,21.3013,0.0
2023-01-09 20:00:00,9.814,0.0,15.5319,0.0,17.6519,0.0,13.5565,0.0,15.1081,0.0
2023-01-09 21:00:00,21.7686,0.0,27.8955,0.0,10.8048,0.0,22.572,0.0,23.9093,0.0
2023-01-09 22:00:00,17.8312,0.0,17.2963,0.0,20.1898,0.0,11.3836,0.0,12.7341,0.0
2023-01-09 23:00:00,0.0,0.0,7.4394,0.0,6.8675,0.0,4.9716,0.0,27.4716,0.0
2023-01-10 00:00:00,14.0442,0.0,18.475,0.0,9.5686,0.9321,26.0821,0.0,17.9506,0.0
2023-01-10 01:00:00,17.0163,0.0,1.8392,0.0,0.6068,0.0,7.2009,0.0,7.9238,0.0
2023-01-10 02:00:00,18.5437,0.0,5.9285,0.0,2.4221,0.0,9.2264,0.0,8.5729,0.0
2023-01-10 03:00:00,10.1628,0.0,26.9991,0.0,39.4568,0.0,26.9864,0.0,15.9477,0.0
2023-01-10 04:00:00,33.1811,0.0,26.4057,0.0,22.0472,0.0,22.7181,0.0,15.4974,0.0
2023-01-10 05:00:00,10.851,0.0,11.5215,0.0,25.0826,0.0,27.7485,0.0,5.3864,0.0
2023-01-10 06:00:00,38.5099,0.0,22.2822,0.0,27.2173,0.0,28.6489,0.0,13.1677,0.0
2023-01-10 07:00:00,17.295,0.0,5.9408,0.0,21.6061,0.0,14.7436,0.0,11.0962,0.0
2023-01-10 08:00:00,23.5097,0.0,7.031,0.0,26.7581,0.0,8.6508,0.0,56.5093,0.0
2023-01-10 09:00:00,25.4574,0.0,18.4725,0.0,31.0669,0.3179,22.0612,0.0,26.343,0.0
2023-01-10 10:00:00,20.2155,0.0,4.4472,0.0,30.9035,0.0,31.6884,0.0,9.8186,0.0
2023-01-10 11:00:00,11.3806,0.0,1.5472,0.0,11.191,0.0,23.7373,0.0,23.9248,0.0
2023-01-10 12:00:00,16.7845,0.0,18.7282,0.0,6.7646,0.0,7.1468,0.0,25.0951,0.0
2023-01-10 13:00:00,10.861,0.0,16.2557,0.0,5.9592,0.0,10.592,0.0,28.3845,0.0
2023-01-10 14:00:00,18.0211,0.0,24.0333,0.0,20.3517,0.0,7.4663,0.0,41.2643,1.5829
2023-01-10 15:00:00,16.4647,0.0,20.0924,0.0,15.0319,0.0,8.2994,0.0,3.5909,0.0
2023-01-10 16:00:00,4.4776,0.0,14.433,0.0,4.475,0.0,7.9732,0.0,5.4649,0.0
2023-01-10 17:00:00,15.6016,0.0,11.5422,0.0,0.0,0.0,3.9887,0.0,14.2701,0.0
2023-01-10 18:00:00,5.7303,0.0,5.5378,0.0,10.7846,0.0,13.9245,1.718,5.6939,0.0
2023-01-10 19:00:00,15.0682,0.0,15.5362,0.0,12.6527,0.0,4.5428,0.0,20.7269,0.0
2023-01-10 20:00:00,24.6029,0.0,6.845,0.0,1.4478,0.0,21.6076,0.0,20.7333,0.0
