Unit Code,TotalHoursInDAData,RegOfferHours,RegAwardHours,SpinOfferHours,SpinAwardHours,SuppOfferHours,SuppAwardHours,STROfferHours,STRAwardHours,RegOfferFreq,RegAwardFreqOverall,RegHitRateIfOffered,SpinOfferFreq,SpinAwardFreqOverall,SpinHitRateIfOffered,SuppOfferFreq,SuppAwardFreqOverall,SuppHitRateIfOffered,STROfferFreq,STRAwardFreqOverall,STRHitRateIfOffered
A11274,8743,6911,0,8767,0,8767,0,0,0,0.790460940180716,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A11304,8743,8767,309,8767,6,8767,0,0,309,1.0027450531854054,0.03534255976209539,0.03524580814417703,1.0027450531854054,0.0006862632963513668,0.0006843846241587772,1.0027450531854054,0.0,0.0,0.0,0.03534255976209539,0.0
A11312,8743,8767,0,8767,0,8767,0,0,0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A11313,8743,8767,0,8767,0,8767,0,0,0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A11314,8743,8767,0,8767,0,8767,0,0,0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A11315,8743,8767,0,8767,0,8767,0,0,0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A11316,8743,8767,18,8767,15,8767,0,0,128,1.0027450531854054,0.0020587898890541004,0.002053153872476332,1.0027450531854054,0.001715658240878417,0.001710961560396943,1.0027450531854054,0.0,0.0,0.0,0.014640283655495825,0.0
A11318,8743,8767,291,8767,174,8767,0,0,490,1.0027450531854054,0.03328376987304129,0.0331926542717007,1.0027450531854054,0.019901635594189636,0.01984715410060454,1.0027450531854054,0.0,0.0,0.0,0.05604483586869496,0.0
A11319,8743,8767,108,8767,1,8767,0,0,155,1.0027450531854054,0.012352739334324602,0.01231892323485799,1.0027450531854054,0.00011437721605856113,0.00011406410402646287,1.0027450531854054,0.0,0.0,0.0,0.017728468489076978,0.0
A11356,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11544,8743,0,0,0,0,0,0,0,1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12318426169507034,0.0
A11545,8743,0,0,0,0,0,0,0,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053185405467230926,0.0
A11550,8743,8767,0,8767,0,8767,3742,8713,621,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.42799954249113575,0.4268278772670241,0.9965686835182431,0.07102825117236647,0.07127281074256858
A11556,8743,6888,0,8767,0,8767,0,0,0,0.7878302642113691,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A11607,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11617,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11627,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11628,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11663,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11823,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11870,8743,8767,0,8767,375,8767,0,0,464,1.0027450531854054,0.0,0.0,1.0027450531854054,0.04289145602196043,0.042774039009923576,1.0027450531854054,0.0,0.0,0.0,0.05307102825117237,0.0
A11871,8743,8767,0,8767,1367,8767,0,0,1597,1.0027450531854054,0.0,0.0,1.0027450531854054,0.15635365435205306,0.15592563020417474,1.0027450531854054,0.0,0.0,0.0,0.18266041404552213,0.0
A11872,8743,8767,0,8767,998,8767,0,3048,1129,1.0027450531854054,0.0,0.0,1.0027450531854054,0.11414846162644401,0.11383597581840994,1.0027450531854054,0.0,0.0,0.34862175454649436,0.12913187693011552,0.3704068241469816
A11873,8743,8767,687,8767,255,8767,0,0,650,1.0027450531854054,0.0785771474322315,0.07836203946617999,1.0027450531854054,0.02916619009493309,0.029086346526748033,1.0027450531854054,0.0,0.0,0.0,0.07434519043806474,0.0
A11874,8743,8767,656,8767,233,8767,0,0,558,1.0027450531854054,0.07503145373441611,0.07482605224135964,1.0027450531854054,0.026649891341644746,0.02657693623816585,1.0027450531854054,0.0,0.0,0.0,0.06382248656067711,0.0
A11875,8743,8767,2,8767,517,8767,0,0,3059,1.0027450531854054,0.00022875443211712226,0.00022812820805292574,1.0027450531854054,0.05913302070227611,0.05897114178168131,1.0027450531854054,0.0,0.0,0.0,0.3498799039231385,0.0
A11876,8743,8767,5,8767,736,8767,0,0,1064,1.0027450531854054,0.0005718860802928057,0.0005703205201323143,1.0027450531854054,0.08418163101910099,0.08395118056347667,1.0027450531854054,0.0,0.0,0.0,0.12169735788630905,0.0
A11877,8743,8767,5,8767,1108,8767,0,0,3603,1.0027450531854054,0.0005718860802928057,0.0005703205201323143,1.0027450531854054,0.12672995539288573,0.12638302726132086,1.0027450531854054,0.0,0.0,0.0,0.41210110945899575,0.0
A11878,8743,8767,9,8767,907,8767,0,0,3714,1.0027450531854054,0.0010293949445270502,0.001026576936238166,1.0027450531854054,0.10374013496511494,0.10345614235200183,1.0027450531854054,0.0,0.0,0.0,0.42479698044149605,0.0
A11879,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11880,8743,0,0,0,0,0,0,6409,1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7330435777193183,0.1969575660528423,0.26868466219379
A11907,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11950,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11958,8743,8767,0,8767,224,8767,0,0,120,1.0027450531854054,0.0,0.0,1.0027450531854054,0.025620496397117692,0.025550359301927682,1.0027450531854054,0.0,0.0,0.0,0.013725265927027335,0.0
A11963,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11965,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11973,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12006,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12010,8743,8767,0,8767,0,8767,0,0,0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A12044,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12132,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12133,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12140,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12141,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12188,8743,0,0,0,0,0,0,8713,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965686835182431,0.0,0.0
A12299,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12300,8743,0,0,8767,5631,8767,0,8713,5400,0.0,0.0,0.0,1.0027450531854054,0.6440581036257578,0.6422949697730125,1.0027450531854054,0.0,0.0,0.9965686835182431,0.6176369667162301,0.6197635716745094
A12321,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12341,8743,8767,0,8767,0,8767,0,0,0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,1.0027450531854054,0.0,0.0,0.0,0.0,0.0
A12468,1416,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12493,8743,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12746,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12747,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12752,8742,6961,277,8766,30,8766,0,0,282,0.7962708762296957,0.031686113017616105,0.03979313317052148,1.0027453671928621,0.0034317089910775567,0.0034223134839151265,1.0027453671928621,0.0,0.0,0.0,0.03225806451612903,0.0
A12753,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12762,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12822,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12823,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12932,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13069,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13077,8742,8766,0,8766,636,8766,3672,8712,2815,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0727522306108442,0.07255304585900069,1.0027453671928621,0.4200411805078929,0.4188911704312115,0.9965682910089224,0.3220086936627774,0.32311753902662993
A13087,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13309,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13319,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13379,8742,8766,510,8766,4,8766,6289,0,3919,1.0027453671928621,0.05833905284831846,0.05817932922655715,1.0027453671928621,0.0004575611988103409,0.0004563084645220169,1.0027453671928621,0.7194005948295584,0.7174309833447411,0.0,0.44829558453443147,0.0
A13536,8742,8766,28,8766,75,8766,0,0,1642,1.0027453671928621,0.003202928391672386,0.0031941592516541184,1.0027453671928621,0.008579272477693892,0.008555783709787816,1.0027453671928621,0.0,0.0,0.0,0.18782887211164492,0.0
A13537,8742,8766,32,8766,87,8766,0,0,1478,1.0027453671928621,0.0036604895904827272,0.003650467716176135,1.0027453671928621,0.009951956074124914,0.009924709103353867,1.0027453671928621,0.0,0.0,0.0,0.16906886296042095,0.0
A13538,8742,8766,68,8766,339,8766,0,0,1568,1.0027453671928621,0.007778540379775795,0.007757243896874287,1.0027453671928621,0.03877831159917639,0.03867214236824093,1.0027453671928621,0.0,0.0,0.0,0.17936398993365363,0.0
A13618,8742,6983,0,8766,0,8766,0,0,181,0.7987874628231526,0.0,0.0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.020704644246167924,0.0
A13646,8742,8766,2001,8766,65,8766,0,0,476,1.0027453671928621,0.22889498970487301,0.22826830937713893,1.0027453671928621,0.007435369480668039,0.007415012548482774,1.0027453671928621,0.0,0.0,0.0,0.05444978265843056,0.0
A13647,8742,8327,0,8766,0,8766,0,8712,4321,0.9525280256234271,0.0,0.0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,0.9965682910089224,0.49428048501487076,0.4959825528007346
A13740,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13741,8742,0,0,8766,55,8766,0,8712,53,0.0,0.0,0.0,1.0027453671928621,0.006291466483642187,0.006274241387177732,1.0027453671928621,0.0,0.0,0.9965682910089224,0.006062685884237017,0.0060835629017447195
A13742,8742,0,0,8766,3727,8766,0,8712,3606,0.0,0.0,0.0,1.0027453671928621,0.4263326469915351,0.42516541181838924,1.0027453671928621,0.0,0.0,0.9965682910089224,0.4124914207275223,0.41391184573002754
A13962,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13964,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13965,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13966,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13969,8742,8766,3103,8766,850,8766,0,0,0,1.0027453671928621,0.35495309997712193,0.3539812913529546,1.0027453671928621,0.09723175474719743,0.09696554871092859,1.0027453671928621,0.0,0.0,0.0,0.0,0.0
A13985,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13986,8742,8766,269,8766,80,8766,882,4392,265,1.0027453671928621,0.030770990619995425,0.030686744239105637,1.0027453671928621,0.009151223976206819,0.009126169290440338,1.0027453671928621,0.10089224433768017,0.10061601642710473,0.5024021962937543,0.030313429421185083,0.06033697632058288
A14023,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14031,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14153,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14222,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14223,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14274,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14289,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14294,5814,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14329,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14330,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14514,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14517,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14556,8742,7698,846,8766,91,8766,2597,8712,715,0.880576527110501,0.0967741935483871,0.10989867498051442,1.0027453671928621,0.010409517272935254,0.010381017567875885,1.0027453671928621,0.2970716083276138,0.29625827059091947,0.9965682910089224,0.08178906428734843,0.08207070707070707
A14557,8742,8209,973,8766,52,8766,2594,8712,725,0.9390299702585221,0.11130176161061542,0.11852844439030333,1.0027453671928621,0.005948295584534431,0.00593201003878622,1.0027453671928621,0.2967284374285061,0.29591603924252796,0.9965682910089224,0.08293296728437428,0.08321854912764004
A14558,8742,8336,0,8766,118,8766,3186,8712,601,0.9535575383207504,0.0,0.0,1.0027453671928621,0.013498055364905056,0.013461099703399497,1.0027453671928621,0.3644474948524365,0.36344969199178645,0.9965682910089224,0.06874857012125372,0.06898530762167125
A14559,8742,8524,600,8766,96,8766,1945,8712,637,0.9750629146648364,0.06863417982155114,0.07038948850305021,1.0027453671928621,0.01098146877144818,0.010951403148528405,1.0027453671928621,0.22248913292152825,0.2218799908738307,0.9965682910089224,0.07286662091054678,0.07311753902662993
A14560,8742,8639,554,8766,66,8766,2223,8712,721,0.9882177991306337,0.06337222603523221,0.06412779256858432,1.0027453671928621,0.0075497597803706245,0.007529089664613279,1.0027453671928621,0.25428963623884693,0.2535934291581109,0.9965682910089224,0.08247540608556395,0.08275941230486684
A14561,8742,8476,0,8766,71,8766,1313,8712,485,0.9695721802791123,0.0,0.0,1.0027453671928621,0.00812171127888355,0.008099475245265799,1.0027453671928621,0.1501944635094944,0.14978325347935204,0.9965682910089224,0.055479295355753834,0.055670339761248855
A14562,8742,8504,409,8766,32,8766,3219,8712,770,0.9727751086707848,0.046785632578357356,0.048095014111006584,1.0027453671928621,0.0036604895904827272,0.003650467716176135,1.0027453671928621,0.3682223747426218,0.3672142368240931,0.9965682910089224,0.08808053077099062,0.08838383838383838
A14563,8742,8498,453,8766,68,8766,3084,8712,729,0.9720887668725692,0.051818805765271106,0.05330666039068016,1.0027453671928621,0.007778540379775795,0.007757243896874287,1.0027453671928621,0.35277968428277284,0.351813826146475,0.9965682910089224,0.08339052848318462,0.08367768595041322
A14564,8742,7282,0,8766,84,8766,1171,8712,503,0.8329901624342255,0.0,0.0,1.0027453671928621,0.009608785175017159,0.009582477754962354,1.0027453671928621,0.1339510409517273,0.13358430298882043,0.9965682910089224,0.057538320750400364,0.057736455463728194
A14565,8742,8495,553,8766,46,8766,2147,8712,668,0.9717455959734614,0.06325783573552962,0.06509711595055916,1.0027453671928621,0.00526195378631892,0.005247547342003194,1.0027453671928621,0.24559597346145046,0.24492356833219256,0.9965682910089224,0.07641272020132693,0.07667584940312214
A14567,8742,8766,1,8766,5,8766,0,0,41,1.0027453671928621,0.00011439029970258523,0.00011407711613050422,1.0027453671928621,0.0005719514985129262,0.0005703855806525211,1.0027453671928621,0.0,0.0,0.0,0.004690002287805994,0.0
A14587,5814,0,805,0,0,0,0,0,0,0.0,0.13845889232886138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14588,5814,0,953,0,0,0,0,0,0,0.0,0.16391468868249054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14605,8742,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14606,8742,8766,0,8766,0,8766,0,0,0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.0,0.0
A14612,8742,8766,0,8766,0,8766,1626,8712,0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.18599862731640357,0.18548939082819987,0.9965682910089224,0.0,0.0
A14837,5814,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14845,8742,8766,0,8766,0,0,0,0,0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14847,8742,8766,0,8766,0,0,0,0,0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14849,8742,5753,0,8766,0,0,0,0,0,0.6580873941889728,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14852,8742,8589,0,8766,0,0,0,0,0,0.9824982841455044,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14861,8742,8740,0,8766,0,0,0,0,0,0.9997712194005949,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14868,8742,8766,0,8766,0,0,0,0,0,1.0027453671928621,0.0,0.0,1.0027453671928621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
