Unit Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A11047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11304,0.00819672131147541,0.0,0.00273224043715847,0.0,0.0,0.0027397260273972603,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11316,0.0,0.0,0.0,0.0,0.0,0.010958904109589041,0.005479452054794521,0.00273224043715847,0.0,0.00273224043715847,0.0,0.0,0.0,0.0027397260273972603,0.0027397260273972603,0.0,0.0027397260273972603,0.0,0.005479452054794521,0.0,0.0,0.0,0.0027397260273972603,0.0027397260273972603
A11318,0.01092896174863388,0.00546448087431694,0.00546448087431694,0.005479452054794521,0.010958904109589041,0.03287671232876712,0.03287671232876712,0.04371584699453552,0.02459016393442623,0.03551912568306011,0.03551912568306011,0.030136986301369864,0.0273972602739726,0.021917808219178082,0.01643835616438356,0.0136986301369863,0.0136986301369863,0.01643835616438356,0.019178082191780823,0.0136986301369863,0.021917808219178082,0.019178082191780823,0.0136986301369863,0.005479452054794521
A11319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11870,0.0,0.0,0.0,0.0,0.0,0.0027397260273972603,0.024657534246575342,0.040983606557377046,0.02459016393442623,0.0273224043715847,0.01366120218579235,0.057534246575342465,0.0958904109589041,0.1095890410958904,0.10684931506849316,0.06575342465753424,0.06575342465753424,0.12054794520547946,0.13424657534246576,0.09315068493150686,0.038356164383561646,0.0027397260273972603,0.0027397260273972603,0.0
A11871,0.06557377049180328,0.04918032786885246,0.03278688524590164,0.03561643835616438,0.043835616438356165,0.08493150684931507,0.10410958904109589,0.14207650273224043,0.12021857923497267,0.12295081967213115,0.14754098360655737,0.1506849315068493,0.19726027397260273,0.2547945205479452,0.273972602739726,0.2602739726027397,0.29041095890410956,0.3232876712328767,0.3095890410958904,0.2547945205479452,0.19452054794520549,0.12054794520547946,0.08767123287671233,0.07671232876712329
A11872,0.0,0.0,0.0,0.0,0.0,0.005479452054794521,0.038356164383561646,0.08469945355191257,0.04371584699453552,0.06557377049180328,0.09016393442622951,0.13150684931506848,0.18356164383561643,0.21643835616438356,0.21095890410958903,0.273972602739726,0.32054794520547947,0.3561643835616438,0.29315068493150687,0.2410958904109589,0.12602739726027398,0.049315068493150684,0.0027397260273972603,0.0
A11873,0.01092896174863388,0.00819672131147541,0.00273224043715847,0.005479452054794521,0.010958904109589041,0.0410958904109589,0.03287671232876712,0.04918032786885246,0.01912568306010929,0.01912568306010929,0.0273224043715847,0.024657534246575342,0.03287671232876712,0.043835616438356165,0.049315068493150684,0.049315068493150684,0.0410958904109589,0.06027397260273973,0.06027397260273973,0.03561643835616438,0.0273972602739726,0.01643835616438356,0.0136986301369863,0.01643835616438356
A11874,0.00819672131147541,0.00273224043715847,0.00273224043715847,0.0027397260273972603,0.00821917808219178,0.03561643835616438,0.0273972602739726,0.04371584699453552,0.01639344262295082,0.01912568306010929,0.0273224043715847,0.024657534246575342,0.038356164383561646,0.043835616438356165,0.0410958904109589,0.0410958904109589,0.03287671232876712,0.0547945205479452,0.043835616438356165,0.03287671232876712,0.021917808219178082,0.024657534246575342,0.021917808219178082,0.021917808219178082
A11875,0.02185792349726776,0.00819672131147541,0.0,0.0027397260273972603,0.010958904109589041,0.1095890410958904,0.1643835616438356,0.16120218579234974,0.08469945355191257,0.09836065573770492,0.08469945355191257,0.06301369863013699,0.03561643835616438,0.03561643835616438,0.01643835616438356,0.021917808219178082,0.0410958904109589,0.10136986301369863,0.136986301369863,0.07671232876712329,0.04657534246575343,0.038356164383561646,0.0273972602739726,0.0273972602739726
A11876,0.01366120218579235,0.00273224043715847,0.00546448087431694,0.0,0.00821917808219178,0.1095890410958904,0.18904109589041096,0.1994535519125683,0.13114754098360656,0.13387978142076504,0.14207650273224043,0.11232876712328767,0.06575342465753424,0.043835616438356165,0.03561643835616438,0.03561643835616438,0.06575342465753424,0.14246575342465753,0.1726027397260274,0.15342465753424658,0.1178082191780822,0.07123287671232877,0.03561643835616438,0.0273972602739726
A11877,0.04644808743169399,0.01912568306010929,0.01092896174863388,0.00821917808219178,0.021917808219178082,0.1506849315068493,0.2219178082191781,0.22404371584699453,0.17486338797814208,0.19672131147540983,0.19672131147540983,0.16164383561643836,0.13150684931506848,0.08767123287671233,0.0821917808219178,0.07671232876712329,0.11232876712328767,0.21643835616438356,0.2602739726027397,0.19452054794520549,0.17534246575342466,0.1178082191780822,0.09041095890410959,0.0547945205479452
A11878,0.0273224043715847,0.01366120218579235,0.00546448087431694,0.0027397260273972603,0.0136986301369863,0.16986301369863013,0.23013698630136986,0.22404371584699453,0.18579234972677597,0.17759562841530055,0.17486338797814208,0.11506849315068493,0.08493150684931507,0.0547945205479452,0.03561643835616438,0.04657534246575343,0.07397260273972603,0.1589041095890411,0.2136986301369863,0.14520547945205478,0.1178082191780822,0.0958904109589041,0.06575342465753424,0.049315068493150684
A11879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11958,0.04918032786885246,0.05191256830601093,0.060109289617486336,0.057534246575342465,0.0547945205479452,0.04657534246575343,0.024657534246575342,0.01639344262295082,0.01366120218579235,0.01092896174863388,0.01092896174863388,0.0136986301369863,0.01643835616438356,0.024657534246575342,0.0273972602739726,0.0273972602739726,0.03561643835616438,0.021917808219178082,0.00821917808219178,0.0,0.0,0.0027397260273972603,0.0136986301369863,0.024657534246575342
A11963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12300,0.5737704918032787,0.4890710382513661,0.4426229508196721,0.4136986301369863,0.4547945205479452,0.6465753424657534,0.6410958904109589,0.6639344262295082,0.6256830601092896,0.6775956284153005,0.7049180327868853,0.7178082191780822,0.736986301369863,0.7315068493150685,0.7041095890410959,0.6657534246575343,0.663013698630137,0.7013698630136986,0.7534246575342466,0.7726027397260274,0.7589041095890411,0.6712328767123288,0.6273972602739726,0.5780821917808219
A12321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12752,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972603,0.00546448087431694,0.0,0.00546448087431694,0.0,0.0027397260273972603,0.0,0.0027397260273972603,0.0027397260273972603,0.005479452054794521,0.0136986301369863,0.005479452054794521,0.00821917808219178,0.0136986301369863,0.005479452054794521,0.00821917808219178,0.0,0.0
A12753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13077,0.0,0.0,0.0,0.0,0.0,0.005479452054794521,0.052054794520547946,0.06557377049180328,0.06284153005464481,0.06284153005464481,0.09289617486338798,0.10410958904109589,0.11506849315068493,0.09863013698630137,0.0821917808219178,0.10136986301369863,0.13150684931506848,0.18904109589041096,0.2,0.1863013698630137,0.1232876712328767,0.052054794520547946,0.01643835616438356,0.0
A13087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0,0.0,0.0027397260273972603,0.0,0.0,0.0,0.0
A13536,0.00273224043715847,0.00273224043715847,0.0,0.0027397260273972603,0.0,0.038356164383561646,0.03287671232876712,0.0273224043715847,0.01366120218579235,0.00546448087431694,0.01366120218579235,0.010958904109589041,0.005479452054794521,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.005479452054794521,0.019178082191780823,0.0027397260273972603,0.0027397260273972603,0.0,0.0027397260273972603,0.005494505494505495
A13537,0.01092896174863388,0.00546448087431694,0.0,0.0,0.0027397260273972603,0.030136986301369864,0.038356164383561646,0.04371584699453552,0.01092896174863388,0.01092896174863388,0.01366120218579235,0.00821917808219178,0.00821917808219178,0.005479452054794521,0.005479452054794521,0.0027397260273972603,0.0027397260273972603,0.010958904109589041,0.0027397260273972603,0.0027397260273972603,0.0,0.0027397260273972603,0.00821917808219178,0.01098901098901099
A13538,0.04644808743169399,0.01639344262295082,0.00546448087431694,0.005479452054794521,0.01643835616438356,0.10410958904109589,0.10136986301369863,0.11475409836065574,0.04644808743169399,0.06284153005464481,0.06284153005464481,0.0547945205479452,0.030136986301369864,0.0136986301369863,0.00821917808219178,0.00821917808219178,0.005479452054794521,0.03561643835616438,0.049315068493150684,0.0273972602739726,0.0136986301369863,0.019178082191780823,0.03561643835616438,0.04395604395604396
A13618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13646,0.00546448087431694,0.01912568306010929,0.03825136612021858,0.03561643835616438,0.024657534246575342,0.021917808219178082,0.005479452054794521,0.00273224043715847,0.00819672131147541,0.00273224043715847,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0,0.0,0.0,0.0027397260273972603,0.005494505494505495
A13647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13741,0.00546448087431694,0.00819672131147541,0.01639344262295082,0.00821917808219178,0.0136986301369863,0.005479452054794521,0.00821917808219178,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.01092896174863388,0.010958904109589041,0.00821917808219178,0.005479452054794521,0.00821917808219178,0.005479452054794521,0.00821917808219178,0.0,0.0,0.0027397260273972603,0.0,0.0,0.0,0.0
A13742,0.453551912568306,0.366120218579235,0.33060109289617484,0.3041095890410959,0.3424657534246575,0.5095890410958904,0.4712328767123288,0.4726775956284153,0.44808743169398907,0.4972677595628415,0.5273224043715847,0.5068493150684932,0.473972602739726,0.42191780821917807,0.39452054794520547,0.336986301369863,0.33972602739726027,0.336986301369863,0.3835616438356164,0.40821917808219177,0.4794520547945205,0.4876712328767123,0.4712328767123288,0.43956043956043955
A13962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
