Timestamp,p_RegUp_PJM,loc_RegUp_PJM,p_RegDown_PJM,loc_RegDown_PJM,p_Syn_PJM,loc_Syn_PJM,p_Rse_PJM,loc_Rse_PJM,p_TMR_PJM,loc_TMR_PJM
2023-01-03 11:00:00,22.0208,0.0,31.3623,0.0,23.7916,0.0,17.7043,0.0,16.7001,1.7846
2023-01-03 12:00:00,3.1082,0.0,23.7241,0.0,55.8632,0.0,25.5429,0.0,0.0,0.0
2023-01-03 13:00:00,22.6113,0.0,18.1668,0.0,2.6992,0.0,23.7616,0.0,12.9287,1.2945
2023-01-03 14:00:00,5.4208,0.0,11.3086,0.0,19.2549,0.0,4.699,0.0,14.8177,0.0
2023-01-03 15:00:00,18.9055,0.0,8.9746,0.0,5.5098,0.0,25.7329,0.0,8.8631,0.0
2023-01-03 16:00:00,13.3146,0.0,10.7944,0.0,9.7684,0.0,15.6755,0.0,19.9528,0.0
2023-01-03 17:00:00,10.9098,0.0,10.4117,0.0,5.4074,0.0,24.8562,0.0,12.2746,0.0
2023-01-03 18:00:00,13.7341,0.0,5.9481,0.0,13.4746,0.0,20.3448,0.0,5.3275,0.0
2023-01-03 19:00:00,15.1443,0.0,0.0,0.0,21.813,0.0,10.7147,0.0,7.4419,0.0
2023-01-03 20:00:00,14.867,0.0,3.0378,0.0,8.1627,0.0,0.0,0.0,22.5263,0.0
2023-01-03 21:00:00,15.7896,0.0,15.103,0.0,0.5093,0.0,11.3879,0.0,6.2497,0.0
2023-01-03 22:00:00,4.5655,0.0,11.9481,0.9083,18.3258,0.0,13.4143,0.0,17.5329,1.3758
2023-01-03 23:00:00,11.1714,0.0,12.2356,0.0,10.8705,0.0,8.3135,0.0,2.2775,0.0
2023-01-04 00:00:00,8.1773,0.0,56.6781,0.0,14.7164,0.0,9.8734,0.0,11.2983,0.0
2023-01-04 01:00:00,6.9612,0.0,22.5252,0.0,20.7086,0.0,8.9936,1.7356,29.1099,0.4563
2023-01-04 02:00:00,23.7251,0.0,25.0364,0.0,21.9372,1.6666,18.6731,0.0,15.1498,0.0
2023-01-04 03:00:00,31.9576,0.0,18.2452,0.0,17.0445,0.0,34.6135,0.0,30.0225,0.0
2023-01-04 04:00:00,30.1112,0.0,11.6453,0.0,21.6015,0.0,27.5368,0.0,20.6115,0.0
2023-01-04 05:00:00,27.1382,0.0,27.1127,0.0,14.2852,0.0,26.9784,0.0,17.3041,0.0
2023-01-04 06:00:00,10.4136,0.0,15.2201,0.0,34.6169,0.0,38.3825,0.0,7.6888,0.0
2023-01-04 07:00:00,6.2463,0.0,10.7618,0.0,22.6627,0.0,26.0386,0.0,4.558,0.0
2023-01-04 08:00:00,29.7989,0.0,38.1058,0.0,29.1761,0.0,8.7439,0.0,25.2016,0.0
2023-01-04 09:00:00,10.9211,0.0,23.6573,0.0,20.992,0.0,31.0,0.0,18.322,0.0
2023-01-04 10:00:00,29.052,0.0,28.2205,0.0,14.0944,0.0,19.8157,0.0,30.3504,0.0
2023-01-04 11:00:00,17.4487,0.0,10.6226,0.0,26.2665,0.0,31.996,0.0,3.9315,0.0
2023-01-04 12:00:00,17.5773,0.0,16.6202,0.0,11.078,0.0,23.5008,0.0,21.8899,0.0
2023-01-04 13:00:00,3.4393,0.0,15.7884,0.0,5.9198,0.0,13.6811,0.0,1.5525,0.0
2023-01-04 14:00:00,19.0925,0.0,7.9271,0.0,24.8277,0.0,13.5667,0.0,16.2028,0.0
2023-01-04 15:00:00,23.2399,0.0,16.032,0.0,10.1915,0.0,21.8846,0.0,11.3035,0.0
2023-01-04 16:00:00,18.0671,0.0,13.9744,0.0,15.9045,0.0,0.0,0.0,12.0529,0.0
2023-01-04 17:00:00,6.3646,0.0,23.4513,0.0,14.9925,0.0,13.9924,0.0,47.8921,0.0
2023-01-04 18:00:00,9.883,0.0,23.2422,0.0,2.3685,0.0,12.17,0.0,13.5672,0.0
2023-01-04 19:00:00,3.0658,0.0,3.966,0.0,6.281,0.0,13.6573,0.0,4.5671,0.0
2023-01-04 20:00:00,4.2967,0.0,6.1527,0.0,5.7472,0.0,5.1799,0.0,6.2133,0.0
2023-01-04 21:00:00,0.5521,0.0,12.2352,0.0,14.7524,0.64,15.0639,0.0,0.2207,0.0
2023-01-04 22:00:00,25.2586,0.0,25.1511,0.0,20.4825,0.0,11.3121,0.0,22.0217,0.0
2023-01-04 23:00:00,14.0608,0.0,3.5718,0.0,8.8819,0.0,18.8344,0.0,4.3875,0.0
2023-01-05 00:00:00,4.3648,0.0,11.9786,0.0,21.5145,0.0,11.7012,0.0,25.536,0.0
2023-01-05 01:00:00,9.7506,0.0,0.0,0.0,14.1995,0.0,9.0113,0.0,1.3198,0.0
2023-01-05 02:00:00,30.8647,0.3501,30.6843,0.0,22.8984,0.0,26.5664,0.0,13.6148,0.0
2023-01-05 03:00:00,10.6664,0.0,26.119,0.0,21.2618,0.0,11.4845,0.0,21.9813,0.0
2023-01-05 04:00:00,15.9225,0.0,21.422,0.0,18.9484,0.0,22.5951,0.0,34.5359,0.0
2023-01-05 05:00:00,29.6629,0.0,31.8593,0.0,27.6713,0.0,12.9626,0.0,6.4447,0.0
2023-01-05 06:00:00,25.5195,0.0,23.6136,0.0,39.0222,1.7043,13.4445,0.0,11.2396,0.0
2023-01-05 07:00:00,27.6386,0.0,24.4977,0.0,15.7282,0.0,21.9474,1.954,20.1625,0.0
2023-01-05 08:00:00,24.8729,0.0,11.4417,0.0,10.0548,0.0,38.4915,0.0,21.2723,0.0
2023-01-05 09:00:00,33.0754,0.0,26.4273,0.0,15.0892,0.0,25.6986,0.0,20.1636,0.0
2023-01-05 10:00:00,16.8471,0.0,4.6176,0.0,17.8181,0.0,14.1659,0.0,15.3955,0.0
2023-01-05 11:00:00,15.3772,0.0,23.264,1.8454,0.363,0.0,15.9923,0.0,28.6819,0.0
2023-01-05 12:00:00,7.4462,0.0,7.6415,0.0,23.826,0.0,13.7019,0.0,9.7901,0.0
2023-01-05 13:00:00,15.3378,0.0,24.9465,0.0,9.9802,0.6739,0.0,0.0,18.7036,1.4235
2023-01-05 14:00:00,1.458,0.0,16.6055,0.0,4.2873,0.0,16.1533,0.0,15.0719,0.0
2023-01-05 15:00:00,24.6113,0.0,15.7566,0.0,14.7154,0.68,16.6752,0.0,11.087,0.0
2023-01-05 16:00:00,5.9144,0.0,5.56,0.0,11.6753,0.0,5.0779,0.0,0.3912,1.646
2023-01-05 17:00:00,8.024,0.0,6.5187,0.0,5.2794,0.0,8.2652,0.0,8.8295,0.0
2023-01-05 18:00:00,9.0508,0.0,17.2199,0.0,19.2449,0.0,7.0996,1.3519,3.0708,0.0
2023-01-05 19:00:00,18.0566,0.0,18.5547,0.0,7.1628,0.0,12.3706,0.0,2.2024,0.0
2023-01-05 20:00:00,10.6239,0.0,9.5662,0.6557,4.3472,0.0,11.6699,0.0,6.9619,0.0
2023-01-05 21:00:00,8.1617,0.0,18.5593,0.0,8.994,0.0,21.9035,0.0,11.002,0.0
2023-01-05 22:00:00,1.1394,0.0,14.6705,0.0,4.7453,0.0,16.5504,0.0,22.2113,0.0
2023-01-05 23:00:00,10.0124,0.0,14.8973,0.0,19.0595,0.0,19.1001,1.8865,5.161,0.0
2023-01-06 00:00:00,15.2511,0.0,12.1063,0.0,11.7751,0.0,11.9482,0.0,7.3523,0.0
2023-01-06 01:00:00,24.1523,0.0,8.3341,0.0,5.1764,0.0,19.4273,0.0,20.1451,0.0
2023-01-06 02:00:00,20.3059,0.0,22.8342,0.0,19.7251,0.0,20.1556,0.0,31.1588,0.0
2023-01-06 03:00:00,21.4952,0.0,21.3975,0.5312,31.8935,0.0,8.2035,0.0,16.5032,0.0
2023-01-06 04:00:00,34.0213,0.0,0.9146,0.9987,29.7191,0.0,3.7744,0.0,7.7611,0.0
2023-01-06 05:00:00,17.382,0.0,35.6115,0.0,29.9942,0.0,22.3752,0.0,7.1256,0.0
2023-01-06 06:00:00,15.2534,0.0,31.452,0.0,21.5019,0.0,13.2154,0.2655,20.5858,0.0
2023-01-06 07:00:00,14.8398,0.0,15.5351,0.0,13.8505,0.0,12.3272,0.0,26.3396,0.0
2023-01-06 08:00:00,27.3738,0.0,66.5916,0.0,16.9216,0.0,48.0234,0.0,6.5315,0.0
2023-01-06 09:00:00,17.8743,0.0,7.2196,1.8283,15.6188,0.0,14.4571,0.0,7.6667,0.0
2023-01-06 10:00:00,31.0124,1.3464,36.6913,0.0,30.703,0.0,8.945,0.0,30.1293,0.0
2023-01-06 11:00:00,9.6252,0.0,2.9317,0.0,9.5261,0.0,21.8849,0.0,24.1075,0.0
2023-01-06 12:00:00,20.4027,0.0,14.8078,0.0,7.5999,0.0,26.9385,0.0,14.7072,0.0
2023-01-06 13:00:00,1.7751,0.0,6.6389,0.0,14.4169,0.0,8.2647,0.0,4.2278,0.0
2023-01-06 14:00:00,15.7963,0.0,6.1397,0.0,10.9496,0.0,9.2513,0.0,4.4514,0.0
2023-01-06 15:00:00,9.8916,0.0,65.3862,0.0,22.8406,0.0,7.2472,0.0,13.3023,0.0
2023-01-06 16:00:00,16.2282,0.0,12.1267,0.0,0.0,0.0,20.3027,0.0,12.2422,0.0
2023-01-06 17:00:00,5.5887,0.0,16.9055,0.0,8.4747,0.0,16.1314,0.0,8.8801,0.0
2023-01-06 18:00:00,3.9433,0.0,2.3082,0.0,9.3195,0.0,16.4304,0.0,10.0427,1.7737
2023-01-06 19:00:00,8.4847,0.0,9.9001,0.0,5.6891,0.0,5.333,0.0,2.8733,0.0
2023-01-06 20:00:00,4.1158,1.1044,1.8203,0.0,14.8421,0.0,13.8395,0.0,17.7105,0.0
2023-01-06 21:00:00,11.1034,0.0,8.4867,0.9471,20.2754,0.0,9.1619,0.0,19.4572,0.0
2023-01-06 22:00:00,9.4119,0.0,5.9355,0.0,21.1092,0.0,1.8311,0.0,4.1335,0.0
2023-01-06 23:00:00,23.3331,0.0,12.4016,0.0,23.0413,0.0,13.7175,0.0,14.7312,0.0
2023-01-07 00:00:00,13.7181,0.0,2.8304,0.0,15.667,0.0,8.5776,0.0,2.3191,0.0
2023-01-07 01:00:00,15.5339,1.9311,24.6287,0.0,31.6882,0.0,3.5838,0.0,30.2316,0.0
2023-01-07 02:00:00,7.1743,0.0,20.6567,0.0,22.676,0.0,11.5501,0.0,11.1029,0.0
2023-01-07 03:00:00,22.332,1.9455,15.4581,1.7503,18.5599,0.0,31.5146,0.0,9.2654,0.0
2023-01-07 04:00:00,26.4806,0.2168,23.5086,0.0,28.268,0.0,9.802,0.0,10.8796,0.0
2023-01-07 05:00:00,27.8542,0.0,19.3457,0.0,5.7657,0.0,4.1083,0.0,17.2595,0.8788
2023-01-07 06:00:00,54.6478,0.0,18.1555,0.0,25.2546,0.0,8.7774,0.0,23.4301,0.0
2023-01-07 07:00:00,14.5586,0.0,13.5308,0.0,18.3572,0.0,25.9124,0.0,21.202,0.0
2023-01-07 08:00:00,19.8865,0.0,39.5559,0.0,26.8681,0.0,18.579,0.0,6.3321,0.0
2023-01-07 09:00:00,7.4968,0.0,26.0898,0.0,23.047,0.0,24.2888,0.0,30.0902,0.0
2023-01-07 10:00:00,23.4963,0.0,28.4703,0.0,33.8919,0.0,14.1257,0.0,14.8727,0.0
2023-01-07 11:00:00,33.661,0.0,28.1605,0.0,27.3753,0.0,5.221,0.0,21.8015,0.0
2023-01-07 12:00:00,12.5442,0.0,12.8411,0.0,8.8894,0.0,10.6992,0.0,9.9723,0.0
2023-01-07 13:00:00,4.9022,0.0,68.1155,0.0,21.0183,0.0,18.4645,0.0,20.9899,0.0
2023-01-07 14:00:00,18.0513,0.0,4.6204,0.0,2.129,0.0,16.0158,0.0,22.8452,0.0
2023-01-07 15:00:00,11.9257,0.0,8.6102,0.0,30.7508,0.0,16.1455,0.0,19.6805,0.0
2023-01-07 16:00:00,16.4839,0.0,5.9788,0.0,16.5477,0.0,9.172,0.0,17.4524,0.0
2023-01-07 17:00:00,16.3064,0.0,9.6406,0.0,3.4304,0.0,10.1306,0.0,8.8649,0.0
2023-01-07 18:00:00,11.3665,0.0,8.3616,0.0,5.3996,0.0,0.0,0.0,5.2381,0.0
2023-01-07 19:00:00,13.5276,0.0,2.1398,0.0,10.7238,0.0,3.59,0.0,11.5329,0.0
2023-01-07 20:00:00,13.2103,0.0,11.5766,0.0,5.9426,0.0,9.0549,0.0,7.1036,0.0
2023-01-07 21:00:00,14.5532,0.0,19.8544,0.0,6.0777,0.0,6.5956,0.0,19.1128,0.0
2023-01-07 22:00:00,14.2255,0.0,16.1058,0.0,20.3496,0.0,4.5176,0.0,10.6605,0.0
2023-01-07 23:00:00,12.4383,0.0,0.3531,0.0,7.8063,0.0,16.8964,0.0,28.0721,0.9139
2023-01-08 00:00:00,18.6883,0.0,22.5339,0.0,19.7816,0.0,9.6074,0.0,24.5944,0.0
2023-01-08 01:00:00,26.7283,0.0,13.8728,0.0,20.8718,0.0,26.2827,1.3473,18.631,0.0
2023-01-08 02:00:00,24.3054,1.0831,23.4391,0.0,33.0564,0.0,19.229,0.0,14.9969,0.0
2023-01-08 03:00:00,8.0286,0.0,33.5471,0.0,36.7933,0.0,18.3422,0.0,19.3584,0.0
2023-01-08 04:00:00,15.0937,0.0,25.0754,0.0,14.4843,0.0,11.6114,0.0,31.5984,0.0
2023-01-08 05:00:00,34.6441,0.0,27.0008,0.0,13.0943,0.0,36.2218,0.0,15.0719,0.0
2023-01-08 06:00:00,13.9084,0.0,8.0769,0.0,23.3846,0.0,36.2976,0.0,10.0855,0.0
2023-01-08 07:00:00,22.2133,0.0,16.5068,0.0,19.0279,0.0,36.2683,0.0,18.3111,0.0
2023-01-08 08:00:00,32.9922,0.0,38.9042,0.0,8.5147,0.0,33.9021,0.0,13.5003,0.0
2023-01-08 09:00:00,13.7177,0.0,14.4555,0.0,13.6841,0.0,8.5693,0.0,34.8418,1.2305
2023-01-08 10:00:00,20.7446,0.0,19.5086,0.0,17.6682,0.0,15.0992,0.0,4.7493,0.0
2023-01-08 11:00:00,52.4956,0.0,8.4638,0.0,19.8807,0.0,30.9151,0.0,21.4054,0.0
2023-01-08 12:00:00,9.4006,0.0,30.4831,0.0,4.7559,0.0,8.7272,0.0,12.9561,0.0
2023-01-08 13:00:00,5.9133,0.0,12.2918,0.0,21.8474,1.3309,25.0666,0.0,8.4037,0.0
2023-01-08 14:00:00,30.291,0.0,8.2836,0.0,23.9506,0.0,15.8671,0.0,13.8974,1.4935
2023-01-08 15:00:00,13.2379,0.0,5.4122,0.0,19.7862,0.0,6.6246,0.0,21.753,0.0
2023-01-08 16:00:00,15.1766,0.0,11.4917,0.0,9.9966,0.0,12.1545,0.0,13.8886,0.0
2023-01-08 17:00:00,55.3845,0.0,9.6872,0.0,14.3412,0.0,35.4374,0.0,90.5292,0.0
2023-01-08 18:00:00,13.5705,0.0,18.2894,0.0,7.1463,0.0,18.9262,0.0,12.9006,0.0
2023-01-08 19:00:00,18.1898,0.0,20.2367,0.0,25.1466,0.0,8.7061,0.1561,20.4862,0.0
2023-01-08 20:00:00,11.0157,0.0,17.5867,0.0,16.9267,0.0,2.7308,0.0,27.0081,0.0
2023-01-08 21:00:00,17.2933,0.0,22.1764,0.0,9.2121,0.0,18.1757,0.0,3.156,1.374
2023-01-08 22:00:00,17.4625,0.0,0.0,1.8246,6.0523,0.0,22.9955,0.0,8.8737,0.0
2023-01-08 23:00:00,66.2354,0.0,10.1995,0.0,24.3159,0.0,8.557,0.0,17.7121,0.0
2023-01-09 00:00:00,5.8841,0.0,11.5415,0.0,19.4879,0.0,18.9323,0.0,17.7169,0.0
2023-01-09 01:00:00,30.1948,0.0,31.3488,0.0,18.1701,0.0,26.3432,1.6119,18.3656,0.0
2023-01-09 02:00:00,12.0409,1.9174,6.0874,0.0,18.4898,0.0,40.2907,0.0,10.8784,0.0
2023-01-09 03:00:00,23.9706,0.0,13.1808,0.0,5.9547,0.0,18.0132,0.0,5.6056,0.0
2023-01-09 04:00:00,42.9617,0.0,40.6962,0.0,18.6987,0.0,41.1429,0.0,6.3489,0.0
2023-01-09 05:00:00,32.3626,0.0,11.0229,0.0,13.8481,0.0,38.1532,0.0,16.6038,0.0
2023-01-09 06:00:00,16.9224,0.0,10.6308,0.0,6.5193,0.0,10.2195,0.0,26.0309,0.0
2023-01-09 07:00:00,33.9227,0.0,29.0114,0.0,14.2126,0.0,24.8879,0.2447,24.2572,0.0
2023-01-09 08:00:00,23.0644,0.0,31.6158,0.0,13.3768,0.0,10.9879,0.0,34.3289,0.0
2023-01-09 09:00:00,18.3392,0.0,24.6683,0.0,20.4628,0.0,11.9256,0.0,23.2086,0.0
2023-01-09 10:00:00,4.1798,0.0,19.759,0.0,25.9058,0.0,13.2759,0.0,12.6398,0.0
2023-01-09 11:00:00,27.8604,0.0,25.2708,0.0,33.6388,0.0,21.0123,0.0,27.6358,0.0
2023-01-09 12:00:00,6.6896,0.0,6.1987,0.0,10.5212,0.0,32.8167,0.0,30.3064,0.0
2023-01-09 13:00:00,9.9516,0.0,24.7951,1.687,18.9237,0.0,24.5973,1.7384,25.8404,0.0
2023-01-09 14:00:00,5.6005,0.0,18.6452,0.0,51.9871,0.0,17.003,0.0,8.7596,0.0
2023-01-09 15:00:00,23.8078,0.0,22.9958,0.0,9.1122,0.0,24.6276,0.0,30.2417,0.0
2023-01-09 16:00:00,6.7414,0.0,48.4322,0.0,13.1429,0.0,15.3881,0.0,3.1247,0.0
2023-01-09 17:00:00,5.1634,0.0,5.6239,0.0,6.3466,0.0,28.4662,0.0,23.0097,0.0
2023-01-09 18:00:00,24.0043,0.0,9.2169,0.0,24.3856,0.0,20.5301,0.0,27.2826,0.7538
2023-01-09 19:00:00,16.6967,0.0,10.6861,0.0,18.321,0.0,16.007,0.0,12.0457,0.0
2023-01-09 20:00:00,10.0572,0.0,6.1611,0.0,13.2751,0.0,0.4481,0.0,11.1471,0.8508
2023-01-09 21:00:00,7.3518,0.0,2.9474,0.0,3.7051,0.0,17.655,1.2811,5.5235,0.0
2023-01-09 22:00:00,9.0016,0.0,36.1052,0.0,16.3364,0.0,12.7203,0.0,7.7276,0.0
2023-01-09 23:00:00,26.4395,0.0,4.2361,0.0,9.7219,0.0,7.1124,0.0,5.0654,0.0
2023-01-10 00:00:00,9.3792,0.0,36.7048,0.0,19.2312,0.0,29.6295,0.0,23.8564,0.0
2023-01-10 01:00:00,32.5328,0.0,7.7939,0.0,26.8854,0.0,21.699,0.0,2.5916,0.0
2023-01-10 02:00:00,7.6971,0.0,25.2897,0.0,10.5374,0.0,11.4951,0.0,19.4368,0.0
2023-01-10 03:00:00,7.1999,0.0,22.7943,0.0,9.8835,0.0,8.698,0.0,24.269,0.0
2023-01-10 04:00:00,7.6066,0.0,10.6771,0.0,24.4419,0.0,16.9756,0.0,26.6421,0.0
2023-01-10 05:00:00,7.0842,0.0,20.4602,0.0,17.9167,0.0,9.5124,0.0,31.4603,0.0
2023-01-10 06:00:00,14.6729,0.0,39.161,0.0,11.3122,0.0,40.3283,0.0,2.7482,0.0
2023-01-10 07:00:00,18.9771,0.5637,24.9891,0.0,22.979,0.0,10.7556,0.0,19.7235,0.5654
2023-01-10 08:00:00,17.339,0.0,7.593,0.0,15.2579,0.0,26.0221,0.0,69.9815,0.0
2023-01-10 09:00:00,27.2387,0.0,38.0051,0.0,37.9272,0.0,28.8408,0.0,14.0282,0.0
2023-01-10 10:00:00,12.3599,0.0,17.4119,1.3263,34.1035,0.0,18.9941,0.0,20.064,0.0
2023-01-10 11:00:00,22.0358,0.0,23.3558,0.0,16.8758,0.0,32.0876,0.0,41.6736,0.0
2023-01-10 12:00:00,14.0257,0.0,12.3252,0.0,21.3447,0.0,15.3535,0.0,4.0304,0.0
2023-01-10 13:00:00,16.2956,0.0,19.9413,0.0,11.6592,0.0,14.4943,0.0,12.1875,0.0
2023-01-10 14:00:00,3.7704,0.0,22.5038,0.0,22.4084,0.0,5.5797,0.0,17.491,0.0
2023-01-10 15:00:00,16.7028,0.0,4.7252,0.0,59.6779,0.0,11.0637,0.0,8.903,0.0
2023-01-10 16:00:00,19.581,0.0,5.2291,0.0,12.7438,0.0,27.5046,0.0,20.8044,0.0
2023-01-10 17:00:00,13.3014,1.6304,4.467,0.0,7.8321,0.0,5.6877,0.0,13.8776,0.0
2023-01-10 18:00:00,13.981,0.0,7.6071,0.0,11.5732,0.0,8.2678,0.0,4.3543,0.0
2023-01-10 19:00:00,15.4163,0.0,16.9266,0.0,12.0339,0.0,4.4601,0.0,8.1264,0.0
2023-01-10 20:00:00,17.4178,0.0,26.7783,0.0,8.7746,0.0,20.9432,0.0,12.0817,0.0
2023-01-10 21:00:00,18.8958,0.0,8.7907,0.0,11.6483,0.6253,6.0276,1.341,16.7626,0.0
