HourOfYear,MileageUp,PerformanceScore
317,1.0200292329420586,0.98
318,1.1671252974106563,0.98
319,0.9935895077082436,0.98
320,0.8827608916232104,0.98
321,1.0012848590589123,0.98
322,0.9776470609883826,0.98
323,0.8832209012023905,0.98
324,1.0367918662971942,0.98
325,1.103464397180681,0.98
326,0.9927300515056072,0.98
327,0.9467669828987602,0.98
328,0.9956005355982604,0.98
329,1.2462906511082819,0.98
330,1.195640095776641,0.98
331,0.751408844428782,0.98
332,1.1048090686601668,0.8786469827222435
333,0.9926720536721756,0.98
334,0.890837618692285,0.98
335,0.9585079578527647,0.98
336,0.824411441062243,0.98
337,1.022557362923451,0.8170078939022848
338,1.0103706225353086,0.98
339,0.8036308787741078,0.98
340,0.8738749552574265,0.98
341,1.0676030397804348,0.98
342,0.8502867110291159,0.98
343,1.0769754549654977,0.98
344,0.9487188538812399,0.98
345,1.2989397864646628,0.98
346,1.0337747747779253,0.98
347,1.077252351614814,0.98
348,1.004446662860079,0.98
349,1.0125249240015466,0.98
350,1.158143540119425,0.98
351,1.2018003512843864,0.98
352,0.9608207694564312,0.98
353,0.8919874845097621,0.98
354,0.9848282907901771,0.98
355,0.9476251576971477,0.98
356,0.9626700820885742,0.98
357,1.050654807093601,0.98
358,1.0491978319101833,0.98
359,0.9779865176368409,0.98
360,0.6544000314143186,0.98
361,1.0799584854331716,0.98
362,1.102328206324174,0.98
363,0.8532051718000825,0.98
364,1.0991819156551466,0.98
365,1.0229422126550567,0.98
366,1.1249539026949205,0.98
367,1.081383825663256,0.98
368,0.9418415452848066,0.98
369,0.9353661346013267,0.98
370,0.9091241847017881,0.98
371,1.044473011239654,0.98
372,1.0422303137586582,0.98
373,0.8346918150621697,0.98
374,1.1402616654902091,0.98
375,0.8383165575107285,0.98
376,1.0806362918208254,0.98
377,1.041084326719476,0.98
378,0.7897135193837286,0.98
379,1.062293996617217,0.98
380,0.985896559894001,0.98
381,1.0154932883585865,0.98
382,0.8261725828560627,0.98
383,1.0991170379659054,0.98
384,0.7365087886139502,0.98
385,1.0051766005126104,0.98
386,0.8985309115813185,0.98
387,1.075726249955576,0.98
388,0.9885455037023828,0.98
389,0.9437187576255138,0.98
390,1.0211260246549627,0.98
391,1.0029331021440642,0.98
392,1.0160220205014565,0.98
393,0.9335197401852819,0.98
394,1.028444177586041,0.98
395,0.9707421643237515,0.98
396,1.0410133943805282,0.98
397,1.1733311380889262,0.98
398,0.8883004668306284,0.98
399,0.9069022440013864,0.98
400,0.9554993004909443,0.98
401,1.1792679723593902,0.9497226233277022
402,1.072664666110971,0.98
403,1.0213107819684062,0.98
404,1.0057928427573861,0.98
405,1.0562573580556058,0.98
406,0.9154294368331709,0.98
407,1.0859641770799984,0.8793593392967427
408,1.002699567534304,0.9108485670178856
409,1.0256855129164548,0.98
410,1.13239642628354,0.98
411,0.910608870829255,0.98
412,1.116972981561369,0.98
413,0.9506133584188048,0.98
414,1.0729417125727858,0.98
415,0.9919395380686769,0.98
416,1.0275195074680592,0.98
417,1.064327485950419,0.98
418,0.8306020886083172,0.98
419,0.9157686801112822,0.98
420,1.0255143640456803,0.98
421,0.938802860375981,0.98
422,1.0553193140982458,0.98
423,1.0919560583381964,0.98
424,1.0205170193792756,0.98
425,0.9783164609070637,0.98
426,0.8236086736601336,0.98
427,1.1497290465210668,0.98
428,1.1614429054905875,0.98
429,0.759019525360245,0.98
430,1.0431307561359962,0.98
431,1.1578441211131376,0.98
432,0.9981975272737691,0.98
433,0.9666660992179911,0.98
434,0.9229909384771344,0.98
435,0.8973323878492843,0.98
436,1.0201952864605812,0.98
437,1.1251307809129594,0.98
438,1.0194785658703893,0.98
439,1.032685692431196,0.98
440,0.9159454325470812,0.98
441,1.0853362486733709,0.98
442,1.075276330865174,0.98
443,1.1348166299804825,0.98
444,0.8793795947789,0.98
445,0.9944904404235992,0.98
446,1.1377722735774622,0.98
447,1.0162314978685907,0.98
448,1.092276544755372,0.98
449,0.851992508263252,0.98
450,1.1101091951420725,0.98
451,0.9622140183341775,0.98
452,0.9025664443199136,0.98
453,0.9963992447520995,0.98
454,0.8200891821215449,0.98
455,1.139368045843935,0.98
456,0.8911111942589528,0.98
457,1.0119823476556726,0.98
458,0.9207774686476211,0.98
459,1.0315794420583553,0.98
460,0.8050943876149799,0.98
461,0.8987346685393326,0.98
462,0.9142338986660066,0.98
463,0.975591583837156,0.98
464,0.8230163499416658,0.98
465,1.048921916859761,0.98
466,1.0148233099260122,0.98
467,0.9996511110767329,0.98
468,1.1397832020146454,0.98
469,0.8888469002574789,0.98
470,0.9150442972375741,0.98
471,1.0066563602921166,0.98
472,1.0448716591207647,0.98
473,0.9492556993987784,0.98
474,0.9185107341920465,0.98
475,1.0225638051577737,0.98
476,0.9543138399325466,0.98
477,0.9320023056353792,0.98
478,1.0781691920315957,0.98
479,0.9442626188005833,0.98
480,1.1249586157881246,0.98
481,0.9483005219142097,0.98
482,1.0852101514783883,0.98
483,1.0271780210923784,0.98
484,0.9001667926802011,0.98
485,0.8632814872668008,0.98
486,0.9339523306716994,0.98
487,0.9147664771509597,0.98
488,1.0620247598067538,0.98
489,0.9923052014326997,0.98
490,1.0286345871360774,0.98
491,0.9573021047448094,0.98
492,1.0854357673512045,0.98
493,0.7128348242420273,0.98
494,0.9526369496754709,0.98
495,1.0497798646350736,0.98
496,1.0077113763807664,0.98
497,1.1051274408757874,0.98
498,1.0569538943275965,0.98
499,1.1052198112100915,0.98
500,1.0907562840945428,0.98
501,0.9802555041455491,0.98
502,0.9013666266907394,0.98
503,1.0894280678706636,0.98
504,1.0676530460110139,0.98
505,1.1329192415424927,0.98
506,0.8744916215635556,0.98
507,1.0300101888912403,0.98
508,1.006312477277033,0.98
509,1.1824488755432245,0.98
510,0.8404923352481777,0.98
511,1.1586250662666435,0.98
512,0.8783305940038068,0.98
513,1.1585037156188862,0.98
514,0.9923877710008473,0.98
515,0.8051277050315467,0.98
516,0.9052007794481722,0.98
517,1.0590405183299971,0.98
518,1.1082018994760134,0.98
519,0.8460819566449174,0.98
520,0.9627981225937806,0.98
521,0.880463348399655,0.98
522,0.8436133739501361,0.98
523,0.9385912506831828,0.98
524,1.042089369547918,0.98
525,1.041904182679073,0.98
526,0.9449443710243959,0.98
527,0.8982418339386098,0.98
528,0.9747926253388952,0.98
529,0.978666936311286,0.98
530,1.0452203763113765,0.98
531,1.0756673168618833,0.9399581258979425
532,0.9539642554461032,0.98
533,0.803805808902388,0.98
534,1.0712725726178078,0.98
535,1.045137416230869,0.98
536,0.9521468498398903,0.98
537,1.0666188472660971,0.98
538,1.0147657291446572,0.98
539,1.0111413022324147,0.98
540,1.0721061102295952,0.98
541,1.0093242530627589,0.98
542,0.9392648545679223,0.98
543,1.0167112201550599,0.98
544,0.9533201713933556,0.98
545,0.8964737856513321,0.98
546,0.8637455458200884,0.98
547,1.090497115369957,0.98
548,1.0037266654957153,0.98
549,1.0117607289132264,0.98
550,1.02294987061086,0.98
551,1.0777016125910062,0.98
552,0.960873768636868,0.98
553,1.0278206954549647,0.98
554,0.9940248412648982,0.98
555,1.0781931775557991,0.98
556,1.0216025062914473,0.98
557,0.829096147098473,0.98
558,1.0803686885869623,0.98
559,0.903800026758218,0.98
560,1.104361281220354,0.98
561,1.0135290947031192,0.98
562,0.9209338950867616,0.98
563,0.7887041115992641,0.98
564,0.9598652493203511,0.98
565,1.147629544732919,0.98
566,0.9579071183228647,0.98
567,0.9288859686005635,0.98
568,1.0187147472135394,0.98
569,0.7825074209667771,0.98
570,0.9078671445837527,0.98
571,0.8844337199632598,0.98
572,0.8740149951170036,0.98
573,1.0444295344846402,0.98
574,1.0276964243603837,0.98
575,0.9514217589643961,0.98
576,0.9115630150383849,0.98
577,1.0594901711109586,0.98
578,0.8672707126878957,0.98
579,1.03914551262056,0.98
580,1.0064984264083172,0.98
581,0.8623386469388258,0.98
582,0.9811524060577956,0.8938353566791297
583,1.0458714631790815,0.98
584,0.9991189157071689,0.98
585,0.9467407419754363,0.98
586,1.0586133347979625,0.98
587,0.8998029267997392,0.98
588,0.9175128268338234,0.98
589,0.8994327681861358,0.98
590,1.0292624625399627,0.98
591,0.9769999105651221,0.98
592,1.1179456914154153,0.98
593,0.9764942176017652,0.98
594,0.8126194373377075,0.8308447606417674
595,1.0017394578981604,0.8623469858793776
596,1.0297940710773688,0.98
597,0.8605488396561745,0.98
598,1.125602406277456,0.8480472264152857
599,1.0188095880446641,0.98
600,0.9631395140570197,0.98
601,1.1157472404838622,0.98
602,1.016402854815068,0.98
603,0.9734521009268526,0.8514400654579852
604,0.8154638617440246,0.98
605,0.9434756873637846,0.98
606,0.9670660232202962,0.98
607,1.050548416190179,0.98
608,1.0805779148117574,0.98
609,1.1707820385920864,0.98
610,0.88524161550891,0.98
611,0.9364419612342979,0.98
612,1.0317107056410237,0.98
613,1.1480396814222344,0.98
614,1.0664310765401646,0.98
615,1.0441593138164456,0.98
616,1.034654378780728,0.98
617,0.9080590443889925,0.98
618,0.8993887060514487,0.98
619,1.0505495192041603,0.98
620,1.1517535973866135,0.98
621,0.8833517899139711,0.98
622,0.918041057077269,0.98
623,1.0923166582352108,0.98
624,0.9526196148885164,0.98
625,1.0736254654815838,0.98
626,0.9464372109336967,0.98
627,1.1280366900350758,0.98
628,1.0851605904497457,0.98
629,0.9033004825976818,0.98
630,1.0221860709296509,0.98
631,1.0423979653347937,0.98
632,1.0534216043064901,0.98
633,0.7843475093445837,0.9463163363636069
634,0.9647228451955224,0.8125434270986374
635,0.9696558529838433,0.98
636,1.061989490225189,0.98
637,1.1587219043153707,0.98
638,1.10386162642078,0.98
639,0.984013596883172,0.98
640,0.8893226518326829,0.98
641,0.8710844667564683,0.98
642,1.1276493971152857,0.98
643,0.9423594642404125,0.98
644,0.8371031403946687,0.98
645,0.9844397562999155,0.98
646,1.1221255260821654,0.98
647,0.8971509832983262,0.98
648,1.1515511138138543,0.98
649,1.107201430069445,0.98
650,1.0267396671599054,0.98
651,0.92828594178643,0.98
652,1.081311835437094,0.98
653,0.8308639441154401,0.8804382309939855
654,0.8972614591504403,0.98
655,0.8660542821159141,0.98
656,1.0296551104292568,0.98
657,0.9364160179934915,0.98
658,1.100424697745944,0.98
659,1.0534243397855476,0.98
660,0.9357870871382852,0.98
661,1.0903494667373332,0.98
662,0.9627612084144286,0.98
663,0.9431288006837313,0.98
664,0.9425668132556468,0.98
665,1.0224901945780716,0.98
666,0.9224606553920512,0.98
667,0.956892573603647,0.98
668,1.0143884249452426,0.98
669,1.028035182368245,0.98
670,0.9552436398184657,0.98
671,1.1684737583708906,0.98
672,1.0395591500365953,0.98
673,0.9830769382376646,0.98
674,0.8646768622743671,0.98
675,0.9478002659459421,0.98
676,0.8941435301420018,0.98
677,1.0570977557129027,0.98
678,0.8487133548463119,0.98
679,0.8995788068827693,0.98
680,1.1396817380734314,0.8876166301566736
681,1.2093798792746484,0.98
682,1.024877731378274,0.98
683,0.9417413652873803,0.98
684,1.0812466412857695,0.98
685,1.0101485781016872,0.98
686,0.9358864806679766,0.98
687,0.8915672028659303,0.98
688,1.193056310568375,0.98
689,0.9628489109999366,0.98
690,1.1623884479189481,0.98
691,0.8662931978434012,0.98
692,0.900109726234283,0.98
693,0.8204726130279819,0.98
694,0.9654375479576448,0.98
695,1.0672802659299918,0.98
696,0.9385973597423559,0.98
697,1.2341184916038592,0.8352183046336714
698,1.0433983365380866,0.98
699,0.9557611110678235,0.98
700,0.9487037650340508,0.98
701,1.0174379914174305,0.8081716133510244
702,1.0073944535234365,0.98
703,1.0715510487217106,0.98
704,0.8866142885548108,0.98
705,0.9432092748214622,0.98
706,0.893409984300146,0.98
707,0.9461972589653915,0.98
708,0.9716268323680624,0.98
709,1.0072818051098247,0.98
710,0.9822232987990878,0.98
711,0.859664259317285,0.98
712,0.934111822693421,0.98
713,1.0473573632818813,0.98
714,0.9779623709722014,0.98
715,0.9399062094480731,0.98
716,1.069827807296732,0.98
717,0.9452230525157447,0.98
718,0.9155550471378568,0.98
719,1.046358400729198,0.98
720,1.0284581285095244,0.98
721,1.1064344595775328,0.98
722,1.123814552546478,0.98
723,0.9709675658360555,0.98
724,1.1342343012768985,0.98
725,1.0467507251212802,0.98
726,0.9527147387242595,0.98
727,1.109371566462183,0.98
728,0.9819339184961399,0.98
729,0.8435248176947576,0.98
730,0.9729850991113561,0.98
731,1.0009481539254632,0.98
732,1.0007698330016148,0.98
733,1.1050289674933504,0.98
734,1.0722064666789912,0.98
735,1.035443836232019,0.98
736,0.9429319156010703,0.98
737,0.9723328768927681,0.98
738,1.0413281163115655,0.8634039875567807
739,1.0068397086024834,0.8682731953391282
740,1.0015520982958876,0.98
741,0.9541764668329216,0.98
742,0.9078025738441476,0.98
743,1.072518429577956,0.98
744,1.043227423589517,0.98
745,1.0877696569895448,0.98
746,0.921670179999473,0.98
747,1.0348283192677459,0.9435986538178152
748,1.0217437313363065,0.98
749,0.8257752008816721,0.98
750,1.1266048933988309,0.98
751,0.911012454849245,0.98
752,1.0304618721809562,0.98
753,0.9488567497197098,0.98
754,1.0598469046890984,0.98
755,0.8664543670677303,0.98
756,1.0294870941041059,0.98
757,0.9474922401063786,0.98
758,0.7873409011413474,0.98
759,0.8411227610546723,0.98
760,1.0254242362452042,0.98
761,0.8269512624593088,0.98
762,0.9984831244013752,0.98
763,1.0868763217576212,0.98
764,1.0804450051594758,0.98
765,0.9262868611492283,0.98
766,1.041965666199864,0.98
767,1.1060863091917836,0.98
768,1.0804296279664067,0.98
769,1.0586188415956534,0.98
770,0.9532707377727329,0.98
771,1.0161268988198056,0.98
772,0.9739993184809651,0.98
773,1.1106585976767671,0.98
774,1.031052929565862,0.98
775,0.9807965821893285,0.98
776,0.8868394753172083,0.98
777,0.8851718519962853,0.98
778,1.0083180403194274,0.98
779,1.0163988503333319,0.98
780,0.9548691060832024,0.98
781,0.9357473322404206,0.98
782,1.1120771378807461,0.98
783,0.997450304546662,0.98
784,1.0163549500820235,0.98
785,0.8641323589370332,0.98
786,1.0039716544981987,0.98
787,1.1952242199601906,0.98
788,1.020199410245673,0.98
789,1.1293220080681121,0.98
790,1.0854335261988441,0.98
791,0.9215959908964654,0.98
792,0.8706049234433155,0.98
793,1.0235890872065954,0.8246041195087918
794,0.8445922952186018,0.98
795,1.101567357176773,0.98
796,1.0438547619792458,0.98
797,0.9637984039113716,0.98
798,0.8108625204554486,0.98
799,0.9567946385172447,0.98
800,0.7583832945200001,0.98
801,0.9859221107942187,0.98
802,1.0496928438878237,0.98
803,0.9817425373031067,0.98
804,1.1341032224389822,0.98
805,0.9030549370396627,0.98
806,1.0339419044878315,0.850171561861191
807,0.8568326781682014,0.98
808,1.1336405797849274,0.98
809,1.0008522388357934,0.98
810,0.9830625572478324,0.98
811,0.8588618830147925,0.98
812,1.0559652531737604,0.98
813,1.0036988319796887,0.98
814,0.9548966885822908,0.98
815,0.983963471340452,0.8964940601530786
816,0.8979604546853349,0.98
817,1.020811183706678,0.98
818,1.0273551021961647,0.98
819,1.1458503669408846,0.98
820,1.0523784919676558,0.98
821,1.2180654323580544,0.98
822,0.9032875226972825,0.98
823,1.0971639816753136,0.98
824,1.1364820353648382,0.98
825,0.9062725964859523,0.98
826,0.860441240511195,0.98
827,0.9799464945928889,0.98
828,0.9496863713914256,0.98
829,1.0675579852367345,0.98
830,0.9318031923312388,0.98
831,1.1137825361114946,0.98
832,1.0596160775566275,0.98
833,0.9931245815790075,0.98
834,1.2157412910452519,0.98
835,1.0087411591486484,0.98
836,1.0312368732647252,0.98
837,1.0157798523519497,0.98
838,1.1213537029638612,0.98
839,1.0766456205469728,0.98
840,1.1035412149223316,0.98
841,1.054385104749542,0.98
842,0.9746389636856784,0.98
843,1.128869703773908,0.98
844,0.9829720192243395,0.98
845,0.9558293324075695,0.98
846,0.897841071932423,0.98
847,1.2770034399868817,0.98
848,0.8973175004910718,0.8763562322511663
849,1.0269334277951165,0.98
850,1.075410732869259,0.98
851,1.0022390281238371,0.98
852,1.1345812291480077,0.98
853,0.9017636284217341,0.98
854,0.9596498066386159,0.98
855,1.0292683488249337,0.98
856,1.0842678774658006,0.98
857,1.1676367281618536,0.98
858,1.0341045388896304,0.98
859,1.0483200552943197,0.98
860,1.1432146475887213,0.98
861,0.9985007204381262,0.98
862,1.0841689553738634,0.98
863,0.990089576580458,0.98
864,1.134668265516026,0.98
865,1.0297804905226866,0.98
866,0.9431330306620721,0.98
867,0.8822490695469717,0.98
868,0.8822664182738498,0.98
869,1.0588139662559162,0.98
870,0.9438672294415453,0.8669199271964116
871,0.9059318190597124,0.98
872,0.8396240747563799,0.98
873,0.9978506022368536,0.98
874,1.155724560941112,0.98
875,1.179641924080994,0.98
876,1.1775466383421325,0.98
877,1.091654459544341,0.98
878,0.9896641733800419,0.98
879,1.0636169427295776,0.98
880,1.2143570696405914,0.98
881,0.9320697489930836,0.98
882,1.015560036877491,0.98
883,0.8917792861356945,0.98
884,0.8830131029215489,0.98
885,0.999178585565759,0.98
886,0.9175129708852974,0.98
887,0.9378820108010637,0.98
888,1.2147942824926194,0.98
889,1.0552224778678474,0.8273769399827083
890,0.9898655901135014,0.98
891,0.8884574596254299,0.98
892,0.8601542524566684,0.98
893,0.8454458689488608,0.98
894,1.0151132034464507,0.98
895,0.8968116005189662,0.98
896,1.0013458238763642,0.98
897,0.9821702537397122,0.98
898,1.1586090082497833,0.98
899,1.050543400978904,0.98
900,0.9995665292874941,0.98
901,0.7929386986831736,0.98
902,1.1459431062533079,0.98
903,0.9511275888219309,0.98
904,1.0770989835597586,0.98
905,1.045452270396061,0.98
906,0.9464362781888153,0.8476361808086297
907,1.1158116693528448,0.98
908,1.06922951246308,0.98
909,1.0795084394014531,0.98
910,1.001749384974499,0.98
911,0.9044764390704416,0.98
912,0.9109853828208622,0.98
913,0.9270958877876662,0.98
914,1.1882295867049484,0.98
915,0.9617137724491808,0.98
916,0.9159811624638725,0.98
917,0.9438603666233225,0.98
918,0.9686210116201428,0.98
919,1.1194559921833154,0.98
920,0.9524919537208777,0.98
921,1.1986660825614528,0.8461111441995723
922,1.1215828612361989,0.98
923,0.9327600445145406,0.98
924,1.0368392391577979,0.98
925,0.9591162899278246,0.98
926,0.9117217374211793,0.98
927,1.0692107779829525,0.98
