HourOfYear,RegUp_MCP,RegDown_MCP,RRS_MCP,ECRS_MCP,NonSpin_MCP
38,0.0,15.983835802418904,17.347802088623748,0.0,14.100129338010973
39,11.826640964252064,15.442600131738386,54.264393078644304,18.09174339771407,8.017478989957056
40,13.891806834319635,9.09364149839436,28.227425049712235,19.173535299599184,7.9435159826328805
41,27.421638619525872,8.136994407343318,74.70406200848096,57.589977716484604,0.0
42,35.94351588543948,16.10182822998871,21.369981033704843,44.09740494905244,0.0
43,40.52663223460195,40.018073083994956,75.32268106905413,17.50286334585786,0.0
44,19.004623029872768,11.534833658867084,33.17274165878137,0.0,4.568975990077395
45,19.778283933318423,0.0,18.69137859401477,0.0,6.414167413423776
46,19.954563438404595,0.0,36.002513784984345,24.00580513922984,10.583728571893275
47,21.264060129028124,11.638865570518094,24.521832413576153,13.616205099683414,9.06317814479879
48,17.39524712605151,12.482989401580129,25.156589895413013,20.356580462988944,5.06587346888264
49,9.353582065270842,8.694115527741712,5.610289022524972,6.716624841464533,6.318050583535409
50,13.362238671550793,8.779986572562393,20.483276213432887,3.5990657408978306,8.166259119452356
51,7.01989861568469,12.455390087577415,1.1778960546092438,17.426042288540128,0.0
52,10.008514698239045,2.154420963224605,22.613040543655668,8.064377369120924,10.144048391011996
53,7.535899559662214,18.224352911806523,0.7386228685190529,27.210791447162016,2.960832126020773
54,20.49865815634423,19.16005613973406,17.06027030602433,17.07757081045219,0.0
55,32.282756224459746,13.171173815243701,29.764973259804684,0.0,12.08088699312618
56,0.0,23.945704899847296,36.076507409558275,19.231646068597158,0.0
57,32.9350190775064,9.0954075563622,50.968248288215776,40.42900990812998,16.764966685262348
58,30.520317982176177,0.0,15.689582053723615,0.0,8.8417802336923
59,45.59840972351569,32.65369050109726,37.32391509615474,19.25233991414626,103.49093793773055
60,27.02040841421755,18.11371303250781,24.795645078964345,34.58583408938243,11.317144753113665
61,18.442051278434135,16.099997246534453,26.042653299419836,15.78333477944539,7.66166246860699
62,25.958955456533744,15.214688171396185,37.1832939033317,0.0,0.0
63,23.28488860622361,12.406522371535054,35.81236588996657,36.98019357243926,9.084942489322588
64,35.41674234688802,77.53782776719483,44.3825177668575,21.7321416718403,16.771523071056606
65,48.99603974340218,31.858068915416414,37.252199106608245,21.909811910598386,20.703755822036808
66,21.09246723059112,27.567511260223498,45.09424580227629,11.574383648449613,17.832050061640004
67,0.0,0.0,3.77065514360408,164.67691287768605,12.095796298763236
68,29.18867409225209,21.280984327114112,37.75392202022655,31.37466744999669,0.0
69,27.440717428588478,0.0,31.453912536814926,11.232324855981041,4.914239452635074
70,9.218511432205293,19.017772469511456,31.73287391895116,28.742715316988484,6.346496952759891
71,11.757431371159383,0.0,0.0,23.214021040428175,2.034975745068021
72,13.897396167681958,5.755584028992274,0.0,16.577280362790017,8.705572144824657
73,8.559269459597468,8.163139868109486,0.0,17.158358916388252,8.246521275047439
74,10.690993550857199,0.0,21.614039110444665,6.7016058929877955,6.998493009472068
75,7.016180943891812,5.570002499977681,34.42956936022221,8.747115449745241,0.0
76,10.397973063981908,12.361613216937299,3.900776607292592,14.738261903420979,8.03159942080152
77,9.242256458862663,12.340201482195766,12.25643607776275,16.143691491544136,6.113890321566935
78,0.0,17.964896041805773,16.93241197794236,7.86375995403312,0.0
79,32.52957093249845,0.0,33.319459349835654,29.082636761352727,49.859363807622834
80,15.081270402540136,14.951712709425017,0.0,22.855141856037502,16.927184533843363
81,0.0,14.670611787551696,20.9050577265808,42.64342233374897,0.0
82,16.435117088061986,14.206738894061044,0.0,0.0,13.792564176656004
83,14.438423445209022,21.31485652669588,46.12410298632455,22.021335689232355,13.71627631784327
84,22.73730309239367,22.540931234877604,44.12835808778883,21.62890470177927,8.593564976923059
85,17.788669578303388,18.33285492628909,42.33683518032803,33.448228068944275,0.0
86,28.38834223966066,13.838624661708923,17.225437792437273,28.963166015369854,0.0
87,26.056371985554907,9.054474045761067,0.0,29.855593230673918,20.288026428588832
88,28.51595875334503,35.24657867703418,0.0,0.0,6.112092532783973
89,14.422941591470133,25.13747695390682,52.306886702083794,41.71353623257683,0.0
90,0.0,36.44482503332947,24.722097491722057,130.5732890329184,15.031562359764463
91,41.5572434527385,100.42196800783708,51.12200983875183,48.250809169560846,21.105839231181168
92,11.925699442397944,9.924397504198474,75.2373925431891,212.13416071530887,22.13127267707449
93,39.11853999133515,0.0,13.62699375382943,25.80590041981489,15.802574606393929
94,42.55851121036928,14.219399599214249,47.196396143797,18.21930082780766,0.0
95,19.33939584246386,19.738133891403194,92.65647700339277,18.297470877772216,1.3031436631507045
96,19.41886283291454,11.001842785865637,0.0,17.704536832035682,0.0
97,16.459213354258384,12.513783207515402,138.42573263106374,6.605121962208101,4.240329583749203
98,14.431158776313156,7.575372152438417,18.153919091825138,8.434451334536693,3.4493990243278962
99,46.204845830151214,6.618884502281541,23.02533165028554,9.47283854534263,2.6114424243570817
100,10.940016373230566,4.764216141479589,7.497958021968871,14.866045808912055,4.063063187763204
101,11.142136994563108,7.863030750492438,0.0,8.80985825819904,5.927811300138089
102,14.732924912271654,12.136633771677024,24.970929884300478,0.0,9.16916242576351
103,28.1911234101646,21.419799915314215,16.492081139589942,29.885104743237996,17.610658175590572
104,39.15000845515326,9.509366916678378,34.91988890186665,4.918848799353625,18.056023421481502
105,40.50890802335793,4.355480886445083,38.0185119309173,42.672556794480386,0.0
106,29.259111243693095,8.067221460293771,31.679976967733253,40.8159955789194,6.110056787138459
107,48.06525685635999,0.0,25.645541232867703,0.0,0.0
108,5.254377634955824,24.58779028474652,0.0,26.688205967072726,0.0
109,24.580387261205498,21.613045045906638,11.369663982541116,36.92306761946953,0.0
110,38.730826674054356,24.73890567636226,43.925648140537625,18.017976626685652,8.092351414408641
111,0.0,11.930060559368574,24.573806196557154,34.07905276018556,0.0
112,38.79030369915028,19.86241587142369,22.498243186983963,46.32240862977949,0.0
113,38.629162295720356,19.275105113170696,0.0,41.21988551972456,0.0
114,0.0,18.025701795371102,50.268308017483186,13.647522239035714,10.775159516908595
115,30.404976985698926,30.551396691564413,73.94327903369275,5.600035059090533,18.493205083182712
116,15.89150309202906,13.47233743284779,0.0,21.86235223057011,46.18632134800369
117,6.494627177270415,12.661895155392019,32.63563640198108,31.787365787283008,0.0
118,45.92934465103523,22.003452690700993,0.0,20.88989351698496,12.761774166532994
119,0.0,8.493457602627489,32.325948842370636,2.221167523927248,0.0
120,13.683156508457776,14.19527311724261,10.969082710034524,8.107360740164651,11.165832793724496
121,0.0,11.118205867461482,13.993962878331383,6.771907904275796,0.0
122,6.1815910800384195,6.574233882808088,10.231046895836892,9.224695273000668,3.4988340698395093
123,9.392356119855197,2.3357454068924084,4.250195233797941,11.613225753053435,0.0
124,7.659768962849723,5.841641645255015,9.831348917889525,8.613299998193336,5.317752185398222
125,11.392044534071847,5.417949857105511,15.900333021359003,16.793673449897966,2.88568257745219
126,13.300440900495772,8.163499149160051,13.24418376386199,24.153325642027376,3.5095830887034505
127,23.558327022004764,31.091068158603743,14.255692941059342,17.214640440037055,11.363339757427287
128,7.535096853661309,0.0,22.453136178702152,28.16972140181462,0.0
129,0.0,14.803179661382725,20.102843236026953,18.92655417202738,6.6198888841505825
130,5.145552539353545,14.412403944795713,17.31387446297046,0.0,9.791581280654526
131,11.005991293238885,9.881986658607833,7.600990205824667,18.258195354991223,5.840006603697608
132,11.582692825604203,0.0,10.309869287090349,22.297582307966135,0.0
133,12.106824099433052,24.52979886608388,33.285670839414934,21.786982303747024,5.534414572112593
134,15.284545790208611,10.647380914230439,20.917560324721578,0.0,14.540098033561565
135,0.0,15.106143454141801,16.113556349825245,20.23343808799792,7.871867600707862
136,89.5173209270038,25.84874049739812,11.239149217055006,28.085768078563284,10.120764218046833
137,40.90819414260706,10.610001964728056,50.560490452755644,54.037028344015354,17.04872851821587
138,19.017986243812295,25.12934522821968,26.479240540960802,35.045422979663776,0.0
139,17.73044506666567,12.63671882232601,0.0,0.0,11.312790889842264
140,12.984435330200672,14.683336366433709,14.429640659833272,24.49760900334231,12.813032241307885
141,24.27790459141886,6.0764246032939875,40.405273037292915,34.85080770735536,9.149355725417923
142,8.624845531956558,11.1679547474819,0.0,23.87513474082063,9.924871088674415
143,21.860759189837392,7.216955323750752,16.12723803195286,18.815345247273974,11.860302133967474
144,11.983427381987479,12.40856210779988,16.020897073827363,8.648917781428858,4.329539965974248
145,10.83978698671742,6.464627241308178,15.357687806986256,11.987199480441141,3.164767290630452
146,6.221677354106459,8.125437425338546,12.755413743697254,3.0925967198633018,0.0
147,3.5621604271652796,3.3147321187868726,12.321998785944064,7.10445251263999,2.66975503837076
148,4.930834883658926,8.040995221623993,7.190610100228427,9.793777181878204,1.9596367100775993
149,3.083404462537548,1.0787496957559717,6.644479514843922,15.895270090891946,8.294435990057833
150,15.70693392171782,7.675359060495131,14.728843228392504,9.281672052243055,0.0
151,2.5808085253603643,10.209640032381518,5.546644205563214,16.33826552840355,65.23488917173671
152,0.0,10.57985862787082,19.72296494357327,10.905415324591681,0.0
153,24.43393932361023,22.476389314578046,35.63011474766137,26.471161875574115,4.915431915931582
154,18.28250868647964,11.045927867733655,18.175468147580123,21.613563496064454,10.797948469640406
155,21.84165225207502,3.8380170150488593,20.00484853140023,29.460358942756365,7.04644394580702
156,8.679220337205967,14.571255525094802,26.309858114198665,22.913295787886444,0.0
157,8.120744145383545,3.996372996633497,9.85382291199738,7.9331346167081955,0.0
158,0.0,10.730991152182899,19.537147737110683,0.0,9.495528773676297
159,9.57687110438122,10.000197538657906,7.086090211226947,96.84966402088503,8.815621435824209
160,0.0,10.074743650537226,20.445184218609654,10.051235324217506,9.280102283398202
161,20.316336705338475,14.443537626395795,0.0,20.894486650933572,7.990615249382354
162,17.0716021556793,17.823095044896768,40.52949092861612,14.509314377462085,7.083448033930315
163,11.514060580610016,6.859688473086698,29.295336634583524,13.706443202214851,8.253810559773077
164,17.342204169204077,14.112681438675015,28.571603985456235,9.952793244935977,5.300233022437824
165,19.29305000198953,2.7385626847633304,25.79786129214566,13.333728306876623,0.0
166,8.118429642535334,0.0,22.49635359192008,15.271247708890717,5.118001165385009
167,15.745115197468973,10.048039670405611,15.99496202466355,23.92118679229418,1.4413908382676193
168,13.324531862399496,2.0926794093048056,10.266703673925505,20.796262879022553,5.155999733340181
169,14.882711410867012,9.774353312552808,12.168101550884266,23.349784600717708,9.899885322412377
170,4.9930904327668095,1.2184545895464514,9.00664923162694,18.840729649135184,0.0
171,10.312005713740302,57.567929763265525,44.62077864704848,11.240604643455448,4.445506701936948
172,11.75306553423202,3.0957711891532673,17.678819459776562,17.639988021793208,4.713455599702082
173,15.050002503813337,6.2686318938401095,12.46157224216831,16.697604960499508,11.989366518010277
174,8.00709207778132,14.146018966306396,22.856780242995203,23.29386018736359,14.18277431336749
175,0.0,0.0,0.0,23.994548234404622,0.0
176,22.553372128378378,24.409025383200465,29.213884122899845,25.456056670666907,0.0
177,88.95841846479239,17.209114290998784,38.06395820770958,17.076305193286167,15.190423240415903
178,7.849983329160003,22.486141347580396,33.76466630592267,40.230006532578955,19.413315199866368
179,33.34413271601344,12.232162766585782,25.038165036378114,31.362416955291522,0.0
180,10.031532060739117,7.537668442058381,0.0,35.9542252303106,17.750579587155766
181,16.347228390812244,20.242840128560776,35.51908623907388,0.0,11.428149893300553
182,25.20954905458744,8.386258473231099,31.02694076094208,0.0,7.870916804160481
183,20.327220966329374,18.88834058467726,32.485873360690434,37.26014113502853,16.98250730940253
184,0.0,35.90133067451048,44.77893045186103,0.0,0.0
185,25.213438456029845,16.465116077690812,30.20327777788588,43.06855705416487,12.487706375784706
186,35.72039713380721,41.44737266438847,12.060857124121194,41.811861453584314,0.0
187,40.172103075135496,21.285481111966032,29.203472351676325,21.350096900771696,24.193034647795244
188,34.88632482057807,0.0,28.934182898839936,55.08646284942179,0.0
189,31.528994137277902,20.75631997562496,32.730247015229956,24.103235730802187,10.5211580572504
190,19.307364918448133,23.154184006248805,42.61299807239921,0.0,8.587274860446094
191,16.242860950204914,15.561525096683097,83.37416892204837,0.0,12.580495075888392
192,16.195630644369807,0.0,17.912732662858293,8.765139480320155,0.0
193,14.40513605303501,15.17580851943272,22.008510609610294,9.67702189722247,0.2977869010404308
194,8.521160849916424,16.01006781840474,13.352102103404098,14.481231767303724,4.0203560017794775
195,15.786924033078181,6.055330955603883,14.264151162796084,10.29018770205754,6.795996064039248
196,13.127467259840754,2.281649926553314,3.77786586099976,6.93190969337163,0.0
197,13.691630495074545,8.51203193146292,13.823883841124378,5.86903749930151,4.075359675727272
198,77.90297809069097,0.0,24.38554404281169,14.258499195213,47.80391524679707
199,27.940136848764055,0.0,26.25083257159624,17.362513299353402,74.87041872741861
200,20.36527251182332,7.7007828229498525,40.83152103489404,32.63287972621584,9.088540806566028
201,23.712149531268064,7.037304044427887,21.15976110501809,41.222196115410924,0.0
202,22.559973430903504,13.207373443617772,30.97658196358171,19.20866297520493,0.0
203,8.759616589741398,4.668882180058622,35.966111536130626,29.08696357307437,0.0
204,12.803247291164132,12.512096166197564,25.32570185630292,24.156826090769183,0.0
205,9.288308185814069,19.60724790163005,25.578647380980676,30.8126506056177,14.599006651183574
206,30.701119911397868,23.276988606309715,33.69464509663688,22.56672367217467,13.940423138864148
207,28.89198875139932,31.543496707613446,32.95797139456046,53.58390392651039,17.014624554199813
208,28.900263092073875,18.06005916129736,24.49336401807889,0.0,8.70990275824523
209,37.197248877860154,35.08570012903718,0.0,0.0,0.0
210,41.057229548481985,34.19585969673421,43.89580258054024,39.87018618051243,18.01328746000967
211,37.52984987191753,26.953308585822136,58.91493545836706,1.5250892662562603,0.0
212,26.70251869514274,24.725984800309128,15.673934554000164,54.30178441776633,0.0
213,24.072352308992574,0.0,25.038193862862855,28.593219499002302,21.18345189428674
214,26.356358503850743,16.486580354646176,0.0,0.0,7.168933934077351
215,65.17247764540143,10.343888182901852,14.917999495899583,20.948775429836445,5.645542878851894
216,15.343599279704195,0.0,27.463479406073848,0.0,7.50697375310604
217,7.130500263385446,10.508183436312894,0.0,9.386040434414127,7.2788669311876095
218,0.0,17.672132843786184,16.475226489274377,11.945623083283252,5.752577604757407
219,4.304539833130176,5.0184854728452635,6.72973602983275,7.792101569228971,6.128917748717373
220,6.332613942548438,10.814396975065666,0.0,14.878247022853326,4.191977223406094
221,18.83643992536341,11.124971890550599,16.162718047355426,15.573649775949209,1.6613352938399284
222,22.950384779655653,20.300822849546687,20.694692620737573,7.530094362482411,0.0
223,23.08216237144126,6.874582870633482,20.681739000012968,180.17716554059223,10.227005398720245
224,33.744186115760094,18.33773036880685,28.99676596990457,32.722890070287356,22.487798559960783
225,40.01725337973817,28.349400478610573,16.236227561159836,27.378044675288617,60.00720840898541
226,32.01582292548786,13.180750502847015,36.69094423000651,23.903526237548565,0.0
227,42.12411353590507,25.75536620261863,0.0,39.24087265322644,17.29856622061545
228,20.232649998706027,10.142059712956923,41.38253447228149,43.265182849826004,5.736522429956943
229,0.0,14.38081534644998,12.671703390000534,31.702664552527175,0.0
230,29.400692761557742,10.430163243587513,40.681812301750135,0.0,5.886352839198739
231,20.000358564095468,18.951574240875413,21.821294160138688,118.15991539719194,18.1684749645723
232,25.6917355490356,27.37128100428345,32.56274382883513,33.650049611464624,0.0
233,28.559984395092293,32.63388750650366,48.04559011979098,65.4845711237998,0.0
234,9.749692206875219,25.647522262836784,40.73878297316754,44.51679467085265,23.18294274854829
235,17.8928474173463,22.678554279305786,74.73390300929951,42.31144071087013,21.52716563919726
236,47.175577437166226,33.04649256769837,39.24527195764231,33.4340708318214,0.0
237,38.00791010700533,14.124344525605252,59.076300335628,25.409022414227977,18.82171822276756
238,0.0,7.024409230638251,0.6062853292145445,8.714918164772941,14.999299238549655
239,33.22568471616438,7.909376809075239,0.0,40.20079281242054,0.0
240,0.0,11.980868082955404,18.992941717576304,22.532540292447948,8.847393412179214
241,13.444618984209407,9.544415381342782,26.716142526286752,20.2227429317218,7.5325727928628545
242,0.0,5.091427750734752,13.583419681957272,8.4418459723087,0.0
243,13.658665734040705,10.162691874469608,16.90171500396076,8.377904973438806,5.032486328562269
244,10.562798611006455,9.521797227618862,10.114892330394996,20.450174402982437,2.826514833355033
245,14.373165556438828,5.140339943336041,15.599852386605923,3.038647991965044,6.152675990283301
246,23.936998916702795,17.99386701250391,0.0,10.724917459663617,0.0
247,76.27976971011506,22.609291046702893,3.4926526088338528,33.85075826817089,9.622871609892977
248,17.19966612565007,10.552459492154417,29.63871405408006,35.96399752331177,15.94618262738521
249,41.080805922376975,15.995355475810003,25.446567475737996,36.38810972163958,21.149248410474538
250,33.18744590408442,7.982150474662326,14.613825602407543,18.915372944800534,0.0
251,22.918914400867617,22.278710905759116,40.937244721540225,17.469493967140007,0.0
252,16.01808234356708,0.0,77.35021879845299,0.0,5.210419233713672
253,21.756660046386685,0.0,23.893650844847755,23.756057276333156,21.93642797142337
254,24.235044600220515,10.772525612288625,26.912421149266635,11.45570926582767,16.610322183878843
255,4.468004531446172,10.802853162634827,36.45326606127218,34.55396883066166,12.679139641721275
256,30.498770084821903,151.28609884528024,0.0,44.6631190643111,19.373763482305833
257,0.0,17.038993438543248,49.54944007735535,35.885604704803924,16.15794564646372
258,40.84356963344423,19.05983475521052,33.96539181874505,16.621018454133413,0.0
259,43.37666667855382,27.411740348350754,56.30564108228538,41.70798661631012,19.975873355830505
260,32.77549622960177,36.5897970810796,0.0,20.602560312335022,13.585737860079487
261,29.061273120335347,17.25145399280681,55.53110869296816,33.48179272595897,16.473992758362375
262,23.487976546076258,25.64309356995758,27.10314399851216,23.510218788355463,22.308937164187224
263,18.80291998696562,12.172060343826377,10.290650401023958,13.963163895221875,6.962937904812033
264,28.25890106071542,5.660920796683876,15.112117191395978,28.492569991217703,0.0
265,14.327223455572318,4.447406147163743,15.68052770767612,19.793903532513255,0.34761822438541157
266,0.0,8.394469754858404,0.0,19.888250426479775,4.799477860325999
267,9.143603444188827,42.72093423167492,8.43204343059891,9.653105119993125,0.0
268,16.900439448312053,9.448926401663204,19.49067609595561,14.50172532782863,7.5355129800293374
269,21.66111540299121,3.826432225771453,11.748357234042158,23.83324812714559,6.075721178406985
270,0.0,0.9327587062665214,17.643342222598985,35.504206080177454,7.741238870122923
271,15.836569006998545,22.7668342962513,30.7609057017734,31.67772143446025,6.788318252093598
272,23.921769120120484,0.0,0.0,56.27206785388794,13.660345213745957
273,29.862058702439498,25.086290684058035,321.2928538104057,0.0,0.0
274,27.576893408388287,14.604779163317366,43.563231316271846,0.0,20.180372141265515
275,26.30301961690149,6.9141334449067875,35.72518923094978,40.095147895327344,0.0
276,0.0,21.543072631064387,31.673825404552858,6.486314363489922,8.654868831364896
277,1.6814959567620493,13.399021219031422,33.445867583795625,0.0,8.282373889854735
278,0.0,7.338657660210793,25.12958163240688,6.520761945536197,13.792909630816727
279,26.377547278795664,33.9999880713507,20.181595877561428,18.435186367858858,0.0
280,27.675999787167772,9.80012975632035,49.005164599621764,44.045074523541544,12.637149301261248
281,4.101459588642392,19.531904532255403,56.38042223972214,22.28387287125522,0.0
282,0.0,31.48637228206647,30.24787757938085,49.417070579448854,15.086919760741992
283,0.0,23.68740508844897,2.1712915747633814,38.77660479219157,0.0
284,19.33893592380089,20.77323689599439,36.728364237467275,26.292300070030752,13.573688361209623
285,4.444915154191606,30.939512931655344,32.289013493271185,40.147033033530825,11.68340433509832
286,31.968265546674434,21.927128513937276,16.891659747033387,11.02104717635445,5.626948238143625
287,20.764971339062686,14.95653562792888,25.411109781178705,26.084919239037596,7.129542279815579
288,21.854028913578492,8.142078235313111,0.0,7.380848579091091,9.046729885226659
289,9.467685075273033,7.68399582819266,8.458128271264394,11.215843903736635,6.980769388968702
290,0.0,3.2318265103800012,11.764761243260715,8.46525498775208,0.0
291,4.619477836892181,8.053110580756544,8.507972902112135,5.112968225466335,0.0
292,5.985814436418916,2.2161064319207764,12.141758998189045,13.231492353556177,2.4927233935712834
293,9.270337919782168,10.254481535208843,0.0,16.227822282663418,3.7239359208862894
294,8.99557885736767,0.8481058082655655,0.0,17.669664048852805,0.0
295,17.051410804500954,3.7927275635258964,16.83177156490688,37.28367407695063,11.27058109144421
296,59.3576293696592,10.548926722861124,0.0,31.843488763022695,9.688132575103976
297,27.05853272311746,20.29185049546309,14.480205360067714,15.901474507838632,12.477768492266
298,31.478472262284757,20.458484004404514,20.578716324067486,47.45831533891884,8.131998392151564
299,14.24443603387736,14.93898173983532,34.27191712648736,0.0,0.0
300,0.0,12.368255494240238,19.528129222508532,0.0,0.0
301,10.030569904891347,19.12944858477016,20.927340119606164,25.758035067000115,7.3408421047408465
302,19.29773069370684,16.08935655682495,20.400464803167818,36.608033270232816,0.0
303,27.816940108619285,15.639698475981524,7.676085805921199,26.243514058617208,1.895631007034361
304,25.45318538184198,15.061444681197345,37.53696326519522,0.0,0.0
305,25.30926090125771,11.750850304725855,51.23760284001184,13.743711217255896,0.0
306,26.767497457654336,19.811740115580324,44.91551447996507,15.446787423938101,22.452212044652324
307,0.0,22.33725039307792,0.0,11.03890419609631,3.498171702195956
308,13.728398462431246,0.0,48.54910700838287,0.0,0.0
309,17.469210678716433,10.729387146088841,33.555953103667186,32.10628676816457,12.616441093601347
310,0.0,7.243207377274895,9.053876419103522,19.39568297303718,8.99780038855509
311,0.0,11.303542979377044,24.14466904466791,12.082202040421176,0.0
312,8.586969966178234,5.626243552068095,19.545434097153997,4.0803901803111415,4.169444641295473
313,3.0958653107036187,4.9572712222188295,0.0,3.0995179671801525,2.5666827370613303
314,4.7394176449489045,9.52659428786887,14.010946202817319,5.0387194232815995,19.100945646468517
315,4.118908018629934,7.48523661934394,13.753410266321644,5.56791076786164,0.0
316,8.67781956544313,4.109220916700468,14.35517254410937,0.0,1.333972971685099
317,13.842673118205612,3.600591778433148,9.111250840840158,10.384940274274502,2.5981358745451697
318,0.0,6.172702217537673,15.05443595166839,9.162873220446688,6.696219988223639
319,10.670474313808677,6.45147930568218,9.130016987232903,25.775286676469673,3.42629233211239
320,15.567516345489965,16.08481912961031,11.935818316055714,15.03792176536591,7.487459015069573
321,20.610156747426483,16.93617684650881,24.948997486311825,20.714122217508923,8.136653598874831
322,24.419826525633386,12.463450873643131,15.116728297049338,23.02111525865985,4.813944418060734
323,23.606396894615244,21.96597538981792,27.45150319503034,19.58734759019767,9.278136315792297
324,0.0,12.20315844556869,14.795565432611571,56.759938825432236,28.98545179965613
325,16.16575479081655,11.299204657223267,0.0,15.72839514665313,6.027319228822838
326,9.868438997509989,57.14531085933646,20.63481973435662,19.29041430285095,8.994198114197792
327,17.008854327538444,7.869948843073327,21.547432567493328,7.530794497803773,8.59206980942466
328,4.1039184268002336,3.918817910483615,41.54585503490948,17.527837949832477,0.0
329,31.728871563008013,6.4796895980466775,43.268944206906966,12.36053225453186,4.890103951089646
330,0.0,12.634987225737827,0.0,36.95534874183241,9.832004980719018
331,20.3633200054363,20.03643817394806,9.85918910575208,24.23391733080457,0.0
332,0.0,17.259801600298513,31.573303045189014,10.0184970306954,12.682825874077906
333,20.30974994326398,0.0,24.027124982140716,0.0,0.0
334,7.099753438605066,100.66399655232469,24.878654874971094,14.68851121669011,3.8389624362336763
335,4.4707135398615225,0.0,17.539716463828917,14.248235648252791,9.104519361412109
336,8.866112286343084,4.547990558283629,16.011168355053737,10.855327921751652,0.0
337,9.937520068402378,3.6656836099179033,15.652835773400092,18.1021551722074,6.4991559306656805
338,14.084841315606539,11.717606814530109,6.803710590453216,8.884691218097846,8.596558804524701
339,10.912970605316879,11.701758263597764,12.102091157255131,9.71952487879419,8.166044373942167
340,10.612671601292925,15.192840226518543,16.188001193140217,10.863034034115943,0.0
341,0.0,8.009785013060892,10.950736730389085,0.6350638920837838,4.849846081057994
342,14.457742688159028,4.77872650693909,25.314572271262644,28.285328250069135,3.8109982426117055
343,68.6533874664736,14.421828179222336,17.765974629304484,10.685948388075007,11.027115278574326
344,16.33106614417845,20.326063375610403,0.0,39.24479126819507,15.598943485218177
345,0.0,0.0,27.199669632919882,35.91151629784385,12.681754452759497
346,28.23084983726558,23.096752943846557,29.433896008191635,19.138147008844996,0.0
347,0.0,18.675455566628873,58.604346339830656,21.274711417124,24.381774000818268
348,0.0,26.751219275578258,3.909701869989762,0.0,0.0
349,27.475109876175562,11.864123687112869,43.04534396907059,29.006889893966367,10.930835993982999
350,2.153179024738772,16.201039911479793,15.571803638484512,23.791744973813813,0.0
351,34.03086707562696,0.0,56.2570677124891,0.0,22.381333347968596
352,19.91345337100161,20.13178713609857,22.395367475279063,1.2858498554789255,13.824669704153637
353,25.096302246875403,27.0776096528617,67.01917114210946,18.804160101556526,0.0
354,22.85163106934499,19.024814146630455,29.74313763865526,49.06439830679333,15.444458607310173
355,33.90450342473844,8.43109900819781,45.37798424700445,15.813433610101239,24.247337608903695
