Timestamp,deploy_factor_RegUp_MISO,deploy_factor_RegDown_MISO,deploy_factor_Spin_MISO,deploy_factor_Sup_MISO,deploy_factor_STR_MISO,deploy_factor_RamU_MISO,deploy_factor_RamD_MISO
2024-01-02 03:00:00,0.6552,0.215,0.0,0.0,0.0,0.0,0.0
2024-01-02 04:00:00,0.6652,0.2246,0.0,0.0,0.0,0.2273,0.0
2024-01-02 05:00:00,0.6703,0.2302,0.0,0.0,0.0,0.0,0.0
2024-01-02 06:00:00,0.6701,0.2302,0.0,0.0,0.0,0.0,0.0
2024-01-02 07:00:00,0.6663,0.2267,0.0,0.0,0.5319,0.1965,0.0
2024-01-02 08:00:00,0.6674,0.2277,0.0,0.0,0.0,0.0,0.0
2024-01-02 09:00:00,0.659,0.2197,0.0,0.0,0.0,0.0,0.0
2024-01-02 10:00:00,0.6507,0.2116,0.0,0.0,0.0,0.0,0.0
2024-01-02 11:00:00,0.6518,0.2126,0.0,0.0,0.0,0.0,0.0
2024-01-02 12:00:00,0.6517,0.2123,0.0,0.0,0.0,0.0,0.7412
2024-01-02 13:00:00,0.6478,0.2084,0.0,0.0,0.0,0.0,0.0
2024-01-02 14:00:00,0.6437,0.2042,0.0,0.0,0.0,0.0,0.0
2024-01-02 15:00:00,0.6473,0.2079,0.0,0.0,0.0,0.0,0.0
2024-01-02 16:00:00,0.6424,0.2023,0.0,0.0,0.0,0.362,0.0
2024-01-02 17:00:00,0.641,0.2002,0.0,0.0,0.0,0.1398,0.5565
2024-01-02 18:00:00,0.6346,0.1941,0.0,0.0,0.0,0.0,0.0
2024-01-02 19:00:00,0.635,0.1943,0.0,0.0,0.0,0.0,0.0
2024-01-02 20:00:00,0.6349,0.1951,0.0,0.0,0.0,0.0,0.0
2024-01-02 21:00:00,0.6464,0.2064,0.0,0.0,0.0,0.0,0.0
2024-01-02 22:00:00,0.6414,0.201,0.0,0.0,0.0,0.0,0.0
2024-01-02 23:00:00,0.6461,0.2058,0.0,0.0,0.0,0.0,0.0
2024-01-03 00:00:00,0.6464,0.2065,0.0,0.0,0.0,0.7605,0.2876
2024-01-03 01:00:00,0.6435,0.2037,0.0,0.0,0.0,0.0,0.0
2024-01-03 02:00:00,0.6494,0.2089,0.0,0.0,0.0,0.0,0.0
2024-01-03 03:00:00,0.6506,0.2103,0.0,0.0,0.3524,0.0,0.0
2024-01-03 04:00:00,0.6494,0.2092,0.0,0.0,0.0,0.0,0.0
2024-01-03 05:00:00,0.6424,0.2022,0.0,0.0,0.0,0.0,0.0
2024-01-03 06:00:00,0.6371,0.1976,0.0,0.0,0.0,0.0,0.0
2024-01-03 07:00:00,0.636,0.1962,0.0,0.0,0.3145,0.0,0.0
2024-01-03 08:00:00,0.6369,0.1973,0.0,0.0,0.0,0.0,0.0
2024-01-03 09:00:00,0.6217,0.1817,0.0,0.0,0.0,0.0,0.0
2024-01-03 10:00:00,0.6211,0.181,0.0,0.0,0.0,0.0,0.0
2024-01-03 11:00:00,0.6057,0.1659,0.0,0.0,0.0,0.0,0.0
2024-01-03 12:00:00,0.5984,0.1583,0.0,0.0,0.0,0.0,0.0
2024-01-03 13:00:00,0.5986,0.1581,0.0,0.0,0.0,0.0,0.0
2024-01-03 14:00:00,0.5943,0.1543,0.0,0.0,0.0,0.0,0.0
2024-01-03 15:00:00,0.5808,0.1408,0.0,0.0,0.0,0.0,0.0
2024-01-03 16:00:00,0.5849,0.1448,0.0,0.0,0.0,0.0,0.0
2024-01-03 17:00:00,0.5905,0.1513,0.0,0.0,0.0,0.0,0.0
2024-01-03 18:00:00,0.5994,0.1597,0.0,0.0,0.0,0.1773,0.0
2024-01-03 19:00:00,0.6084,0.1684,0.0,0.0,0.0,0.0,0.2575
2024-01-03 20:00:00,0.6096,0.1691,0.0,0.0,0.0,0.148,0.0
2024-01-03 21:00:00,0.6153,0.1748,0.0,0.0,0.4764,0.0,0.0
2024-01-03 22:00:00,0.6211,0.1806,0.0,0.0,0.0,0.0,0.0
2024-01-03 23:00:00,0.6224,0.1821,0.0,0.0,0.0,0.0,0.0
2024-01-04 00:00:00,0.628,0.188,0.0,0.0,0.0,0.0,0.0
2024-01-04 01:00:00,0.6251,0.1847,0.0,0.0,0.0,0.2938,0.0
2024-01-04 02:00:00,0.629,0.1892,0.0,0.0,0.0,0.0,0.0
2024-01-04 03:00:00,0.628,0.1887,0.0,0.0,0.0,0.0,0.0
2024-01-04 04:00:00,0.6277,0.1886,0.0,0.0,0.4186,0.0,0.0
2024-01-04 05:00:00,0.6215,0.1823,0.0,0.0,0.2847,0.0,0.0
2024-01-04 06:00:00,0.6197,0.181,0.0,0.0,0.1936,0.0,0.7205
2024-01-04 07:00:00,0.6172,0.1783,0.0,0.0,0.0,0.0,0.0
2024-01-04 08:00:00,0.6178,0.1783,0.0,0.0,0.0,0.0,0.0
2024-01-04 09:00:00,0.6245,0.1846,0.0,0.0,0.0,0.0,0.0
2024-01-04 10:00:00,0.6156,0.1753,0.0,0.0,0.0,0.0,0.2164
2024-01-04 11:00:00,0.6127,0.173,0.0,0.0,0.0,0.0,0.0
2024-01-04 12:00:00,0.6107,0.1709,0.0,0.0,0.0,0.0,0.0
2024-01-04 13:00:00,0.6059,0.166,0.0,0.0,0.0,0.0,0.0
2024-01-04 14:00:00,0.596,0.1563,0.0,0.0,0.0,0.0,0.0
2024-01-04 15:00:00,0.5954,0.1558,0.0,0.0,0.0,0.0,0.0
2024-01-04 16:00:00,0.5962,0.1563,0.0,0.0,0.0,0.0,0.0
2024-01-04 17:00:00,0.5989,0.1598,0.0,0.0,0.0,0.0,0.0
2024-01-04 18:00:00,0.5918,0.1519,0.0,0.0,0.0,0.0,0.0
2024-01-04 19:00:00,0.5851,0.1446,0.0,0.0,0.0,0.0,0.0
2024-01-04 20:00:00,0.5786,0.1377,0.0,0.0,0.0,0.0,0.0
2024-01-04 21:00:00,0.5732,0.1322,0.0,0.0,0.0,0.0,0.0
2024-01-04 22:00:00,0.581,0.1393,0.0,0.0,0.0,0.0,0.0
2024-01-04 23:00:00,0.5882,0.1464,0.0,0.0,0.0,0.2221,0.0
2024-01-05 00:00:00,0.5829,0.1418,0.0,0.0,0.2112,0.0,0.0
2024-01-05 01:00:00,0.5918,0.1513,0.0,0.0,0.0,0.0,0.0
2024-01-05 02:00:00,0.5884,0.1481,0.0,0.0,0.0,0.7886,0.0
2024-01-05 03:00:00,0.599,0.1585,0.0,0.0,0.0,0.0,0.0
2024-01-05 04:00:00,0.592,0.1519,0.0,0.0,0.0,0.2778,0.0
2024-01-05 05:00:00,0.5894,0.1487,0.0,0.0,0.0,0.5563,0.0
2024-01-05 06:00:00,0.5977,0.157,0.0,0.0,0.0,0.0,0.0
2024-01-05 07:00:00,0.5968,0.1555,0.0,0.0,0.0,0.7971,0.7528
2024-01-05 08:00:00,0.5965,0.1555,0.0,0.0,0.0,0.0,0.0
2024-01-05 09:00:00,0.5887,0.1478,0.0,0.0,0.0,0.0,0.0
2024-01-05 10:00:00,0.5806,0.1391,0.0,0.0,0.0,0.0,0.6937
2024-01-05 11:00:00,0.572,0.1306,0.0,0.0,0.0,0.0,0.0
2024-01-05 12:00:00,0.568,0.1269,0.0,0.0,0.0,0.0,0.0
2024-01-05 13:00:00,0.5575,0.1158,0.0,0.0,0.0,0.0,0.0
2024-01-05 14:00:00,0.5575,0.117,0.0,0.0,0.0,0.0,0.0
2024-01-05 15:00:00,0.5414,0.1008,0.0,0.0,0.0,0.0,0.0
2024-01-05 16:00:00,0.5399,0.0998,0.0,0.0,0.0,0.0,0.0
2024-01-05 17:00:00,0.5376,0.0978,0.0,0.0,0.0,0.0,0.0
2024-01-05 18:00:00,0.536,0.0959,0.0,0.0,0.0,0.0,0.0
2024-01-05 19:00:00,0.5475,0.1073,0.0,0.0,0.0,0.0,0.6217
2024-01-05 20:00:00,0.5565,0.1158,0.0,0.0,0.0,0.0,0.0
2024-01-05 21:00:00,0.5612,0.1207,0.0,0.0,0.0,0.0,0.0
2024-01-05 22:00:00,0.5701,0.1298,0.0,0.0,0.0,0.0,0.268
2024-01-05 23:00:00,0.5716,0.1309,0.0,0.0,0.0,0.0,0.0
2024-01-06 00:00:00,0.5778,0.1374,0.0,0.0,0.0,0.0,0.2158
2024-01-06 01:00:00,0.5914,0.1507,0.0,0.0,0.0,0.0,0.0
2024-01-06 02:00:00,0.5982,0.1584,0.0,0.0,0.5167,0.0,0.0
2024-01-06 03:00:00,0.6051,0.1653,0.0,0.0,0.0,0.0,0.0
2024-01-06 04:00:00,0.6091,0.1698,0.0,0.0,0.0,0.0,0.0
2024-01-06 05:00:00,0.6179,0.1783,0.0,0.0,0.0,0.0,0.0
2024-01-06 06:00:00,0.6174,0.1772,0.0,0.0,0.0,0.0,0.0
2024-01-06 07:00:00,0.6045,0.1643,0.0,0.0,0.0,0.6655,0.0
2024-01-06 08:00:00,0.5848,0.1448,0.0,0.0,0.0,0.6068,0.0
2024-01-06 09:00:00,0.5806,0.1405,0.0,0.0,0.0,0.0,0.0
2024-01-06 10:00:00,0.5832,0.1428,0.0,0.0,0.6593,0.0,0.0
2024-01-06 11:00:00,0.5845,0.1434,0.0,0.0,0.0,0.0,0.5533
2024-01-06 12:00:00,0.5762,0.1354,0.0,0.0,0.0,0.0,0.0
2024-01-06 13:00:00,0.5702,0.1299,0.0,0.0,0.3197,0.5037,0.0
2024-01-06 14:00:00,0.5596,0.1187,0.0,0.0,0.0,0.0,0.0
2024-01-06 15:00:00,0.562,0.1216,0.0,0.0,0.0,0.0,0.0
2024-01-06 16:00:00,0.5565,0.1156,0.0,0.0,0.0,0.0,0.0
2024-01-06 17:00:00,0.5611,0.1207,0.0,0.0,0.0,0.0,0.0
2024-01-06 18:00:00,0.5568,0.1167,0.0,0.0,0.0,0.0,0.1369
2024-01-06 19:00:00,0.5595,0.1193,0.0,0.0,0.0,0.0,0.0
2024-01-06 20:00:00,0.5744,0.1345,0.0,0.0,0.6786,0.0,0.0
2024-01-06 21:00:00,0.5894,0.1495,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:00:00,0.585,0.1452,0.0,0.0,0.0,0.0,0.0
2024-01-06 23:00:00,0.5905,0.1504,0.0,0.0,0.0,0.0,0.5252
2024-01-07 00:00:00,0.5997,0.1593,0.0,0.0,0.0,0.0,0.0
2024-01-07 01:00:00,0.6075,0.167,0.0,0.0,0.0,0.0,0.0
2024-01-07 02:00:00,0.6201,0.1796,0.0,0.0,0.0,0.0,0.0
2024-01-07 03:00:00,0.6187,0.1778,0.0,0.0,0.0,0.0,0.0
2024-01-07 04:00:00,0.6327,0.1915,0.0,0.0,0.0,0.0,0.0
2024-01-07 05:00:00,0.6273,0.186,0.0,0.0,0.0,0.0,0.0
2024-01-07 06:00:00,0.6318,0.1903,0.0,0.0,0.0,0.2193,0.0
2024-01-07 07:00:00,0.636,0.1944,0.0,0.0,0.0,0.0,0.7286
2024-01-07 08:00:00,0.6336,0.1923,0.0,0.0,0.0,0.0,0.0
2024-01-07 09:00:00,0.6245,0.1837,0.0,0.0,0.0,0.0,0.0
2024-01-07 10:00:00,0.6133,0.173,0.0,0.0,0.0,0.0,0.0
2024-01-07 11:00:00,0.6105,0.1703,0.0,0.0,0.0,0.0,0.0
2024-01-07 12:00:00,0.604,0.1635,0.0,0.0,0.0,0.0,0.3254
2024-01-07 13:00:00,0.6012,0.1603,0.0,0.0,0.0,0.0,0.0
2024-01-07 14:00:00,0.5955,0.1545,0.0,0.0,0.0,0.0,0.0
2024-01-07 15:00:00,0.6009,0.1603,0.0,0.0,0.427,0.0,0.0
2024-01-07 16:00:00,0.5869,0.1467,0.0,0.0,0.0,0.0,0.0
2024-01-07 17:00:00,0.592,0.151,0.0,0.0,0.0,0.0,0.0
2024-01-07 18:00:00,0.5985,0.1579,0.0,0.0,0.0,0.0,0.0
2024-01-07 19:00:00,0.599,0.1589,0.0,0.0,0.0,0.0,0.7609
2024-01-07 20:00:00,0.6059,0.1655,0.0,0.0,0.0,0.0,0.0
2024-01-07 21:00:00,0.6091,0.1687,0.0,0.0,0.7603,0.0,0.0
2024-01-07 22:00:00,0.6199,0.1799,0.0,0.0,0.0,0.4025,0.0
2024-01-07 23:00:00,0.6248,0.1856,0.0,0.0,0.0,0.7153,0.0
2024-01-08 00:00:00,0.6388,0.1988,0.0,0.0,0.0,0.0,0.0
2024-01-08 01:00:00,0.636,0.1958,0.0,0.0,0.0,0.4227,0.0
2024-01-08 02:00:00,0.6398,0.1996,0.0,0.0,0.0,0.0,0.0
2024-01-08 03:00:00,0.6411,0.2008,0.0,0.2115,0.0,0.0,0.0
2024-01-08 04:00:00,0.6523,0.2123,0.0,0.0,0.0,0.364,0.0
2024-01-08 05:00:00,0.6466,0.2066,0.0,0.0,0.295,0.0,0.0
2024-01-08 06:00:00,0.6457,0.2059,0.0,0.0,0.3291,0.6446,0.249
2024-01-08 07:00:00,0.6435,0.2047,0.0,0.0,0.0,0.0,0.0
2024-01-08 08:00:00,0.6356,0.1963,0.0,0.0,0.0,0.0,0.0
2024-01-08 09:00:00,0.6309,0.1912,0.0,0.0,0.0,0.0,0.0
2024-01-08 10:00:00,0.6282,0.1886,0.4325,0.0,0.0,0.0,0.0
2024-01-08 11:00:00,0.6238,0.1845,0.0,0.0,0.0,0.0,0.199
2024-01-08 12:00:00,0.6151,0.1758,0.0,0.0,0.0,0.0,0.0
2024-01-08 13:00:00,0.6144,0.176,0.0,0.0,0.0,0.0,0.0
2024-01-08 14:00:00,0.6048,0.1656,0.0,0.0,0.0,0.0,0.0
2024-01-08 15:00:00,0.5933,0.1541,0.0,0.0,0.0,0.0,0.0
2024-01-08 16:00:00,0.5842,0.1447,0.0,0.0,0.0,0.0,0.0
2024-01-08 17:00:00,0.582,0.1425,0.0,0.0,0.0,0.0,0.0
2024-01-08 18:00:00,0.5791,0.1396,0.0,0.0,0.0,0.0,0.0
2024-01-08 19:00:00,0.5817,0.1422,0.0,0.0,0.7546,0.0,0.0
2024-01-08 20:00:00,0.5851,0.146,0.0,0.0,0.0,0.1793,0.0
2024-01-08 21:00:00,0.5878,0.1484,0.0,0.0,0.0,0.0,0.0
2024-01-08 22:00:00,0.5891,0.1492,0.0,0.0,0.0,0.0,0.0
2024-01-08 23:00:00,0.5963,0.1566,0.0,0.0,0.0,0.0,0.5017
2024-01-09 00:00:00,0.6036,0.164,0.0,0.0,0.0,0.0,0.7234
2024-01-09 01:00:00,0.6018,0.1619,0.0,0.0,0.0,0.0,0.0
2024-01-09 02:00:00,0.6106,0.1703,0.0,0.0,0.0,0.0,0.0
2024-01-09 03:00:00,0.6208,0.1806,0.0,0.0,0.0,0.0,0.0
2024-01-09 04:00:00,0.6312,0.1902,0.0,0.0,0.0,0.0,0.0
2024-01-09 05:00:00,0.6349,0.1941,0.0,0.0,0.0,0.0,0.0
2024-01-09 06:00:00,0.638,0.1975,0.0,0.0,0.0,0.0,0.0
2024-01-09 07:00:00,0.6472,0.2066,0.0,0.0,0.0,0.0,0.0
2024-01-09 08:00:00,0.6553,0.2144,0.0,0.0,0.0,0.0,0.0
2024-01-09 09:00:00,0.6541,0.2133,0.0,0.0,0.0,0.0,0.7166
2024-01-09 10:00:00,0.6548,0.2143,0.0,0.0,0.0,0.0,0.0
2024-01-09 11:00:00,0.6544,0.2145,0.0,0.0,0.0,0.0,0.0
2024-01-09 12:00:00,0.6533,0.2134,0.0,0.0,0.0,0.0,0.0
2024-01-09 13:00:00,0.6636,0.2235,0.0,0.0,0.0,0.0,0.0
2024-01-09 14:00:00,0.6651,0.2258,0.0,0.0,0.0,0.0,0.0
2024-01-09 15:00:00,0.6662,0.2266,0.0,0.0,0.0,0.0,0.0
2024-01-09 16:00:00,0.657,0.2178,0.0,0.0,0.0,0.1677,0.0
2024-01-09 17:00:00,0.6595,0.2195,0.0,0.0,0.6013,0.0,0.0
2024-01-09 18:00:00,0.6561,0.2157,0.0,0.0,0.0,0.0,0.0
2024-01-09 19:00:00,0.6467,0.2065,0.0,0.0,0.0,0.0,0.0
2024-01-09 20:00:00,0.6435,0.2038,0.0,0.0,0.0,0.0,0.0
2024-01-09 21:00:00,0.6513,0.2115,0.0,0.0,0.0,0.0,0.0
2024-01-09 22:00:00,0.6505,0.2111,0.0,0.0,0.5744,0.0,0.0
2024-01-09 23:00:00,0.6512,0.2115,0.0,0.0,0.0,0.0,0.63
2024-01-10 00:00:00,0.6562,0.2169,0.0,0.0,0.0,0.0,0.0
2024-01-10 01:00:00,0.6618,0.2228,0.0,0.0,0.0,0.0,0.0
2024-01-10 02:00:00,0.6709,0.2318,0.0,0.0,0.0,0.0,0.123
2024-01-10 03:00:00,0.6722,0.2335,0.0,0.0,0.0,0.0,0.0
2024-01-10 04:00:00,0.6784,0.2402,0.0,0.0,0.0,0.0,0.0
2024-01-10 05:00:00,0.6762,0.2378,0.0,0.0,0.0,0.0,0.0
2024-01-10 06:00:00,0.6795,0.2411,0.0,0.0,0.7467,0.0,0.0
2024-01-10 07:00:00,0.6792,0.2408,0.0,0.0,0.0,0.0,0.0
2024-01-10 08:00:00,0.6752,0.2369,0.0,0.0,0.0,0.0,0.0
2024-01-10 09:00:00,0.677,0.2381,0.0,0.0,0.0,0.0,0.0
2024-01-10 10:00:00,0.6835,0.2442,0.0,0.0,0.0,0.0,0.0
2024-01-10 11:00:00,0.6847,0.2445,0.0,0.0,0.58,0.0,0.0
2024-01-10 12:00:00,0.6683,0.2285,0.0,0.0,0.0,0.5996,0.0
2024-01-10 13:00:00,0.6584,0.2192,0.0,0.0,0.0,0.3187,0.0
2024-01-10 14:00:00,0.6453,0.2058,0.0,0.0,0.0,0.0,0.0
2024-01-10 15:00:00,0.6401,0.2007,0.0,0.0,0.0,0.0,0.0
2024-01-10 16:00:00,0.6373,0.198,0.0,0.0,0.0,0.0,0.0
2024-01-10 17:00:00,0.6297,0.19,0.0,0.0,0.0,0.0,0.0
2024-01-10 18:00:00,0.6285,0.1888,0.0,0.0,0.0,0.0,0.0
2024-01-10 19:00:00,0.6348,0.1948,0.0,0.0,0.0,0.0,0.0
2024-01-10 20:00:00,0.6385,0.199,0.0,0.0,0.0,0.0,0.0
2024-01-10 21:00:00,0.6412,0.2019,0.0,0.0,0.0,0.6899,0.0
2024-01-10 22:00:00,0.6375,0.1978,0.0,0.0,0.0,0.1333,0.0
2024-01-10 23:00:00,0.6327,0.1925,0.0,0.0,0.1501,0.0,0.0
2024-01-11 00:00:00,0.6467,0.2064,0.0,0.0,0.0,0.2313,0.0
2024-01-11 01:00:00,0.6408,0.2006,0.0,0.0,0.0,0.0,0.0
2024-01-11 02:00:00,0.6432,0.2028,0.0,0.0,0.0,0.2224,0.0
2024-01-11 03:00:00,0.6459,0.2049,0.0,0.0,0.0,0.0,0.0
2024-01-11 04:00:00,0.6452,0.204,0.0,0.0,0.0,0.0,0.0
2024-01-11 05:00:00,0.6562,0.2155,0.0,0.0,0.0,0.0,0.0
2024-01-11 06:00:00,0.6566,0.2155,0.0,0.0,0.0,0.0,0.3171
2024-01-11 07:00:00,0.6493,0.2071,0.0,0.0,0.3672,0.0,0.0
2024-01-11 08:00:00,0.6341,0.1917,0.0,0.0,0.0,0.0,0.0
2024-01-11 09:00:00,0.6226,0.1808,0.0,0.0,0.0,0.0,0.0
2024-01-11 10:00:00,0.6177,0.176,0.0,0.0,0.0,0.0,0.0
2024-01-11 11:00:00,0.6173,0.1756,0.0,0.0,0.0,0.7529,0.1764
2024-01-11 12:00:00,0.6112,0.1694,0.0,0.0,0.0,0.0,0.0
2024-01-11 13:00:00,0.6135,0.171,0.0,0.0,0.0,0.0,0.0
2024-01-11 14:00:00,0.6114,0.1693,0.0,0.0,0.0,0.0,0.0
2024-01-11 15:00:00,0.6042,0.1622,0.0,0.0,0.0,0.0,0.0
2024-01-11 16:00:00,0.6058,0.164,0.0,0.0,0.0,0.0,0.1698
2024-01-11 17:00:00,0.5927,0.1519,0.0,0.0,0.5769,0.0,0.0
2024-01-11 18:00:00,0.5878,0.1465,0.0,0.0,0.0,0.0,0.0
2024-01-11 19:00:00,0.5842,0.143,0.0,0.0,0.0,0.0,0.0
2024-01-11 20:00:00,0.5902,0.1485,0.0,0.0,0.0,0.0,0.0
2024-01-11 21:00:00,0.5902,0.1489,0.0,0.0,0.0,0.0,0.0
2024-01-11 22:00:00,0.5928,0.1518,0.0,0.0,0.0,0.0,0.0
2024-01-11 23:00:00,0.5898,0.1486,0.0,0.0,0.0,0.0,0.1654
2024-01-12 00:00:00,0.5951,0.1538,0.0,0.0,0.0,0.1137,0.0
2024-01-12 01:00:00,0.6009,0.1593,0.0,0.0,0.5902,0.0,0.2527
2024-01-12 02:00:00,0.6084,0.1672,0.0,0.0,0.0,0.0,0.0
2024-01-12 03:00:00,0.6208,0.1798,0.0,0.0,0.0,0.0,0.0
2024-01-12 04:00:00,0.6146,0.1738,0.0,0.0,0.0,0.0,0.6789
2024-01-12 05:00:00,0.6141,0.1734,0.0,0.0,0.0,0.3026,0.0
2024-01-12 06:00:00,0.6139,0.1729,0.0,0.0,0.0,0.0,0.0
2024-01-12 07:00:00,0.6166,0.176,0.0,0.0,0.0,0.0,0.0
2024-01-12 08:00:00,0.614,0.1731,0.0,0.0,0.5951,0.3487,0.0
2024-01-12 09:00:00,0.6086,0.1679,0.0,0.0,0.0,0.0,0.0
2024-01-12 10:00:00,0.6039,0.1632,0.0,0.0,0.0,0.0,0.0
2024-01-12 11:00:00,0.6017,0.1611,0.0,0.0,0.0,0.0,0.0
2024-01-12 12:00:00,0.594,0.1538,0.0,0.0,0.0,0.0,0.0
2024-01-12 13:00:00,0.5833,0.1435,0.0,0.0,0.0,0.0,0.0
2024-01-12 14:00:00,0.5647,0.1241,0.0,0.0,0.0,0.0,0.0
2024-01-12 15:00:00,0.5545,0.1138,0.0,0.0,0.0,0.0,0.0
2024-01-12 16:00:00,0.5511,0.1102,0.0,0.0,0.0,0.0,0.0
2024-01-12 17:00:00,0.5559,0.1155,0.0,0.0,0.0,0.0,0.0
2024-01-12 18:00:00,0.5558,0.1158,0.0,0.0,0.465,0.0,0.0
2024-01-12 19:00:00,0.5496,0.1099,0.0,0.0,0.0,0.0,0.0
2024-01-12 20:00:00,0.5518,0.1116,0.0,0.0,0.4046,0.0,0.0
2024-01-12 21:00:00,0.5629,0.1227,0.0,0.0,0.0,0.0,0.0
2024-01-12 22:00:00,0.5708,0.1301,0.0,0.0,0.0,0.0,0.0
2024-01-12 23:00:00,0.5792,0.1384,0.0,0.0,0.0,0.1615,0.0
2024-01-13 00:00:00,0.581,0.1398,0.0,0.0,0.0,0.0,0.0
2024-01-13 01:00:00,0.5875,0.1458,0.0,0.0,0.0,0.0,0.0
2024-01-13 02:00:00,0.6051,0.1633,0.0,0.0,0.0,0.4787,0.0
2024-01-13 03:00:00,0.6091,0.1668,0.0,0.0,0.0,0.0,0.0
2024-01-13 04:00:00,0.6236,0.1808,0.0,0.0,0.6619,0.0,0.0
2024-01-13 05:00:00,0.6316,0.189,0.0,0.0,0.0,0.0,0.0
2024-01-13 06:00:00,0.6301,0.1876,0.0,0.0,0.0,0.0,0.3495
2024-01-13 07:00:00,0.6379,0.1949,0.0,0.0,0.0,0.0,0.0
2024-01-13 08:00:00,0.6389,0.1959,0.0,0.0,0.0,0.0,0.0
2024-01-13 09:00:00,0.6385,0.1956,0.0,0.0,0.0,0.0,0.0
2024-01-13 10:00:00,0.6393,0.1964,0.0,0.0,0.1641,0.0,0.0
2024-01-13 11:00:00,0.6396,0.1968,0.0,0.0,0.0,0.0,0.0
2024-01-13 12:00:00,0.64,0.1964,0.0,0.0,0.0,0.0,0.0
2024-01-13 13:00:00,0.6336,0.1893,0.0,0.0,0.0,0.0,0.0
2024-01-13 14:00:00,0.6297,0.1854,0.0,0.0,0.0,0.0,0.1414
2024-01-13 15:00:00,0.6232,0.1786,0.0,0.0,0.0,0.5824,0.187
2024-01-13 16:00:00,0.6169,0.1721,0.0,0.0,0.0,0.0,0.0
2024-01-13 17:00:00,0.6093,0.1649,0.0,0.0,0.0,0.0,0.0
2024-01-13 18:00:00,0.6196,0.1755,0.0,0.0,0.0,0.0,0.0
2024-01-13 19:00:00,0.6315,0.1878,0.0,0.0,0.0,0.0,0.0
2024-01-13 20:00:00,0.641,0.197,0.0,0.0,0.0,0.0,0.0
2024-01-13 21:00:00,0.6412,0.1974,0.0,0.0,0.0,0.0,0.0
2024-01-13 22:00:00,0.6364,0.1933,0.0,0.0,0.0,0.0,0.0
2024-01-13 23:00:00,0.6387,0.1959,0.0,0.0,0.0,0.0,0.0
2024-01-14 00:00:00,0.6433,0.2007,0.0,0.0,0.0,0.0,0.0
2024-01-14 01:00:00,0.6538,0.2109,0.0,0.0,0.0,0.0,0.0
2024-01-14 02:00:00,0.654,0.2113,0.0,0.0,0.0,0.0,0.0
2024-01-14 03:00:00,0.656,0.2141,0.0,0.0,0.0,0.3784,0.0
2024-01-14 04:00:00,0.6565,0.2142,0.0,0.0,0.0,0.0,0.0
2024-01-14 05:00:00,0.6591,0.2169,0.0,0.0,0.0,0.5398,0.0
2024-01-14 06:00:00,0.6506,0.2083,0.0,0.0,0.0,0.0,0.0
