Timestamp,winning_rate_RegUp_NYISO,winning_rate_RegDown_NYISO,winning_rate_Spin10_NYISO,winning_rate_NSpin10_NYISO,winning_rate_Res30_NYISO
2024-01-04 06:00:00,0.9241,0.9241,0.2049,0.2682,0.2958
2024-01-04 07:00:00,0.9673,0.9673,0.2311,0.1421,0.1338
2024-01-04 08:00:00,0.8428,0.8428,0.2983,0.1893,0.2035
2024-01-04 09:00:00,0.8927,0.8927,0.2405,0.2991,0.3991
2024-01-04 10:00:00,0.8242,0.8242,0.4165,0.221,0.2703
2024-01-04 11:00:00,0.957,0.957,0.2081,0.2542,0.2807
2024-01-04 12:00:00,0.7658,0.7658,0.2953,0.1639,0.124
2024-01-04 13:00:00,0.7607,0.7607,0.4331,0.2807,0.3499
2024-01-04 14:00:00,0.7213,0.7213,0.2613,0.1816,0.2561
2024-01-04 15:00:00,0.9761,0.9761,0.4043,0.1522,0.1011
2024-01-04 16:00:00,0.948,0.948,0.2717,0.1552,0.2828
2024-01-04 17:00:00,0.8653,0.8653,0.2551,0.2311,0.3801
2024-01-04 18:00:00,0.9404,0.9404,0.39,0.1616,0.1604
2024-01-04 19:00:00,0.7547,0.7547,0.2545,0.2701,0.3603
2024-01-04 20:00:00,0.829,0.829,0.3814,0.2502,0.3146
2024-01-04 21:00:00,0.8293,0.8293,0.4562,0.2843,0.265
2024-01-04 22:00:00,0.7176,0.7176,0.4946,0.1624,0.3419
2024-01-04 23:00:00,0.958,0.958,0.3404,0.2593,0.3074
2024-01-05 00:00:00,0.8559,0.8559,0.4919,0.2629,0.1303
2024-01-05 01:00:00,0.9342,0.9342,0.3585,0.2093,0.3116
2024-01-05 02:00:00,0.9626,0.9626,0.4559,0.2569,0.1047
2024-01-05 03:00:00,0.7644,0.7644,0.3702,0.2216,0.1243
2024-01-05 04:00:00,0.8201,0.8201,0.2151,0.2216,0.2834
2024-01-05 05:00:00,0.9963,0.9963,0.4351,0.1266,0.2556
2024-01-05 06:00:00,0.8912,0.8912,0.3661,0.1713,0.1997
2024-01-05 07:00:00,0.9428,0.9428,0.3978,0.233,0.2143
2024-01-05 08:00:00,0.718,0.718,0.3113,0.1395,0.3112
2024-01-05 09:00:00,0.8919,0.8919,0.2758,0.121,0.1272
2024-01-05 10:00:00,0.9035,0.9035,0.4908,0.2169,0.1585
2024-01-05 11:00:00,0.9713,0.9713,0.2315,0.1336,0.1992
2024-01-05 12:00:00,0.8991,0.8991,0.3179,0.2882,0.3914
2024-01-05 13:00:00,0.779,0.779,0.4436,0.2792,0.3418
2024-01-05 14:00:00,0.8023,0.8023,0.3682,0.2275,0.358
2024-01-05 15:00:00,0.7912,0.7912,0.3113,0.1497,0.3232
2024-01-05 16:00:00,0.9011,0.9011,0.3901,0.2112,0.2442
2024-01-05 17:00:00,0.9405,0.9405,0.439,0.2006,0.368
2024-01-05 18:00:00,0.8788,0.8788,0.2344,0.2425,0.254
2024-01-05 19:00:00,0.9755,0.9755,0.3018,0.1719,0.3867
2024-01-05 20:00:00,0.8786,0.8786,0.4044,0.1759,0.2911
2024-01-05 21:00:00,0.9539,0.9539,0.2886,0.1211,0.3743
2024-01-05 22:00:00,0.8238,0.8238,0.2529,0.2343,0.2725
2024-01-05 23:00:00,0.818,0.818,0.2188,0.1052,0.3951
2024-01-06 00:00:00,0.9692,0.9692,0.2593,0.126,0.368
2024-01-06 01:00:00,0.7407,0.7407,0.2153,0.159,0.2713
2024-01-06 02:00:00,0.8936,0.8936,0.4793,0.1168,0.1329
2024-01-06 03:00:00,0.8131,0.8131,0.2506,0.1864,0.308
2024-01-06 04:00:00,0.7248,0.7248,0.388,0.2342,0.2159
2024-01-06 05:00:00,0.8347,0.8347,0.3995,0.175,0.1272
2024-01-06 06:00:00,0.7982,0.7982,0.415,0.2599,0.107
2024-01-06 07:00:00,0.9004,0.9004,0.481,0.2055,0.2997
2024-01-06 08:00:00,0.8286,0.8286,0.3041,0.1324,0.3913
2024-01-06 09:00:00,0.8086,0.8086,0.4243,0.1465,0.1009
2024-01-06 10:00:00,0.788,0.788,0.3616,0.2884,0.2083
2024-01-06 11:00:00,0.9838,0.9838,0.3534,0.1802,0.3422
2024-01-06 12:00:00,0.9756,0.9756,0.4928,0.1086,0.2838
2024-01-06 13:00:00,0.7859,0.7859,0.2752,0.2375,0.3027
2024-01-06 14:00:00,0.8723,0.8723,0.4253,0.2876,0.382
2024-01-06 15:00:00,0.7442,0.7442,0.2887,0.2385,0.1767
2024-01-06 16:00:00,0.8222,0.8222,0.3117,0.1779,0.2369
2024-01-06 17:00:00,0.9205,0.9205,0.4403,0.1886,0.1362
2024-01-06 18:00:00,0.8117,0.8117,0.2388,0.24,0.3504
2024-01-06 19:00:00,0.7017,0.7017,0.495,0.2018,0.3455
2024-01-06 20:00:00,0.8677,0.8677,0.3319,0.1095,0.2954
2024-01-06 21:00:00,0.9367,0.9367,0.4286,0.1308,0.1974
2024-01-06 22:00:00,0.9074,0.9074,0.3855,0.1866,0.2963
2024-01-06 23:00:00,0.7271,0.7271,0.4117,0.1022,0.3422
2024-01-07 00:00:00,0.9706,0.9706,0.3569,0.2398,0.2559
2024-01-07 01:00:00,0.9911,0.9911,0.4913,0.2278,0.1188
2024-01-07 02:00:00,0.8457,0.8457,0.4486,0.163,0.1137
2024-01-07 03:00:00,0.7519,0.7519,0.2175,0.1659,0.357
2024-01-07 04:00:00,0.7493,0.7493,0.3107,0.1403,0.2681
2024-01-07 05:00:00,0.9605,0.9605,0.3708,0.1264,0.389
2024-01-07 06:00:00,0.8221,0.8221,0.3636,0.2087,0.256
2024-01-07 07:00:00,0.7478,0.7478,0.2246,0.2023,0.1008
2024-01-07 08:00:00,0.7245,0.7245,0.466,0.2117,0.1228
2024-01-07 09:00:00,0.7301,0.7301,0.4636,0.2406,0.2588
2024-01-07 10:00:00,0.7982,0.7982,0.2434,0.2422,0.1206
2024-01-07 11:00:00,0.79,0.79,0.4602,0.1185,0.1966
2024-01-07 12:00:00,0.7841,0.7841,0.3903,0.205,0.2673
2024-01-07 13:00:00,0.7866,0.7866,0.4535,0.2075,0.2104
2024-01-07 14:00:00,0.7254,0.7254,0.35,0.2211,0.3097
2024-01-07 15:00:00,0.7161,0.7161,0.4411,0.1911,0.2466
2024-01-07 16:00:00,0.879,0.879,0.4266,0.1337,0.3484
2024-01-07 17:00:00,0.9034,0.9034,0.239,0.2264,0.3695
2024-01-07 18:00:00,0.8042,0.8042,0.2595,0.2241,0.149
2024-01-07 19:00:00,0.7371,0.7371,0.2595,0.1243,0.2743
2024-01-07 20:00:00,0.9886,0.9886,0.2701,0.2544,0.3691
2024-01-07 21:00:00,0.9501,0.9501,0.257,0.1778,0.2694
2024-01-07 22:00:00,0.7695,0.7695,0.4409,0.2558,0.3708
2024-01-07 23:00:00,0.8195,0.8195,0.2172,0.2829,0.2838
2024-01-08 00:00:00,0.7226,0.7226,0.4927,0.2238,0.2336
2024-01-08 01:00:00,0.7943,0.7943,0.2249,0.2714,0.1986
2024-01-08 02:00:00,0.8936,0.8936,0.2066,0.2311,0.3375
2024-01-08 03:00:00,0.7729,0.7729,0.4771,0.1536,0.325
2024-01-08 04:00:00,0.933,0.933,0.3736,0.241,0.199
2024-01-08 05:00:00,0.7981,0.7981,0.3805,0.101,0.3958
2024-01-08 06:00:00,0.7332,0.7332,0.4252,0.1587,0.3731
2024-01-08 07:00:00,0.8527,0.8527,0.3704,0.2818,0.3719
2024-01-08 08:00:00,0.703,0.703,0.2839,0.2402,0.2892
2024-01-08 09:00:00,0.7783,0.7783,0.2979,0.2774,0.29
2024-01-08 10:00:00,0.8908,0.8908,0.397,0.2597,0.1422
2024-01-08 11:00:00,0.8957,0.8957,0.3709,0.2975,0.2663
2024-01-08 12:00:00,0.8013,0.8013,0.2851,0.1335,0.1166
2024-01-08 13:00:00,0.7095,0.7095,0.4909,0.2482,0.2176
2024-01-08 14:00:00,0.8798,0.8798,0.4448,0.2073,0.2539
2024-01-08 15:00:00,0.7562,0.7562,0.2537,0.2976,0.2525
2024-01-08 16:00:00,0.9115,0.9115,0.4316,0.106,0.3903
2024-01-08 17:00:00,0.9717,0.9717,0.3702,0.2419,0.2502
2024-01-08 18:00:00,0.9901,0.9901,0.4053,0.1836,0.2964
2024-01-08 19:00:00,0.9171,0.9171,0.3709,0.2247,0.2459
2024-01-08 20:00:00,0.9162,0.9162,0.3736,0.277,0.1394
2024-01-08 21:00:00,0.7185,0.7185,0.2838,0.2119,0.2879
2024-01-08 22:00:00,0.7313,0.7313,0.2908,0.1645,0.1555
2024-01-08 23:00:00,0.8657,0.8657,0.2183,0.2923,0.3284
2024-01-09 00:00:00,0.921,0.921,0.3739,0.1253,0.188
2024-01-09 01:00:00,0.8925,0.8925,0.3102,0.1306,0.3593
2024-01-09 02:00:00,0.9542,0.9542,0.2557,0.2741,0.3099
2024-01-09 03:00:00,0.8274,0.8274,0.2452,0.2755,0.1759
2024-01-09 04:00:00,0.8268,0.8268,0.2875,0.2633,0.248
2024-01-09 05:00:00,0.8733,0.8733,0.4784,0.2445,0.2603
2024-01-09 06:00:00,0.8987,0.8987,0.3877,0.2831,0.1426
2024-01-09 07:00:00,0.865,0.865,0.3141,0.2377,0.1277
2024-01-09 08:00:00,0.9037,0.9037,0.4077,0.1799,0.3534
2024-01-09 09:00:00,0.9752,0.9752,0.3502,0.1208,0.22
2024-01-09 10:00:00,0.7106,0.7106,0.238,0.1405,0.2458
2024-01-09 11:00:00,0.7865,0.7865,0.2479,0.1212,0.3277
2024-01-09 12:00:00,0.8807,0.8807,0.4356,0.2439,0.2544
2024-01-09 13:00:00,0.9131,0.9131,0.3559,0.2611,0.3697
2024-01-09 14:00:00,0.885,0.885,0.395,0.2415,0.3421
2024-01-09 15:00:00,0.9705,0.9705,0.4629,0.1317,0.2503
2024-01-09 16:00:00,0.706,0.706,0.2598,0.2491,0.309
2024-01-09 17:00:00,0.8235,0.8235,0.3956,0.2005,0.1282
2024-01-09 18:00:00,0.7666,0.7666,0.3333,0.1149,0.209
2024-01-09 19:00:00,0.7573,0.7573,0.3363,0.251,0.1597
2024-01-09 20:00:00,0.8757,0.8757,0.3844,0.1926,0.155
2024-01-09 21:00:00,0.8649,0.8649,0.233,0.15,0.255
2024-01-09 22:00:00,0.8819,0.8819,0.4803,0.2681,0.3783
2024-01-09 23:00:00,0.9551,0.9551,0.3577,0.2158,0.1427
2024-01-10 00:00:00,0.8208,0.8208,0.2415,0.265,0.1446
2024-01-10 01:00:00,0.8507,0.8507,0.2025,0.1488,0.3636
2024-01-10 02:00:00,0.7005,0.7005,0.3659,0.2903,0.144
2024-01-10 03:00:00,0.9205,0.9205,0.2322,0.2771,0.3767
2024-01-10 04:00:00,0.837,0.837,0.4024,0.2205,0.2454
2024-01-10 05:00:00,0.883,0.883,0.2204,0.2908,0.3627
2024-01-10 06:00:00,0.761,0.761,0.3709,0.2506,0.3121
2024-01-10 07:00:00,0.7586,0.7586,0.389,0.1813,0.1414
2024-01-10 08:00:00,0.9543,0.9543,0.3819,0.2342,0.1717
2024-01-10 09:00:00,0.9039,0.9039,0.2366,0.1205,0.1477
2024-01-10 10:00:00,0.7948,0.7948,0.2493,0.2097,0.2938
2024-01-10 11:00:00,0.9833,0.9833,0.3569,0.1478,0.2963
2024-01-10 12:00:00,0.9174,0.9174,0.4461,0.2161,0.144
2024-01-10 13:00:00,0.7784,0.7784,0.3243,0.1603,0.3113
2024-01-10 14:00:00,0.9337,0.9337,0.2262,0.2271,0.2001
2024-01-10 15:00:00,0.978,0.978,0.2504,0.2417,0.2538
2024-01-10 16:00:00,0.706,0.706,0.231,0.2155,0.3326
2024-01-10 17:00:00,0.9207,0.9207,0.2471,0.2477,0.3302
2024-01-10 18:00:00,0.8886,0.8886,0.434,0.1479,0.2842
2024-01-10 19:00:00,0.9736,0.9736,0.4749,0.2326,0.2755
2024-01-10 20:00:00,0.9619,0.9619,0.4899,0.1386,0.2445
2024-01-10 21:00:00,0.8485,0.8485,0.3157,0.2013,0.2846
2024-01-10 22:00:00,0.8008,0.8008,0.4211,0.2958,0.2998
2024-01-10 23:00:00,0.7385,0.7385,0.2351,0.1115,0.2234
2024-01-11 00:00:00,0.8859,0.8859,0.4847,0.1349,0.1077
2024-01-11 01:00:00,0.9046,0.9046,0.4696,0.1997,0.2263
2024-01-11 02:00:00,0.7631,0.7631,0.3312,0.1389,0.3786
2024-01-11 03:00:00,0.9252,0.9252,0.4821,0.1126,0.3476
2024-01-11 04:00:00,0.8852,0.8852,0.2162,0.158,0.3072
2024-01-11 05:00:00,0.7546,0.7546,0.3603,0.1769,0.2528
2024-01-11 06:00:00,0.7584,0.7584,0.3762,0.1186,0.148
2024-01-11 07:00:00,0.8959,0.8959,0.2466,0.2307,0.1955
2024-01-11 08:00:00,0.9358,0.9358,0.3322,0.1216,0.3174
2024-01-11 09:00:00,0.9164,0.9164,0.2568,0.2126,0.1886
2024-01-11 10:00:00,0.8295,0.8295,0.4125,0.2856,0.1445
2024-01-11 11:00:00,0.9584,0.9584,0.4809,0.23,0.3425
2024-01-11 12:00:00,0.8854,0.8854,0.3615,0.2447,0.197
2024-01-11 13:00:00,0.7428,0.7428,0.3624,0.1779,0.1868
2024-01-11 14:00:00,0.9875,0.9875,0.3845,0.2943,0.3643
2024-01-11 15:00:00,0.7242,0.7242,0.2054,0.2413,0.2125
2024-01-11 16:00:00,0.9114,0.9114,0.403,0.2117,0.1934
2024-01-11 17:00:00,0.8059,0.8059,0.2745,0.1575,0.1444
2024-01-11 18:00:00,0.7274,0.7274,0.2282,0.1984,0.1151
2024-01-11 19:00:00,0.7555,0.7555,0.3936,0.1898,0.2073
2024-01-11 20:00:00,0.8394,0.8394,0.4665,0.1045,0.3168
2024-01-11 21:00:00,0.9485,0.9485,0.2495,0.1997,0.2381
2024-01-11 22:00:00,0.993,0.993,0.4705,0.1959,0.2005
2024-01-11 23:00:00,0.747,0.747,0.2463,0.2928,0.1011
2024-01-12 00:00:00,0.9689,0.9689,0.3025,0.1084,0.1635
2024-01-12 01:00:00,0.872,0.872,0.3736,0.2894,0.106
2024-01-12 02:00:00,0.8816,0.8816,0.3548,0.2669,0.3122
2024-01-12 03:00:00,0.768,0.768,0.3908,0.1577,0.1381
2024-01-12 04:00:00,0.9566,0.9566,0.4919,0.223,0.1308
2024-01-12 05:00:00,0.7852,0.7852,0.2472,0.2046,0.1504
2024-01-12 06:00:00,0.8024,0.8024,0.2642,0.2642,0.1746
2024-01-12 07:00:00,0.817,0.817,0.4713,0.2927,0.2578
2024-01-12 08:00:00,0.9955,0.9955,0.2119,0.2514,0.1729
2024-01-12 09:00:00,0.9336,0.9336,0.4012,0.2718,0.2344
2024-01-12 10:00:00,0.8258,0.8258,0.2944,0.1345,0.3169
2024-01-12 11:00:00,0.9402,0.9402,0.236,0.2928,0.1274
2024-01-12 12:00:00,0.765,0.765,0.2599,0.1095,0.1853
2024-01-12 13:00:00,0.75,0.75,0.2154,0.2926,0.3339
2024-01-12 14:00:00,0.8755,0.8755,0.2385,0.1213,0.3291
2024-01-12 15:00:00,0.954,0.954,0.2344,0.2848,0.2225
2024-01-12 16:00:00,0.8226,0.8226,0.4821,0.1646,0.1627
2024-01-12 17:00:00,0.712,0.712,0.3491,0.1256,0.2643
2024-01-12 18:00:00,0.9657,0.9657,0.393,0.2624,0.287
2024-01-12 19:00:00,0.9569,0.9569,0.3871,0.2187,0.3697
2024-01-12 20:00:00,0.8946,0.8946,0.3107,0.1978,0.1016
2024-01-12 21:00:00,0.8073,0.8073,0.4853,0.1367,0.1508
2024-01-12 22:00:00,0.7999,0.7999,0.258,0.1735,0.3891
2024-01-12 23:00:00,0.8006,0.8006,0.364,0.2332,0.1096
2024-01-13 00:00:00,0.8796,0.8796,0.3286,0.2836,0.3559
2024-01-13 01:00:00,0.8528,0.8528,0.4671,0.1329,0.1018
2024-01-13 02:00:00,0.7171,0.7171,0.3284,0.1229,0.2847
2024-01-13 03:00:00,0.9383,0.9383,0.2398,0.2395,0.2068
2024-01-13 04:00:00,0.9336,0.9336,0.3554,0.2284,0.1975
2024-01-13 05:00:00,0.8526,0.8526,0.374,0.2493,0.3434
2024-01-13 06:00:00,0.8742,0.8742,0.3148,0.216,0.1951
2024-01-13 07:00:00,0.8924,0.8924,0.2433,0.2739,0.3854
2024-01-13 08:00:00,0.8919,0.8919,0.4538,0.2664,0.2923
2024-01-13 09:00:00,0.8856,0.8856,0.2662,0.1051,0.3605
2024-01-13 10:00:00,0.7918,0.7918,0.4944,0.2531,0.211
2024-01-13 11:00:00,0.9214,0.9214,0.2202,0.1846,0.2691
2024-01-13 12:00:00,0.9169,0.9169,0.468,0.2795,0.2597
2024-01-13 13:00:00,0.7757,0.7757,0.4475,0.2165,0.3339
2024-01-13 14:00:00,0.7978,0.7978,0.2491,0.117,0.1625
2024-01-13 15:00:00,0.8496,0.8496,0.2858,0.2696,0.3698
2024-01-13 16:00:00,0.7059,0.7059,0.3956,0.1794,0.119
2024-01-13 17:00:00,0.9118,0.9118,0.4369,0.126,0.1438
2024-01-13 18:00:00,0.8963,0.8963,0.4812,0.2423,0.1324
2024-01-13 19:00:00,0.876,0.876,0.4664,0.2346,0.2267
2024-01-13 20:00:00,0.7008,0.7008,0.438,0.1518,0.2771
2024-01-13 21:00:00,0.9285,0.9285,0.2962,0.1176,0.2499
2024-01-13 22:00:00,0.9149,0.9149,0.274,0.2329,0.1526
2024-01-13 23:00:00,0.7177,0.7177,0.4768,0.2571,0.3341
2024-01-14 00:00:00,0.9174,0.9174,0.2938,0.1706,0.1345
2024-01-14 01:00:00,0.8517,0.8517,0.317,0.2427,0.3392
2024-01-14 02:00:00,0.9649,0.9649,0.2992,0.1507,0.1713
2024-01-14 03:00:00,0.7352,0.7352,0.4998,0.2838,0.3543
2024-01-14 04:00:00,0.9965,0.9965,0.3742,0.2754,0.1082
2024-01-14 05:00:00,0.9986,0.9986,0.4755,0.2771,0.3312
2024-01-14 06:00:00,0.9484,0.9484,0.2198,0.2353,0.3731
2024-01-14 07:00:00,0.7123,0.7123,0.2243,0.2889,0.1402
2024-01-14 08:00:00,0.7753,0.7753,0.3543,0.165,0.3167
2024-01-14 09:00:00,0.7257,0.7257,0.3953,0.1859,0.3745
2024-01-14 10:00:00,0.7748,0.7748,0.3054,0.2198,0.1931
2024-01-14 11:00:00,0.8379,0.8379,0.462,0.1546,0.136
2024-01-14 12:00:00,0.7899,0.7899,0.458,0.2155,0.3308
2024-01-14 13:00:00,0.8287,0.8287,0.2585,0.1613,0.1676
2024-01-14 14:00:00,0.8766,0.8766,0.2269,0.2795,0.1253
2024-01-14 15:00:00,0.9388,0.9388,0.4065,0.1788,0.352
2024-01-14 16:00:00,0.8606,0.8606,0.3595,0.2222,0.2387
2024-01-14 17:00:00,0.8671,0.8671,0.4627,0.2866,0.3489
2024-01-14 18:00:00,0.863,0.863,0.221,0.1433,0.3603
2024-01-14 19:00:00,0.9453,0.9453,0.3248,0.1414,0.1905
2024-01-14 20:00:00,0.7052,0.7052,0.4677,0.2771,0.3541
2024-01-14 21:00:00,0.8696,0.8696,0.3261,0.2077,0.1512
2024-01-14 22:00:00,0.8914,0.8914,0.2536,0.2677,0.1504
2024-01-14 23:00:00,0.9438,0.9438,0.2254,0.178,0.2781
2024-01-15 00:00:00,0.7877,0.7877,0.4208,0.1843,0.155
2024-01-15 01:00:00,0.7486,0.7486,0.3536,0.218,0.1292
2024-01-15 02:00:00,0.977,0.977,0.3209,0.2294,0.2695
2024-01-15 03:00:00,0.7398,0.7398,0.2341,0.149,0.3199
2024-01-15 04:00:00,0.9709,0.9709,0.2434,0.1693,0.1324
2024-01-15 05:00:00,0.9227,0.9227,0.2686,0.1608,0.2134
2024-01-15 06:00:00,0.8464,0.8464,0.372,0.1497,0.2768
2024-01-15 07:00:00,0.8544,0.8544,0.3493,0.1058,0.3128
2024-01-15 08:00:00,0.822,0.822,0.3126,0.2919,0.2692
2024-01-15 09:00:00,0.9482,0.9482,0.4291,0.2028,0.26
2024-01-15 10:00:00,0.8463,0.8463,0.3168,0.2917,0.2095
2024-01-15 11:00:00,0.8654,0.8654,0.2927,0.2064,0.3417
2024-01-15 12:00:00,0.7451,0.7451,0.4199,0.211,0.1452
2024-01-15 13:00:00,0.8671,0.8671,0.2821,0.2231,0.1089
2024-01-15 14:00:00,0.8888,0.8888,0.4223,0.2414,0.3973
2024-01-15 15:00:00,0.977,0.977,0.4181,0.112,0.2446
2024-01-15 16:00:00,0.8728,0.8728,0.4877,0.2965,0.3676
2024-01-15 17:00:00,0.8006,0.8006,0.4377,0.1021,0.3449
2024-01-15 18:00:00,0.7843,0.7843,0.3431,0.1466,0.3154
2024-01-15 19:00:00,0.9904,0.9904,0.4236,0.1974,0.2342
2024-01-15 20:00:00,0.9298,0.9298,0.4664,0.1307,0.2334
2024-01-15 21:00:00,0.9052,0.9052,0.2823,0.1033,0.1269
2024-01-15 22:00:00,0.9232,0.9232,0.3359,0.2525,0.2202
2024-01-15 23:00:00,0.917,0.917,0.4306,0.1156,0.2522
2024-01-16 00:00:00,0.795,0.795,0.2757,0.2558,0.1585
2024-01-16 01:00:00,0.7672,0.7672,0.2519,0.2559,0.2715
2024-01-16 02:00:00,0.711,0.711,0.4982,0.1405,0.2593
2024-01-16 03:00:00,0.7705,0.7705,0.3355,0.1849,0.1306
2024-01-16 04:00:00,0.8724,0.8724,0.269,0.1184,0.3335
2024-01-16 05:00:00,0.949,0.949,0.2858,0.2077,0.3667
2024-01-16 06:00:00,0.9013,0.9013,0.2859,0.1034,0.1446
2024-01-16 07:00:00,0.8434,0.8434,0.3852,0.1848,0.1674
2024-01-16 08:00:00,0.899,0.899,0.226,0.2089,0.1374
