Timestamp,p_RegUp_NYISO,loc_RegUp_NYISO,p_RegDown_NYISO,loc_RegDown_NYISO,p_Spin10_NYISO,loc_Spin10_NYISO,p_NSpin10_NYISO,loc_NSpin10_NYISO,p_Res30_NYISO,loc_Res30_NYISO
2023-01-02 09:00:00,12.6869,0.0,28.9854,0.0,30.7536,0.0,28.8036,0.0,9.7877,1.4934
2023-01-02 10:00:00,21.5881,0.0,25.174,0.0,9.037,0.0,6.2997,0.0,27.4265,0.0
2023-01-02 11:00:00,9.4849,0.0,4.2533,0.0,14.7022,0.0,65.0397,0.0,32.4988,0.0
2023-01-02 12:00:00,20.2006,0.0,14.0857,0.0,16.546,0.0,23.3647,0.0,7.0975,0.0
2023-01-02 13:00:00,13.6236,0.0,10.2577,0.0,21.1164,0.0,20.7059,0.0,6.1139,0.0
2023-01-02 14:00:00,10.2849,0.0,11.7934,0.0,15.0435,0.0,5.3643,0.0,3.9773,0.0
2023-01-02 15:00:00,16.4616,0.0,10.9835,0.0,18.0552,0.0,25.3991,0.0,9.2569,0.0
2023-01-02 16:00:00,7.8636,0.0,13.2046,0.5328,6.5805,0.0,16.9953,0.0,17.9265,0.0
2023-01-02 17:00:00,19.5358,0.0,19.9545,0.0,15.2205,0.0,20.6817,0.0,10.1407,0.0
2023-01-02 18:00:00,8.7043,0.0,7.7045,0.0,4.0644,1.5246,10.0822,0.0,18.2064,0.0
2023-01-02 19:00:00,18.5829,0.0,8.957,0.0,17.7489,0.0,12.2648,0.0,16.6941,0.0
2023-01-02 20:00:00,1.9935,0.0,6.4486,0.0,12.6078,0.0,2.081,0.0,4.948,0.0
2023-01-02 21:00:00,22.5479,1.3952,9.8161,0.0,13.7163,0.0,17.001,0.0,6.4519,0.0
2023-01-02 22:00:00,8.8237,0.0,15.0418,0.0,11.8249,0.0,21.6427,0.0,32.127,0.0
2023-01-02 23:00:00,12.2094,0.0,25.2213,0.0,5.6977,0.0,21.1876,0.0,15.109,0.0
2023-01-03 00:00:00,1.2788,0.0,20.3652,0.0,13.9376,0.0,6.2663,0.0,20.2319,0.0
2023-01-03 01:00:00,28.4555,0.0,11.6069,0.0,8.9181,0.0,28.1261,0.0,27.7328,0.0
2023-01-03 02:00:00,26.4706,0.0,23.7344,0.0,29.5246,0.0,35.3289,0.0,16.0863,0.0
2023-01-03 03:00:00,4.8803,0.0,19.1752,0.0,13.6474,0.0,11.0494,0.0,31.6866,0.9662
2023-01-03 04:00:00,20.4081,0.0,29.7835,0.0,21.0419,0.5215,7.653,0.0,6.3331,0.0
2023-01-03 05:00:00,26.8805,0.0,34.4638,0.0,27.2636,0.0,22.7233,0.0,6.4615,0.0
2023-01-03 06:00:00,35.5882,0.0,14.8452,0.0,5.8871,0.0,25.0478,0.0,6.0584,0.0
2023-01-03 07:00:00,39.2336,0.0,23.0665,0.0,32.9974,1.181,2.1864,0.7005,10.2158,0.0
2023-01-03 08:00:00,23.9086,0.0,29.5589,0.0,11.9593,0.0,18.5881,0.0,28.6333,0.0
2023-01-03 09:00:00,14.3836,0.0,7.6686,0.0,9.6679,0.0,16.935,0.0,12.0868,0.0
2023-01-03 10:00:00,14.124,0.0,30.0514,0.0,19.4164,0.0,21.444,0.0,17.9423,0.0
2023-01-03 11:00:00,6.0962,0.0,27.4548,0.0,6.4491,0.0,23.6196,0.0,19.5475,0.0
2023-01-03 12:00:00,7.4288,0.0,11.1578,0.0,24.1547,0.0,32.349,0.0,23.2816,0.1601
2023-01-03 13:00:00,19.3811,0.0,9.5611,0.0,11.9075,0.0,6.7006,0.0,13.9403,0.0
2023-01-03 14:00:00,13.7248,0.0,13.3128,0.0,18.9773,0.0,14.9112,0.0,6.5142,0.0
2023-01-03 15:00:00,16.0378,0.0,3.6042,0.0,11.8355,0.0,14.3356,0.9974,10.483,0.0
2023-01-03 16:00:00,9.6905,0.0,4.5613,0.0,6.631,0.0,11.0381,0.0,6.3562,0.0
2023-01-03 17:00:00,9.0872,0.0,16.3856,0.0,44.7262,0.0,27.6609,0.0,19.5351,0.0
2023-01-03 18:00:00,18.18,0.0,10.6561,0.0,20.3656,0.0,0.0,0.0,12.9609,0.0
2023-01-03 19:00:00,10.3446,0.0,3.4277,0.0,4.3838,0.0,15.4962,0.0,1.3375,0.0
2023-01-03 20:00:00,43.6237,1.4064,12.6602,0.0,30.4847,0.0,20.5778,0.0,10.6,0.0
2023-01-03 21:00:00,7.1853,0.0,16.5765,0.0,13.1124,0.0,17.8375,0.0,21.5943,0.0
2023-01-03 22:00:00,20.3805,0.0,1.8764,0.0,17.2908,0.0,9.2449,0.0,8.8395,0.0
2023-01-03 23:00:00,10.102,0.0,12.4749,0.0,25.4118,0.0,18.9153,0.0,10.9979,0.0
2023-01-04 00:00:00,4.5524,0.0,7.9677,0.0,19.5151,0.0,3.624,0.0,15.646,0.0
2023-01-04 01:00:00,11.6449,0.0,22.1369,0.0,12.1809,0.0,12.97,0.0,15.4082,0.0
2023-01-04 02:00:00,44.3403,0.0,24.8782,1.6251,10.593,0.0,16.9796,0.0,22.2138,0.0
2023-01-04 03:00:00,8.9029,0.0,21.9031,0.0,12.2454,0.0,24.534,0.0,2.4747,0.0
2023-01-04 04:00:00,22.0097,0.0,23.1185,0.0,4.2547,0.0,9.4511,0.0,27.198,0.0
2023-01-04 05:00:00,10.7198,0.0,17.8112,0.0,19.2115,0.0,17.4962,0.0,33.3131,0.0
2023-01-04 06:00:00,25.7452,0.0,18.5207,0.0,2.4001,0.0,26.6111,0.0,15.1835,0.0
2023-01-04 07:00:00,21.2724,0.0,10.2401,0.0,28.7902,0.0,19.245,0.0,39.2827,0.0
2023-01-04 08:00:00,29.3543,0.0,40.2634,0.0,27.3708,0.0,17.083,0.0,9.9831,0.0
2023-01-04 09:00:00,16.5328,0.0,26.7934,0.0,23.6687,0.0,35.0158,0.0,27.5035,0.0
2023-01-04 10:00:00,0.0,0.0,29.5047,0.0,1.4068,0.0,9.776,0.0,5.5428,0.0
2023-01-04 11:00:00,2.2604,0.0,32.3989,0.0,26.5372,0.0,14.7352,0.0,0.0,0.0
2023-01-04 12:00:00,22.1342,0.0,15.0239,0.0,13.6275,0.0,20.8384,0.0,5.0527,0.0
2023-01-04 13:00:00,24.1926,0.0,12.279,0.0,19.9269,0.0,7.6201,0.0,14.1912,0.0
2023-01-04 14:00:00,6.0054,0.0,10.9276,0.0,11.0294,0.0,22.3561,0.0,4.8225,0.0
2023-01-04 15:00:00,6.6183,0.0,4.5768,0.0,10.9289,0.0,60.205,0.0,11.8619,0.0
2023-01-04 16:00:00,8.4225,0.0,4.4018,0.0,6.0252,0.0,0.0,1.6851,9.051,0.0
2023-01-04 17:00:00,17.7703,0.0,3.5675,0.0,0.3673,0.0,16.9195,0.0,14.1728,0.0
2023-01-04 18:00:00,18.4485,0.0,17.5436,0.0,16.2052,0.0,21.2352,0.0,19.2225,0.0
2023-01-04 19:00:00,14.381,0.0,9.7455,0.0,1.8345,0.0,0.0,0.0,6.4593,0.0
2023-01-04 20:00:00,12.0898,0.0,11.9661,0.0,9.1237,0.0,7.9722,0.0,16.7806,0.0
2023-01-04 21:00:00,2.6574,0.9391,17.8195,0.7229,8.5768,0.0,11.1344,0.0,9.2796,0.0
2023-01-04 22:00:00,12.1973,0.0,20.1117,1.9759,24.5157,0.0,11.4079,0.0,15.0095,0.0
2023-01-04 23:00:00,14.4431,0.0,14.4324,0.0,6.7772,0.0,16.4946,0.0,9.6329,0.0
2023-01-05 00:00:00,14.5849,0.0,19.2696,0.0,16.5157,0.0,8.8319,0.0,6.4452,0.0
2023-01-05 01:00:00,33.4861,0.0,16.9579,0.0,1.9573,0.0,14.6058,0.0,44.185,0.0
2023-01-05 02:00:00,27.9773,0.0,12.9299,0.0,12.3355,0.0,7.7282,0.0,6.2183,0.0
2023-01-05 03:00:00,27.5463,0.0,5.8338,0.0,29.4081,0.0,0.9838,0.0,23.9771,0.0
2023-01-05 04:00:00,19.8765,0.0,26.4157,0.0,10.8171,0.0,18.2149,0.0,16.776,0.0
2023-01-05 05:00:00,22.0064,0.0,23.3898,0.0,21.752,0.0,12.9065,0.0,38.8525,0.8126
2023-01-05 06:00:00,24.5085,0.0,23.7909,0.0,1.2741,0.0,17.3412,0.0,9.5523,0.0
2023-01-05 07:00:00,7.9591,0.0,16.4632,0.0,8.6584,0.0,18.7934,0.0,21.2236,0.0
2023-01-05 08:00:00,10.3024,0.0,18.0205,0.0,21.6695,0.0,5.3184,0.0,14.1392,0.0
2023-01-05 09:00:00,27.0637,0.0,18.2407,0.0,34.2812,0.0,26.7029,0.0,37.3281,0.0
2023-01-05 10:00:00,22.8725,0.0,7.6385,0.0,4.7407,0.0,23.544,0.0,6.7523,0.0
2023-01-05 11:00:00,21.9003,0.0,16.3628,0.0,15.6946,0.0,0.0,0.0,27.6409,0.0
2023-01-05 12:00:00,27.0163,0.0,19.0544,0.0,21.4605,0.0,18.4298,0.0,12.3002,0.0
2023-01-05 13:00:00,15.9373,0.0,8.2808,0.0,7.3066,0.0,19.0946,0.0,23.0906,0.0
2023-01-05 14:00:00,10.1094,0.9558,17.1875,0.0,7.6378,0.0,19.9805,0.0,15.3187,0.0
2023-01-05 15:00:00,16.0854,0.0,24.6538,0.0,15.2548,0.0,8.8657,0.0,0.0,0.6698
2023-01-05 16:00:00,9.9342,0.0,18.9387,0.0,1.2255,0.0,0.0596,0.0,16.4706,0.0
2023-01-05 17:00:00,8.5554,0.0,0.9989,0.0,10.7204,0.0,8.4673,0.0,8.7572,0.0
2023-01-05 18:00:00,7.5747,0.0,5.8378,1.2351,4.2738,0.0,20.6778,0.0,13.3553,0.0
2023-01-05 19:00:00,13.9493,0.0,11.6551,0.0,12.9567,0.0,0.0,0.0,18.0412,0.0
2023-01-05 20:00:00,5.3475,0.0,9.5578,0.0,11.7066,0.0,2.5576,0.0,4.5364,0.0
2023-01-05 21:00:00,15.0629,0.0,8.3584,0.0,10.7044,0.0,22.8501,0.0,6.7724,0.0
2023-01-05 22:00:00,7.1187,0.0,18.3268,0.0,4.192,0.0,10.2212,0.0,10.3672,0.0
2023-01-05 23:00:00,3.7935,0.0,13.8318,0.0,15.9511,0.0,16.1608,0.0,5.7316,0.0
2023-01-06 00:00:00,3.6914,0.0,7.4982,0.0,10.8574,0.0,17.345,0.0,16.1995,0.0
2023-01-06 01:00:00,22.8389,0.0,8.5834,0.0,11.0831,0.0,2.6381,0.0,6.8969,0.0
2023-01-06 02:00:00,20.1968,0.0,20.3842,0.0,29.0877,0.0,43.1105,0.5386,19.4112,0.0
2023-01-06 03:00:00,4.7635,0.0,16.5134,0.0,24.2864,0.0,6.7954,0.0,55.192,0.0
2023-01-06 04:00:00,7.7907,0.0,33.508,0.0,15.6231,0.7483,35.4431,0.0,30.2363,0.0
2023-01-06 05:00:00,1.8993,0.0,7.9133,0.4739,21.973,0.0,10.8325,0.0,15.8198,0.0
2023-01-06 06:00:00,29.7575,0.0,10.8659,0.0,21.0039,0.0,21.7309,0.0,1.7859,0.0
2023-01-06 07:00:00,15.388,0.0,26.8093,0.0,28.9458,0.0,24.7413,0.0,16.424,0.0
2023-01-06 08:00:00,25.1295,0.0,24.5398,0.0,11.6818,0.0,7.0588,0.0,33.0341,0.0
2023-01-06 09:00:00,23.7297,0.0,11.9001,0.0,26.4425,0.0,18.7096,0.0,15.5558,0.0
2023-01-06 10:00:00,7.2287,1.7485,21.7251,0.0,43.5839,0.0,23.4924,0.0,32.3484,0.0
2023-01-06 11:00:00,8.6506,0.0,18.5318,0.0,16.3301,0.0,6.4887,1.5968,11.3592,0.1151
2023-01-06 12:00:00,7.2034,0.0,5.1089,0.0,13.1196,0.0,21.4384,0.0,13.3272,0.0
2023-01-06 13:00:00,18.6295,0.0,13.8034,0.0,2.8636,0.0,6.3536,0.0,12.8487,0.0
2023-01-06 14:00:00,13.9205,0.0,17.6399,0.0,9.6167,0.0,4.6088,0.0,8.9082,0.0
2023-01-06 15:00:00,14.03,0.0,12.2526,0.0,2.1634,0.0,4.3668,0.0,4.1756,0.0
2023-01-06 16:00:00,15.1839,0.0,21.6706,0.0,9.6005,0.0,21.9818,0.0,15.3681,0.0
2023-01-06 17:00:00,7.7776,0.0,7.5537,0.0,6.8894,0.0,9.2416,0.0,21.4376,0.0
2023-01-06 18:00:00,14.5533,0.0,9.4145,0.0,10.2473,0.0,12.2421,0.0,0.8424,0.0
2023-01-06 19:00:00,7.8264,0.0,6.8044,0.0,5.6749,0.0,1.0048,0.0,10.7448,0.0
2023-01-06 20:00:00,13.4414,0.0,15.7444,0.0,4.3488,0.0,9.3083,0.0,2.887,0.0
2023-01-06 21:00:00,28.4926,0.0,10.9207,0.0,4.7629,0.0,4.7476,0.0,14.9022,0.0
2023-01-06 22:00:00,8.0408,0.0,5.0498,0.0,24.2908,0.0,9.098,0.0,12.6706,0.0
2023-01-06 23:00:00,9.7356,0.0,4.3766,0.0,19.4245,0.0,0.583,0.0,13.0443,0.0
2023-01-07 00:00:00,9.9478,0.0,21.3628,0.0,22.4935,0.0,12.608,0.0,14.0288,0.0
2023-01-07 01:00:00,58.8779,0.0,66.7417,0.0,42.5518,0.0,11.2867,0.0,20.9818,0.0
2023-01-07 02:00:00,21.6725,0.8605,8.6032,0.0,20.0685,0.0,27.1091,0.0,26.7696,0.0
2023-01-07 03:00:00,24.48,0.0,19.8776,0.0,34.1677,0.0,13.8684,0.0,19.6151,0.0
2023-01-07 04:00:00,26.8229,0.0,18.7955,0.0,23.867,0.0,28.2402,0.0,11.7893,0.0
2023-01-07 05:00:00,26.3405,0.0,25.556,0.0,31.6525,0.0,10.7487,0.0,11.6362,0.0
2023-01-07 06:00:00,14.0868,0.0,25.47,0.0,27.8434,0.0,19.1996,0.0,20.738,0.0
2023-01-07 07:00:00,19.4259,0.0,24.5925,0.0,7.1002,0.0,55.8351,0.0,27.563,0.0
2023-01-07 08:00:00,22.5712,0.0,33.1683,0.0,26.7415,0.0,25.6387,0.0,36.9416,0.0
2023-01-07 09:00:00,20.4051,0.0,16.5752,0.3429,30.2611,0.0,23.7139,0.0,26.213,0.0
2023-01-07 10:00:00,34.1318,0.0,12.6645,0.0,11.541,0.0,0.0,0.0,11.7666,0.0
2023-01-07 11:00:00,15.1539,0.0,21.3646,0.0,5.6571,0.0,23.6737,0.0,11.904,0.0
2023-01-07 12:00:00,19.4901,0.0,20.3434,0.0,10.2098,0.0,14.5726,0.0,15.9359,0.0
2023-01-07 13:00:00,10.4143,0.0,15.8503,0.0,6.0238,0.0,9.5959,0.0,5.5793,0.0
2023-01-07 14:00:00,5.1347,0.0,10.2304,0.0,13.4762,0.0,4.69,0.0,22.615,1.0322
2023-01-07 15:00:00,4.6463,0.0,8.8914,0.0,8.0839,0.0,6.8572,0.0,12.8382,0.0
2023-01-07 16:00:00,7.421,0.0,8.2996,0.0,4.8084,0.0,6.0618,0.0,8.3417,0.0
2023-01-07 17:00:00,10.5257,0.0,9.2165,0.0,17.9339,0.0,13.4261,0.0,1.6363,0.0
2023-01-07 18:00:00,8.9838,0.0,43.741,0.0,14.6748,0.0,0.0367,1.7546,9.0661,0.0
2023-01-07 19:00:00,24.7883,0.0,10.9237,0.0,23.6193,0.0,9.6377,0.0,20.197,1.5489
2023-01-07 20:00:00,9.5915,0.0,17.8144,0.0,15.014,0.0,15.2204,0.0,9.8477,0.0
2023-01-07 21:00:00,16.3254,0.0,17.6277,0.0,8.5188,0.0,6.1062,0.0,14.5527,0.0
2023-01-07 22:00:00,22.833,0.0,6.823,0.0,3.9092,1.5191,34.4439,0.0,4.379,0.0
2023-01-07 23:00:00,16.3823,0.0,19.6889,0.0,15.2237,0.0,9.6176,0.0,12.9822,0.0
2023-01-08 00:00:00,18.3001,0.0,23.2226,1.7273,15.1558,0.0,14.8271,0.0,26.3636,0.0
2023-01-08 01:00:00,17.8557,0.0,26.3637,0.0,4.4643,0.0,55.6537,0.0,24.202,0.0
2023-01-08 02:00:00,16.0792,0.0,28.2299,0.0,26.8509,0.0,12.3362,0.0,22.2384,0.0
2023-01-08 03:00:00,34.6366,0.0,21.0932,0.0,25.2478,0.0,30.4474,0.0,11.0848,0.0
2023-01-08 04:00:00,31.805,0.0,8.9787,0.0,8.8346,0.0,31.8636,0.1865,18.9371,0.0
2023-01-08 05:00:00,10.3702,0.0,26.0341,0.0,35.0342,0.0,13.462,0.0,25.073,0.0
2023-01-08 06:00:00,16.8739,0.0,35.2283,0.0,37.3775,0.465,25.931,0.0,20.6749,0.0
2023-01-08 07:00:00,39.9439,0.0,25.5096,0.0,27.8285,0.0,26.545,0.9349,7.978,0.0
2023-01-08 08:00:00,13.4828,0.0,3.5948,0.0,25.4666,0.0,33.3524,0.0,20.1689,0.0
2023-01-08 09:00:00,24.7734,0.0,22.3849,0.0,24.7599,0.0,17.4156,0.0,20.3085,0.0
2023-01-08 10:00:00,19.655,0.0,19.845,0.0,3.6475,0.0,22.3426,0.0,5.9927,0.0
2023-01-08 11:00:00,20.1108,0.0,13.8834,0.0,4.6769,0.0,21.5809,0.0,7.9984,0.0
2023-01-08 12:00:00,2.2632,0.0,9.5614,0.0,14.1428,0.0,33.2738,0.0,31.1255,0.0
2023-01-08 13:00:00,9.8642,0.0,7.9377,0.0,18.0893,0.0,8.3645,0.0,16.8192,0.0
2023-01-08 14:00:00,9.3421,0.0,16.992,0.0,23.9282,0.0,19.8968,0.0,19.7324,0.0
2023-01-08 15:00:00,23.4821,0.0,19.6674,0.0,4.026,0.0,19.0402,0.0,25.6763,0.0
2023-01-08 16:00:00,3.0525,0.0,30.2727,0.0,20.1927,0.0,4.7846,0.0,16.5903,0.0
2023-01-08 17:00:00,20.1308,0.0,21.1082,0.0,15.3096,0.0,25.2362,0.0,10.3007,0.0
2023-01-08 18:00:00,14.9087,0.0,9.0314,0.0,15.6667,0.0,5.6667,0.0,10.9918,0.0
2023-01-08 19:00:00,15.2527,0.0,21.7673,0.0,9.4548,0.0,13.5349,0.0,20.6081,0.0
2023-01-08 20:00:00,8.3755,0.0,9.0004,0.0,14.2444,0.0,27.6297,0.0,19.8595,0.0
2023-01-08 21:00:00,5.7952,0.0,5.3379,0.0,11.9275,0.0,11.3392,0.0,7.7331,0.0
2023-01-08 22:00:00,26.149,0.0,10.7473,0.0,21.6052,0.0,10.8868,0.0,19.3051,0.0
2023-01-08 23:00:00,4.5628,0.0,2.104,0.0,12.0494,0.0,8.4917,0.0,7.2897,0.0
2023-01-09 00:00:00,24.7,0.0,0.7447,0.0,10.5826,0.0,12.6964,0.0,14.1326,0.0
2023-01-09 01:00:00,22.9233,0.0,7.1852,0.0,11.234,0.0,20.5254,0.0,20.2992,0.0
2023-01-09 02:00:00,22.9656,0.0,22.2142,0.1565,63.6636,0.0,4.327,0.0,22.3259,0.0
2023-01-09 03:00:00,23.2773,0.0,34.8526,0.0,10.9469,0.0,25.6789,0.0,6.6165,0.0
2023-01-09 04:00:00,26.8364,0.0,21.1389,0.0,30.447,0.0,2.2724,0.0,17.3275,1.7432
2023-01-09 05:00:00,11.6872,0.0,11.0407,0.0,30.9059,0.0,32.0128,0.0,30.1946,0.0
2023-01-09 06:00:00,34.8282,0.0,4.7383,0.0,10.2426,0.0,26.8078,0.3956,25.2925,0.0
2023-01-09 07:00:00,23.99,0.0,19.3766,0.0,8.0446,0.0,13.7699,0.0,15.5733,1.4492
2023-01-09 08:00:00,9.8684,0.0,16.2302,0.1572,11.0532,0.0,16.2813,0.8338,24.837,0.0
2023-01-09 09:00:00,21.734,0.0,11.6625,0.0,36.2613,0.0,9.4345,0.0,26.1183,0.0
2023-01-09 10:00:00,6.814,0.0,28.1419,0.0,6.0894,0.0,13.6024,0.0,30.5606,0.0
2023-01-09 11:00:00,10.6673,0.0,11.0781,0.0,20.3511,0.0,11.1781,0.0,22.5046,0.0
2023-01-09 12:00:00,20.3023,0.0,8.7484,0.0,30.4586,0.0,36.1932,0.0,9.7545,0.0
2023-01-09 13:00:00,9.7451,0.0,16.3635,0.0,5.6049,0.0,10.3663,0.0,3.8906,0.0
2023-01-09 14:00:00,3.2302,0.0,7.8955,0.0,10.5985,0.0,5.7439,0.0,5.7849,0.0
2023-01-09 15:00:00,22.1299,0.0,11.5608,0.0,7.435,0.0,30.5741,0.0,21.0518,0.0
2023-01-09 16:00:00,15.9758,0.0,6.8256,0.0,20.0461,0.0,11.6766,0.0,17.5829,0.0
2023-01-09 17:00:00,10.9643,0.0,5.4345,0.0,21.2415,0.0,13.1079,0.0,3.6238,0.0
2023-01-09 18:00:00,12.6875,0.0,48.1754,0.0,14.5934,0.0,7.8553,0.0,19.6064,0.0
2023-01-09 19:00:00,10.548,0.0,5.7597,0.0,9.9971,1.8563,14.3431,1.0537,7.2706,0.0
2023-01-09 20:00:00,15.884,0.0,18.7088,0.0,23.6145,0.0,22.3165,0.0,13.7855,0.0
2023-01-09 21:00:00,21.8931,0.0,7.0219,0.0,26.8329,0.0,30.5253,0.0,22.6401,0.0
2023-01-09 22:00:00,12.7181,0.0,12.7011,0.0,18.8614,0.0,13.8832,0.0,19.9396,1.3248
2023-01-09 23:00:00,4.7817,0.0,12.9197,0.0,5.2169,0.0,19.3325,0.0,15.0373,0.0
2023-01-10 00:00:00,3.7351,0.0,22.0396,0.0,28.784,0.0,13.8987,0.0,36.1327,0.0
2023-01-10 01:00:00,39.1634,0.0,10.4327,0.0,6.3652,0.0,10.9933,0.0,31.4754,0.0
2023-01-10 02:00:00,27.6525,0.0,22.0306,0.0,30.9512,0.0,10.3111,0.0,17.8829,1.3487
2023-01-10 03:00:00,14.4118,0.0,35.6996,0.0,25.932,0.0,16.4603,0.0,52.1605,0.0
2023-01-10 04:00:00,20.85,0.0,16.6928,0.0,24.4948,0.0,32.2247,0.0,31.0094,0.0
2023-01-10 05:00:00,33.9593,0.0,26.3166,0.0,14.2911,0.0,14.397,0.0,19.6754,0.0
2023-01-10 06:00:00,16.6252,0.0,30.5951,0.0,18.1562,0.0,32.8014,0.0,19.2498,0.0
2023-01-10 07:00:00,31.5101,0.0,24.4946,0.0,14.8756,0.0,22.3483,0.0,24.681,0.0
2023-01-10 08:00:00,13.7286,0.0,12.8371,0.0,6.1903,0.0,19.6168,0.0,27.4904,0.0
2023-01-10 09:00:00,9.248,0.0,20.6223,0.0,23.7654,0.0,3.7982,0.0,13.9446,0.0
2023-01-10 10:00:00,29.0887,0.0,11.3037,0.0,23.2312,0.0,23.1526,0.0,7.071,0.0
2023-01-10 11:00:00,36.3947,0.0,15.8928,0.0,5.6458,1.948,12.3352,0.0,9.1234,0.0
2023-01-10 12:00:00,15.8638,0.0,9.7169,0.0,14.5971,0.0,22.6155,0.0,23.9445,0.0
2023-01-10 13:00:00,26.0762,0.0,24.5057,0.0,27.2507,0.0,5.981,0.0,11.556,0.0
2023-01-10 14:00:00,5.9661,0.0,16.3893,0.0,26.1548,0.0,1.3316,0.0,21.5083,0.0
2023-01-10 15:00:00,18.518,0.0,16.5586,0.0,19.6104,0.0,24.1053,0.0,14.7979,0.0
2023-01-10 16:00:00,5.4963,0.751,7.7196,0.0,21.0491,0.0,20.3256,1.653,11.7003,0.0
2023-01-10 17:00:00,26.9435,0.0,10.3846,0.0,9.8635,0.0,11.6006,0.0,17.0129,0.0
2023-01-10 18:00:00,1.315,0.0,2.596,0.0,7.9454,0.0,15.5206,1.4014,13.8785,0.0
2023-01-10 19:00:00,22.3995,0.0,18.677,0.0,13.5721,0.0,8.0616,0.0,19.1716,0.0
2023-01-10 20:00:00,17.476,0.0,20.0332,0.0,9.2557,0.0,4.9624,0.0,18.4878,0.0
2023-01-10 21:00:00,5.8351,0.0,14.0062,0.0,8.273,0.0,15.3848,0.0,31.9889,0.0
