HourOfYear,Reg_MCP,Reg_LOC_Adder,Spin_MCP,Spin_LOC_Adder,10MinNonSync_MCP,10MinNonSync_LOC_Adder,30Min_MCP,30Min_LOC_Adder
29,9.747777259349135,1.408335860096868,14.010244654607314,1.4106254434345387,8.753157394082846,0.9696961861874513,2.9194511674542802,0.46675517663133886
30,16.416320716142394,1.857536093453634,9.752728851389156,1.6698911649441568,8.063681864164856,0.0,6.870033080456436,1.1250264815800703
31,25.47138507993195,3.1705123053246154,0.0,2.4229841494733586,5.714588242359645,1.907120334154796,0.0,1.9429234506226443
32,13.58592116150179,3.1034585654414997,17.59353517516759,1.8693175744451431,12.67294018799391,1.1726602814172122,0.0,2.215598200157049
33,19.769306958005593,1.1545371237991904,27.564534025583335,2.740370713553076,11.997286090259365,0.0,11.519623794298559,1.705024886331157
34,10.85020898297048,0.8921975873599138,0.0,0.0,22.78625398239003,0.4910384832440612,3.642943276009771,0.0
35,13.197175552958537,3.5347340128745937,31.451718843137957,5.686070654534656,12.359552841664755,1.6167527874551582,0.0,0.0
36,0.0,2.621171237026566,10.212584181064523,17.448719458282294,16.487324764422404,0.0,8.088536029906523,1.3164841115171675
37,85.99825076301082,4.231845353310229,33.73592404476856,3.4445173859076883,20.565462333176978,1.2185760918627475,0.0,0.7799084759382046
38,21.915545496465995,3.5658070526886827,30.21090967594293,3.509037417813787,10.443217676257886,1.553008907719951,14.662076013851378,0.0
39,40.76755824840973,4.626939947728036,18.285293807708072,5.273507075401554,70.05004121984314,1.9812713592145943,4.454601573901385,9.296383419328484
40,17.68225427491629,8.880482321504559,35.086503902176865,6.2857592282861905,15.734367046956498,2.331005970936587,0.0,0.0
41,15.595522292000403,1.6871703784672523,38.5887823688786,2.566384557218325,0.0,3.770954958431758,14.431315021101156,2.759921984288911
42,32.150195374910616,0.0,25.11762180297717,5.997235083240981,13.056593920283865,1.553785109074249,15.335429429187835,0.0
43,30.93737643888671,0.0,24.885619449439066,2.4681179302392215,24.05555821688754,3.088374743749477,9.909716450989015,0.0
44,24.74409364409559,3.870552226481807,35.19116377189159,20.907984329718623,5.56507760769154,2.1344709490727265,13.467619106938695,0.3763333065598466
45,10.430442592193085,1.9464270505130157,33.9920295013008,3.818757810641056,10.412713995213169,0.5475538960699395,0.0,1.8554712502527928
46,13.546617755562165,1.5757031351165367,12.544940465437822,2.7188943868262343,0.0,1.8307175376649836,6.231402765059702,0.8114776244692639
47,16.053341854891222,1.9116700186243065,19.974938095832012,2.350838549323273,11.510223003289507,1.6268427181071223,10.516031838927741,1.1390552205588778
48,8.775010428422334,2.5602061646435144,12.053482649406135,2.7735962317337073,4.474718577200773,1.567621321525074,0.0,0.32299702482254883
49,11.053296688487297,0.381839769024278,12.05242008988403,0.0,4.977038644725406,1.0004297453467528,0.0,0.7033212473446556
50,6.455887218983926,1.6021995456349456,4.671342643654846,1.2152415632488252,2.775716533589963,0.6024990752418771,3.4237458701847663,0.2889076887047252
51,6.262839117569726,0.720341114090303,7.8101456865940655,1.2676282176682876,1.971943717374405,0.9289708519773642,5.541350091036057,0.21003176631585857
52,9.323121807203275,1.9415379561680328,10.231448543323513,0.6086560144246213,8.864692679798578,0.6034953668140155,3.783737340911862,0.4665411760532545
53,9.110750266779247,1.513056047414264,9.115021352814399,1.0275855061146142,1.8183043741774176,0.7713799109010994,3.1534240754107365,0.0
54,16.00785710109742,1.4518772328560656,13.315300382199018,2.6901922780574523,7.798392246040638,0.0,2.8657964411490684,0.0
55,14.16628251564099,3.6251853543096972,17.76562543508479,1.97802669125548,11.011762614897814,2.0555392745357817,9.889489173737003,0.9709794516608662
56,8.405695258866265,4.706487847347321,38.906123018986136,2.721951214531678,21.092366692072986,2.25636127694178,0.0,0.0
57,10.33663061460148,5.577948317429056,43.6516847364306,2.25550367306885,16.290697449293226,1.1829081806529214,14.728596188315382,0.0
58,0.0,3.5329804418979194,226.0972221205689,3.039954446685534,9.717979530093118,2.5979194748788363,0.0,0.0
59,23.846966766131555,5.708394321417165,5.436966340840397,2.253106445550646,15.194943488559279,0.0,8.668871947136475,1.6915344174298375
60,4.960825204663078,1.923882712736197,0.0,3.434393698324116,18.79914838295339,1.7772576132622797,0.0,1.0270165114344156
61,17.94699763009493,5.7965308458073395,20.998693799895168,3.4643793557454026,11.973320753553853,0.9288453461515869,7.72107246268502,0.0
62,13.920259216080051,0.6887108721039175,0.0,1.911389152308682,22.940845235748977,1.7264152451787222,0.0,5.944191652642499
63,34.825798248547436,4.967750712589543,35.92724763451399,2.0275161089783533,15.29112362264067,0.858706813012571,0.0,1.78362223062114
64,26.31678745883877,4.122907774796614,20.942475430942743,3.7827705677789765,18.882656713806544,1.8960223095947093,14.921035839928857,2.08285840874763
65,29.695983511864924,3.6386070370843604,27.629815698915674,5.566335254510356,10.448209102184997,1.5062238152029603,10.16267993373939,2.5465586842241676
66,49.17991180993422,4.482738571611296,13.06020140753694,0.0,5.887624534549066,2.473769742071652,11.388707371363335,2.710862614536943
67,16.01804762825345,7.060499059836597,0.0,5.177871972857308,17.84490461701978,0.9190823363253251,11.745355193370925,0.9092378802617035
68,3.5163679543355104,4.349790709783495,17.84097950977974,0.7026310512884447,0.0,3.402687717472331,12.242304371297793,0.0
69,0.0,0.0,37.88085265592813,3.373655399837315,6.379959464794302,3.243457709693874,0.0,1.3078890693452139
70,14.235916691922975,3.019810047845032,20.166821527985878,3.2910019936248784,11.371006693503292,1.0840987588438409,14.110460257226254,0.0
71,20.77898768974739,1.0699745856950933,26.699585322205007,1.572501057247333,7.798105281662373,1.8750902649526706,0.0,0.0
72,11.206672009285048,1.6864054625307723,18.188585874257743,1.4092488252348245,5.788666371650818,1.040646322860081,0.0,4.492123727012196
73,9.908015988157805,3.23721838861181,5.007314991829244,2.106961064660956,10.914868714167168,0.974993858829064,0.0,0.0
74,0.0,0.705118287744665,9.423727328087608,1.6608625619865998,5.990909443504687,0.8039076280290887,3.0704497260089956,0.4703021919542212
75,0.0,1.3717193859699484,12.999608441349789,1.4514008662787719,7.282088825266591,0.13171684446103435,3.2586784354659537,0.4884076362025616
76,3.3193997465073743,1.4068049711161288,14.234658190658807,0.0,10.725688553495269,1.0966205746447784,3.0260540077349876,0.651041380432045
77,11.632229524283533,2.283465790485238,0.0,2.4226038984060914,11.841873070538107,0.4268509457244849,4.6946191268227295,0.0
78,13.718286720897753,1.8326813145017147,7.618677994102232,3.2129827723783873,11.640008464397793,1.0059982021928702,3.0907872184116263,0.0
79,29.98961487252479,2.2065658271743005,11.222492634307256,3.1056903782860905,12.561137842583408,2.446508166350556,5.587871543243958,1.6507578942704877
80,19.30168611186099,3.0510722705459554,26.780975714811614,2.910318381197556,19.013561705941047,0.0,10.686275420303678,0.0
81,24.883587708738368,4.867070706372442,34.09829315609119,3.336841100492435,12.926207329484733,0.7446934091656952,0.0,1.1797741065849419
82,0.0,0.0,0.0,0.0,14.213842331440553,1.405576587160347,14.102855849395045,0.0
83,22.738493809406762,1.4388988577050816,33.14832942997785,1.526599857083247,0.6536865664591683,1.318534110447686,0.0,2.188458817130764
84,10.483501694984529,3.285573961809877,23.45698953807355,2.8369063209264183,8.63857010201235,0.6875551961537149,0.0,8.142709940262922
85,0.0,0.0,30.824694657844006,2.8687507473280784,9.766670070489678,1.820274118166581,0.0,1.2323960034092123
86,6.004463508791246,2.2751701365337245,22.07906181245883,2.965633526583442,15.889599058353067,0.7940065975487637,5.129758483614649,1.199604417111457
87,26.790662076372204,2.4966262863297737,26.137215588212594,3.636229457287051,14.014599768527344,1.1012427638363795,6.153535883938453,0.0
88,7.509126270837443,4.535809890306958,20.785842925271353,2.5236828068156036,17.909382002341445,0.0,0.0,2.453574588340771
89,31.401922044439115,2.6088233804750276,23.8625062515193,6.410132427571098,0.0,1.2973088080422688,13.761779438283357,0.0
90,29.28159971574339,3.6371773518986332,36.435396492718326,0.0,16.791397554435427,1.6260999536663607,8.83678969739343,1.7904254773796286
91,148.98514651254476,4.541181496695855,30.704018417881922,4.111471112861712,9.296479442407335,0.0,14.117966402992208,2.3204704802987726
92,0.0,5.307676304623177,0.0,0.0,10.01586465552181,1.498390916781868,3.2423256802731317,1.6005447875517729
93,0.0,3.6657689680664993,0.0,1.3155433973974848,16.688668456589095,2.033946744343429,2.684033044063114,2.834707598663344
94,19.791127385100875,3.0288952743054267,29.927908311701938,2.8802808311019996,7.955374439650473,1.5926378578800164,3.1806337847159663,0.0
95,15.331145398810044,5.331236413393797,22.92635150365712,2.985370887582374,0.0,0.0,0.0,0.0
96,6.13827694425917,1.8372781865141774,7.403498920003787,0.8647264445166326,7.718981476956177,1.1561607697204024,0.0,0.4180576272004816
97,11.960056361015715,2.029619909324283,21.5622841526462,0.0,6.05119810434428,1.2127923457645493,0.0,0.5448263328050676
98,10.805512413780864,1.3680564911579167,7.056623774284877,1.7822664922861966,2.7323792048785993,0.0,0.0,0.5774278352640149
99,7.262468855491911,1.4516004673792637,9.317585054807108,1.5743265502611004,3.1359805491898887,0.0,0.0,0.9670802346311634
100,0.0,1.5404494087671712,37.535549478085514,0.6417994119006202,7.1293586876293285,0.7374030576338289,2.1406281414583126,0.5835306107472875
101,9.881538364111185,1.405636801611309,14.802554875163912,0.0,13.024358898977656,0.274832726539929,0.0,0.5978361130136848
102,12.554213658275826,1.2156420842302051,20.82901878372337,0.0,10.906158138854051,1.4781963804677765,3.528083638237956,1.6074058731744807
103,0.0,3.689927993519817,15.201749751743773,2.4870061817780442,15.502859809742528,0.0,13.198418940246619,1.4092616218737395
104,8.128633968274363,4.911630303239933,21.324149022971078,3.5874515252597665,14.929701280968013,1.142053790262773,0.0,0.0
105,30.738918544992064,2.2341203148168898,34.63707279819707,3.4277171506289665,11.79626311917755,0.8465612962881512,0.0,2.096894315952387
106,34.11417720826663,1.8601371727999174,28.868570596907485,3.6168528826002517,0.0,2.336125144522802,4.006700567212405,0.0
107,30.033702146687943,2.2647907884351572,20.68194644507533,3.8986583489206175,19.272988810833013,1.0735499720887345,16.72091098019655,0.0
108,0.0,3.273292630298931,31.124936740412867,0.0,19.104685832992242,0.7594310966994946,0.0,1.431293310309375
109,23.64968931444461,3.1565197499924604,13.286403571458841,18.106547715613715,8.679447275198712,0.0,0.0,1.2076591379241588
110,8.80862907587867,3.3525463269002582,27.26024323819278,1.6515489470411946,10.326409167990857,1.2062572302046382,12.000362376588336,0.0
111,26.73319819887852,3.6926689266489765,22.211867779503354,4.411846342566226,19.322681303144794,2.598400076219116,0.0,1.5055805390484538
112,20.037755167306944,2.710526748060565,32.77537936509666,1.6552332044034073,15.819732577647997,0.0,10.673194752648273,2.3077152163651973
113,19.551237356214248,18.874437476167508,28.703664191351727,1.7599895726949184,13.057335391598226,2.647243897824156,14.755894846311277,3.329191100349655
114,0.0,7.530143538419892,50.04322791163766,2.0889088982543487,33.34895724434738,0.49639139380376507,16.7243324329984,10.72962373745572
115,14.785676341451568,2.9145043477421355,15.558890062120536,3.4860478464783333,23.563439754131537,1.8251987922301627,13.113577835270105,3.25768374913723
116,35.28762229776321,0.0,17.143551791719336,0.0,8.310243826168637,1.368200309154076,14.673642927878431,0.6896326165483969
117,28.622949408825782,6.242239059306856,21.959582946685245,2.339251293945408,8.03249798367402,2.015596831241341,12.771470859623317,1.6346190701873524
118,18.252051373840583,2.852801962166871,32.034703173258414,3.2636874505256306,7.464146926809239,1.055708151810591,12.373340445444157,5.7675859409389165
119,20.193202401146266,1.2531248762130591,24.64300457392302,2.5437840691545692,9.535553994622097,1.3083724612847172,8.877723562442853,1.53740578901276
120,10.750563672207292,0.0,0.0,2.5546029916966444,6.028673327737395,1.3576308045415715,0.0,0.8587352003106142
121,3.5594803390284073,0.0,8.960872578467507,1.148220822703555,5.933863196367811,1.0198398184210347,0.0,0.4742885165910302
122,8.858048685145896,0.5959976393411853,13.684262245972414,0.0,0.0,0.0,0.0,0.2715246067931005
123,9.0670766497579,0.0,12.934540728579782,1.161571921814751,3.3040372610504414,0.5692114189687268,4.099548563642068,0.1967964464768793
124,8.73438948208983,1.5780393900210818,3.0708341171337943,4.367984468321705,3.2822489266283075,0.8988158108925265,3.1578054932653643,0.6262674514682397
125,10.866579587714654,0.5045582957928006,0.0,3.087488707005644,2.9473934976196015,0.30354133762719815,2.4758983271915334,0.7408704508935123
126,10.309349563404849,0.6327836085231703,23.525981543618858,10.509893079078017,8.229545546106005,0.2051871859952744,0.0,0.9597985377158901
127,0.0,0.8646342138493656,24.112699718420043,0.8229735700767724,7.340386572762013,0.009037152465936487,6.992814026410347,0.9486923269652123
128,18.976373550164332,0.0,19.14326377542695,2.5807255455969935,15.323952288290762,0.48215466798524326,7.385247032233027,1.3508211891893256
129,14.543231902677888,0.0,19.849231085488295,0.0,12.461479161818934,1.146754912657878,8.893587749762466,1.8141439816805762
130,11.494442489806397,3.9240668842976207,23.453556183847226,0.0,12.403489684378858,0.40416584976043385,6.158632285272689,0.841694484661658
131,20.40714678984286,1.830671099011016,12.884825800501483,17.122951286462808,10.077038522336064,1.1963940539628029,0.0,0.7115347597866116
132,4.7568537793617605,2.3623320638957246,13.614966701831152,3.527883702342333,11.397868803585466,0.7674343250570496,6.943648218057263,0.6444380974955622
133,14.137599685062332,2.7025662029123816,20.232054905291466,0.965528814603447,14.09582846104153,0.9771477058063477,4.881105644665854,0.644980232921271
134,12.024570487977554,3.1624332969737363,16.9952824614816,1.4645423023616229,14.59041058280139,0.0,0.0,0.0
135,24.26996556631432,0.41179773961402677,11.306795854473311,2.731012943417882,4.234659055327958,1.1907016022543042,3.429557395156066,0.0
136,16.564091427161248,2.291651955637706,13.8958061345471,2.8546203596234343,3.223240629124702,1.3710134550551023,3.9849446915537445,0.34745454089622907
137,14.482430192132643,1.6554397633381233,27.23088334759649,2.6521172931959303,36.76718512223566,5.175997118824305,0.0,1.2331985681311872
138,11.758395919559007,3.069524059901647,19.670912494310887,3.079917551244185,15.345547055171556,1.139685413320164,0.0,2.28261986385399
139,16.540717967119992,0.0,11.345839944629898,1.6540246208366904,14.773344624989539,1.5753608725393704,0.0,0.0
140,0.0,1.5275373462037842,4.688467622000195,4.200496438245941,1.24792032768554,1.0845773596964678,13.262920067291116,1.2399652105176355
141,12.221921815955616,1.1491528919798424,19.358923091345957,2.6716616685383685,12.416753276177063,0.943473390894366,3.36902502384845,1.1544211310371453
142,9.325713909209732,3.394564080559993,7.820791157995534,2.440019677561484,6.314461366077109,0.8293441976359477,4.757317619477253,1.4595964745581582
143,13.453868490068462,2.828408578559368,15.630576322578994,1.8218878649199999,6.635439516305365,1.3594644011893968,3.139740333826846,0.783140541953785
144,9.058615024472894,1.9699477464680892,13.04031502626952,2.057865326506394,0.8929978326911642,0.08980983336412907,17.202357022937967,0.6894688881559177
145,5.985679058662522,1.2360880556200016,4.697135200319789,1.649488121606013,2.7500467716988175,0.6145828949148795,0.0,0.414896666753765
146,5.613793269816679,0.47155950849048006,9.146487474181331,0.9798141023478004,4.046377844000247,0.49708384301768643,2.112643539063818,0.0
147,2.2659113836036378,0.0,6.428063167364123,3.4610762180729506,4.1042671945047875,0.7332491012046749,0.0,0.0
148,2.2158171889914295,1.3625147024513447,3.722803853059457,0.0,3.2080708413220522,0.5471291753446885,0.5419095048969663,0.18126585261343092
149,4.623602429774952,0.0,6.966936279239781,0.0,4.53032592250101,3.502663718385506,0.0,0.6534849904259429
150,12.459730959647326,1.0113854484252587,9.451272303613303,1.0041831183882586,9.474759966217055,0.5454220061550853,0.0,0.7844168917793777
151,6.2055578264401685,2.1207614610128878,16.922595007447327,2.586369496209464,9.398045195941474,1.064486750630696,0.0,1.4018272654957011
152,68.18610280616986,1.9738452439447087,93.01850908521133,2.135587215702462,4.807754275793591,1.1556787055693496,0.0,0.0
153,21.3705106699325,2.993256620402603,21.10703729126942,9.335018941760307,0.12090709286532766,1.4970973233347087,8.212689940769524,1.0213856703350221
154,12.04631633651048,1.8479418029970638,0.0,0.8795018885123443,4.786131720744225,1.503481890646181,0.0,1.3752677251754368
155,17.805078698870947,0.0,28.552693101666122,2.774421481001952,9.591982528372005,0.7694364787713825,4.023587478070639,0.40246110083528214
156,14.8434827391446,2.3238481983219033,19.342702391005954,7.5022598318870415,7.605939116121933,1.3851804761650284,1.6204029197338397,1.0895749117817282
157,17.7416419823982,1.5496298037458907,0.0,1.203605145281007,10.966988914445881,0.9329951335021022,5.792848054378026,0.0
158,9.239825382237843,2.4105594712897562,11.945665769773502,2.6064431982644636,8.471485668987786,0.7568825013748954,7.427796920508187,1.4140858351504229
159,4.539764082663062,1.1037276432486562,22.245835888007594,10.833214368577808,0.0,0.8397797955656375,0.0,0.0
160,0.0,1.6112919126421263,13.374216702139968,2.391525848070693,12.263410446156621,1.0685924336440207,0.0,1.3651850743432918
161,22.135504318644717,3.401066860180457,20.598103210029954,3.0990933543757,4.175058647496557,2.2141721355032926,10.885496429233513,0.3404988659108169
162,18.259119521013428,4.719171010245946,0.0,1.812099755576801,13.962442896308863,2.063251005787079,13.683314774245714,1.5989213898790988
163,19.69292731936247,3.445422104769312,17.103368023830036,1.6560897572074467,0.0,0.8325441752273063,0.0,0.8148854009009201
164,10.639765197102609,1.5176826722861199,15.206452524517829,2.7956410635843283,9.915207119484178,0.9716685407332631,10.533462358504591,0.0
165,5.3683102483896254,0.8696339372508634,44.28616955197973,2.7576253839328824,10.998109532231448,0.534821834172499,2.9625844571280155,1.4502113627887216
166,12.184104134494635,2.7063889822830074,20.202410311499396,2.194987493352533,7.010926379909436,0.7082237803680282,4.238805748472895,0.0
167,6.512270646565853,1.701717588758335,4.11291040960772,1.7254256852043803,4.066602693311621,1.0305605005742642,6.8542184668745545,1.3800875112101343
168,7.331979575627123,1.2689941740346211,9.048506163744756,1.4561505875015153,4.022472666746698,0.7849555206243478,3.9038676389781806,0.6212097991450767
169,18.23980149065134,1.2562102636000192,6.762918762568547,1.417859042420182,6.057938874179839,0.6088224512099075,0.0,1.4736841161932108
170,4.667233090199322,1.7666168030107674,6.46301033268699,1.7231277091532744,7.005879677683301,0.9432473206733784,3.396300310880126,0.47630147159761993
171,2.894772525981296,5.399543646738533,56.68769568456133,1.709633487010187,3.2558768428279037,0.7359171222255411,0.0,0.7218533981069845
172,4.301343188892158,0.1290237155638626,11.335812659224349,1.8342542779206652,9.590641569484617,0.9316671786778348,2.640417757226505,0.0
173,5.368114595648378,1.511479035521087,8.703891907420612,1.611232808641106,7.63110783760078,0.6432527731848561,0.0,0.3100706858819591
174,12.272842529088386,3.3249946708856912,10.091459095632914,0.921573318081747,0.0,1.4479812173935935,0.0,0.0
175,19.39894662527139,3.990459014536161,31.37280691852438,2.4015699215373796,4.482009031158863,0.8482240918212958,9.925684466491429,0.8872192987308872
176,0.0,2.0389193944895774,31.154598173065263,4.7037894351424985,14.470008262814929,1.5453101659942319,11.914608102542779,0.0
177,26.348354746309433,2.4404311153096234,36.945405770838406,3.7836768188703584,23.199917014131895,0.0,12.407353886618933,0.0
178,23.413855866655595,0.0,14.889415346048157,1.5378576254568659,1.6104336358813478,1.3218108533912991,15.250796064461985,0.0
179,24.778200843351954,0.0,0.0,3.107395607138102,15.582032875154272,1.8166990361407174,13.005774282177807,1.2994325346039737
180,18.135397390682463,2.9896015561750944,28.531051056347327,1.399560772668209,7.005862568612067,2.077294053849079,7.731669313175996,0.0
181,1.0134269561722014,3.4833911892428047,43.93410565819473,3.4587340917812477,9.924657850895375,1.8680400685423664,6.993234540234832,1.8552663294115765
182,13.861167083178916,3.099681084965514,34.48698736851052,2.1169188738223523,17.702357350975056,1.4171003499880548,0.8820945875794636,2.471049857758941
183,18.79341107458374,2.658031743885576,16.943839673488764,3.0414783537938486,8.220991288555814,1.7703595306126039,0.0,1.4254484071063722
184,28.04779772513328,3.2858522265517935,34.884014877005875,2.661215167835925,15.639959219828796,1.6388940758730162,69.84449963864769,0.0
185,26.878444337411068,3.9771042370012686,42.148701066721934,4.762500057136219,16.662606614565682,1.1315599867954824,10.39842802033692,1.6789237171715394
186,33.46765399326945,6.7497217131336456,40.48286459629447,5.1400320998822,27.453249100133707,0.16609195026772583,13.628648680486707,0.0
187,44.05461020411825,1.9755661403284586,47.194896773303206,2.3684350370111233,13.703970184662106,1.784921764433761,38.88294895700136,1.782923131913273
188,18.65496300822914,1.8211708521450969,35.28032611269606,6.506672087402169,15.198762195432538,1.491950049539124,11.27671078725582,1.6689097641534056
189,23.728027061171815,1.5578108565256643,10.828132813279929,1.7060084049415485,14.11885990269827,1.471778225512116,13.150955875328341,1.5563843136605833
190,0.0,1.1742357044448846,23.836825346886364,2.507820401181464,10.628726920160952,1.0451615650011123,8.285715129038666,0.9000361984360667
191,0.0,0.30025598307557616,0.0,3.3747492841799787,9.492747512392281,0.7767184651514945,5.335276576078166,1.1197401564302278
192,17.57308678766819,1.6980438268214646,18.954757056639746,1.1980241606292097,9.576772312785598,0.7945082541377856,0.9279318071160768,0.0
193,11.908400765242902,1.341582854870526,0.0,0.8510586213110914,0.0,0.7038730299422217,0.0,0.6113903366225069
194,8.365655289749029,0.8068992058124935,15.882857815954027,0.6467004679057612,3.3577677263308687,0.6681018049942304,3.269849221767553,0.9307321358871127
195,9.792743961807435,1.6235878736123963,7.212199215738321,0.0,5.470662144862989,0.696431066148406,5.21089218907463,0.0
196,7.443543338131536,1.1816777282744362,14.526836937492318,0.5640325957334337,0.0,1.1050469943321393,1.7646557238535898,0.0
197,0.0,0.0,15.222588328613918,1.517066806932441,6.201069545596971,1.0899259047167242,7.956769651903703,0.49909887980321627
198,22.14030646301416,2.83772880361889,22.50414458937828,1.3866376274913075,10.073891907513365,5.106451470453929,0.0,0.2394378158251876
199,22.06828771033458,2.0393495110754074,21.992274681918364,0.5439342759093091,11.510792054964778,1.2620685283910948,7.288408660236066,0.0
200,14.873313218111777,3.1648351217953796,14.92107462250653,5.040514900760281,11.976619798262645,1.5546723198703696,4.491126408225789,2.9356871500240067
201,16.34912914325989,4.714552812814399,33.541536858546785,0.0,11.614859499600406,3.1456966297339384,9.657125430022766,1.327690298991251
202,20.35076675512555,5.15825005147601,13.661450291198184,4.456453349532721,9.504834821656193,0.08250585866112584,10.809009123922918,0.0
203,23.270311292425003,3.451952559923656,24.34209855709613,3.11718675927074,8.487320071870633,0.0,12.188669763303695,1.665782444188887
204,7.275065400892335,3.818048588105037,18.399343065949925,3.7966915383468463,15.405470489794673,1.5263270508501192,13.030583833221264,0.0
205,17.06779140868318,0.0,28.426664764018913,4.15922184628771,9.602750505926714,0.0,8.002396440188111,1.4091840527178665
206,10.312688886887425,0.0,26.452519307066407,0.0,15.694393330594785,1.4368368239705043,10.260229403523207,1.758835121030432
207,31.75754639139505,4.232564107585667,22.904220232405404,1.929935025722539,7.642363865273093,2.544991707991101,14.37454613682744,1.7145390988945257
208,27.157378719419683,0.0,40.88597427116615,4.008187904427547,10.835371883462864,2.546814860536067,8.747170807610107,2.2129808181672943
209,14.207251823240702,1.253920754863937,36.792338780891946,6.23616399104463,22.17072749630467,0.5639611427119537,7.491757788409053,0.0
210,45.33032596286916,7.8068388879579755,19.517493640247352,27.212546702411192,20.015694558332097,1.4759807698818401,16.222343209970628,1.6659362891777034
211,23.197007544130027,3.2266974787192937,23.14916638512414,0.0,2.529196571488956,1.9295917841192363,2.0301693256135853,2.2185001575955536
212,33.790708989932675,3.429344703410981,29.368111953840664,3.955326598069287,20.527910701120625,1.9083912575888549,12.063737818481064,2.6475320840802645
213,9.242268515628352,2.8156106896377633,38.20415244099164,3.798530093441659,9.820187579373448,1.7620815395991734,16.770195916387795,0.943568844257528
214,17.41394042172387,0.9953053269472293,16.6956377334376,11.131708197171235,12.247567725296278,1.9028744368744555,4.424777242151803,2.059794661867666
215,13.727146264529408,0.0,24.911897844857204,3.202970410029733,8.28924570350657,0.0,5.7726119081933245,0.7593377527025829
216,7.962239500156287,2.3412843886881665,9.800935838932578,3.3453595283076907,7.303614194581002,1.5386910177341375,7.2536755757502895,0.0
217,6.971264950407369,2.724977542821177,12.046224535257375,1.1271139467436055,4.770275966958518,1.0881578736499957,5.998605968744374,0.007320119872830184
