Timestamp,winning_rate_RegU_SPP,winning_rate_RegD_SPP,winning_rate_Spin_SPP,winning_rate_Sup_SPP,winning_rate_RamU_SPP,winning_rate_RamD_SPP,winning_rate_UncU_SPP
2023-01-03 01:00:00,0.6109,0.5964,0.6528,0.8049,0.6552,0.6037,0.8402
2023-01-03 02:00:00,0.7432,0.7127,0.7362,0.7946,0.7147,0.7611,0.7619
2023-01-03 03:00:00,0.8233,0.7628,0.8055,0.6665,0.8682,0.614,0.6663
2023-01-03 04:00:00,0.7411,0.6073,0.765,0.7316,0.5782,0.6466,0.5521
2023-01-03 05:00:00,0.7293,0.7241,0.6385,0.7318,0.7733,0.6341,0.6892
2023-01-03 06:00:00,0.7448,0.7168,0.8215,0.8447,0.5294,0.6511,0.7872
2023-01-03 07:00:00,0.697,0.6,0.7409,0.7926,0.7536,0.8279,0.7158
2023-01-03 08:00:00,0.6966,0.9108,0.7057,0.6787,0.8261,0.745,0.6741
2023-01-03 09:00:00,0.7262,0.8618,0.783,0.7738,0.909,0.6667,0.5535
2023-01-03 10:00:00,0.6623,0.7533,0.7397,0.7281,0.7697,0.8031,0.7693
2023-01-03 11:00:00,0.7822,0.829,0.7102,0.6816,0.7273,0.609,0.8288
2023-01-03 12:00:00,0.7417,0.6821,0.69,0.7628,0.6051,0.752,0.6175
2023-01-03 13:00:00,0.708,0.7546,0.7554,0.6722,0.8321,0.5947,0.5977
2023-01-03 14:00:00,0.8266,0.7879,0.7203,0.7101,0.6078,0.8383,0.7825
2023-01-03 15:00:00,0.7724,0.904,0.7566,0.5903,0.9854,0.8154,0.6751
2023-01-03 16:00:00,0.6616,0.6509,0.6413,0.7533,0.6511,0.7078,0.5836
2023-01-03 17:00:00,0.6947,0.7423,0.7009,0.6425,0.7975,0.7545,0.7843
2023-01-03 18:00:00,0.6325,0.7376,0.5412,0.7134,0.5171,0.5804,0.813
2023-01-03 19:00:00,0.533,0.8877,0.7175,0.7514,0.8345,0.7648,0.6661
2023-01-03 20:00:00,0.7736,0.662,0.6508,0.7393,0.7127,0.6217,0.9548
2023-01-03 21:00:00,0.8369,0.5807,0.5746,0.6906,0.6481,0.8083,0.8049
2023-01-03 22:00:00,0.8612,0.7751,0.7035,0.6828,0.7388,0.6308,0.7257
2023-01-03 23:00:00,0.8842,0.6171,0.9791,0.6986,0.8255,0.7043,0.6873
2023-01-04 00:00:00,0.6867,0.6167,0.6304,0.5888,0.7422,0.869,0.7653
2023-01-04 01:00:00,0.663,0.6953,0.7324,0.6603,0.4732,0.4928,0.5971
2023-01-04 02:00:00,0.7905,0.6466,0.7547,0.5664,0.6557,0.5673,0.6472
2023-01-04 03:00:00,0.8497,0.6265,0.6624,0.7578,0.8285,0.8147,0.5752
2023-01-04 04:00:00,0.6906,0.7534,0.7685,0.5327,0.7365,0.7365,0.8815
2023-01-04 05:00:00,0.5653,0.567,0.7385,0.874,0.703,0.9405,0.7163
2023-01-04 06:00:00,0.742,0.5834,0.6615,0.6923,0.8193,0.718,0.5938
2023-01-04 07:00:00,0.7477,0.7196,0.8426,0.5307,0.5952,0.6854,0.8487
2023-01-04 08:00:00,0.7786,0.6037,0.4963,0.6367,0.7766,0.6474,0.798
2023-01-04 09:00:00,0.6661,0.7109,0.6652,0.7461,0.6583,0.6989,0.7537
2023-01-04 10:00:00,0.7067,0.585,0.6803,0.7812,0.6958,0.6573,0.7786
2023-01-04 11:00:00,0.7778,0.6345,0.8424,0.503,0.6771,0.6715,0.7421
2023-01-04 12:00:00,0.6393,0.7797,0.7167,0.817,0.5874,0.7607,0.6824
2023-01-04 13:00:00,0.7469,0.835,0.6793,0.6742,0.8316,0.8137,0.4255
2023-01-04 14:00:00,0.6914,0.6256,0.7522,0.6161,0.8196,0.8442,0.4601
2023-01-04 15:00:00,0.8865,0.5856,0.6637,0.8468,0.6881,0.5693,0.6611
2023-01-04 16:00:00,0.9733,0.7442,0.8095,0.991,0.8817,0.7237,0.8608
2023-01-04 17:00:00,0.7598,0.6131,0.7207,0.715,0.5512,0.9076,0.5797
2023-01-04 18:00:00,0.5391,0.6939,0.7002,0.6988,0.6914,0.6792,0.737
2023-01-04 19:00:00,0.7835,0.7083,0.7281,0.7223,0.6508,0.6806,0.7503
2023-01-04 20:00:00,1.0,0.8479,0.789,0.9017,1.0,0.8955,0.7775
2023-01-04 21:00:00,0.7917,0.8141,0.8622,0.5901,0.6449,0.6427,0.5256
2023-01-04 22:00:00,0.5719,0.6196,0.7076,0.7865,0.637,0.8033,0.6108
2023-01-04 23:00:00,0.6047,0.7633,0.5952,0.8005,0.7531,0.5616,0.9606
2023-01-05 00:00:00,0.8947,0.933,0.7368,0.6923,0.5204,0.7978,0.7603
2023-01-05 01:00:00,0.8331,0.6621,0.6773,0.7479,0.731,0.8694,0.6388
2023-01-05 02:00:00,0.7927,0.7213,0.8203,0.6499,0.8681,0.7419,0.6788
2023-01-05 03:00:00,0.7019,0.5323,0.6152,0.7314,0.7124,0.6342,0.6322
2023-01-05 04:00:00,0.5572,0.7393,0.6297,0.6868,0.7102,0.827,0.6631
2023-01-05 05:00:00,0.6601,0.6668,0.7697,0.7122,0.8453,0.7046,0.745
2023-01-05 06:00:00,0.8092,0.7446,0.6914,0.8592,0.6695,0.8297,0.7197
2023-01-05 07:00:00,0.6905,0.486,0.734,0.6468,0.747,0.82,0.874
2023-01-05 08:00:00,0.7019,0.6146,0.6996,0.6247,0.6413,0.8002,0.6075
2023-01-05 09:00:00,0.7116,0.4937,0.5656,0.7119,0.6774,0.7535,0.5102
2023-01-05 10:00:00,0.7691,0.6516,0.5649,0.7576,0.663,0.7237,0.6532
2023-01-05 11:00:00,0.6075,0.6269,0.8179,0.6701,0.5549,0.7828,0.7312
2023-01-05 12:00:00,0.7935,0.6875,0.6772,0.7601,0.7378,0.5075,0.7482
2023-01-05 13:00:00,0.7168,0.6059,0.6285,0.5652,0.6594,0.8819,0.6624
2023-01-05 14:00:00,0.9556,0.8987,0.9541,0.9808,0.9444,0.8126,0.943
2023-01-05 15:00:00,0.7329,0.9451,0.7318,0.9326,0.6344,0.6003,0.806
2023-01-05 16:00:00,0.5408,0.6108,0.533,0.5487,0.8179,0.7502,0.6764
2023-01-05 17:00:00,0.7897,0.524,0.7337,0.8487,0.6787,0.666,0.6819
2023-01-05 18:00:00,0.7216,0.9727,0.784,0.6368,0.7124,0.822,0.9233
2023-01-05 19:00:00,0.7961,0.7963,0.846,0.7387,0.5654,0.7496,0.5956
2023-01-05 20:00:00,0.7777,0.6961,0.7637,0.8164,0.6129,0.6479,0.6227
2023-01-05 21:00:00,0.9736,0.8646,0.8359,0.7309,0.7998,0.9157,0.8423
2023-01-05 22:00:00,0.649,0.8093,0.6408,0.8224,0.6518,0.583,0.6549
2023-01-05 23:00:00,0.6023,0.6377,0.8592,0.8521,0.6046,0.7123,0.7593
2023-01-06 00:00:00,0.6892,0.6918,0.6416,0.9215,0.6293,0.9109,0.6799
2023-01-06 01:00:00,0.7061,0.6785,0.6359,0.6252,0.8571,0.7325,0.7319
2023-01-06 02:00:00,0.6502,0.7412,0.9773,0.6224,0.6441,0.7033,0.5429
2023-01-06 03:00:00,0.9617,0.6461,0.7157,0.7938,0.768,0.7337,0.5369
2023-01-06 04:00:00,0.741,0.6935,0.7923,0.6749,0.7237,0.8404,0.7665
2023-01-06 05:00:00,0.6341,0.5703,0.6641,0.7647,0.7192,0.8883,0.6974
2023-01-06 06:00:00,0.7106,0.5473,0.6677,0.7525,0.5844,0.6743,0.5802
2023-01-06 07:00:00,0.5899,0.8631,0.5658,0.7985,0.6941,0.8066,0.7905
2023-01-06 08:00:00,0.7695,0.8147,0.6386,0.6919,0.6821,0.5682,0.6547
2023-01-06 09:00:00,0.7655,0.7929,0.6977,0.7728,0.6706,0.657,0.8584
2023-01-06 10:00:00,0.6697,0.7598,0.7788,0.6992,0.7301,0.8151,0.6133
2023-01-06 11:00:00,0.6761,0.7038,0.7687,0.4698,0.6639,0.6452,0.6728
2023-01-06 12:00:00,0.7921,0.5728,0.7001,0.6,0.6364,0.7906,0.6009
2023-01-06 13:00:00,0.6061,0.7392,0.7263,0.5764,0.6285,0.7066,0.8115
2023-01-06 14:00:00,0.7361,0.6918,0.6397,0.8077,0.6255,0.6457,0.605
2023-01-06 15:00:00,0.8878,0.7026,0.85,0.7834,0.6212,0.8285,0.8592
2023-01-06 16:00:00,1.0,0.829,0.889,0.9725,0.7787,0.7848,1.0
2023-01-06 17:00:00,0.8843,0.8409,0.7846,0.8723,1.0,1.0,1.0
2023-01-06 18:00:00,0.7757,0.772,0.6766,0.7839,0.7974,0.5808,0.6377
2023-01-06 19:00:00,0.8793,0.8843,0.8789,0.9776,0.9264,0.7944,0.9475
2023-01-06 20:00:00,0.5038,0.6148,0.9588,0.5901,0.8085,0.5436,0.7208
2023-01-06 21:00:00,0.8462,0.77,0.6063,0.6588,0.724,0.7851,0.5506
2023-01-06 22:00:00,1.0,0.851,0.9609,0.8771,0.8771,0.9436,0.9727
2023-01-06 23:00:00,0.589,0.8561,0.6184,0.7048,0.6278,0.6061,0.6316
2023-01-07 00:00:00,0.7715,0.7416,0.6441,0.5851,0.7804,0.6982,0.6303
2023-01-07 01:00:00,0.7845,0.5092,0.7469,0.7688,0.678,0.8087,0.7649
2023-01-07 02:00:00,0.6639,0.7747,0.8467,0.6184,0.6551,0.8353,0.6943
2023-01-07 03:00:00,0.7373,0.5509,0.6184,0.7242,0.6043,0.7635,0.7831
2023-01-07 04:00:00,0.5913,0.6645,0.729,0.6901,0.6505,0.6717,0.7579
2023-01-07 05:00:00,0.5187,0.7309,0.8112,0.8561,0.7526,0.7463,0.6395
2023-01-07 06:00:00,0.5736,0.8614,0.8558,0.55,0.7626,0.6984,0.7182
2023-01-07 07:00:00,0.7646,0.7373,0.8322,0.5432,0.7018,0.629,0.5428
2023-01-07 08:00:00,0.625,0.6879,0.7869,0.5576,0.5323,0.9108,0.6515
2023-01-07 09:00:00,0.7642,0.7348,0.567,0.6802,0.8254,0.6036,0.8034
2023-01-07 10:00:00,0.7675,0.7234,0.6246,0.6352,0.7975,0.6843,0.6977
2023-01-07 11:00:00,0.5868,0.743,0.5304,0.8523,0.6998,0.7235,0.6724
2023-01-07 12:00:00,0.748,0.6605,0.848,0.6282,0.587,0.6499,0.7612
2023-01-07 13:00:00,0.7338,0.8138,0.8863,0.6975,0.6797,0.7062,0.7187
2023-01-07 14:00:00,0.6338,0.9214,0.7879,0.7734,0.6165,0.6276,0.7075
2023-01-07 15:00:00,0.5193,0.7813,0.6206,0.6321,0.6754,0.7582,0.5315
2023-01-07 16:00:00,0.9261,1.0,0.8573,0.7886,0.8368,0.9969,0.7238
2023-01-07 17:00:00,0.7507,0.6796,0.8671,0.7275,0.6901,0.7712,0.6736
2023-01-07 18:00:00,0.6506,0.8098,0.904,0.5952,0.628,0.5383,0.6649
2023-01-07 19:00:00,0.9542,0.9126,0.8398,0.8564,0.9426,1.0,0.9295
2023-01-07 20:00:00,0.8096,0.844,0.6517,0.8077,0.8376,0.7235,0.7843
2023-01-07 21:00:00,0.4816,0.9324,0.7565,0.7656,0.6582,0.5224,0.6999
2023-01-07 22:00:00,0.8154,0.7192,0.7842,0.6854,0.6404,0.7346,0.7165
2023-01-07 23:00:00,0.5638,0.5456,0.7352,0.7133,0.7022,0.6132,0.5854
2023-01-08 00:00:00,0.7707,0.5839,0.8274,0.5359,0.4105,0.5363,0.6105
2023-01-08 01:00:00,0.5565,0.6722,0.7875,0.7431,0.7823,0.5473,0.7018
2023-01-08 02:00:00,0.6294,0.7249,0.826,0.6744,0.8246,0.5926,0.7126
2023-01-08 03:00:00,0.6123,0.5991,0.7809,0.5095,0.5548,0.6324,0.529
2023-01-08 04:00:00,0.5516,0.7191,0.8263,0.5979,0.7154,0.6926,0.5923
2023-01-08 05:00:00,0.5977,0.6512,0.5426,0.7401,0.8071,0.6673,0.6314
2023-01-08 06:00:00,0.7543,0.5679,0.6547,0.7458,0.6944,0.5389,0.7782
2023-01-08 07:00:00,0.5257,0.885,0.6348,0.5833,0.6677,0.8012,0.6359
2023-01-08 08:00:00,0.7209,0.6834,0.7153,0.7565,0.6036,0.7657,0.8848
2023-01-08 09:00:00,0.7863,0.6923,0.7849,0.8425,0.7595,0.7059,0.5767
2023-01-08 10:00:00,0.5585,0.7405,0.7977,0.8365,0.4916,0.6888,0.7092
2023-01-08 11:00:00,0.7872,0.7583,0.8044,0.6515,0.6297,0.5779,0.7743
2023-01-08 12:00:00,0.6779,0.597,0.6329,0.6886,0.9913,0.645,0.6598
2023-01-08 13:00:00,0.8365,0.9122,0.7058,0.8301,0.6814,0.7285,0.7229
2023-01-08 14:00:00,0.7236,0.7278,0.7068,0.5999,0.6159,0.7204,0.5579
2023-01-08 15:00:00,0.8033,0.8328,0.7437,0.7369,0.7763,0.6957,0.6839
2023-01-08 16:00:00,0.6979,0.5314,0.6724,0.7001,0.9718,0.654,0.8339
2023-01-08 17:00:00,0.7063,0.6911,0.6825,0.6206,0.7493,0.8456,0.6645
2023-01-08 18:00:00,0.5863,0.7548,0.7464,0.6012,0.6981,0.7892,0.8378
2023-01-08 19:00:00,0.8722,0.5305,0.7179,0.5393,0.5842,0.6829,0.5415
2023-01-08 20:00:00,0.6255,0.647,0.6302,0.7308,0.6704,0.587,0.6743
2023-01-08 21:00:00,0.5947,0.7288,0.8078,0.7634,0.7535,0.7212,0.5722
2023-01-08 22:00:00,0.5428,0.6864,0.7821,0.5697,0.5957,0.6162,0.6348
2023-01-08 23:00:00,0.7069,0.5386,0.5948,0.7423,0.5298,0.7463,0.572
2023-01-09 00:00:00,0.6784,0.5938,0.7019,0.7785,0.6906,0.6947,0.6658
2023-01-09 01:00:00,0.7466,0.6951,0.5697,0.483,0.7595,0.7818,0.5297
2023-01-09 02:00:00,0.605,0.7535,0.7737,0.8264,0.7821,0.5848,0.8258
2023-01-09 03:00:00,0.6202,0.7377,0.6292,0.4553,0.802,0.6388,0.768
2023-01-09 04:00:00,0.7266,0.794,0.9502,0.6775,0.5115,0.6593,0.7546
2023-01-09 05:00:00,0.5958,0.5869,0.712,0.8011,0.6448,0.7381,0.4447
2023-01-09 06:00:00,0.7248,0.5425,0.886,0.7138,0.6221,0.8264,0.7184
2023-01-09 07:00:00,0.7937,0.7768,0.7747,0.6853,0.7116,0.6373,0.7527
2023-01-09 08:00:00,0.7201,0.6579,0.7917,0.8129,0.6409,0.8031,0.7397
2023-01-09 09:00:00,0.6983,0.6311,0.6587,0.8048,0.6911,0.7967,0.7449
2023-01-09 10:00:00,0.7812,0.8668,0.699,0.6613,0.8161,0.6185,0.8089
2023-01-09 11:00:00,0.5429,0.8093,0.598,0.6415,0.8063,0.7232,0.6634
2023-01-09 12:00:00,0.737,0.6941,0.6804,0.6134,0.6859,0.7146,0.6454
2023-01-09 13:00:00,0.6566,0.6549,0.7003,0.7441,0.6481,0.6426,0.8497
2023-01-09 14:00:00,0.7969,0.6487,0.5641,0.8418,0.7503,0.7378,0.6199
2023-01-09 15:00:00,0.7577,0.7304,0.7677,0.5387,0.7841,0.6462,0.7814
2023-01-09 16:00:00,0.6457,0.3974,0.881,0.5672,0.6683,0.59,0.5828
2023-01-09 17:00:00,0.5925,0.7023,0.7444,0.7304,0.7153,0.7465,0.6103
2023-01-09 18:00:00,0.7604,0.7513,0.8462,0.743,0.524,0.8363,0.5253
2023-01-09 19:00:00,0.8036,0.6423,0.8315,0.5464,0.6995,0.6958,0.5022
2023-01-09 20:00:00,0.7376,0.8083,0.5179,0.5563,0.6922,0.7776,0.7028
2023-01-09 21:00:00,0.6084,0.6428,0.907,0.5877,0.7008,0.688,0.7709
2023-01-09 22:00:00,0.6744,0.7279,0.6788,0.6372,0.6259,0.6573,0.854
2023-01-09 23:00:00,0.6288,0.6825,0.7622,0.7152,0.6747,0.7371,0.8392
2023-01-10 00:00:00,0.7336,0.8197,0.6391,0.8308,0.6917,0.5787,0.6195
2023-01-10 01:00:00,0.8369,0.6369,0.7839,0.6532,0.7864,0.8572,0.6414
2023-01-10 02:00:00,0.7295,0.6604,0.527,0.8212,0.7764,0.4659,0.6924
2023-01-10 03:00:00,0.5974,0.7597,0.7125,0.4476,0.6591,0.6832,0.8574
2023-01-10 04:00:00,0.5013,0.4095,0.7797,0.654,0.6684,0.6963,0.7693
2023-01-10 05:00:00,0.7137,0.6354,0.7889,0.7269,0.6058,0.827,0.5775
2023-01-10 06:00:00,0.7271,0.7721,0.5225,0.6945,0.6383,0.6204,0.871
2023-01-10 07:00:00,0.7872,0.7681,0.7069,0.7383,0.5778,0.8459,0.6595
2023-01-10 08:00:00,0.6269,0.8118,0.6863,0.7328,0.7061,0.6886,0.6859
2023-01-10 09:00:00,0.6998,0.7644,0.6896,0.552,0.6336,0.8371,0.7447
2023-01-10 10:00:00,0.7005,0.7604,0.7769,0.682,0.676,0.739,0.9139
2023-01-10 11:00:00,0.6148,0.626,0.6106,0.6013,0.686,0.6852,0.6813
2023-01-10 12:00:00,0.7035,0.7668,0.8027,0.5061,0.6627,0.7851,0.7345
2023-01-10 13:00:00,0.747,0.6453,0.5995,0.6799,0.6949,0.7794,0.7016
2023-01-10 14:00:00,0.5845,0.7712,0.7199,0.6015,0.6472,0.6604,0.6871
2023-01-10 15:00:00,0.6856,0.7065,0.8256,0.8692,0.6294,0.7743,0.7315
2023-01-10 16:00:00,0.8827,0.6898,0.8111,0.7401,0.8098,0.7805,0.7679
2023-01-10 17:00:00,0.6343,0.9297,0.5836,0.8048,0.781,0.6206,0.768
2023-01-10 18:00:00,0.5851,0.5383,0.7788,0.6027,0.7498,0.5063,0.8909
2023-01-10 19:00:00,0.6129,0.7618,0.7102,0.5749,0.576,0.6528,0.7882
2023-01-10 20:00:00,0.8361,0.782,0.8927,0.9349,0.8659,1.0,0.8582
2023-01-10 21:00:00,0.6112,0.8572,0.7434,0.8024,0.779,0.639,0.8054
2023-01-10 22:00:00,0.8077,0.8673,0.7149,0.6975,0.6543,0.7633,0.6538
2023-01-10 23:00:00,0.5826,0.718,0.618,0.6717,0.6041,0.7859,0.6945
2023-01-11 00:00:00,0.6496,0.8426,0.8095,0.6345,0.6771,0.8185,0.6525
2023-01-11 01:00:00,0.7706,0.6056,0.8421,0.7188,0.6539,0.7053,0.6045
2023-01-11 02:00:00,0.9579,0.7195,0.7082,0.7382,0.8368,0.5405,0.6256
2023-01-11 03:00:00,0.8319,0.8138,0.7479,0.7309,0.7236,0.7692,0.8849
2023-01-11 04:00:00,0.8196,0.6495,0.8112,0.8358,0.5311,0.8973,0.6698
2023-01-11 05:00:00,0.5495,0.5777,0.8477,0.7404,0.8141,0.647,0.764
2023-01-11 06:00:00,0.6738,0.6814,0.6803,0.8191,0.5999,0.683,0.8418
2023-01-11 07:00:00,0.6605,0.6086,0.5567,0.7994,0.6392,0.5962,0.7741
2023-01-11 08:00:00,0.7255,0.7527,0.7168,0.8142,0.8007,0.6753,0.8223
2023-01-11 09:00:00,0.6704,0.5611,0.7195,0.4995,0.6413,0.7694,0.6882
2023-01-11 10:00:00,0.6889,0.6161,0.6246,0.8142,0.7206,0.6936,0.7166
2023-01-11 11:00:00,0.6945,0.7437,0.5844,0.7135,0.5574,0.499,0.8382
2023-01-11 12:00:00,0.7058,0.5558,0.8091,0.5883,0.6071,0.7084,0.7071
2023-01-11 13:00:00,0.78,0.5664,0.7294,0.7492,0.6184,0.8075,0.7644
2023-01-11 14:00:00,0.5646,0.6627,0.7159,0.6071,0.8379,0.7842,0.7528
2023-01-11 15:00:00,0.5485,0.7702,0.9406,0.5906,0.8378,0.4231,0.6872
2023-01-11 16:00:00,0.5814,0.5922,0.7779,0.6764,0.5066,0.5912,0.5862
2023-01-11 17:00:00,0.8914,1.0,0.8249,1.0,0.7932,0.7664,0.9555
2023-01-11 18:00:00,0.6236,0.6793,0.6275,0.7673,0.6759,0.7461,0.7799
2023-01-11 19:00:00,0.7518,0.7768,0.5189,0.8829,0.7736,0.5302,0.7713
2023-01-11 20:00:00,0.8798,0.9571,0.7098,0.94,0.8274,0.9594,0.814
2023-01-11 21:00:00,0.8435,0.6717,0.8032,0.6696,0.6918,0.936,0.6625
2023-01-11 22:00:00,1.0,0.9804,0.7925,1.0,1.0,0.8975,0.9362
2023-01-11 23:00:00,0.6345,0.8038,0.678,0.8212,0.7268,0.5907,0.7723
2023-01-12 00:00:00,0.7039,0.6519,0.7602,0.501,0.6227,0.6136,0.4217
2023-01-12 01:00:00,0.8098,0.6548,0.8633,0.6398,0.5033,0.7297,0.7431
2023-01-12 02:00:00,0.522,0.6803,0.6197,0.6922,0.8208,0.6653,0.7288
2023-01-12 03:00:00,0.6275,0.7117,0.8718,0.6318,0.7509,0.6935,0.6177
2023-01-12 04:00:00,0.8205,0.7916,0.6663,0.6421,0.7741,0.7657,0.6581
2023-01-12 05:00:00,0.6985,0.5157,0.665,0.5661,0.6535,0.7492,0.5132
2023-01-12 06:00:00,0.4479,0.7635,0.4893,0.8098,0.8052,0.6361,0.7959
2023-01-12 07:00:00,0.7252,0.4714,0.6814,0.768,0.678,0.6452,0.709
2023-01-12 08:00:00,0.7437,0.7615,0.5089,0.7232,0.6847,0.6291,0.5925
2023-01-12 09:00:00,0.7427,0.8732,0.6932,0.6092,0.6849,0.782,0.6694
2023-01-12 10:00:00,0.5382,0.7913,0.6927,0.6957,0.6878,0.8118,0.6779
2023-01-12 11:00:00,0.8256,0.8273,0.7179,0.7526,0.9597,0.6724,0.5402
2023-01-12 12:00:00,0.6398,0.5535,0.6543,0.5255,0.6274,0.5591,0.6596
2023-01-12 13:00:00,0.6495,0.7362,0.4924,0.6754,0.8597,0.6443,0.6133
2023-01-12 14:00:00,0.5793,0.8688,0.8141,0.603,0.7319,0.6365,0.701
2023-01-12 15:00:00,0.5995,0.752,0.752,0.9207,0.7451,0.5713,0.5919
2023-01-12 16:00:00,0.7129,0.6537,0.8932,0.7146,0.6203,0.6972,0.75
2023-01-12 17:00:00,1.0,0.6499,0.6373,0.6057,0.6402,0.6407,0.5821
2023-01-12 18:00:00,0.6658,0.4696,0.6759,0.767,0.6508,0.4752,0.719
2023-01-12 19:00:00,0.9869,0.96,0.9186,0.9384,1.0,0.8791,0.7855
2023-01-12 20:00:00,0.6696,0.6568,0.6289,0.4889,0.6023,0.4286,0.7827
2023-01-12 21:00:00,0.8447,1.0,0.8233,0.8981,0.8915,1.0,0.679
2023-01-12 22:00:00,0.6924,0.7703,0.5611,0.8061,0.6147,0.6357,0.8
2023-01-12 23:00:00,0.9468,0.6998,0.762,0.6407,0.6917,0.7347,0.7694
2023-01-13 00:00:00,0.4907,0.6193,0.6609,0.6651,0.7701,0.704,0.7141
2023-01-13 01:00:00,0.6364,0.6489,0.6326,0.9201,0.7043,0.7154,0.7161
2023-01-13 02:00:00,0.7505,0.6483,0.6584,0.5787,0.514,0.7093,0.7166
