Timestamp,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
2023-01-04 19:00:00,7.6764,0.0,10.3936,0.0,17.7311,0.0,14.1201,0.0,10.8668,0.9647,15.3013,0.0
2023-01-04 20:00:00,11.374,0.0,9.6079,0.0,10.5141,0.0,12.2957,0.0,11.6192,1.943,6.6814,0.0
2023-01-04 21:00:00,12.7863,0.0,20.1354,0.0,7.9038,0.0,2.7471,0.0,19.5788,0.0,11.1334,0.0
2023-01-04 22:00:00,29.8785,0.0,1.2524,0.0,6.4975,0.0,32.9839,0.0,8.4247,0.0,0.0,0.0
2023-01-04 23:00:00,22.6828,0.0,19.0453,0.0,8.5626,0.0,6.7714,0.0,6.4704,0.0,15.6399,0.0
2023-01-05 00:00:00,4.1176,0.0,0.0,0.0,6.4992,0.0,16.3335,0.0,1.8642,0.0,16.4948,0.0
2023-01-05 01:00:00,5.4705,0.0,12.9699,0.9627,25.4022,0.0,15.2075,0.0,15.2943,0.0,30.8233,0.0
2023-01-05 02:00:00,29.4896,0.0,12.1626,0.3368,32.2543,0.0,17.778,0.0,30.1032,0.0,18.2351,0.0
2023-01-05 03:00:00,9.207,0.0,27.2635,0.0,69.1776,0.0,9.1663,0.0,22.2575,0.0,23.1536,0.0
2023-01-05 04:00:00,11.1603,0.0,23.7375,0.0,15.246,0.0,25.2191,0.6389,22.3902,0.0,6.5759,0.0
2023-01-05 05:00:00,18.381,0.0,22.074,0.0,37.7672,0.0,23.7631,0.0,16.307,0.4192,16.9613,0.0
2023-01-05 06:00:00,32.2914,0.0,4.7524,0.0,8.9381,0.0,6.9305,0.0,21.2382,0.1556,1.9824,0.0
2023-01-05 07:00:00,27.8235,0.0,13.815,0.0,35.5962,0.0,22.3452,0.0,31.4718,0.0,13.3018,1.1599
2023-01-05 08:00:00,36.0121,0.0,27.4456,0.0,19.1456,0.0,26.5975,0.0,17.2756,0.0,25.3647,0.0
2023-01-05 09:00:00,13.9968,0.0,19.9894,0.0,24.7139,0.0,32.4768,0.0,8.7292,0.0,19.7233,0.0
2023-01-05 10:00:00,23.0414,0.0,29.001,0.0,18.2873,0.0,7.4709,0.0,19.8796,0.0,11.7329,0.0
2023-01-05 11:00:00,7.4774,0.0,21.851,0.0,15.8621,0.0,13.0937,0.0,13.4368,0.0,14.0952,0.0
2023-01-05 12:00:00,29.4857,0.0,19.611,0.0,5.9407,0.0,20.2333,0.0,18.8363,0.0,23.4778,0.0
2023-01-05 13:00:00,12.3132,0.0,4.9388,0.0,15.6241,0.0,17.4097,0.0,14.772,0.0,8.7128,0.0
2023-01-05 14:00:00,10.9137,0.0,0.0,0.0,7.9419,0.0,14.5267,0.0,6.6477,0.0,16.0598,0.0
2023-01-05 15:00:00,3.1118,0.0,8.4363,0.0,42.1108,0.0,11.6507,0.0,14.505,0.0,3.7416,0.0
2023-01-05 16:00:00,4.8459,0.0,17.0746,0.0,5.8088,0.0,19.8903,0.8865,13.625,0.0,7.6967,0.0
2023-01-05 17:00:00,11.5549,0.0,0.0,0.0,4.1437,0.0,11.4441,0.0,14.8632,0.0,0.0,0.0
2023-01-05 18:00:00,14.4967,0.0,0.0,0.0,14.9164,0.0,8.6796,0.0,2.6692,0.0,10.2222,0.0
2023-01-05 19:00:00,5.2267,0.0,51.3231,0.0,15.1157,0.6498,17.302,0.0,6.2869,0.0,18.5172,0.0
2023-01-05 20:00:00,8.6806,0.0,6.5408,0.0,12.5463,0.0,16.2874,0.0,6.042,0.0,13.7951,0.0
2023-01-05 21:00:00,16.5236,1.0891,7.7138,0.0,5.1208,0.0,9.0343,0.0,10.9411,0.0,21.6603,0.0
2023-01-05 22:00:00,9.9675,0.0,7.7188,0.0,2.1082,0.0,14.1163,0.0,5.7225,0.0,5.3093,0.0
2023-01-05 23:00:00,12.8389,0.0,11.7617,0.0,9.5257,0.0,14.6573,0.0,11.9486,0.0,5.0901,0.0
2023-01-06 00:00:00,13.5343,0.0,13.926,0.0,0.0,0.0,21.5128,0.0,20.6092,0.0,14.0631,0.0
2023-01-06 01:00:00,16.9224,0.0,8.7012,0.0,9.2219,0.0,15.7935,0.0,16.242,0.0,12.3402,0.0
2023-01-06 02:00:00,6.2909,0.0,29.9406,0.0,28.8225,0.0,3.2064,0.0,20.732,0.0,22.8931,0.0
2023-01-06 03:00:00,32.4075,0.0,20.7911,0.0,20.6187,0.0,8.8912,0.0,33.5292,0.0,14.2521,0.0
2023-01-06 04:00:00,9.5495,0.0,5.7795,0.0,17.3065,0.0,28.0099,0.0,5.5156,0.0,27.0335,0.0
2023-01-06 05:00:00,21.2063,0.0,7.3126,0.0,29.2736,0.0,17.7551,0.0,30.233,0.0,24.3224,0.0
2023-01-06 06:00:00,6.8552,0.0,10.044,0.0,4.106,0.0,12.7514,0.0,16.3809,0.0,11.2454,0.0
2023-01-06 07:00:00,1.1127,0.0,7.8562,0.0,24.5738,0.0,3.74,0.0,28.6796,0.0,28.2813,0.0
2023-01-06 08:00:00,6.3219,0.0,19.1153,0.0,22.5107,0.0,13.1428,0.0,22.3947,0.0,20.8669,0.0
2023-01-06 09:00:00,6.0217,0.0,11.8056,0.0,13.7292,0.0,17.2479,1.7708,29.2166,0.0,20.7651,0.0
2023-01-06 10:00:00,10.1697,0.0,2.6196,0.0,5.8665,0.0,18.5345,0.0,8.3556,0.0,4.613,0.0
2023-01-06 11:00:00,7.6248,0.0,7.534,0.0,11.6836,0.0,23.8341,0.0,22.5563,0.0,5.8528,0.0
2023-01-06 12:00:00,21.9074,0.0,22.6877,0.0,11.2092,0.0,15.8109,0.0,18.2175,0.5364,18.8069,0.0
2023-01-06 13:00:00,22.6954,0.0,16.1498,0.0,2.1941,0.0,26.0773,0.0,17.9479,0.0,20.1855,0.0
2023-01-06 14:00:00,17.8781,0.0,31.3901,0.0,13.762,0.0,10.7756,0.0,21.959,0.0,23.2487,0.0
2023-01-06 15:00:00,5.8298,0.0,9.6691,0.0,19.9058,0.0,28.8533,0.0,4.1722,1.3739,6.9481,0.0
2023-01-06 16:00:00,6.5757,0.0,13.4586,0.0,7.1938,0.0,11.7978,0.0,19.2472,0.0,38.6132,0.0
2023-01-06 17:00:00,13.5764,0.2625,2.398,0.0,6.952,0.0,18.7005,1.6553,3.5637,0.0,15.3647,0.0
2023-01-06 18:00:00,15.2308,0.0,4.7998,0.0,10.0295,0.0,11.4971,0.0,19.8714,0.0,10.8171,0.0
2023-01-06 19:00:00,2.3667,0.0,14.4699,0.0,20.6492,0.0,10.5317,0.0,8.3555,0.0,15.6203,0.0
2023-01-06 20:00:00,11.3628,0.0,14.7518,0.0,6.9022,0.0,10.8411,0.0,18.3322,0.0,9.3238,0.5531
2023-01-06 21:00:00,0.4965,0.0,17.5695,0.0,8.0368,0.0,18.3038,0.0,9.5581,0.0,17.7841,0.0
2023-01-06 22:00:00,11.2526,0.0,11.2408,0.0,1.6638,0.0,13.2607,0.0,7.5257,0.0,0.0,0.0
2023-01-06 23:00:00,17.8767,0.0,12.6284,0.0,12.0014,0.0,22.0308,0.0,4.1078,0.0,7.0274,0.0
2023-01-07 00:00:00,22.5692,0.0,7.0264,0.0,9.6632,0.0,5.767,0.0,14.3694,0.0,14.9532,0.0
2023-01-07 01:00:00,7.2098,0.9647,28.5699,0.0,17.0598,0.0,19.9038,0.0,16.1734,0.0,2.2812,0.0
2023-01-07 02:00:00,9.3025,0.0,8.5086,1.6143,13.4767,0.0,3.6654,0.0,20.557,0.0,18.9259,0.0
2023-01-07 03:00:00,8.3559,0.0,22.1923,0.0,15.5202,0.0,9.7673,0.0,13.2645,0.0,5.3535,1.224
2023-01-07 04:00:00,22.4296,0.0,23.3563,0.0,21.8498,0.0,3.9493,1.3056,17.5343,0.0,17.4937,0.0
2023-01-07 05:00:00,32.8342,0.0,37.7197,0.0,6.683,0.0,29.042,0.0,14.8747,0.0,31.059,0.0
2023-01-07 06:00:00,33.9351,0.0,4.2124,0.0,23.427,0.0,7.854,0.0,35.0771,0.9647,24.8547,0.3069
2023-01-07 07:00:00,21.4617,0.0,29.807,0.0,5.008,0.0,9.9972,0.0,22.3997,0.0,12.2058,0.0
2023-01-07 08:00:00,14.0491,0.0,22.3556,0.0,34.9551,0.0,10.37,0.0,8.0497,0.0,31.4942,0.0
2023-01-07 09:00:00,35.1225,0.0,23.4475,0.0,31.6485,0.0,32.9369,0.0,29.5243,0.0,10.9209,0.0
2023-01-07 10:00:00,21.8705,0.0,10.2658,0.0,33.8355,0.0,19.8893,0.0,8.7386,0.0,23.0947,1.8797
2023-01-07 11:00:00,21.1011,0.0,23.8569,0.0,24.8048,0.0,7.2148,0.0,7.5093,0.0,24.6961,0.0
2023-01-07 12:00:00,5.0793,0.0,0.0,0.0,17.5606,0.0,18.4686,0.0,20.7092,0.0,13.6962,0.0
2023-01-07 13:00:00,12.4979,0.0,4.9029,0.0,7.7854,0.0,13.9467,0.0,18.3274,0.0,7.8136,0.0
2023-01-07 14:00:00,26.7668,0.0,28.0629,0.0,5.6993,0.0,15.2524,0.0,5.0568,0.0,9.3325,0.0
2023-01-07 15:00:00,12.9531,0.0,0.0,0.0,13.0194,0.0,8.8102,0.0,14.7275,0.0,10.3386,0.0
2023-01-07 16:00:00,1.5406,0.0,4.2795,0.0,10.2607,0.0,15.6001,0.0,0.0,0.0,7.7296,0.0
2023-01-07 17:00:00,49.7157,0.0,38.8373,0.0,51.9337,0.0,10.6509,0.0,63.1578,0.0,41.7061,0.0
2023-01-07 18:00:00,8.5234,0.0,10.0228,0.0,18.477,0.0,15.3073,0.0,8.6165,0.0,18.8932,0.0
2023-01-07 19:00:00,15.7281,0.0,7.2644,0.0,15.9784,0.0,23.6325,0.0,0.943,0.6504,7.5002,0.0
2023-01-07 20:00:00,10.4828,0.0,13.5268,0.0,18.4177,0.0,10.5213,0.0,9.7057,0.0,0.0,0.0
2023-01-07 21:00:00,4.0936,0.0,10.4501,0.0,15.2643,0.0,2.3982,0.0,6.7716,0.0,12.019,0.0
2023-01-07 22:00:00,6.591,0.0,3.8753,0.0,10.9932,0.0,9.8131,0.0,17.3128,0.0,3.0865,0.0
2023-01-07 23:00:00,8.8172,0.0,19.1176,0.0,3.3525,0.5432,19.1026,0.0,14.5424,0.8701,19.965,0.0
2023-01-08 00:00:00,10.7718,0.281,3.4099,0.0,24.3056,0.0,7.6793,0.0,14.2758,0.0,16.5034,0.0
2023-01-08 01:00:00,14.1016,0.0,14.7656,0.0,13.9923,0.0,5.3915,0.0,13.2428,0.0,21.424,0.0
2023-01-08 02:00:00,23.6843,0.0,22.9594,0.0,12.6705,0.0,29.8898,0.0,16.4087,0.0,24.8973,0.0
2023-01-08 03:00:00,13.5853,0.0,33.1989,0.0,30.9484,0.0,21.3968,0.0,12.8726,0.0,6.6778,0.0
2023-01-08 04:00:00,11.9387,0.0,31.7886,0.0,9.5268,0.0,23.7199,0.0,13.7109,0.0,27.0128,0.0
2023-01-08 05:00:00,28.1088,0.0,15.3231,0.0,25.643,0.0,17.5663,0.0,9.9227,0.0,10.4706,0.0
2023-01-08 06:00:00,19.92,0.0,21.7355,0.0,13.7892,0.0,11.009,0.0,12.5184,0.0,16.1005,0.0
2023-01-08 07:00:00,36.3173,0.0,18.782,0.0,16.4885,0.0,35.7697,1.6605,8.9377,0.0,10.4972,0.0
2023-01-08 08:00:00,40.2318,0.0,36.8234,0.0,13.6044,0.0,12.5761,0.0,15.285,0.0,24.0,0.0
2023-01-08 09:00:00,16.5303,0.0,25.3696,1.2719,18.0277,0.0,26.1202,0.0,15.0899,0.0,20.0352,0.0
2023-01-08 10:00:00,10.6825,0.0,37.4639,0.0,12.3946,0.0,31.7276,0.0,10.7168,0.0,13.9297,1.7567
2023-01-08 11:00:00,26.4078,0.0,21.6097,0.0,22.2581,0.0,3.2689,0.1674,14.2754,0.0,12.8166,0.0
2023-01-08 12:00:00,8.5954,0.0,12.0788,0.0,14.3775,0.0,29.2489,0.0,7.14,0.0,12.3353,0.0
2023-01-08 13:00:00,17.8886,0.0,16.643,0.0,2.3798,0.0,4.7626,0.0,3.8726,0.0,17.4152,0.6226
2023-01-08 14:00:00,24.7884,0.0,17.6924,0.0,9.0697,0.0,7.3692,0.0,14.6848,0.0,6.0057,0.0
2023-01-08 15:00:00,16.0119,0.0,9.0582,0.0,28.6461,0.0,15.6167,0.0,8.4112,0.0,14.1527,0.0
2023-01-08 16:00:00,13.4285,0.0,12.6581,0.0,0.0,0.0,20.4622,0.0,8.2483,0.0,10.2413,0.0
2023-01-08 17:00:00,3.8702,0.0,2.868,0.0,12.765,0.0,4.4718,0.0,5.2138,0.0,13.623,0.0
2023-01-08 18:00:00,11.0333,0.0,12.0702,0.0,12.1272,0.0,2.5951,0.0,22.9225,0.0,0.8931,0.0
2023-01-08 19:00:00,20.6727,0.0,16.3526,0.0,21.857,0.0,21.57,0.0,8.7025,0.0,10.2896,0.0
2023-01-08 20:00:00,6.5281,0.0,20.8548,0.0,14.5758,0.0,8.5889,0.0,21.6505,0.0,8.7759,0.0
2023-01-08 21:00:00,11.4261,0.0,20.8554,0.0,8.8812,0.0,12.6464,0.0,4.7976,0.0,7.6453,0.0
2023-01-08 22:00:00,9.459,0.0,16.7323,0.0,20.5409,0.0,26.9425,0.0,17.4552,1.6583,15.4117,0.0
2023-01-08 23:00:00,16.7099,0.0,16.2058,0.0,11.7989,0.0,7.0213,0.0,9.3501,0.0,7.6642,0.0
2023-01-09 00:00:00,28.7158,0.0,32.0518,0.0,11.2761,0.0,26.8071,0.0,15.5978,0.0,33.1503,0.0
2023-01-09 01:00:00,43.9163,0.0,2.4144,1.3203,22.6454,0.0,15.3188,0.0,35.5121,0.0,24.2085,0.0
2023-01-09 02:00:00,10.008,0.0,23.9085,0.0,10.7961,0.0,27.319,0.0,6.0191,0.0,15.4315,0.0
2023-01-09 03:00:00,32.6004,0.0,18.3951,0.0,22.3705,0.0,20.0565,0.0,27.7213,0.0,24.5559,0.0
2023-01-09 04:00:00,19.8752,0.0,25.5749,0.0,23.1578,0.0,35.8364,0.0,19.9778,0.0,30.3727,0.0
2023-01-09 05:00:00,23.4243,0.0,21.5347,0.0,12.9762,0.0,7.6458,0.0,15.8706,0.4065,22.3296,0.0
2023-01-09 06:00:00,4.8383,0.0,28.2595,0.0,33.72,0.0,14.3938,0.0,32.636,0.0,26.4575,0.0
2023-01-09 07:00:00,37.6736,0.0,32.1554,0.0,4.5743,0.0,6.4426,1.388,14.4498,1.3824,17.2577,0.0
2023-01-09 08:00:00,38.5432,0.0,0.3865,0.0,22.1427,0.0,29.1568,0.0,14.6562,0.0,28.7935,0.0
2023-01-09 09:00:00,28.4041,0.0,15.4325,0.0,24.6208,0.0,20.8595,0.0,12.7053,0.0,42.2285,0.0
2023-01-09 10:00:00,17.4394,0.0,8.5466,0.0,22.0474,0.0,6.3822,0.0,12.1045,0.0,14.214,0.0
2023-01-09 11:00:00,25.7628,0.0,13.7017,0.0,3.9816,0.0,14.0186,0.0,11.1965,0.0,27.2358,0.0
2023-01-09 12:00:00,5.1624,0.0,16.7362,0.0,13.7925,0.0,21.6103,0.0,11.179,0.0,11.838,0.0
