Time,RegU,RegD,RamU,RamD,Spin,Sup,UncU
2024-01-04 04:00:00,4.2773,2.0,0.0,0.0,1.0016,0.0101,0.0
2024-01-04 05:00:00,7.9994,2.0,0.05,0.0,1.0517,0.05,0.0
2024-01-04 06:00:00,15.6086,2.0,8.2221,0.0,8.4721,0.68,0.0
2024-01-04 07:00:00,14.6223,2.1587,3.2846,0.0,3.5347,0.68,0.0
2024-01-04 08:00:00,6.9494,2.2019,0.0,0.0,1.0017,0.498,0.0
2024-01-04 09:00:00,8.2048,2.0822,1.9681,0.0,3.3468,0.498,0.0
2024-01-04 10:00:00,8.0004,2.0001,2.2139,0.0,3.2139,0.498,0.0
2024-01-04 11:00:00,4.9531,2.0822,0.0,0.0,1.0017,0.15,0.0
2024-01-04 12:00:00,4.6955,2.082,0.0,0.0,1.0017,0.15,0.0
2024-01-04 13:00:00,2.7577,2.0819,0.0,0.0,1.0016,0.15,0.0
2024-01-04 14:00:00,3.6245,2.2309,0.0,0.0,0.4002,0.15,0.0
2024-01-04 15:00:00,4.2243,2.0817,0.0,0.0,1.0016,0.15,0.0
2024-01-04 16:00:00,4.728,2.0818,0.0,0.0,1.0,0.15,0.0
2024-01-04 17:00:00,10.7296,2.459,2.2462,0.0,3.2478,0.498,0.0
2024-01-04 18:00:00,6.2919,2.4024,0.0,0.0,1.0001,0.15,0.0
2024-01-04 19:00:00,5.4045,2.3152,0.0,0.0,1.0016,0.15,0.0
2024-01-04 20:00:00,5.5129,2.2333,0.0,0.0,0.8072,0.15,0.0
2024-01-04 21:00:00,4.5628,2.3019,0.0,0.0,0.2502,0.0101,0.0
2024-01-04 22:00:00,3.2519,2.3219,0.0,0.0,0.2502,0.01,0.0
2024-01-04 23:00:00,4.5625,2.3163,0.0,0.0,0.2501,0.01,0.0
2024-01-05 00:00:00,7.9999,2.5001,0.0,0.0,0.0101,0.0101,0.0
2024-01-05 01:00:00,6.9603,2.3553,0.0,0.0,0.0101,0.0101,0.0
2024-01-05 02:00:00,6.4935,2.2729,0.0,0.0,0.2601,0.0101,0.0
2024-01-05 03:00:00,4.2663,2.3459,0.0,0.0,1.0001,0.0101,0.0
2024-01-05 04:00:00,8.5247,2.3589,0.0101,0.0,1.0116,0.0101,0.0
2024-01-05 05:00:00,7.9994,2.3344,0.4706,0.0,1.4707,0.15,0.0
2024-01-05 06:00:00,7.9997,2.0001,2.2638,0.0,2.5138,0.498,0.0
2024-01-05 07:00:00,11.3815,2.0,5.1323,0.0,5.1424,0.499,0.0
2024-01-05 08:00:00,10.1701,1.039,5.3767,0.0,5.9244,0.65,0.0
2024-01-05 09:00:00,13.7474,0.5471,9.271,0.0,10.2724,0.68,0.0
2024-01-05 10:00:00,16.6428,1.0792,14.0,0.0,13.456,0.68,1.8573
2024-01-05 11:00:00,10.9003,0.9969,6.6659,0.0,8.0792,0.68,0.0
2024-01-05 12:00:00,7.1045,0.9804,2.6689,0.0,5.5478,0.68,0.0
2024-01-05 13:00:00,6.2057,1.1239,1.2351,0.0,5.1104,0.65,0.0
2024-01-05 14:00:00,5.0635,0.8996,0.681,0.0,4.681,0.65,0.0
2024-01-05 15:00:00,5.7915,0.7568,1.3084,0.0,4.8824,0.65,0.0
2024-01-05 16:00:00,11.5261,0.6108,7.201,0.0,8.3003,0.68,0.0
2024-01-05 17:00:00,20.2326,1.3013,18.0,0.0,16.165,0.7002,0.0
2024-01-05 18:00:00,17.1153,1.0812,14.0,0.0,14.8591,0.7001,0.0
2024-01-05 19:00:00,14.443,1.0812,9.843,0.0,13.843,0.7002,0.0
2024-01-05 20:00:00,12.4472,1.0812,7.5746,0.0,11.5747,0.7002,0.0
2024-01-05 21:00:00,9.5811,2.0,5.2048,0.0,8.6007,0.73,0.0
2024-01-05 22:00:00,7.8068,1.6159,2.2922,0.0,6.2923,0.5,0.0
2024-01-05 23:00:00,7.0517,2.0,1.3211,0.0,5.3212,0.5,0.0
2024-01-06 00:00:00,6.885,2.304,0.0,0.0,4.5256,0.1,0.0
2024-01-06 01:00:00,6.7815,2.3552,0.0765,0.0,4.7599,0.1,0.0
2024-01-06 02:00:00,8.0041,2.2728,0.0,0.0,5.4811,0.1,0.0
2024-01-06 03:00:00,5.7973,2.3459,0.0,0.0,4.0,0.05,0.0
2024-01-06 04:00:00,5.7337,2.3588,0.0,0.0,3.4024,0.05,0.0
2024-01-06 05:00:00,5.8004,2.3345,0.3354,0.0,3.4775,0.15,0.0
2024-01-06 06:00:00,8.0259,2.3625,2.7932,0.0,3.9889,0.498,0.0
2024-01-06 07:00:00,7.9485,2.3567,1.6217,0.0,4.273,0.498,0.0
2024-01-06 08:00:00,8.6972,2.2018,0.0,0.0,3.7914,0.15,0.0
2024-01-06 09:00:00,9.3698,0.6723,0.4644,0.0,2.5162,0.4645,0.0
2024-01-06 10:00:00,6.0243,1.0812,0.0,0.0,2.7995,0.15,0.0
2024-01-06 11:00:00,4.7621,2.0001,0.0,0.0,1.9071,0.15,0.0
2024-01-06 12:00:00,5.4441,2.1747,0.0,0.0,2.133,0.15,0.0
2024-01-06 13:00:00,5.342,2.4266,0.0,0.0,1.7534,0.15,0.0
2024-01-06 14:00:00,5.4887,2.0837,0.0,0.0,2.1301,0.15,0.0
2024-01-06 15:00:00,7.3298,1.5384,0.15,0.0,3.0384,0.15,0.0
2024-01-06 16:00:00,11.2771,0.7143,5.2317,0.0,6.6218,0.65,0.0
2024-01-06 17:00:00,23.3388,2.0001,18.0,0.0,18.8628,0.7,0.0
2024-01-06 18:00:00,15.5223,2.0,14.0,0.0,13.3544,0.7,0.0
2024-01-06 19:00:00,10.3844,2.0,2.376,0.0,9.376,0.7,0.0
2024-01-06 20:00:00,6.9002,2.0,0.0,0.0,5.224,0.68,0.0
2024-01-06 21:00:00,5.685,2.2941,0.0,0.0,4.0001,0.499,0.0
2024-01-06 22:00:00,4.7074,2.3136,0.0,0.0,2.6458,0.05,0.0
2024-01-06 23:00:00,5.2917,2.3162,0.0,0.0,2.0001,0.05,0.0
2024-01-07 00:00:00,4.8794,2.304,0.0,0.0,2.0,0.15,0.0
2024-01-07 01:00:00,4.5673,2.3552,0.15,0.0,1.6725,0.15,0.0
2024-01-07 02:00:00,4.7872,2.2728,0.3522,0.0,1.7031,0.15,0.0
2024-01-07 03:00:00,4.7371,2.3458,0.0,0.0,1.6415,0.15,0.0
2024-01-07 04:00:00,5.2645,2.3588,1.6073,0.0,2.6073,0.15,0.0
2024-01-07 05:00:00,9.5716,2.3344,5.7396,0.0,6.7397,0.499,0.0
2024-01-07 06:00:00,13.9458,2.3624,14.0,0.0,10.9851,0.65,0.0
2024-01-07 07:00:00,15.078,2.3566,4.7649,0.0,6.3034,0.65,0.0
2024-01-07 08:00:00,12.4423,2.2018,0.0,0.0,4.6557,0.2,0.0
2024-01-07 09:00:00,10.2876,2.207,0.0,0.0,3.0088,0.2,0.0
2024-01-07 10:00:00,10.5654,2.4096,0.0,0.0,2.0723,0.499,0.0
2024-01-07 11:00:00,13.5665,2.3784,0.0,0.0,4.0,0.499,0.0
2024-01-07 12:00:00,11.2491,2.3708,0.0,0.0,3.2837,0.499,0.0
2024-01-07 13:00:00,9.0512,2.5,0.0,0.0,1.0018,0.2,0.0
2024-01-07 14:00:00,11.3491,2.5,0.0,0.0,3.499,0.2,0.0
2024-01-07 15:00:00,13.1631,2.5,0.0,0.0,1.0016,0.2,0.0
2024-01-07 16:00:00,17.6895,2.5,0.0,0.0,4.12,0.2,0.0
2024-01-07 17:00:00,25.0914,2.6465,0.0,0.0,4.0001,0.499,0.0
2024-01-07 18:00:00,14.0668,3.003,0.0,0.0,3.5,0.499,0.0
2024-01-07 19:00:00,15.2679,2.5001,0.0,0.0,4.0001,0.499,0.0
2024-01-07 20:00:00,16.1155,2.5,0.0,0.0,3.3176,0.499,0.0
2024-01-07 21:00:00,14.1289,2.5,0.0,0.0,1.6512,0.65,0.0
2024-01-07 22:00:00,11.5046,2.892,0.0,0.0,1.0001,0.15,0.0
2024-01-07 23:00:00,11.4098,7.8792,0.0,0.0,0.25,0.15,0.0
2024-01-08 00:00:00,19.4388,5.3238,0.0,0.0,1.0001,0.1,0.0
2024-01-08 01:00:00,16.4667,2.5,0.0,0.0,0.2997,0.05,0.0
2024-01-08 02:00:00,17.4173,2.5,0.0,0.0,0.2997,0.05,0.0
2024-01-08 03:00:00,18.6112,2.5,0.0,0.0,0.2997,0.05,0.0
2024-01-08 04:00:00,23.962,2.5,0.0,0.0,0.2997,0.05,0.0
2024-01-08 05:00:00,17.632,2.5001,0.0,0.0,0.4497,0.2,0.0
2024-01-08 06:00:00,14.5086,2.5,0.0,0.0,1.0001,0.499,0.0
2024-01-08 07:00:00,11.9878,2.5001,0.0,0.0,2.0,0.498,0.0
2024-01-08 08:00:00,12.3168,2.202,0.0,0.0,2.0001,0.65,0.0
2024-01-08 09:00:00,19.2177,2.207,0.0,0.0,5.0,0.65,0.0
2024-01-08 10:00:00,9.1015,2.4097,0.0,0.0,3.2975,0.65,0.0
2024-01-08 11:00:00,8.0535,2.3918,0.0,0.0,2.0,0.65,0.0
2024-01-08 12:00:00,9.4287,2.3839,0.0,0.0,1.0013,0.498,0.0
2024-01-08 13:00:00,8.3844,2.4266,0.0,0.0,1.0013,0.2,0.0
2024-01-08 14:00:00,5.4887,2.3403,0.0,0.0,1.0013,0.15,0.0
2024-01-08 15:00:00,7.9992,2.2671,0.0,0.0,0.7481,0.498,0.0
2024-01-08 16:00:00,10.6165,2.2311,0.0,0.0,1.0013,0.499,0.0
2024-01-08 17:00:00,16.2244,2.459,5.3825,0.0,6.3826,0.7001,0.0
2024-01-08 18:00:00,6.9882,2.4025,0.0,0.0,1.6509,0.65,0.0
2024-01-08 19:00:00,7.9995,2.3266,0.0,0.0,1.6809,0.68,0.0
2024-01-08 20:00:00,9.8071,2.5001,0.0,0.0,1.0439,0.499,0.0
2024-01-08 21:00:00,10.753,2.5001,0.0,0.0,1.2048,0.499,0.0
2024-01-08 22:00:00,14.9732,8.0157,0.0,0.0,0.3997,0.15,0.0
2024-01-08 23:00:00,18.9456,9.9845,0.0,0.0,0.3733,0.124,0.0
2024-01-09 00:00:00,11.5535,9.982,0.0,0.0,0.25,0.1,0.0
2024-01-09 01:00:00,11.2601,9.9814,0.0,0.0,0.25,0.05,0.0
2024-01-09 02:00:00,11.3955,8.912,0.0,0.0,0.25,0.05,0.0
2024-01-09 03:00:00,12.8812,9.6064,0.0,0.0,0.25,0.05,0.0
2024-01-09 04:00:00,15.9324,8.0179,0.0,0.0,0.1098,0.1,0.0
2024-01-09 05:00:00,14.7899,7.1338,0.0,0.0,0.25,0.15,0.0
2024-01-09 06:00:00,16.378,5.4532,0.0,0.0,0.5,0.5,0.0
2024-01-09 07:00:00,12.006,5.4459,0.0,0.0,0.9499,0.7,0.0
2024-01-09 08:00:00,11.563,2.5,0.0,0.0,0.6901,0.68,0.0
2024-01-09 09:00:00,11.1499,2.2071,0.0,0.0,0.5091,0.499,0.0
2024-01-09 10:00:00,14.0617,2.5,0.0,0.0,0.68,0.68,0.0
2024-01-09 11:00:00,10.807,2.5,0.0,0.0,0.498,0.498,0.0
2024-01-09 12:00:00,11.4416,2.3709,0.0,0.0,0.65,0.65,0.0
2024-01-09 13:00:00,14.0501,2.5,0.0,0.0,0.499,0.499,0.0
2024-01-09 14:00:00,12.8449,2.5,0.0,0.0,0.499,0.499,0.0
2024-01-09 15:00:00,11.04,2.267,0.0,0.0,0.499,0.499,0.0
2024-01-09 16:00:00,12.9563,2.0,0.0,0.0,0.498,0.498,0.0
2024-01-09 17:00:00,27.0605,2.0769,18.0,0.0,18.0101,0.73,0.0
2024-01-09 18:00:00,17.1759,2.0775,9.8295,0.0,12.4658,0.73,0.0
2024-01-09 19:00:00,9.356,2.3152,0.0,0.0,5.8342,0.73,0.0
2024-01-09 20:00:00,9.9904,2.2332,0.0,0.0,5.5135,0.7003,0.0
2024-01-09 21:00:00,10.3164,2.2942,0.0,0.0,3.4599,0.7001,0.0
2024-01-09 22:00:00,9.4677,2.3246,0.0,0.0,0.8053,0.5,0.0
2024-01-09 23:00:00,9.1913,2.5,0.0,0.0,0.2501,0.2,0.0
2024-01-10 00:00:00,7.1718,2.5,0.0,0.0,0.0102,0.0102,0.0
2024-01-10 01:00:00,8.0004,2.5,0.0,0.0,0.0102,0.01,0.0
2024-01-10 02:00:00,8.101,2.5,0.0,0.0,0.0104,0.0104,0.0
2024-01-10 03:00:00,9.8401,3.8309,0.0,0.0,0.0101,0.0101,0.0
2024-01-10 04:00:00,10.485,3.9267,0.0,0.0,0.0101,0.0101,0.0
2024-01-10 05:00:00,13.4098,2.8088,0.0,0.0,1.0015,0.15,0.0
2024-01-10 06:00:00,15.4796,2.5,0.0,0.0,4.0,0.65,0.0
2024-01-10 07:00:00,15.7885,2.8792,0.0,0.0,2.6805,0.68,0.0
2024-01-10 08:00:00,14.0082,2.2095,0.0,0.0,3.0141,0.68,0.0
2024-01-10 09:00:00,11.4872,2.5001,0.0,0.0,1.4456,0.499,0.0
2024-01-10 10:00:00,9.7117,2.4096,0.0,0.0,1.0012,0.499,0.0
2024-01-10 11:00:00,7.0802,2.3784,0.0,0.0,0.2501,0.15,0.0
2024-01-10 12:00:00,4.2973,2.3708,0.0,0.0,0.0104,0.0104,0.0
2024-01-10 13:00:00,4.229,2.4267,0.0,0.0,0.0102,0.0102,0.0
2024-01-10 14:00:00,4.3272,2.3403,0.0,0.0,0.05,0.05,0.0
2024-01-10 15:00:00,7.1577,2.2671,0.0,0.0,0.05,0.05,0.0
2024-01-10 16:00:00,13.5775,2.0753,6.4276,0.0,6.4377,0.499,0.0
2024-01-10 17:00:00,24.3877,2.459,14.0,0.0,14.2788,0.65,0.0
2024-01-10 18:00:00,19.8918,2.4024,14.0,0.0,14.8843,0.65,0.0
2024-01-10 19:00:00,13.4765,2.3152,0.0,0.0,7.5644,0.65,0.0
2024-01-10 20:00:00,12.7379,2.2333,0.0,0.0,7.6634,0.499,0.0
2024-01-10 21:00:00,9.8733,2.2942,0.0,0.0,4.0,0.499,0.0
2024-01-10 22:00:00,8.4268,2.3136,0.0,0.0,2.0001,0.15,0.0
2024-01-10 23:00:00,5.4837,2.5503,0.0,0.0,0.7586,0.05,0.0
2024-01-11 00:00:00,7.1718,2.3041,0.0,0.0,0.4273,0.05,0.0
2024-01-11 01:00:00,7.0816,2.3553,0.0,0.0,0.0101,0.0101,0.0
2024-01-11 02:00:00,7.1241,2.5,0.0,0.0,0.01,0.01,0.0
2024-01-11 03:00:00,7.9998,2.5,0.0,0.0,0.0101,0.0101,0.0
2024-01-11 04:00:00,9.7557,2.5,0.0,0.0,0.0101,0.0101,0.0
2024-01-11 05:00:00,13.257,2.5,0.0,0.0,0.2501,0.2418,0.0
2024-01-11 06:00:00,26.7863,3.2575,0.0,0.0,1.0001,0.65,0.0
2024-01-11 07:00:00,22.3465,3.432,0.0,0.0,0.9,0.65,0.0
2024-01-11 08:00:00,16.982,2.5,0.0,0.0,0.8071,0.65,0.0
2024-01-11 09:00:00,10.7679,2.207,0.0,0.0,0.7492,0.499,0.0
2024-01-11 10:00:00,10.237,2.4097,0.0,0.0,0.7492,0.499,0.0
2024-01-11 11:00:00,8.3846,2.3784,0.0,0.0,0.498,0.498,0.0
2024-01-11 12:00:00,5.4441,2.3708,0.0,0.0,0.2501,0.2,0.0
2024-01-11 13:00:00,7.9997,2.4267,0.0,0.0,0.1,0.1,0.0
2024-01-11 14:00:00,8.0002,2.3402,0.0,0.0,0.05,0.05,0.0
2024-01-11 15:00:00,7.9992,3.7349,0.0,0.0,0.0104,0.0104,0.0
2024-01-11 16:00:00,8.0166,2.231,0.0,0.0,0.1,0.1,0.0
2024-01-11 17:00:00,10.4394,2.459,0.0,0.0,0.45,0.2,0.0
2024-01-11 18:00:00,12.5175,2.5,0.0,0.0,0.8976,0.498,0.0
2024-01-11 19:00:00,15.2809,2.3153,0.0,0.0,0.2502,0.15,0.0
2024-01-11 20:00:00,15.7386,2.2332,0.0,0.0,0.2504,0.15,0.0
2024-01-11 21:00:00,14.5214,2.5,0.0,0.0,0.2501,0.15,0.0
2024-01-11 22:00:00,8.4105,8.0158,0.0,0.0,0.0101,0.0101,0.0
2024-01-11 23:00:00,7.9747,9.9845,0.0,0.0,0.01,0.01,0.0
2024-01-12 00:00:00,23.9744,9.9863,0.0,0.0,0.01,0.01,0.0
2024-01-12 01:00:00,5.856,4.92,0.0,0.0,0.0,0.0,0.0
2024-01-12 02:00:00,5.5537,4.3368,0.0,0.0,0.0,0.0,0.0
2024-01-12 03:00:00,6.5313,4.8043,0.0,0.0,0.0,0.0,0.0
2024-01-12 04:00:00,23.9735,9.9814,0.0,0.0,0.01,0.01,0.0
2024-01-12 05:00:00,23.9737,2.9178,0.0,0.0,0.01,0.01,0.0
2024-01-12 06:00:00,18.2144,2.5,0.0,0.0,0.0101,0.0101,0.0
2024-01-12 07:00:00,17.2557,2.5,0.0,0.0,0.05,0.05,0.0
2024-01-12 08:00:00,19.2955,2.5001,0.0,0.0,0.05,0.05,0.0
2024-01-12 09:00:00,19.9621,2.4084,0.0,0.0,0.1,0.1,0.0
2024-01-12 10:00:00,16.4326,3.3639,0.0,0.0,0.1,0.1,0.0
2024-01-12 11:00:00,22.8105,2.5,0.0,0.0,0.05,0.05,0.0
2024-01-12 12:00:00,15.9973,2.5,0.0,0.0,0.05,0.05,0.0
2024-01-12 13:00:00,18.1936,2.4462,0.0,0.0,0.0101,0.0101,0.0
2024-01-12 14:00:00,18.4363,2.3403,0.0,0.0,0.0102,0.0102,0.0
2024-01-12 15:00:00,14.1023,2.3778,0.0,0.0,0.3004,0.05,0.0
2024-01-12 16:00:00,30.751,4.2865,5.6349,0.0,6.6349,0.498,0.0
2024-01-12 17:00:00,24.7947,2.459,9.1636,0.0,9.1737,0.65,0.0
2024-01-12 18:00:00,16.8054,2.4025,3.0511,0.0,4.0524,0.65,0.0
2024-01-12 19:00:00,14.9636,2.33,0.0,0.0,1.0,0.499,0.0
2024-01-12 20:00:00,16.6855,3.0965,0.0,0.0,0.15,0.15,0.0
2024-01-12 21:00:00,11.8085,4.3649,0.0,0.0,0.0102,0.0101,0.0
2024-01-12 22:00:00,7.1583,2.5522,0.0,0.0,0.01,0.01,0.0
2024-01-12 23:00:00,12.5951,2.5,0.0,0.0,0.01,0.01,0.0
2024-01-13 00:00:00,3.3616,5.3604,0.0,0.0,0.0,0.0,0.0
2024-01-13 01:00:00,4.1421,4.8809,0.0,0.0,0.0,0.0,0.0
2024-01-13 02:00:00,2.421,4.6765,0.0,0.0,0.0,0.0,0.0
2024-01-13 03:00:00,2.4842,4.8576,0.0,0.0,0.0,0.0,0.0
2024-01-13 04:00:00,5.4177,7.1435,0.0,0.0,0.0,0.0,0.0
2024-01-13 05:00:00,9.2383,11.4264,0.0,0.0,0.0102,0.0101,0.0
2024-01-13 06:00:00,7.7953,9.7679,0.0,0.0,0.0101,0.0101,0.0
2024-01-13 07:00:00,7.9996,8.0181,0.0,0.0,0.0101,0.0101,0.0
2024-01-13 08:00:00,8.0168,4.4995,0.0,0.0,0.0101,0.0101,0.0
2024-01-13 09:00:00,8.0204,9.986,0.0,0.0,0.15,0.15,0.0
2024-01-13 10:00:00,8.008,9.8658,0.0,0.0,0.05,0.05,0.0
2024-01-13 11:00:00,8.0,9.9801,0.0,0.0,0.15,0.15,0.0
2024-01-13 12:00:00,7.0995,9.9806,0.0,0.0,0.15,0.15,0.0
2024-01-13 13:00:00,6.2395,9.9869,0.0,0.0,0.15,0.15,0.0
2024-01-13 14:00:00,6.3423,9.9806,0.0,0.0,0.05,0.05,0.0
2024-01-13 15:00:00,7.1577,9.9873,0.0,0.0,0.1,0.1,0.0
2024-01-13 16:00:00,8.0166,9.3895,0.0,0.0,0.498,0.498,0.0
2024-01-13 17:00:00,17.5007,9.2213,0.0,0.0,0.7,0.7,0.0
2024-01-13 18:00:00,11.1902,2.5,0.0,0.0,0.7476,0.7,0.0
2024-01-13 19:00:00,8.6911,2.5,0.0,0.0,0.6801,0.68,0.0
2024-01-13 20:00:00,10.5859,2.9619,0.0,0.0,0.7004,0.7,0.0
2024-01-13 21:00:00,13.2455,5.5252,0.0,0.0,2.0,1.6699,0.0
2024-01-13 22:00:00,9.7628,2.5,0.0,0.0,1.0137,0.71,0.0
2024-01-13 23:00:00,28.2996,5.5645,7.1499,0.0,8.1509,0.7503,0.0
2024-01-14 00:00:00,53.5202,2.3286,0.0,0.0,7.0,0.7503,0.0
2024-01-14 01:00:00,69.2748,2.3553,0.0,0.0,6.7101,0.71,0.0
2024-01-14 02:00:00,41.5503,2.2729,0.0,0.0,8.5385,0.71,0.0
2024-01-14 03:00:00,42.0509,2.3459,0.0,0.0,8.5595,0.7,0.0
2024-01-14 04:00:00,43.9192,2.3589,1.8413,0.0,10.8413,0.7,0.0
2024-01-14 05:00:00,52.5203,2.3345,10.0,0.0,17.0,0.7,0.0
