HourOfYear,Regulation Capacity Up ($/MWh),Regulation Up Mileage ($/MWh),Reg_LOC_Adder,Synchronized Reserve ($/MWh),SR_LOC_Adder,Primary Reserve ($/MWh),NSR_LOC_Adder,Thirty Minutes Reserve ($/MWh),SecR_LOC_Adder
22,10.978007832880676,8.403249357987766,1.0485269182806773,20.48368411522344,2.5831638012159246,23.01126768610706,1.1630398009617242,8.654155597666428,1.2700827578140301
23,0.0,3.921221185511234,1.8420943566672623,16.334026208995997,2.6990659086159523,17.680254983276125,2.3685610831488826,10.515811105885428,0.0
24,6.856405176847777,0.0,5.6963875570475855,10.102425246694011,0.5822957893716958,11.585017246082067,0.7481658641563222,4.284674408525188,0.9516672983133032
25,5.709282258895869,2.8255704771665733,0.0,12.498923548976165,3.126587093279346,15.356531351516807,0.42014701175296054,2.8085348556076872,0.0
26,6.2884253851489955,5.31743752942446,0.4379802682205403,11.107606296763977,1.3200659253561342,6.038000775893471,0.06407228629140256,3.169514559239006,0.38461874637982146
27,6.8328360982007155,3.326144824270298,0.543130116620048,11.651395046656308,2.267719086461423,3.334450491907074,0.7255624415647675,3.697589086755295,0.0
28,0.0,0.0,0.9157489895088973,9.671232342359767,0.2013773191897751,9.112204499229653,0.3487935910239569,0.0,0.16268485309853017
29,7.944939123310282,3.4285764825373266,0.3819741678207796,14.213126623987812,1.5811319444779712,13.141323813198214,0.4857267421091221,6.557726614849671,0.7596120820502671
30,4.505363493667424,3.1937968233180465,0.4562863674709161,23.032922082087314,1.6139077069091783,11.260288575987376,1.3493973419125895,11.396658375553374,1.0571688230450267
31,14.949307922512487,9.201473288757786,0.8840315300156562,19.07170939267744,1.4299109237007896,12.504063698517605,1.2752032948458816,4.550024947939088,0.8424787538269111
32,14.976582122190274,3.7247517107429697,1.7453587274592026,23.54203588419319,2.7578253012887046,34.86614906344429,1.5374763710173551,9.61642638041048,2.8348013388005873
33,7.809013630125882,2.076188472326993,2.6706912770733697,44.05868044273734,2.725335540623447,5.181289038113105,2.9666360941878107,13.808899940815163,0.0
34,14.012825013972554,15.485991574928637,2.8438762590039497,0.0,5.155221323837226,19.998859471752084,2.9934590492097697,10.210647588625413,2.0799431353095965
35,5.9651150528747605,6.631206233016318,0.5910468136456762,45.63480379211193,0.9534398024145668,4.082513828980923,1.2986598943165135,8.691224012820806,1.3050098902120286
36,42.477856360997436,3.5213706608488042,1.8720114954035836,25.237704792619574,0.0,17.16927667743615,1.9151371703870166,10.23580346372958,2.003517993551935
37,3.9333321708240248,4.909912735362273,1.4060251744852406,0.0,3.332788053044954,5.828469638957862,0.874467641646911,8.97758789424222,1.301005455679097
38,13.087917571823874,4.83857764562677,1.8275256272833895,39.57485619273482,3.2060195169850547,13.456475747791128,0.0,0.0,0.0
39,9.601611915908904,0.0,2.817043053713725,32.13673734400379,6.091814362876372,19.647339052811112,1.6916122986148732,14.941545644050228,1.7000630501801328
40,17.575615318628273,13.902402193605147,3.2126537777386575,37.8466185027298,3.0076918310544793,0.0,0.716592504776787,0.0,0.0
41,18.84563788356105,13.68323728365215,2.6395976021961283,40.20957957742785,1.9895988162588718,10.407018069470904,1.924818138074234,10.852491643759212,2.584566443518721
42,18.457335587660854,6.414654247427049,2.9588080543920956,29.339597084071926,6.197050094660786,30.244299129909983,0.0,10.611617901859425,1.346938995521087
43,0.0,12.546116300139866,1.0075335017483409,34.36763760785369,3.086066254465041,18.5152759819862,2.0611630175027655,0.0,0.2032303466479277
44,12.241427897175837,6.096775101232772,2.409135136745519,48.95365775947977,2.296434776325887,13.140875080297187,1.5302722516009946,14.83664337989698,3.0365483224196708
45,14.695654310992746,4.424142975409246,0.0,48.41642742906503,4.747765823996268,6.687930421047245,1.7389150312254067,6.166745798608754,1.205108109978771
46,8.299671564860796,8.017573464025823,0.8532087778308247,28.00910689615484,2.9388638406006713,10.532022696203153,2.1527088108831034,8.387289706986643,1.8497296487846806
47,11.407750419743762,0.0,0.0,20.704669347303806,2.368134950499043,16.3147294492065,0.6785539085172487,2.496727814186575,1.2856252417641714
48,7.6648058616981904,6.462533966367091,0.5128302124310297,16.78163794006187,2.16984714193631,41.44474859082842,1.0971160254222518,2.3686051618556916,0.0
49,0.0,4.899092742538934,0.9651654299707298,4.810785169993239,1.6566734530729081,10.872727574894995,1.1511700461958414,4.2070071811018925,0.2974264653692259
50,2.002606952034306,3.1518257443410733,0.44496281115437053,7.822535058724626,0.7083068725378202,2.6989073125905545,0.8731036434264369,5.783539023098878,0.7106908934815267
51,1.8064662233714661,3.71137821226557,0.5049192572410786,13.84382936107378,0.4866290235942698,8.49302750578384,0.5134208186346921,3.3662506572895214,0.7906125469133185
52,4.898662621365096,3.6313079468366216,0.3481452324214368,12.791810173813007,0.8750043587277124,0.0,0.7034059110849369,0.0,0.37289248424642646
53,4.675088196532162,1.7467239271593678,0.0,16.30312711857539,1.2369517980271527,5.282591299652674,0.0,9.38077186543544,0.9924166610662223
54,14.574986711096699,3.9753847089230705,1.2211842196270666,19.566952569205743,3.0147599466226263,20.972335503620734,0.6040360451280666,5.6650678125018175,0.8206920596436275
55,14.989034708124294,6.788841586024339,1.1951883042510598,27.82785859299417,2.6138457256402363,15.45369305397807,1.3430761497816694,8.114756318472283,1.1051314132972583
56,13.70644677190319,17.08924492859846,1.0560819427100023,4.994755179271309,1.249652357655464,12.877188984084912,0.7995740584203888,9.214979406059172,1.4806827686692028
57,13.967875769125001,0.0,1.5392007735895097,29.79782591118033,5.283539035193866,11.508681657011584,2.2855221944333977,17.090143321414246,1.9869659938057105
58,17.28679863005554,5.163206204959489,1.3054359826364808,31.039074463437093,4.444884334741001,8.440412373185188,2.9669821260338556,15.530260491818316,1.1981596403832304
59,12.200449627813754,6.687960637557346,0.5560222629839516,32.53858403015881,4.176663429458357,10.81809370645192,1.1423253468629462,0.0,2.3322934542153373
60,23.11905682179418,7.4285253214110245,1.3943806853808964,0.0,1.853101001794468,0.0,0.0,11.938451912254196,1.7869661557084844
61,14.282776906451751,8.685084992841965,1.0906649648545341,23.124783637400167,2.889230792797045,25.583309251561946,1.2347018954953741,11.975366072376712,0.0
62,9.32784487781298,0.0,0.4227967310010728,29.89878246646492,0.645402688794594,0.0,2.7179251869271517,13.757556996183755,0.0
63,6.281148935491872,10.746348166003642,0.6331661479590802,19.30926088752141,4.0556420930093555,0.0,0.38856079265826593,11.951547873085014,0.7085560523510253
64,19.693168449742778,9.050451324846579,1.4872592219957317,40.73235406822814,0.0,30.341688533135837,0.00533366735502537,9.416721429961287,0.8836965475881705
65,0.0,6.012224608738227,1.2388218553221997,0.0,4.9030226138758675,15.635612472791097,2.0081626499591776,10.285488701362409,2.8031419118701186
66,17.763739542823945,7.369500657626023,1.7008215714252264,49.09697039058813,5.327864454677287,4.800918847244965,3.7092037084542033,0.0,1.0656443150757018
67,21.704197049821964,5.520401461587312,1.7391659298435007,46.05648940360989,0.0,7.498095729637185,0.8210828727766454,0.0,1.5872944909459143
68,135.73583456866254,12.910805811612144,2.134471419664423,16.498233322180962,0.0,18.6613557009273,12.4679410210269,19.035909688342695,1.9249169521757679
69,11.52617749778943,8.53311251786757,1.0901575962230743,30.842220237744364,1.354814803883599,23.563944906291344,15.463331837647267,13.834226593403049,2.0446805856658323
70,13.114843465909201,7.985235506507814,1.0364619487560962,46.65588985479009,2.0784698555736396,11.329530262626768,1.8843607820687565,0.0,0.0
71,11.265107211594966,0.0,1.9718769272864274,22.405963386183224,3.398272775076343,16.24910169907812,1.1612071706051714,6.283404441386244,1.3985335826151017
72,0.0,5.2953131803900435,1.2353204421345367,21.154701535894244,1.082764185256108,2.4868307532916276,0.7202484585985368,0.0,1.2543336867690802
73,2.7666504744015983,2.171823595436114,1.0293526945588003,2.5900967984702064,1.7038574208177761,11.119465969805747,1.195738860172004,2.0137957422075505,1.081695758062135
74,0.0,3.6958425155637147,0.6950408982697456,18.314175027048353,1.089563228102248,5.803443828718107,0.7680003020803163,2.423485256360508,0.754661942411754
75,0.0,2.8220758871733236,0.47446933737446245,9.691894797207464,2.038622925905565,7.332976762411942,0.6757910514271017,3.7017509217043965,0.6404933322831602
76,0.0,5.3528774874344505,0.4846454029347602,15.918329134617357,6.909318880160393,10.124266304984312,0.6893211720966324,5.77579758337653,0.4193769679826884
77,3.232403060163415,5.156391705843998,0.7439760869022888,20.778962813370484,1.4472686924465756,4.307084619166524,0.6437703709748859,6.468861124331522,0.5678968760249978
78,20.346887280961862,9.169820048958133,1.3883074740949386,12.24811778989942,3.4940237995934864,13.592249941790019,0.8634386928496998,8.004892696555677,1.1856562776684982
79,8.914642831886129,3.5894435538222558,0.2010508642542876,30.990316706910214,3.711037724308361,12.645476650365865,0.44305818244312545,4.0372245161762566,1.5259637038648863
80,16.39420435525605,8.512564757130553,1.2390991406723848,27.439244180681616,3.5349250765316476,26.744848753312493,0.9914785283183671,11.819646385052046,2.286021333022969
81,8.030741999894005,4.772942272484743,1.6436772048133412,24.109797390780333,2.8311217618633107,18.166328087842082,1.9452255609719813,22.272018434421902,1.7628522322189495
82,16.552995379390037,15.808441414979765,0.0,38.23923570573856,4.393499977743256,13.539500528673964,1.5759941834993956,12.96816856042524,1.5124450928129984
83,15.424275033252862,9.346732197559177,1.597340627851639,14.558147937283488,4.221960937139411,9.795891687730554,1.9206380551767757,9.671017566111612,1.327777969164759
84,16.307227480999604,0.0,1.5100179665887972,21.561450175278196,5.267700160977084,13.392290556981255,1.762689424833786,15.155982759321615,0.46898791910976567
85,18.860927890665508,4.199345937144455,1.7632052664648954,117.67373348016353,0.691059551975824,16.564646927703212,1.2622625349357444,16.265917228429085,0.0
86,15.627354884044157,7.11348214787772,0.9950330201499706,11.781340271115312,2.620334473768,10.79767128670615,2.077048928785643,9.814796801903748,1.6197741280908102
87,19.15319124522161,12.059812847505906,1.803459555181911,16.170539414377163,2.1412406012547884,8.684244006092264,1.193468772322969,11.797747720819322,2.8168549783713352
88,6.771277227222921,10.299677411595946,2.322588978706791,21.6850067426228,0.0,14.302625089551125,1.438725707594123,6.7456844031819685,0.7438244373855482
89,24.53509837605177,8.629986967345758,2.174376543354958,4.3562687762739785,2.759932351772942,26.870960446855587,1.3808566955211994,12.650300880308556,1.9410764390192417
90,17.451371698700516,0.0,0.0,45.822805322168875,2.0868236524140045,0.0,0.5928702291514807,6.417264912530972,1.6005467865347434
91,16.151211119398337,8.692151744403876,1.7404534718117735,36.249968645223845,4.426506863815841,29.503936623019513,2.2694924064796367,14.178777534916646,1.9346789754778997
92,9.680138399671621,10.154694518753548,1.6050039255827995,19.27285618915746,1.0724499429367107,25.316409400302717,1.5643475574297114,7.666408788157698,3.5813434359424794
93,13.558779525795197,0.0,9.247155456728901,20.63179614055132,0.0,19.592526547891087,2.2640053197768646,9.434233236594746,0.48024111536229425
94,5.125168683827726,7.651647755964958,0.8170151249245217,9.521302969480447,4.420405752629227,9.99815824728612,1.2858945239590105,10.567391774577532,0.0
95,7.3223469059248645,0.0,1.5401995357364926,19.897595661097547,1.673082728171488,12.25993059632592,2.026954400895923,6.053748137447674,1.3513714898681133
96,8.975807922475694,3.5607305164206067,1.1547690033896418,0.0,2.9326220301481842,9.94752016682466,0.25940251444116874,3.463950056165914,0.0
97,6.497720988678398,5.518649166338021,0.8807356694706556,20.50647470424147,2.1412384149597927,12.91006244318951,0.5193376007825126,5.535306675128743,0.0
98,7.201140622043698,5.116473301260775,1.7857278305783357,13.032473623648272,0.10179610161735075,8.45680403892477,1.0978853500218824,5.079519857421138,1.0239753154824733
99,3.288558392257976,2.2497317326996065,0.11553360574529781,18.017827272695598,1.4134134066545163,0.0,0.9746463484906349,3.5152073825945798,0.8403243510496534
100,2.2168005234060946,4.267423586762812,0.9681075678984338,7.289284638958578,1.1235077701864322,0.0,0.0,0.0,0.28360572949667623
101,8.596192119157852,5.923732347226816,0.9176831354820179,11.34557711065052,1.2614942102413942,1.4905497140552288,0.7385390132881575,5.013042066273118,0.3161421415355328
102,6.18790792301434,6.824307191769133,1.3389616981165233,27.414580782796126,0.0,13.313598441171234,1.5404330064644745,0.0,1.3302676907430235
103,7.95718702394678,1.4700111263027744,0.6354652508314937,16.993684862041867,2.5845947639503906,17.363235351859565,0.6388640963914998,0.0,2.1292995327352067
104,8.295190684806068,47.5393569391878,1.0548240032254261,22.933738082810407,2.7298516217960107,17.428462702002843,2.505251425539076,12.511419054617862,0.4480182875094712
105,19.46244766567831,13.550063595792437,2.683158644579833,36.41132264424619,5.9067923914420275,23.098742628823185,1.678396012736528,8.281794057805591,7.918140069856483
106,15.556079979288626,3.3977312004801092,1.683460181917831,44.3157762502771,3.7351915234525426,9.97005984166982,1.8263378589086707,0.0,1.64921181387309
107,14.785904270348771,6.3408093292330046,0.0,0.0,3.559186691784709,28.333067002507953,2.8141496081790893,22.18017247864871,0.0
108,0.0,2.5350655255736796,2.069764656129566,19.772184621875823,3.286139904873879,98.15543713058992,2.691396342642539,85.09456734603117,1.5981654093364586
109,14.80132796313246,3.6658428324742673,0.572937510270799,20.882900094274987,0.0,19.700525877163567,1.1388225228266255,11.810435521214906,1.8615774766921156
110,11.699922453586744,1.4313812761154934,0.9069511283105395,15.011464340646924,2.7444754981693773,19.01838570041372,1.2899170651744345,7.232768925496697,0.0
111,15.303788735646096,9.088390565235713,1.772041134567195,128.45181902214347,2.1862235744082406,17.762871982955833,1.881191253619166,11.465306671492089,2.63229416513086
112,9.332849519391978,4.062751490526734,0.7467619121489691,18.81863295747739,4.847208070197044,0.0,1.1308921144568942,9.78278348299428,15.35431662058503
113,14.382752365856877,0.0,3.322736761777583,0.0,1.491435881910269,27.966949431187007,0.0,14.616311938800534,0.7738242061912272
114,20.468862834303,15.590834664739866,3.0122193415481586,50.28720372807517,3.0312786962793385,23.93689694198489,1.7940330039916594,9.102999152035895,0.9577465142381362
115,16.76792306296077,12.272261412187007,1.8974694717170497,43.692422665554034,2.9121836145099875,29.157239154641438,1.3119193866558418,11.688696437474496,0.0
116,28.01372740199892,0.0,1.6224887431681319,33.612228667051156,4.662017458558727,12.893047711958538,1.8386065207736573,17.83769260471483,0.5596027552346804
117,13.895577403827867,0.0,0.0,0.0,3.114063424702822,14.230648134465985,1.4750383848021373,8.154483447150085,1.3451452911121067
118,13.426197832680211,0.0,1.7556236272394725,9.019034114432436,1.8395043890950242,97.11234480585205,0.0,13.971017626937657,0.0
119,9.57640876550542,4.393884477168491,1.1060486861303989,0.0,2.6658711245495703,0.0,1.8352378845846358,11.664354269977999,2.4069540409398034
120,6.6629465376696695,2.6484349015157997,1.1281071432023566,8.50900912473137,1.4388191177599852,1.0750605388760506,0.5696803574696474,8.424806284723461,0.0
121,6.700293256614693,3.8512128870768687,0.5403224343849272,89.99727138548995,0.7147660589708652,6.692042718956051,0.6048114145233698,3.883858256883959,0.9234113255622683
122,3.717357980742716,1.2285054563800228,0.6423509135307113,12.701432628008426,0.8491008112698549,3.554584260702611,0.34889825863872226,2.6660760309706557,0.4543059823011433
123,4.707737038192392,1.677935787084528,0.33254358698026365,4.342178947140007,0.5714389607775417,4.507348592759744,0.7328058265609209,0.7952034020918296,0.45057209972187634
124,4.185443083805819,2.6786632368938346,0.4234471460655303,6.420588811041854,1.5259961271880955,4.950458865893571,0.3606997109380363,4.208464698427676,0.5463246287214574
125,5.361787400320028,1.9764256189804021,0.19732357160228933,0.0,1.5437961947836516,2.366673714538718,0.6901283110319523,4.0789366914890755,0.4781935665400731
126,8.380288429416758,4.736417792777211,0.6254536460332161,11.275572835324105,1.164931278765228,6.191060501687247,0.9980099477773036,4.064139196243303,0.7859779739627402
127,12.893999065509592,6.928496404780345,0.47106944638335996,0.0,1.451259737561506,8.430357647486401,1.1649201319337055,7.7791014428463265,1.232492964886791
128,13.15602616962027,7.4070272589742405,0.0,8.525909567168036,0.0,6.994723243334728,0.9023296712066864,6.85136531450595,1.3143274934340667
129,8.353755830870458,6.010230579311099,0.0,7.159139626737814,16.27421670800128,24.614836457140157,0.2089307000264066,0.0,1.3830899348270471
130,11.28812131282125,9.92618587660189,1.9084401446268964,21.93754835517248,2.779412170576464,12.360839791865752,1.3701491581358438,6.0009186773821614,1.2319578935199522
131,7.256265752303522,9.931349113665085,0.8489129183774264,21.47731548130848,0.0,16.334093880623634,1.5486982446193496,5.614977124455814,1.4480178557399959
132,7.650468306109477,3.5101253317713508,1.039500837219804,23.57104541153873,2.9883889011892113,4.501645363217421,1.1670420120279588,5.038273811054446,0.7163404305881204
133,0.0,4.5955552416873635,1.5833056259047609,16.821142177422516,1.0947953778746413,11.57186928632125,1.8293397034180447,6.761067649949887,0.062114799404254246
134,9.731912155568226,5.774361801934466,0.18638383265150615,21.661929246807915,2.235365905970666,9.521099181894051,1.0770889019439704,0.0,0.8104240308328502
135,8.21483091068154,6.1577052856872525,1.4941979811332242,0.0,1.3354058661977875,9.205368606978185,1.8310250768193168,6.004365093812619,0.8720184705574079
136,8.331543823923832,5.399040616271859,1.5460087213960247,28.666377062970607,0.0,11.90363486937242,0.8216318210220752,0.0,0.8999198868425877
137,7.058004059100342,0.0,2.376838793368886,14.384615357155848,2.3037210548343436,18.597627451036132,2.119828789554477,0.0,1.6910268800972899
138,13.016405448099372,0.0,2.6806086423169857,26.743483989515006,3.887544862829887,17.51061370651014,1.1694630898567557,11.07029835718695,1.82755332913678
139,4.6227014210035895,8.80237261243224,1.0873286986629112,29.87447120228422,4.364285676666447,7.3423705358193105,1.2419767064018306,10.676497800878565,1.4926782904861278
140,8.677905992306412,3.382192670743351,1.7562767508791468,19.65306164477283,3.3557041746923826,14.168489935064612,1.4999262362514716,0.0,1.1360144009144004
141,13.277691004650826,6.582023199572104,1.281497352608798,18.249576597709616,2.197405838866623,13.474377454090757,0.7607320455762498,9.412122158575919,1.165730940964001
142,2.837930621034957,5.009991548273734,0.6994317277106842,12.549554398057863,0.0,2.6828342732477446,0.6883920476485366,9.140178856558121,0.45020643844470254
143,7.853044958486988,3.1586062312690184,0.49708177020610494,27.306173168137114,2.9404965179004354,5.550057052310816,1.283429647034118,7.856161958136389,0.0
144,3.9073522939205407,5.836589366414342,0.854030684027647,21.722319862555892,0.9485556369897735,2.3416963261683477,0.276048719322419,7.499834124919745,0.0
145,3.7903745271590914,0.0,0.0,11.334829779216726,1.6394393410130124,4.166228208807311,0.38304956139398905,5.120818192305446,0.6064510898344825
146,3.987882169761292,2.044522489319234,0.4940405587430133,2.1487400286630947,0.5446490549501398,1.5867645289435264,0.4150955874015199,1.8215505741809692,0.3884713512329076
147,0.0,3.024107965591841,0.0,9.569343078100564,1.3956526269127767,3.703851385807149,0.7230068961910022,1.4073772251988204,0.6438070823928577
148,3.423708639407579,1.7539750036071406,0.4724419986993266,9.90159352561462,0.41690427048219386,5.8262052314987125,0.35037645485350605,1.8623192977035372,0.5043711812503227
149,5.988660238698444,17.148507769358453,0.6886981414482515,7.064638527992219,0.5529930954475195,7.487618863758461,0.5942908622231348,4.818361385820089,0.553164771659777
150,3.3062951959955944,3.7248503914213513,0.898986175964716,16.345843511287686,2.0923692493444834,4.951383041761874,0.7599669903204306,6.123468717454356,0.6528331033486194
151,0.0,0.0,0.5878534933215083,16.30253755651284,2.6414603091804922,7.895563150234115,0.6017289000445767,36.27720244127168,0.737423912920973
152,10.001938750699486,4.43468438543544,0.0,21.596164595297196,2.173309460473414,7.5412374290728446,1.7407370927759855,5.975031054768786,6.446013983056238
153,6.643548064391858,11.67217730908812,0.8732048228061882,0.0,2.07024797213675,17.198457135743023,0.0,6.819556458626942,0.0
154,5.1506057029747225,2.635763162726304,1.2541603205201663,11.443754444037047,0.0,6.842773323852278,0.0,7.2209580705453185,0.32991897312232354
155,11.98107641612266,5.424006748876898,1.0241280580504495,13.282159562980898,0.9956342988722071,7.116665078255147,0.5210033535413885,35.0881766254203,1.245778803711853
156,9.744486327084303,4.75662328844331,1.6809584224111913,0.0,0.9662954857023714,11.76576144246972,0.9549184867151318,4.654343867642061,0.5912498049510267
157,10.682136388782652,7.7244935785049815,0.6782840384741509,19.008091602812133,1.696538748306899,14.209344920693344,0.9443181341868685,3.917181571848616,0.8922990626036817
158,5.576436166392354,3.3078011387118194,0.8136409234667069,0.0,2.430283435890853,0.7132153830779844,0.6154443517575646,7.797116310839105,1.2423435616391645
159,10.118583163211316,3.4549387841657606,1.9911121739547988,12.971345203159817,1.1404446680629172,6.57316283988048,0.0,9.306842489178011,1.1267268753277575
160,60.99118174048668,4.018334322945313,1.3184825708719428,19.609550143743792,3.011384122866508,15.517643262079922,1.695431535086167,6.619901674733433,0.2700760649522328
161,11.404345214157791,6.045871975392851,2.860951930938902,28.172363530670843,3.3221964195911386,18.960438003256357,0.0,3.840444481190764,2.2338607364480008
162,3.4276078913366765,6.207981814042835,1.2289056538127396,25.09575890328246,3.8302175001133794,12.314037639615696,1.0822837307536834,10.596828421737074,1.1768106031587737
163,0.0,2.3214661339958664,0.0,0.0,3.467816168988798,4.846779922478027,2.755379486218959,8.931811282711333,1.1900093558212081
164,12.248107490891488,9.882534361319015,0.9693976884522318,22.608589052987423,1.0864277328535623,17.193701605092095,0.7260926456286819,9.372843658520138,1.447569668942691
165,7.765027975331791,4.775085473367253,1.6046461237533178,18.446792861659972,1.9178566593751345,9.030467492623252,1.3073865560739448,4.9324111154590735,0.9286462862090413
166,5.791850398215087,4.629496672774542,0.4351141187315101,12.45970164233347,1.1282062927026415,7.249384169722938,0.6404905539100931,6.012058495775353,0.8834466563541234
167,0.0,3.6360390808712535,0.3523250360909615,17.781251797133148,2.609427931887377,0.0,0.6607225558484922,2.9732174586929108,0.5812795302958993
168,0.0,0.0,0.22343669056518117,11.59940032279933,1.626093593509422,6.930666997883832,0.2801711358374256,2.5498431554059513,0.7310492003871262
169,7.687408412229087,5.5649448618699,0.3927482950745759,0.0,0.7103599074735042,3.1981622805801964,0.0,6.0870138914036165,0.734925135774434
170,5.977929031301089,4.900035559008143,0.9267572965099861,21.851778088966558,1.2962243348549112,6.683888149830341,0.32894643374919896,15.116214522210235,0.7665692836840867
171,4.247163058382735,6.69941135903935,0.44466917677118495,10.857868923252306,0.3894413608397451,0.0,0.9092285463375034,8.148253766219486,1.2255157269836885
172,6.068119040916325,3.3139195052197765,0.9535724769092176,7.927248221398287,1.3553419919267446,10.222304873335059,0.8375535825256796,1.9498728564316727,0.7140708025536613
173,5.884795382513672,6.43377370668926,0.0,20.033315526917107,2.304900978874857,12.046180514763808,4.266873657927252,6.353146916744156,0.413833984342645
174,4.8243326274237255,1.2582374946479975,0.0,15.14744266240347,2.9680365539187634,5.14903340928825,1.3809666275854964,11.826676569642924,1.4446474742855777
175,15.790949006878849,4.289214701740937,5.43343115643242,38.224614512524546,2.3064974063797155,3.805200555247532,1.2246344017514381,13.560306195336544,1.7094789463274416
176,16.251439810826927,10.826493502929,0.9938689154444478,13.740727579709583,4.731632406817479,13.116536678879717,0.9452046775810853,9.85229129834372,0.0
177,14.848019892515863,10.329596169745331,2.034967395980505,27.018727926872785,0.0,13.452680597475107,1.3445055459868949,17.372874401324548,2.5944405700275244
178,18.612785712629616,11.160692980278968,3.2315849685743636,52.74920245771525,4.159134955152601,26.43907468051382,2.640750667964093,9.494727626760099,2.9385336041400354
179,0.0,13.645343579820038,1.6471510465141554,30.339692285554392,3.0388106964777433,1.8857544255856207,1.9222047206072352,7.458979843004869,1.8836517209468524
180,8.396479888326475,12.627613813294648,1.13684376984337,16.728294063172605,2.823510197319781,5.930044699534727,0.7040116080807932,16.15329066540676,0.9774048544938784
181,11.81830815546292,5.190003134443241,1.5168939945041606,26.952057146885917,2.3259626845400083,10.668006999797706,5.776321907882523,0.0,1.0058760071012316
182,6.7432147498208,9.25558801215642,1.74735457536354,21.002912224143916,12.685412632892103,10.432995589074633,1.1760072447449677,10.094491266780711,0.9906022121306316
183,16.53687122965747,0.0,0.24557765336355297,39.51612064971552,3.0136580989594806,11.417124942909613,0.7240135726487125,16.38472151630459,1.936896955150378
184,16.632479333967197,11.553627896370509,1.510632769736605,36.356977353333846,2.5296988492330756,13.46395876865723,1.438959860187601,13.341110450964742,2.3605259434279033
185,21.331015558543058,10.14558889022863,1.5173560442645069,47.4100994609272,4.066886035034847,111.08232843908962,2.089629935322877,13.137632703149208,0.9253487293253955
186,8.467302783561752,12.790963180340265,2.359737868401931,11.811257711079591,3.6839771974689692,29.661798613318386,3.793836935313913,14.806580121349397,0.9094335637405131
