Timestamp,p_Spin10_ISONE,loc_Spin10_ISONE,p_NSpin10_ISONE,loc_NSpin10_ISONE,p_OR30_ISONE,loc_OR30_ISONE
2023-01-02 13:00:00,11.4734,0.0,9.5005,0.0,8.3106,0.0
2023-01-02 14:00:00,20.7263,0.0,3.4789,0.0,7.0866,0.0
2023-01-02 15:00:00,10.9578,0.0,13.3794,0.0,15.0129,0.0
2023-01-02 16:00:00,5.5547,0.0,18.0619,0.0,9.4533,0.0
2023-01-02 17:00:00,21.1704,0.0,19.981,0.0,7.7306,0.0
2023-01-02 18:00:00,6.7447,0.0,13.9261,0.0,10.6087,0.0
2023-01-02 19:00:00,13.7721,0.0,12.1439,0.0,23.0219,0.0
2023-01-02 20:00:00,26.0763,0.0,26.4719,0.0,8.977,0.0
2023-01-02 21:00:00,6.5461,0.0,19.1063,0.0,9.608,0.0
2023-01-02 22:00:00,14.8303,0.0,22.3792,0.0,2.9086,0.0
2023-01-02 23:00:00,23.7714,0.0,3.131,0.0,20.9484,0.0
2023-01-03 00:00:00,26.1845,0.0,13.7675,0.0,9.1693,0.0
2023-01-03 01:00:00,18.5095,0.0,5.9766,0.0,9.3045,0.2574
2023-01-03 02:00:00,19.0975,0.0,19.2287,0.0,29.7023,0.0
2023-01-03 03:00:00,31.4995,0.0,28.901,0.0,38.7911,0.0
2023-01-03 04:00:00,5.5526,0.0,8.1219,0.0,39.6916,0.0
2023-01-03 05:00:00,30.6273,0.0,13.185,0.0,33.2434,0.0
2023-01-03 06:00:00,28.5073,0.0,14.686,0.0,20.7839,0.0
2023-01-03 07:00:00,29.8816,0.0,16.131,0.0,22.8822,0.0
2023-01-03 08:00:00,4.9594,1.6983,20.3695,0.0,7.364,0.0
2023-01-03 09:00:00,13.2723,0.0,45.8693,0.0,11.4171,0.0
2023-01-03 10:00:00,27.3432,0.0,28.2806,0.0,15.0979,0.0
2023-01-03 11:00:00,2.0801,0.0,16.2032,0.0,4.5238,0.0
2023-01-03 12:00:00,5.8403,1.907,30.4078,0.0,16.0774,0.0
2023-01-03 13:00:00,20.6033,0.0,13.0517,0.0,7.153,0.0
2023-01-03 14:00:00,11.3205,0.0,19.7609,0.0,16.8218,0.0
2023-01-03 15:00:00,9.1807,0.0,2.2094,1.6499,20.4721,0.0
2023-01-03 16:00:00,15.3081,0.0,10.7997,0.0,15.462,0.0
2023-01-03 17:00:00,10.7485,0.0,16.3013,0.0,17.0201,0.0
2023-01-03 18:00:00,2.4585,0.0,19.3754,0.0,13.6705,0.0
2023-01-03 19:00:00,7.1026,0.0,4.927,0.0,14.143,0.0
2023-01-03 20:00:00,12.6313,0.0,0.0,1.3768,13.8618,0.0
2023-01-03 21:00:00,6.6772,0.0,20.7728,0.0,10.5752,0.0
2023-01-03 22:00:00,16.2331,0.0,15.8612,0.0,0.9666,0.0
2023-01-03 23:00:00,11.822,0.0,15.6919,1.7978,21.4558,0.0
2023-01-04 00:00:00,16.7475,0.8918,7.905,0.0,16.8167,0.0
2023-01-04 01:00:00,17.7553,0.0,19.8745,0.0,4.4616,0.0
2023-01-04 02:00:00,9.6772,0.0,12.7736,0.0,13.0743,1.2849
2023-01-04 03:00:00,20.0023,0.0,6.3964,0.0,40.1631,0.0
2023-01-04 04:00:00,24.8269,0.0,37.1322,0.0,35.2323,0.0
2023-01-04 05:00:00,6.1532,0.0,16.0607,0.0,3.0795,0.0
2023-01-04 06:00:00,18.805,0.0,15.0105,0.0,26.7014,0.0
2023-01-04 07:00:00,24.1925,0.0,26.7822,0.0,14.2521,0.0
2023-01-04 08:00:00,8.2743,0.0,28.1633,0.0,10.6861,0.0
2023-01-04 09:00:00,9.3476,0.0,24.2294,0.0,27.6468,0.0
2023-01-04 10:00:00,5.2848,0.0,25.6772,0.0,28.4523,0.0
2023-01-04 11:00:00,19.3138,0.0,15.47,0.0,25.1586,0.0
2023-01-04 12:00:00,8.0256,0.0,30.6432,0.0,11.6691,0.0
2023-01-04 13:00:00,20.3482,0.0,22.9368,0.0,23.9018,0.0
2023-01-04 14:00:00,18.7943,0.0,11.4263,0.0,23.5875,0.0
2023-01-04 15:00:00,17.7455,0.0,12.6279,0.0,12.2568,0.0
2023-01-04 16:00:00,8.722,0.0,12.7913,0.0,20.8049,0.6096
2023-01-04 17:00:00,4.5236,0.0,7.5717,1.8937,15.8293,0.0
2023-01-04 18:00:00,7.812,1.2936,8.5685,0.0,7.4431,0.0
2023-01-04 19:00:00,13.9657,0.0,0.0,0.0,1.9026,0.0
2023-01-04 20:00:00,7.6834,0.0,17.2413,0.0,6.2905,0.0
2023-01-04 21:00:00,25.1396,0.0,12.0878,0.0,1.6634,0.0
2023-01-04 22:00:00,8.1514,0.0,17.1678,0.0,15.1234,0.0
2023-01-04 23:00:00,27.3001,0.0,21.8109,0.0,11.1072,0.0
2023-01-05 00:00:00,16.3939,0.0,13.402,0.5039,19.2975,0.0
2023-01-05 01:00:00,10.1393,0.0,26.1172,0.0,11.9016,0.0
2023-01-05 02:00:00,28.7467,0.0,8.8755,0.0,4.0314,0.0
2023-01-05 03:00:00,24.4533,0.0,27.8255,0.0,15.455,0.0
2023-01-05 04:00:00,13.975,0.0,38.8641,0.0,32.0932,0.0
2023-01-05 05:00:00,11.909,0.0,7.9868,0.0,7.988,0.0
2023-01-05 06:00:00,10.0017,0.0,7.9061,0.0,5.7147,0.0
2023-01-05 07:00:00,8.3892,0.0,7.0068,0.0,17.7459,0.0
2023-01-05 08:00:00,22.6984,0.0,10.711,0.0,15.0492,0.0
2023-01-05 09:00:00,24.9753,1.448,8.5092,0.0,9.6795,0.0
2023-01-05 10:00:00,8.7725,0.0,21.903,0.0,8.2314,0.0
2023-01-05 11:00:00,23.2309,0.0,14.534,0.0,25.9104,0.0
2023-01-05 12:00:00,15.8912,0.0,4.5124,0.0,11.617,0.0
2023-01-05 13:00:00,3.2475,0.0,6.4867,0.0,23.9582,0.0
2023-01-05 14:00:00,9.0047,0.8512,12.3085,0.0,12.3729,0.0
2023-01-05 15:00:00,18.0894,0.0,3.5449,0.0,3.7323,0.0
2023-01-05 16:00:00,11.7382,0.0,19.5109,0.0,11.1055,0.0
2023-01-05 17:00:00,8.5278,0.0,13.3497,0.0,11.188,0.0
2023-01-05 18:00:00,0.0,0.0,13.1051,0.0,5.7253,0.0
2023-01-05 19:00:00,0.6045,0.0,8.4131,1.0185,0.316,0.0
2023-01-05 20:00:00,13.8058,0.0,17.7705,0.0,5.4,0.0
2023-01-05 21:00:00,5.7407,0.0,6.6309,0.0,18.4302,0.0
2023-01-05 22:00:00,13.6854,0.0,10.7501,0.0,6.3833,0.0
2023-01-05 23:00:00,15.2102,0.0,22.5446,0.0,8.7208,0.0
2023-01-06 00:00:00,5.3333,0.0,17.4499,0.0,19.2673,0.0
2023-01-06 01:00:00,21.9075,0.0,14.8896,0.0,11.5884,0.0
2023-01-06 02:00:00,35.9328,0.0,23.983,0.0,29.5848,0.0
2023-01-06 03:00:00,8.4986,0.0,17.9617,0.0,25.2878,0.0
2023-01-06 04:00:00,17.702,0.0,31.7486,0.0,12.2434,0.0
2023-01-06 05:00:00,27.5866,0.0,20.0236,0.0,12.7113,0.0
2023-01-06 06:00:00,43.729,0.0,32.2304,0.0,31.5471,0.0
2023-01-06 07:00:00,12.5144,0.0,11.1623,0.0,38.7948,0.0
2023-01-06 08:00:00,8.3466,0.0,8.017,0.0,17.5939,0.0
2023-01-06 09:00:00,29.6774,0.0,18.0036,0.0,10.06,0.0
2023-01-06 10:00:00,19.123,0.0,8.9573,0.0,11.5157,0.0
2023-01-06 11:00:00,6.4191,0.0,16.4792,0.0,7.9831,0.0
2023-01-06 12:00:00,11.0902,0.0,4.5965,0.0,14.0924,0.0
2023-01-06 13:00:00,3.2481,0.0,13.0693,0.0,18.4274,0.0
2023-01-06 14:00:00,10.1467,0.0,14.8605,0.0,5.9978,1.9983
2023-01-06 15:00:00,9.4649,0.0,9.3155,0.0,13.1498,0.0
2023-01-06 16:00:00,15.8626,0.0,5.6523,0.0,15.4641,0.0
2023-01-06 17:00:00,2.5661,0.0,5.997,0.0,17.2953,0.0
2023-01-06 18:00:00,9.0224,0.0,12.3596,0.0,10.2755,0.0
2023-01-06 19:00:00,6.2659,0.0,3.255,0.0,9.6841,0.0
2023-01-06 20:00:00,27.0507,0.0,15.7131,0.0,21.5236,1.6543
2023-01-06 21:00:00,4.9089,0.0,19.6959,0.0,10.1723,0.0
2023-01-06 22:00:00,10.9853,0.0,11.9434,0.0,12.4054,0.0
2023-01-06 23:00:00,17.2492,0.0,12.5714,0.0,8.988,0.0
2023-01-07 00:00:00,6.2789,0.0,11.2889,0.0,6.3745,0.0
2023-01-07 01:00:00,26.0859,0.0,23.3938,0.0,17.1251,0.0
2023-01-07 02:00:00,3.7506,0.0,15.95,0.0,7.8355,0.0
2023-01-07 03:00:00,26.7093,0.0,15.5134,0.0,9.3421,0.706
2023-01-07 04:00:00,26.0781,0.0,7.4845,0.0,8.4304,0.0
2023-01-07 05:00:00,20.9273,0.0,43.2981,0.0,14.957,0.0
2023-01-07 06:00:00,14.5578,0.0,2.6611,0.0,24.5293,0.0
2023-01-07 07:00:00,7.9828,0.0,20.9714,0.0,6.734,0.0
2023-01-07 08:00:00,14.0839,0.0,1.178,0.0,29.8797,0.0
2023-01-07 09:00:00,32.8482,0.0,24.5092,0.0,4.2919,0.0
2023-01-07 10:00:00,9.0391,0.0,15.3595,0.0,29.7892,0.0
2023-01-07 11:00:00,14.3666,0.0,7.5834,0.224,12.8653,0.0
2023-01-07 12:00:00,4.5053,0.0,5.4755,0.0,19.4408,0.0
2023-01-07 13:00:00,9.6931,0.0,14.4527,0.0,23.3205,0.0
2023-01-07 14:00:00,15.4097,0.0,20.8796,0.0,20.7635,0.0
2023-01-07 15:00:00,13.6056,0.0,21.2043,0.0,0.0,0.0
2023-01-07 16:00:00,1.6707,0.0,15.6146,0.0,1.462,0.0
2023-01-07 17:00:00,13.3746,0.0,9.5941,0.0,9.0636,0.0
2023-01-07 18:00:00,1.2934,0.0,5.475,0.0,9.0391,0.0
2023-01-07 19:00:00,4.1342,0.0,3.1449,0.0,17.1111,0.0
2023-01-07 20:00:00,21.3039,0.0,18.7366,0.0,12.5774,0.0
2023-01-07 21:00:00,15.7085,0.0,3.3212,0.0,8.2709,0.0
2023-01-07 22:00:00,10.0322,0.0,12.1317,0.0,2.0438,0.0
2023-01-07 23:00:00,6.256,0.0,10.1776,0.0,24.2701,0.0
2023-01-08 00:00:00,26.4331,0.0,17.3881,0.0,20.4673,0.0
2023-01-08 01:00:00,27.9476,0.0,19.4564,0.0,6.1679,0.0
2023-01-08 02:00:00,22.362,0.0,11.9572,0.0,20.0687,0.0
2023-01-08 03:00:00,18.7633,0.0,20.3513,0.0,9.0875,0.0
2023-01-08 04:00:00,39.8199,0.0,8.5908,0.0,21.0937,0.0
2023-01-08 05:00:00,18.197,1.9989,17.9018,0.0,30.1384,0.0
2023-01-08 06:00:00,29.6477,0.0,33.3167,0.0,5.2038,0.0
2023-01-08 07:00:00,6.2069,0.0,12.8244,0.0,12.85,0.0
2023-01-08 08:00:00,32.2539,0.0,30.536,0.0,25.1469,0.0
2023-01-08 09:00:00,16.015,0.0,28.4335,0.0,31.717,0.0
2023-01-08 10:00:00,29.4189,0.0,14.5404,0.0,11.5936,0.0
2023-01-08 11:00:00,11.5914,0.1119,7.6233,0.0,25.3368,0.0
2023-01-08 12:00:00,10.8851,0.0,6.8931,0.0,5.7357,0.0
2023-01-08 13:00:00,5.5388,0.0,15.2524,0.0,19.6945,0.0
2023-01-08 14:00:00,19.1768,0.0,4.0046,0.0,14.315,0.0
2023-01-08 15:00:00,11.1227,0.0,16.1016,0.0,9.7839,0.2788
2023-01-08 16:00:00,5.681,0.0,6.5171,0.0,11.9889,0.0
2023-01-08 17:00:00,0.8818,0.0,17.4645,0.0,20.8078,0.0
2023-01-08 18:00:00,18.436,0.0,3.1875,0.0,12.2109,0.0
2023-01-08 19:00:00,15.3333,0.0,10.0559,0.0,15.5734,0.0
2023-01-08 20:00:00,6.2271,0.2188,45.7782,0.0,14.1399,1.2242
2023-01-08 21:00:00,6.5708,0.0,8.6845,0.0,23.7815,0.0
2023-01-08 22:00:00,10.574,0.0,13.6785,0.0,8.2623,0.0
2023-01-08 23:00:00,10.5401,0.0,21.8497,0.0,26.9743,0.0
2023-01-09 00:00:00,9.3868,0.0,20.9858,0.0,25.1085,0.0
2023-01-09 01:00:00,17.3342,0.0,4.4558,0.0,47.6838,0.0
2023-01-09 02:00:00,25.1626,0.0,28.7126,0.0,31.4322,0.0
2023-01-09 03:00:00,22.9782,0.0,16.4367,0.0,4.4155,0.0
2023-01-09 04:00:00,22.4344,0.0,23.8692,0.0,15.4527,0.0
2023-01-09 05:00:00,10.196,0.0,11.1951,0.0,27.2361,0.0
2023-01-09 06:00:00,34.816,0.0,11.6933,0.0,13.0549,0.0
2023-01-09 07:00:00,10.0058,0.0,20.6904,0.0,29.3419,0.0
2023-01-09 08:00:00,8.2707,0.0,26.0239,0.0,29.0066,0.0
2023-01-09 09:00:00,23.5616,0.0,38.406,0.0,29.3411,0.0
2023-01-09 10:00:00,2.3636,1.6247,30.1985,0.0,23.6234,0.0
2023-01-09 11:00:00,35.4604,0.0,14.1815,0.0,12.0876,1.5315
2023-01-09 12:00:00,13.4729,0.0,5.3588,0.0,24.4387,0.0
2023-01-09 13:00:00,22.6242,0.0,23.3223,0.0,16.4966,0.0
2023-01-09 14:00:00,19.4248,0.0,18.126,0.0,19.5143,0.0
2023-01-09 15:00:00,24.589,0.0,13.4485,0.0,20.0274,0.0
2023-01-09 16:00:00,5.2124,0.0,1.4934,0.0,19.3596,0.0
2023-01-09 17:00:00,14.2937,0.0,7.0523,0.0,14.4748,0.0
2023-01-09 18:00:00,3.5935,0.0,20.3528,0.1627,0.4413,0.0
2023-01-09 19:00:00,16.4359,0.0,9.1507,0.0,16.4925,0.0
2023-01-09 20:00:00,12.4245,0.0,18.7399,0.0,17.0392,0.0
2023-01-09 21:00:00,11.7275,0.0,59.6296,0.0,0.6919,0.0
2023-01-09 22:00:00,3.8014,0.0,26.0651,0.0,14.5157,0.0
2023-01-09 23:00:00,3.9947,0.0,12.7801,0.0,19.7627,0.0
2023-01-10 00:00:00,23.9042,0.0,34.0656,0.0,23.8044,0.0
2023-01-10 01:00:00,13.2766,0.0,10.2177,0.7573,8.3205,0.0
2023-01-10 02:00:00,16.1892,0.0,17.4658,0.0,5.5355,0.0
2023-01-10 03:00:00,29.7039,0.0,11.9931,0.0,9.5607,0.0
2023-01-10 04:00:00,32.9092,0.0,36.2069,0.0,30.8808,0.0
2023-01-10 05:00:00,24.1265,0.8945,37.6267,0.0,7.0762,0.0
2023-01-10 06:00:00,22.1538,0.0,35.012,0.0,4.9829,0.0
2023-01-10 07:00:00,33.7076,0.0,19.6941,0.0,13.5425,0.0
2023-01-10 08:00:00,33.9008,0.0,25.6445,0.0,8.9083,0.0
2023-01-10 09:00:00,5.5688,0.0,16.8641,0.0,20.9093,0.0
2023-01-10 10:00:00,37.0699,0.0,8.1974,0.0,19.8333,0.0
2023-01-10 11:00:00,17.9292,0.0,30.5422,0.0,14.2107,0.0
2023-01-10 12:00:00,3.9516,0.0,28.9781,0.0,13.8837,0.0
2023-01-10 13:00:00,18.5245,0.0,27.7343,0.0,8.7407,0.0
2023-01-10 14:00:00,18.329,0.0,33.6517,0.0,26.3788,0.0
2023-01-10 15:00:00,11.7699,0.0,18.471,0.0,20.5185,0.0
2023-01-10 16:00:00,8.6788,0.0,12.2276,0.0,14.6183,0.0
2023-01-10 17:00:00,10.5494,0.0,16.649,0.0,12.4127,0.0
2023-01-10 18:00:00,13.3366,0.0,25.9592,0.0,11.6793,0.0
2023-01-10 19:00:00,20.5375,0.0,9.5785,0.0,10.5496,0.0
2023-01-10 20:00:00,4.0875,0.0,1.4805,0.0,14.2058,0.0
2023-01-10 21:00:00,25.5437,0.0,20.9541,0.0,8.5937,0.0
2023-01-10 22:00:00,19.2346,0.0,22.6647,1.5617,16.718,0.0
2023-01-10 23:00:00,20.1479,0.0,7.9461,0.0,19.6694,0.0
2023-01-11 00:00:00,12.9111,0.0,8.6275,0.0,22.7971,0.0
2023-01-11 01:00:00,33.3953,0.0,12.1753,0.0,9.242,0.0
2023-01-11 02:00:00,37.6623,1.2535,33.0644,0.0,65.7293,0.0
2023-01-11 03:00:00,26.5453,0.0,20.4879,0.0,2.864,0.0
2023-01-11 04:00:00,38.4181,0.0,16.7713,0.0,36.3862,0.0
2023-01-11 05:00:00,19.2048,0.0,38.5005,0.0,10.3261,0.0
2023-01-11 06:00:00,30.9705,0.0,8.6501,0.0,42.1026,0.0
2023-01-11 07:00:00,13.3082,0.0,14.2005,0.0,32.4586,0.0
2023-01-11 08:00:00,28.9856,0.0,29.6772,0.0,23.3633,0.0
2023-01-11 09:00:00,14.8389,0.0,28.8964,0.0,8.4719,0.0
2023-01-11 10:00:00,33.9691,0.0,9.3981,0.0,9.5993,0.0
2023-01-11 11:00:00,24.222,0.0,24.2902,0.0,25.283,0.0
2023-01-11 12:00:00,10.5932,0.0,22.8873,0.0,13.6177,0.0
2023-01-11 13:00:00,14.1411,0.0,4.9823,0.0,12.2632,0.0
2023-01-11 14:00:00,40.4805,0.0,19.3166,0.0,16.6869,0.0
2023-01-11 15:00:00,1.076,0.0,5.5361,0.0,14.1725,0.0
2023-01-11 16:00:00,26.1989,0.0,5.3121,0.0,9.8762,0.0
2023-01-11 17:00:00,11.4844,0.0,12.0361,0.0,1.5759,0.0
2023-01-11 18:00:00,22.3303,0.9515,12.7908,0.0,7.163,0.0
2023-01-11 19:00:00,16.2846,0.0,13.4942,0.0,15.0133,0.0
2023-01-11 20:00:00,6.6752,0.0,17.0142,0.0,15.692,0.0
2023-01-11 21:00:00,4.6791,0.0,4.8099,0.0,12.6396,0.0
2023-01-11 22:00:00,14.805,0.0,9.3382,0.0,9.5325,0.0
2023-01-11 23:00:00,8.1318,0.0,5.12,0.0,6.5347,0.0
2023-01-12 00:00:00,22.145,0.0,0.0,0.0,21.1994,0.0
2023-01-12 01:00:00,3.2885,0.0,7.9805,0.0,31.7544,0.0
2023-01-12 02:00:00,13.855,0.0,14.0573,0.0,23.2734,0.0
2023-01-12 03:00:00,19.4609,0.0,33.2205,0.0,25.5141,0.0
2023-01-12 04:00:00,28.2004,0.0,9.2156,0.0,16.9022,0.0
2023-01-12 05:00:00,18.4677,0.0,4.9103,0.0,23.7485,0.0
2023-01-12 06:00:00,14.5889,0.0,9.2178,0.0,15.6991,0.0
2023-01-12 07:00:00,9.4619,0.0,31.1564,0.0,6.9148,0.0
2023-01-12 08:00:00,23.4671,0.0,36.5672,0.0,28.061,0.0
2023-01-12 09:00:00,10.6093,0.0,11.4835,0.0,10.2785,0.0
2023-01-12 10:00:00,26.6587,0.0,5.032,0.0,9.7038,0.0
2023-01-12 11:00:00,9.4423,0.0,5.8905,0.3563,17.3618,1.0917
2023-01-12 12:00:00,18.1942,0.0,6.8218,0.0,20.9627,0.0
2023-01-12 13:00:00,19.9754,0.0,30.1277,0.0,0.0,0.0
2023-01-12 14:00:00,17.429,0.0,17.4839,0.0,20.439,0.0
2023-01-12 15:00:00,12.5092,0.0,12.1037,0.0,13.212,0.0
2023-01-12 16:00:00,2.2262,0.0,16.0472,0.0,8.6683,0.0
2023-01-12 17:00:00,0.0,0.0,11.2399,0.0,7.6804,0.0
2023-01-12 18:00:00,10.2956,0.0,11.9673,0.0,12.2749,0.0
2023-01-12 19:00:00,4.2658,0.0,5.3023,0.9855,0.2667,0.0
2023-01-12 20:00:00,11.7991,0.0,38.464,0.0,10.285,0.0
2023-01-12 21:00:00,22.7156,0.0,17.8778,0.0,10.2685,0.0
2023-01-12 22:00:00,23.1354,1.3895,24.5274,0.0,16.0845,0.0
2023-01-12 23:00:00,12.4158,0.0,10.5974,1.5829,21.8088,0.0
2023-01-13 00:00:00,14.1913,0.0,14.4682,0.0,15.5082,0.0
2023-01-13 01:00:00,15.0953,0.0,14.8775,1.414,7.906,0.0
2023-01-13 02:00:00,29.1526,0.0,10.1773,0.0,4.1746,0.0
2023-01-13 03:00:00,19.2843,0.2884,17.5057,0.0,13.7875,0.0
2023-01-13 04:00:00,5.433,0.0,30.5933,0.0,19.4757,0.0
2023-01-13 05:00:00,10.0517,0.0,7.6317,0.0,7.8563,0.0
2023-01-13 06:00:00,12.2444,0.0,24.8371,0.0,16.3025,0.0
2023-01-13 07:00:00,19.6723,0.0,17.7468,0.0,27.9933,0.0
2023-01-13 08:00:00,18.6343,0.0,29.1537,0.0,15.9509,0.0
2023-01-13 09:00:00,2.8126,0.1218,6.7531,0.0,26.5334,0.0
2023-01-13 10:00:00,24.1946,0.0,10.7098,0.0,30.8347,0.0
2023-01-13 11:00:00,5.5032,0.0,5.7452,0.0,29.2427,0.0
2023-01-13 12:00:00,15.6014,0.0,15.0463,1.2546,24.8414,0.3187
2023-01-13 13:00:00,23.475,0.0,13.3891,0.0,14.5012,0.0
2023-01-13 14:00:00,1.9323,0.0,7.9649,0.89,3.3011,0.0
2023-01-13 15:00:00,13.8137,0.0,12.7457,0.0,4.627,0.0
2023-01-13 16:00:00,11.4731,0.0,3.1312,0.0,6.4747,0.0
2023-01-13 17:00:00,8.2025,0.0,13.9526,0.0,8.0868,0.0
2023-01-13 18:00:00,8.0763,0.0,15.9149,0.0,15.5301,0.0
2023-01-13 19:00:00,19.6776,0.0,20.1476,0.0,11.6228,0.0
2023-01-13 20:00:00,3.3305,0.0,6.4947,0.0,8.7078,0.0
2023-01-13 21:00:00,8.9624,0.0,17.1611,0.0,17.994,0.0
2023-01-13 22:00:00,4.8472,0.0,0.0,0.0,16.2375,0.0
2023-01-13 23:00:00,12.6441,0.0,22.74,0.555,4.3166,0.0
2023-01-14 00:00:00,10.314,0.0,18.2293,0.0,0.0,0.3876
2023-01-14 01:00:00,5.114,0.0,19.6745,0.0,19.0967,0.0
2023-01-14 02:00:00,20.5139,0.0,33.8905,0.0,21.4167,0.0
2023-01-14 03:00:00,22.99,0.0,15.6985,0.0,6.7159,0.0
2023-01-14 04:00:00,34.0164,0.0,5.4604,0.0,29.6971,1.2625
2023-01-14 05:00:00,11.0858,0.0,7.3485,1.9442,44.1641,0.0
2023-01-14 06:00:00,25.6947,0.0,29.3824,0.0,16.98,0.0
2023-01-14 07:00:00,29.6274,0.0,33.2787,0.0,8.7859,0.0
2023-01-14 08:00:00,25.1438,0.0,27.1954,0.0,13.3933,0.0
2023-01-14 09:00:00,9.1499,0.0,18.2751,0.0,23.6783,0.0
2023-01-14 10:00:00,21.7919,0.0,33.0436,0.0,9.8289,0.0
2023-01-14 11:00:00,16.5432,0.0,1.9487,0.0,13.4868,0.0
2023-01-14 12:00:00,19.8432,0.0,22.8485,0.0,15.6618,0.0
2023-01-14 13:00:00,25.0292,0.0,5.1637,0.0,2.7946,0.0
2023-01-14 14:00:00,8.6867,0.0,19.132,0.0,7.1608,0.0
2023-01-14 15:00:00,17.8271,0.0,18.0241,0.0,16.025,0.0
2023-01-14 16:00:00,15.0016,0.0,13.5313,0.0,14.7655,0.0
2023-01-14 17:00:00,52.1277,0.0,13.2969,0.0,38.844,0.0
2023-01-14 18:00:00,15.8865,0.0,20.1485,0.0,15.0665,0.0
2023-01-14 19:00:00,0.0,0.0,12.339,0.0,21.9125,0.0
2023-01-14 20:00:00,16.9525,0.0,10.5509,0.0,0.8014,0.0
2023-01-14 21:00:00,16.4954,0.0,12.5787,0.0,11.9438,0.0
2023-01-14 22:00:00,16.6248,0.0,24.9213,0.0,9.362,0.0
2023-01-14 23:00:00,4.6407,0.0,15.3836,0.0,9.3745,0.0
2023-01-15 00:00:00,3.8707,0.0,7.1759,0.0,20.5921,0.0
2023-01-15 01:00:00,13.5767,0.0,19.8764,0.0,1.6625,0.0
2023-01-15 02:00:00,32.182,0.0,16.1244,0.0,10.8525,0.0
2023-01-15 03:00:00,17.2911,0.0,18.4792,0.0,7.7224,0.0
2023-01-15 04:00:00,19.4589,0.0,29.8473,0.0,7.5629,0.0
2023-01-15 05:00:00,29.6588,0.0,25.9006,0.0,25.8389,0.0
2023-01-15 06:00:00,37.9371,0.0,13.7356,0.0,15.9042,0.0
2023-01-15 07:00:00,21.515,0.0,18.3331,0.0,21.9016,0.0
2023-01-15 08:00:00,5.0319,0.0,26.5677,0.0,31.7842,0.0
2023-01-15 09:00:00,19.0606,0.0,32.1622,0.0,26.8974,0.0
2023-01-15 10:00:00,10.6872,0.0,2.8017,0.0,20.5165,0.0
2023-01-15 11:00:00,32.7339,0.0,24.544,0.0,11.639,0.0
