Timestamp,winning_rate_Spin10_ISONE,winning_rate_NSpin10_ISONE,winning_rate_OR30_ISONE
2023-01-03 05:00:00,0.5749,0.8199,0.5074
2023-01-03 06:00:00,0.786,0.5366,0.6842
2023-01-03 07:00:00,0.8106,0.7662,0.8132
2023-01-03 08:00:00,0.6888,0.6784,0.6749
2023-01-03 09:00:00,0.5818,0.7551,0.7281
2023-01-03 10:00:00,0.8523,0.718,0.5998
2023-01-03 11:00:00,0.8023,0.751,0.6696
2023-01-03 12:00:00,0.8505,0.8254,0.7301
2023-01-03 13:00:00,0.5884,0.9001,0.7908
2023-01-03 14:00:00,0.8288,0.8119,0.7638
2023-01-03 15:00:00,0.7229,0.6984,0.8244
2023-01-03 16:00:00,0.6418,0.778,0.8026
2023-01-03 17:00:00,0.9354,0.5831,0.7215
2023-01-03 18:00:00,0.743,0.6626,0.7685
2023-01-03 19:00:00,0.7387,0.7832,0.6359
2023-01-03 20:00:00,0.7556,1.0,1.0
2023-01-03 21:00:00,0.7841,0.492,0.749
2023-01-03 22:00:00,0.6694,0.654,0.8536
2023-01-03 23:00:00,0.6256,0.8543,0.6404
2023-01-04 00:00:00,0.7017,0.5429,0.5636
2023-01-04 01:00:00,0.6209,0.7099,0.8139
2023-01-04 02:00:00,0.6296,0.7365,0.7537
2023-01-04 03:00:00,0.5835,0.6526,0.7012
2023-01-04 04:00:00,0.7102,0.6492,0.511
2023-01-04 05:00:00,0.6454,0.8217,0.6613
2023-01-04 06:00:00,0.7234,0.7488,0.6693
2023-01-04 07:00:00,0.6526,0.5637,0.8252
2023-01-04 08:00:00,0.6797,0.7151,0.6277
2023-01-04 09:00:00,0.8166,0.7898,0.6696
2023-01-04 10:00:00,0.8207,0.6821,0.87
2023-01-04 11:00:00,0.6339,0.7189,0.6786
2023-01-04 12:00:00,0.8443,0.615,0.9197
2023-01-04 13:00:00,0.7033,0.9261,0.6868
2023-01-04 14:00:00,0.6606,0.5652,0.6126
2023-01-04 15:00:00,0.5024,0.7103,0.8674
2023-01-04 16:00:00,0.7239,0.6749,0.7631
2023-01-04 17:00:00,0.9485,0.7969,0.8635
2023-01-04 18:00:00,0.7904,0.7884,0.8658
2023-01-04 19:00:00,0.5608,0.7889,0.5611
2023-01-04 20:00:00,0.6623,0.7202,0.7435
2023-01-04 21:00:00,0.9202,1.0,0.9995
2023-01-04 22:00:00,0.8264,0.6656,0.7456
2023-01-04 23:00:00,0.5478,0.8077,0.6039
2023-01-05 00:00:00,0.6404,0.6154,0.5205
2023-01-05 01:00:00,0.7537,0.684,0.6746
2023-01-05 02:00:00,0.8719,0.8154,0.7066
2023-01-05 03:00:00,0.7577,0.6698,0.7572
2023-01-05 04:00:00,0.5922,0.7984,0.7168
2023-01-05 05:00:00,0.9393,0.7108,0.5597
2023-01-05 06:00:00,0.5097,0.8599,0.7285
2023-01-05 07:00:00,0.7591,0.5662,0.693
2023-01-05 08:00:00,0.7134,0.6762,0.6727
2023-01-05 09:00:00,0.6068,0.6225,0.7191
2023-01-05 10:00:00,0.6996,0.7306,0.6216
2023-01-05 11:00:00,0.4727,0.6829,0.7284
2023-01-05 12:00:00,0.6625,0.6979,0.6567
2023-01-05 13:00:00,0.7861,0.8565,0.7244
2023-01-05 14:00:00,0.6803,0.7497,0.599
2023-01-05 15:00:00,0.8792,0.9033,0.4871
2023-01-05 16:00:00,0.9214,0.8561,0.7697
2023-01-05 17:00:00,0.8465,0.8258,0.8481
2023-01-05 18:00:00,0.8442,0.5146,0.7424
2023-01-05 19:00:00,0.9404,1.0,1.0
2023-01-05 20:00:00,0.6563,0.8157,0.8396
2023-01-05 21:00:00,0.812,0.9937,0.7852
2023-01-05 22:00:00,0.6154,0.7236,0.6003
2023-01-05 23:00:00,0.817,0.7822,0.6414
2023-01-06 00:00:00,0.7151,0.7941,0.6324
2023-01-06 01:00:00,0.644,0.6722,0.8493
2023-01-06 02:00:00,0.6213,0.8824,0.6266
2023-01-06 03:00:00,0.8536,0.7555,0.7264
2023-01-06 04:00:00,0.5662,0.6029,0.7048
2023-01-06 05:00:00,0.7289,0.6658,0.7879
2023-01-06 06:00:00,0.6692,0.6673,0.6541
2023-01-06 07:00:00,0.7588,0.794,0.7989
2023-01-06 08:00:00,0.8407,0.7762,0.6372
2023-01-06 09:00:00,0.604,0.9052,0.8727
2023-01-06 10:00:00,0.7915,0.4444,0.8338
2023-01-06 11:00:00,0.6942,0.9108,0.6396
2023-01-06 12:00:00,0.5913,0.8253,0.6022
2023-01-06 13:00:00,0.6806,0.7361,0.839
2023-01-06 14:00:00,0.9509,0.8852,0.7731
2023-01-06 15:00:00,0.8565,0.7666,0.807
2023-01-06 16:00:00,0.7755,0.6756,0.7384
2023-01-06 17:00:00,0.8643,0.5894,0.5006
2023-01-06 18:00:00,0.6388,0.6436,0.5894
2023-01-06 19:00:00,0.6452,0.6468,0.7339
2023-01-06 20:00:00,1.0,0.9472,0.8215
2023-01-06 21:00:00,0.7489,0.5381,0.5236
2023-01-06 22:00:00,0.6796,0.6643,0.5386
2023-01-06 23:00:00,0.5579,0.7976,0.7175
2023-01-07 00:00:00,0.5964,0.8916,0.5225
2023-01-07 01:00:00,0.7478,0.6189,0.6792
2023-01-07 02:00:00,0.6903,0.5629,0.7738
2023-01-07 03:00:00,0.7746,0.5667,0.7125
2023-01-07 04:00:00,0.7187,0.7132,0.7373
2023-01-07 05:00:00,0.7419,0.7737,0.7297
2023-01-07 06:00:00,0.6933,0.6762,0.7487
2023-01-07 07:00:00,0.727,0.5887,0.5607
2023-01-07 08:00:00,0.6906,0.6236,0.6094
2023-01-07 09:00:00,0.7384,0.7133,0.6566
2023-01-07 10:00:00,0.6727,0.584,0.8544
2023-01-07 11:00:00,0.7578,0.78,0.6723
2023-01-07 12:00:00,0.7848,0.7524,0.6407
2023-01-07 13:00:00,0.8783,0.7087,0.6551
2023-01-07 14:00:00,0.6824,0.8108,0.9041
2023-01-07 15:00:00,0.861,0.8578,0.7618
2023-01-07 16:00:00,0.7408,0.8081,0.8313
2023-01-07 17:00:00,0.7361,0.6145,0.6945
2023-01-07 18:00:00,0.6996,0.6333,0.6406
2023-01-07 19:00:00,0.6028,0.5735,0.5348
2023-01-07 20:00:00,0.8019,0.7638,0.8928
2023-01-07 21:00:00,0.6184,0.791,0.8087
2023-01-07 22:00:00,0.7109,0.6605,0.6699
2023-01-07 23:00:00,0.8019,0.6903,0.5694
2023-01-08 00:00:00,0.6705,0.6896,0.7545
2023-01-08 01:00:00,0.7979,0.6851,0.727
2023-01-08 02:00:00,0.6365,0.7489,0.6954
2023-01-08 03:00:00,0.6943,0.8967,0.7901
2023-01-08 04:00:00,0.662,0.7819,0.686
2023-01-08 05:00:00,0.6158,0.5872,0.7416
2023-01-08 06:00:00,0.612,0.8073,0.8839
2023-01-08 07:00:00,0.6416,0.6081,0.6917
2023-01-08 08:00:00,0.7379,0.7412,0.6428
2023-01-08 09:00:00,0.6498,0.7213,0.6949
2023-01-08 10:00:00,0.6345,0.6382,0.7334
2023-01-08 11:00:00,0.7044,0.5745,0.673
2023-01-08 12:00:00,0.4947,0.7414,0.8554
2023-01-08 13:00:00,0.5327,0.6991,0.5332
2023-01-08 14:00:00,0.5772,0.7468,0.6293
2023-01-08 15:00:00,0.6544,0.5965,0.8521
2023-01-08 16:00:00,0.8357,0.592,0.5809
2023-01-08 17:00:00,0.9065,0.765,0.5205
2023-01-08 18:00:00,0.6845,0.8031,0.5271
2023-01-08 19:00:00,0.669,0.7581,0.7339
2023-01-08 20:00:00,0.6994,0.5769,0.6424
2023-01-08 21:00:00,0.7775,0.864,0.7747
2023-01-08 22:00:00,0.5858,0.4434,0.7716
2023-01-08 23:00:00,0.8417,0.6919,0.7502
2023-01-09 00:00:00,0.7649,0.5353,0.5483
2023-01-09 01:00:00,0.9316,0.7509,0.8986
2023-01-09 02:00:00,0.9296,0.6543,0.7404
2023-01-09 03:00:00,0.6748,0.8371,0.7323
2023-01-09 04:00:00,0.8886,0.6505,0.6955
2023-01-09 05:00:00,0.7032,0.7899,0.7296
2023-01-09 06:00:00,0.5493,0.7317,0.7106
2023-01-09 07:00:00,0.5864,0.754,0.6322
2023-01-09 08:00:00,0.8064,0.7411,0.7634
2023-01-09 09:00:00,0.6352,0.7992,0.6237
2023-01-09 10:00:00,0.7062,0.6331,0.6485
2023-01-09 11:00:00,0.8601,0.8432,0.5416
2023-01-09 12:00:00,0.6057,0.8747,0.7712
2023-01-09 13:00:00,0.6748,0.7108,0.6965
2023-01-09 14:00:00,0.6217,0.8485,0.7348
2023-01-09 15:00:00,0.9216,0.7961,0.6049
2023-01-09 16:00:00,0.7335,0.752,0.5986
2023-01-09 17:00:00,0.8793,0.8388,0.6136
2023-01-09 18:00:00,0.7532,0.7449,0.6831
2023-01-09 19:00:00,0.7474,0.5214,0.6496
2023-01-09 20:00:00,0.6842,0.6517,0.7216
2023-01-09 21:00:00,0.6873,0.7388,0.6411
2023-01-09 22:00:00,0.7447,0.5191,0.4185
2023-01-09 23:00:00,0.713,0.6695,0.6103
2023-01-10 00:00:00,0.8061,0.7553,0.6649
2023-01-10 01:00:00,0.6794,0.7031,0.6731
2023-01-10 02:00:00,0.6821,0.8335,0.733
2023-01-10 03:00:00,0.6951,0.7771,0.567
2023-01-10 04:00:00,0.7759,0.6413,0.728
2023-01-10 05:00:00,0.8203,0.7041,0.672
2023-01-10 06:00:00,0.7645,0.6511,0.6548
2023-01-10 07:00:00,0.8571,0.7677,0.5664
2023-01-10 08:00:00,0.6279,0.7855,0.6899
2023-01-10 09:00:00,0.5824,0.4336,0.8139
2023-01-10 10:00:00,0.8085,0.7045,0.9286
2023-01-10 11:00:00,0.6843,0.8125,0.7131
2023-01-10 12:00:00,0.6635,0.7881,0.7347
2023-01-10 13:00:00,0.7027,0.6467,0.7608
2023-01-10 14:00:00,0.8302,0.6616,0.8033
2023-01-10 15:00:00,0.7733,0.7259,0.7051
2023-01-10 16:00:00,0.634,0.6597,0.9437
2023-01-10 17:00:00,0.8442,0.6216,0.8156
2023-01-10 18:00:00,0.5857,0.6595,0.5552
2023-01-10 19:00:00,0.9583,0.7818,0.749
2023-01-10 20:00:00,0.6579,0.7605,0.7495
2023-01-10 21:00:00,0.7774,0.9119,0.5622
2023-01-10 22:00:00,0.6558,0.7743,0.8408
2023-01-10 23:00:00,0.707,0.6165,0.8315
2023-01-11 00:00:00,0.6274,0.6808,0.5796
2023-01-11 01:00:00,0.677,0.6267,0.7876
2023-01-11 02:00:00,0.9355,0.7575,0.7862
2023-01-11 03:00:00,0.7941,0.9172,0.7213
2023-01-11 04:00:00,0.6397,0.635,0.6941
2023-01-11 05:00:00,0.7068,0.6878,0.5428
2023-01-11 06:00:00,0.6536,0.549,0.8521
2023-01-11 07:00:00,0.6404,0.795,0.7645
2023-01-11 08:00:00,0.6774,0.7314,0.6566
2023-01-11 09:00:00,0.6138,0.7911,0.634
2023-01-11 10:00:00,0.8583,0.6859,0.6689
2023-01-11 11:00:00,0.6916,0.6172,0.5409
2023-01-11 12:00:00,0.7483,0.8125,0.7896
2023-01-11 13:00:00,0.7109,0.8037,0.7239
2023-01-11 14:00:00,0.5752,0.8263,0.5496
2023-01-11 15:00:00,0.6231,0.8347,0.5228
2023-01-11 16:00:00,0.5413,0.687,0.7106
2023-01-11 17:00:00,0.5592,0.7218,0.5443
2023-01-11 18:00:00,0.6474,0.5609,0.8148
2023-01-11 19:00:00,0.6076,0.5175,0.5458
2023-01-11 20:00:00,0.7863,0.7512,0.6499
2023-01-11 21:00:00,0.8742,0.736,0.9576
2023-01-11 22:00:00,0.575,0.6923,0.7906
2023-01-11 23:00:00,0.8311,0.6626,0.7394
2023-01-12 00:00:00,0.7197,0.5485,0.6452
2023-01-12 01:00:00,0.5971,0.7172,0.7368
2023-01-12 02:00:00,0.7606,0.8684,0.8707
2023-01-12 03:00:00,0.6691,0.5231,0.6214
2023-01-12 04:00:00,0.7036,0.6351,0.6349
2023-01-12 05:00:00,0.5526,0.6212,0.5705
2023-01-12 06:00:00,0.7366,0.8181,0.7984
2023-01-12 07:00:00,0.6202,0.7489,0.738
2023-01-12 08:00:00,0.6977,0.5975,0.5624
2023-01-12 09:00:00,0.83,0.5771,0.8867
2023-01-12 10:00:00,0.697,0.7322,0.7338
2023-01-12 11:00:00,0.683,0.6481,0.5591
2023-01-12 12:00:00,0.7352,0.6493,0.7823
2023-01-12 13:00:00,0.8458,0.598,0.7744
2023-01-12 14:00:00,1.0,0.8903,0.8436
2023-01-12 15:00:00,0.7737,0.737,0.6524
2023-01-12 16:00:00,0.65,0.9472,0.5146
2023-01-12 17:00:00,0.9758,0.9726,0.7456
2023-01-12 18:00:00,0.8821,0.9784,0.7834
2023-01-12 19:00:00,0.7282,0.7096,0.5402
2023-01-12 20:00:00,0.5774,0.6785,0.9213
2023-01-12 21:00:00,0.5553,0.8075,0.9006
2023-01-12 22:00:00,0.6344,0.6592,0.8544
2023-01-12 23:00:00,0.9018,0.5588,0.7116
2023-01-13 00:00:00,0.7474,0.8393,0.6734
2023-01-13 01:00:00,0.6669,0.6343,0.7031
2023-01-13 02:00:00,0.6147,0.4777,0.7719
2023-01-13 03:00:00,0.7751,0.6882,0.4996
2023-01-13 04:00:00,0.6441,0.8145,0.691
2023-01-13 05:00:00,0.8404,0.6555,0.731
2023-01-13 06:00:00,0.6266,0.6638,0.6807
2023-01-13 07:00:00,0.5572,0.5543,0.772
2023-01-13 08:00:00,0.8545,0.7972,0.8145
2023-01-13 09:00:00,0.5554,0.7136,0.7658
2023-01-13 10:00:00,0.6502,0.8112,0.7183
2023-01-13 11:00:00,0.6227,0.5028,0.8103
2023-01-13 12:00:00,0.6395,0.7952,0.685
2023-01-13 13:00:00,0.687,0.6228,0.5133
2023-01-13 14:00:00,0.7445,0.6621,0.8164
2023-01-13 15:00:00,0.4718,0.7885,0.6419
2023-01-13 16:00:00,0.6784,0.7937,0.7976
2023-01-13 17:00:00,0.7986,0.9157,0.5481
2023-01-13 18:00:00,0.9407,0.9103,0.9567
2023-01-13 19:00:00,0.9552,0.7908,0.8579
2023-01-13 20:00:00,0.5259,0.8819,0.837
2023-01-13 21:00:00,0.7928,0.7794,0.655
2023-01-13 22:00:00,0.5584,0.7952,0.6585
2023-01-13 23:00:00,0.817,0.6541,0.8691
2023-01-14 00:00:00,0.9244,0.4605,0.6306
2023-01-14 01:00:00,0.7524,0.6502,0.7266
2023-01-14 02:00:00,0.7526,0.6574,0.8164
2023-01-14 03:00:00,0.6532,0.5446,0.8712
2023-01-14 04:00:00,0.6917,0.7534,0.7156
2023-01-14 05:00:00,0.6231,0.4431,0.5496
2023-01-14 06:00:00,0.5835,0.675,0.5737
2023-01-14 07:00:00,0.6489,0.4753,0.9165
2023-01-14 08:00:00,0.663,0.5449,0.8513
2023-01-14 09:00:00,0.6311,0.7059,0.8524
2023-01-14 10:00:00,0.5748,0.7929,0.7977
2023-01-14 11:00:00,0.6997,0.7333,0.7414
2023-01-14 12:00:00,0.5294,0.775,0.7873
2023-01-14 13:00:00,0.7527,0.688,0.8158
2023-01-14 14:00:00,0.7276,0.6177,0.8304
2023-01-14 15:00:00,0.7466,0.8958,0.6894
2023-01-14 16:00:00,0.5997,0.7385,0.7981
2023-01-14 17:00:00,0.5273,0.7443,0.8693
2023-01-14 18:00:00,0.5569,0.7515,0.8671
2023-01-14 19:00:00,0.7086,0.6145,0.6557
2023-01-14 20:00:00,0.848,0.8173,0.9124
2023-01-14 21:00:00,0.7101,0.7258,0.7753
2023-01-14 22:00:00,0.7464,0.8822,0.6013
2023-01-14 23:00:00,0.4934,0.632,0.9465
2023-01-15 00:00:00,0.8698,0.8036,0.4272
2023-01-15 01:00:00,0.6945,0.5326,0.7297
2023-01-15 02:00:00,0.7666,0.6058,0.8507
2023-01-15 03:00:00,0.6612,0.5954,0.5356
2023-01-15 04:00:00,0.7349,0.7635,0.7884
2023-01-15 05:00:00,0.7288,0.581,0.8453
2023-01-15 06:00:00,0.6965,0.7162,0.6844
2023-01-15 07:00:00,0.4262,0.672,0.7434
2023-01-15 08:00:00,0.7149,0.723,0.6445
2023-01-15 09:00:00,0.6522,0.7153,0.8389
2023-01-15 10:00:00,0.7199,0.5158,0.5166
2023-01-15 11:00:00,0.6198,0.7574,0.6221
2023-01-15 12:00:00,0.7688,0.7375,0.6794
2023-01-15 13:00:00,0.5279,0.6268,0.7044
2023-01-15 14:00:00,0.6439,0.7206,0.7066
2023-01-15 15:00:00,0.748,0.8844,0.7122
2023-01-15 16:00:00,1.0,0.6871,0.8292
2023-01-15 17:00:00,0.8886,0.702,0.8973
2023-01-15 18:00:00,0.6405,0.6912,0.7294
2023-01-15 19:00:00,0.5036,0.4834,0.6654
2023-01-15 20:00:00,0.7605,0.7509,0.6302
2023-01-15 21:00:00,0.6854,0.8233,0.7829
2023-01-15 22:00:00,0.5893,0.6235,0.7848
2023-01-15 23:00:00,0.5663,0.7182,0.5853
2023-01-16 00:00:00,0.7387,0.6385,0.6568
2023-01-16 01:00:00,0.7165,0.6915,0.7302
2023-01-16 02:00:00,0.7906,0.5801,0.5617
2023-01-16 03:00:00,0.6702,0.8809,0.7911
2023-01-16 04:00:00,0.5694,0.7153,0.7166
2023-01-16 05:00:00,0.7679,0.8389,0.7449
2023-01-16 06:00:00,0.5364,0.6404,0.5958
2023-01-16 07:00:00,0.5898,0.7532,0.6297
2023-01-16 08:00:00,0.7076,0.6532,0.7953
2023-01-16 09:00:00,0.6796,0.7755,0.6624
2023-01-16 10:00:00,0.7388,0.9397,0.6401
2023-01-16 11:00:00,0.668,0.7796,0.8191
2023-01-16 12:00:00,0.8891,0.5926,0.8023
2023-01-16 13:00:00,0.7903,0.6906,0.7182
2023-01-16 14:00:00,0.8825,0.4474,0.6368
2023-01-16 15:00:00,0.7757,0.9243,0.7709
2023-01-16 16:00:00,0.6943,0.6228,0.5852
2023-01-16 17:00:00,0.5739,0.6158,0.7041
2023-01-16 18:00:00,0.768,0.7231,0.5883
2023-01-16 19:00:00,0.7519,0.604,0.6291
2023-01-16 20:00:00,0.7705,0.8354,0.6152
2023-01-16 21:00:00,0.6581,0.8048,0.7373
2023-01-16 22:00:00,0.6866,0.7959,0.5995
2023-01-16 23:00:00,0.689,0.6072,0.6939
2023-01-17 00:00:00,0.7228,0.6554,0.7104
2023-01-17 01:00:00,0.5874,1.0,0.7273
2023-01-17 02:00:00,0.7507,0.6755,0.7578
2023-01-17 03:00:00,0.7009,0.5897,0.653
2023-01-17 04:00:00,0.7672,0.6934,0.7334
2023-01-17 05:00:00,0.7421,0.5266,0.7483
2023-01-17 06:00:00,0.541,0.6924,0.8166
2023-01-17 07:00:00,0.7053,0.7081,0.7405
2023-01-17 08:00:00,0.6217,0.8019,0.7113
2023-01-17 09:00:00,0.8584,0.6911,0.7841
2023-01-17 10:00:00,0.4945,0.5018,0.7439
2023-01-17 11:00:00,0.6347,0.8174,0.7203
2023-01-17 12:00:00,0.6911,0.7232,0.606
2023-01-17 13:00:00,0.739,0.7557,0.6887
2023-01-17 14:00:00,0.6878,0.633,0.7638
2023-01-17 15:00:00,0.771,0.6973,0.7243
2023-01-17 16:00:00,0.7291,0.7325,0.6502
2023-01-17 17:00:00,0.7054,0.734,0.6391
2023-01-17 18:00:00,0.6651,0.7151,0.8212
2023-01-17 19:00:00,0.85,0.7521,0.6092
2023-01-17 20:00:00,0.7616,0.7253,0.6087
2023-01-17 21:00:00,0.7086,0.5811,0.4595
2023-01-17 22:00:00,0.7916,0.6476,0.7682
2023-01-17 23:00:00,0.4601,0.7056,0.8246
2023-01-18 00:00:00,0.5531,0.7067,0.7491
2023-01-18 01:00:00,0.7626,0.7383,0.7031
2023-01-18 02:00:00,0.6262,0.8025,0.8277
2023-01-18 03:00:00,0.9039,0.6369,0.5668
2023-01-18 04:00:00,0.5942,0.673,0.8015
2023-01-18 05:00:00,0.8815,0.6623,0.9106
2023-01-18 06:00:00,0.8807,0.7014,0.8394
2023-01-18 07:00:00,0.8784,0.7419,0.7589
2023-01-18 08:00:00,0.8279,0.9394,0.6887
2023-01-18 09:00:00,0.6236,0.652,0.713
2023-01-18 10:00:00,0.791,0.7526,0.6154
2023-01-18 11:00:00,0.6686,0.5711,0.6325
2023-01-18 12:00:00,0.5507,0.6494,0.4943
2023-01-18 13:00:00,0.657,0.9147,0.8046
2023-01-18 14:00:00,0.7116,0.6005,0.6723
2023-01-18 15:00:00,0.7114,0.6107,0.4879
2023-01-18 16:00:00,0.5656,0.7257,0.5345
2023-01-18 17:00:00,0.9978,0.9621,0.8496
2023-01-18 18:00:00,0.9033,0.7428,0.9718
2023-01-18 19:00:00,0.95,1.0,0.7878
2023-01-18 20:00:00,0.7431,0.7077,0.5966
2023-01-18 21:00:00,0.6168,0.5401,0.6492
2023-01-18 22:00:00,0.7347,0.7088,0.9161
2023-01-18 23:00:00,0.6372,0.6958,0.6998
2023-01-19 00:00:00,0.5945,0.8215,0.6855
2023-01-19 01:00:00,0.4044,0.6921,0.55
2023-01-19 02:00:00,0.659,0.8448,0.6268
2023-01-19 03:00:00,0.6348,0.7777,0.6711
2023-01-19 04:00:00,0.7134,0.8034,0.606
2023-01-19 05:00:00,0.6375,0.7637,0.641
2023-01-19 06:00:00,0.7137,0.6059,0.7676
2023-01-19 07:00:00,0.6276,0.7751,0.6871
2023-01-19 08:00:00,0.8012,0.6965,0.7788
2023-01-19 09:00:00,0.73,0.5517,0.6467
2023-01-19 10:00:00,0.7105,0.449,0.8324
2023-01-19 11:00:00,0.7407,0.7397,0.5954
2023-01-19 12:00:00,0.6685,0.6077,0.8496
2023-01-19 13:00:00,0.5354,0.9571,0.6182
2023-01-19 14:00:00,0.7847,0.8237,0.8344
2023-01-19 15:00:00,0.8314,0.5978,0.97
2023-01-19 16:00:00,0.7554,0.5788,0.7325
2023-01-19 17:00:00,0.817,0.4939,0.7498
2023-01-19 18:00:00,0.5889,0.6364,0.8043
2023-01-19 19:00:00,0.7134,0.6053,0.5142
2023-01-19 20:00:00,0.7991,0.8549,0.9401
2023-01-19 21:00:00,0.5476,0.7626,0.6274
2023-01-19 22:00:00,0.7124,0.5688,0.5633
2023-01-19 23:00:00,0.7439,0.7368,0.6324
2023-01-20 00:00:00,0.5521,0.8044,0.6439
2023-01-20 01:00:00,0.8375,0.6972,0.6579
2023-01-20 02:00:00,0.7002,0.7155,0.5534
2023-01-20 03:00:00,0.7872,0.6353,0.5524
2023-01-20 04:00:00,0.8488,0.6579,0.6632
2023-01-20 05:00:00,0.617,0.3838,0.737
2023-01-20 06:00:00,0.6895,0.7212,0.6127
2023-01-20 07:00:00,0.6455,0.6584,0.5399
2023-01-20 08:00:00,0.8943,0.536,0.8166
2023-01-20 09:00:00,0.6447,0.6399,0.6621
2023-01-20 10:00:00,0.8106,0.7021,0.6562
2023-01-20 11:00:00,0.702,0.6879,0.6076
2023-01-20 12:00:00,0.6339,0.6176,0.7493
2023-01-20 13:00:00,0.5657,0.608,0.6871
2023-01-20 14:00:00,0.7678,0.591,0.6897
2023-01-20 15:00:00,0.7554,0.6531,0.6801
2023-01-20 16:00:00,0.8934,0.6337,0.9933
2023-01-20 17:00:00,0.6823,0.7942,0.6453
2023-01-20 18:00:00,0.7584,0.5497,0.5379
2023-01-20 19:00:00,0.9254,0.8939,0.8145
2023-01-20 20:00:00,0.7819,0.7588,0.6621
2023-01-20 21:00:00,0.7374,0.6618,0.7547
2023-01-20 22:00:00,0.5018,0.8679,0.7054
2023-01-20 23:00:00,0.7288,0.5149,0.7739
2023-01-21 00:00:00,0.6274,0.7822,0.7066
2023-01-21 01:00:00,0.6345,0.6294,0.7387
2023-01-21 02:00:00,0.6824,0.582,0.9008
2023-01-21 03:00:00,0.7893,0.807,0.6409
2023-01-21 04:00:00,0.6045,0.5714,0.7683
2023-01-21 05:00:00,0.6923,0.5339,0.6378
2023-01-21 06:00:00,0.8298,0.6686,0.6716
2023-01-21 07:00:00,0.726,0.6263,0.4907
2023-01-21 08:00:00,0.7983,0.8001,0.6739
2023-01-21 09:00:00,0.7584,0.7498,0.8229
2023-01-21 10:00:00,0.506,0.5932,0.6097
2023-01-21 11:00:00,0.7001,0.8093,0.5892
2023-01-21 12:00:00,0.5947,0.6967,0.6563
2023-01-21 13:00:00,0.8226,0.7248,0.6074
2023-01-21 14:00:00,0.5568,0.7476,0.7003
2023-01-21 15:00:00,0.9564,0.8554,0.8512
2023-01-21 16:00:00,0.7174,0.6483,0.7257
2023-01-21 17:00:00,1.0,1.0,0.9842
2023-01-21 18:00:00,0.7657,0.5664,0.8405
2023-01-21 19:00:00,0.6318,0.7105,0.6968
2023-01-21 20:00:00,0.6452,0.6846,0.615
